MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,ReasonRemoved,index
TWDB_Water Uses,TWDB,TXag_RU126,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,5833,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78514.0
TWDB_Water Uses,TWDB,TXag_RU127,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,5637,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78515.0
TWDB_Water Uses,TWDB,TXag_RU128,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,154354,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78516.0
TWDB_Water Uses,TWDB,TXag_RU129,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3537,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78517.0
TWDB_Water Uses,TWDB,TXag_RU130,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,79155,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78518.0
TWDB_Water Uses,TWDB,TXag_RU131,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,740014,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78519.0
TWDB_Water Uses,TWDB,TXag_RU132,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,36015,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78520.0
TWDB_Water Uses,TWDB,TXag_RU133,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,22509,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78521.0
TWDB_Water Uses,TWDB,TXag_RU134,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,51381,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78522.0
TWDB_Water Uses,TWDB,TXag_RU135,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,34505,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78523.0
TWDB_Water Uses,TWDB,TXag_RU136,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,23680,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78524.0
TWDB_Water Uses,TWDB,TXag_RU137,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,33415,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78525.0
TWDB_Water Uses,TWDB,TXag_RU138,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3453,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78526.0
TWDB_Water Uses,TWDB,TXag_RU139,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,84240,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78527.0
TWDB_Water Uses,TWDB,TXag_RU140,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,22745,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78528.0
TWDB_Water Uses,TWDB,TXag_RU141,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1751,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78529.0
TWDB_Water Uses,TWDB,TXag_RU142,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,8872,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78530.0
TWDB_Water Uses,TWDB,TXag_RU143,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,14862,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78531.0
TWDB_Water Uses,TWDB,TXag_RU144,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,35605,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78532.0
TWDB_Water Uses,TWDB,TXag_RU145,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,2642,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78533.0
TWDB_Water Uses,TWDB,TXag_RU146,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,246707,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78534.0
TWDB_Water Uses,TWDB,TXag_RU147,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,5158,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78535.0
TWDB_Water Uses,TWDB,TXag_RU148,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,41562,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78536.0
TWDB_Water Uses,TWDB,TXag_RU149,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,156982,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78537.0
TWDB_Water Uses,TWDB,TXag_RU150,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,20226,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78538.0
TWDB_Water Uses,TWDB,TXag_RU151,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,15340,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78539.0
TWDB_Water Uses,TWDB,TXag_RU152,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,102865,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78540.0
TWDB_Water Uses,TWDB,TXag_RU153,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,33916,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78541.0
TWDB_Water Uses,TWDB,TXag_RU154,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,385,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78542.0
TWDB_Water Uses,TWDB,TXag_RU155,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,831,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78543.0
TWDB_Water Uses,TWDB,TXag_RU156,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,48394,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78544.0
TWDB_Water Uses,TWDB,TXag_RU157,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,4623,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78545.0
TWDB_Water Uses,TWDB,TXag_RU158,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,364,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78546.0
TWDB_Water Uses,TWDB,TXag_RU159,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3320,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78547.0
TWDB_Water Uses,TWDB,TXag_RU160,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,30657,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78548.0
TWDB_Water Uses,TWDB,TXag_RU161,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3895,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78549.0
TWDB_Water Uses,TWDB,TXag_RU162,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,6041,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78550.0
TWDB_Water Uses,TWDB,TXag_RU163,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,49907,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78551.0
TWDB_Water Uses,TWDB,TXag_RU164,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,14308,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78552.0
TWDB_Water Uses,TWDB,TXag_RU165,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,21152,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78553.0
TWDB_Water Uses,TWDB,TXag_RU166,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,19457,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78554.0
TWDB_Water Uses,TWDB,TXag_RU167,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,17275,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78555.0
TWDB_Water Uses,TWDB,TXag_RU168,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,16870,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78556.0
TWDB_Water Uses,TWDB,TXag_RU169,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,77807,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78557.0
TWDB_Water Uses,TWDB,TXag_RU170,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,22671,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78558.0
TWDB_Water Uses,TWDB,TXag_RU171,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3222,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78559.0
TWDB_Water Uses,TWDB,TXag_RU172,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,12191,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78560.0
TWDB_Water Uses,TWDB,TXag_RU173,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,19288,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78561.0
TWDB_Water Uses,TWDB,TXag_RU174,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,57,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78562.0
TWDB_Water Uses,TWDB,TXag_RU175,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,270387,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78563.0
TWDB_Water Uses,TWDB,TXag_RU176,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,5988,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78564.0
TWDB_Water Uses,TWDB,TXag_RU177,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,13794,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78565.0
TWDB_Water Uses,TWDB,TXag_RU178,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,10631,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78566.0
TWDB_Water Uses,TWDB,TXag_RU179,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,5017,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78567.0
TWDB_Water Uses,TWDB,TXag_RU180,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3853,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78568.0
TWDB_Water Uses,TWDB,TXag_RU181,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,37439,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78569.0
TWDB_Water Uses,TWDB,TXag_RU182,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,53510,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78570.0
TWDB_Water Uses,TWDB,TXag_RU183,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,8170,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78571.0
TWDB_Water Uses,TWDB,TXag_RU184,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,230145,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78572.0
TWDB_Water Uses,TWDB,TXag_RU185,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,871,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78573.0
TWDB_Water Uses,TWDB,TXag_RU186,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,44659,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78574.0
TWDB_Water Uses,TWDB,TXag_RU187,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,2354,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78575.0
TWDB_Water Uses,TWDB,TXag_RU188,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,133023,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78576.0
TWDB_Water Uses,TWDB,TXag_RU189,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,25602,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78577.0
TWDB_Water Uses,TWDB,TXag_RU190,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,5254,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78578.0
TWDB_Water Uses,TWDB,TXag_RU191,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,9610,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78579.0
TWDB_Water Uses,TWDB,TXag_RU192,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,20159,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78580.0
TWDB_Water Uses,TWDB,TXag_RU193,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,444895,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78581.0
TWDB_Water Uses,TWDB,TXag_RU194,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,20536,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78582.0
TWDB_Water Uses,TWDB,TXag_RU195,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,13039,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78583.0
TWDB_Water Uses,TWDB,TXag_RU196,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1396,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78584.0
TWDB_Water Uses,TWDB,TXag_RU197,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,63769,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78585.0
TWDB_Water Uses,TWDB,TXag_RU198,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,49625,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78586.0
TWDB_Water Uses,TWDB,TXag_RU199,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,14290,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78587.0
TWDB_Water Uses,TWDB,TXag_RU200,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,15133,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78588.0
TWDB_Water Uses,TWDB,TXag_RU201,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,322876,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78589.0
TWDB_Water Uses,TWDB,TXag_RU202,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,9754,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78590.0
TWDB_Water Uses,TWDB,TXag_RU203,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,2209,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78591.0
TWDB_Water Uses,TWDB,TXag_RU204,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,84133,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78592.0
TWDB_Water Uses,TWDB,TXag_RU205,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,27993,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78593.0
TWDB_Water Uses,TWDB,TXag_RU206,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,23297,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78594.0
TWDB_Water Uses,TWDB,TXag_RU207,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,115359,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78595.0
TWDB_Water Uses,TWDB,TXag_RU208,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,9729,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78596.0
TWDB_Water Uses,TWDB,TXag_RU209,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,16983,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78597.0
TWDB_Water Uses,TWDB,TXag_RU210,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,46236,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78598.0
TWDB_Water Uses,TWDB,TXag_RU211,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,122019,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78599.0
TWDB_Water Uses,TWDB,TXag_RU212,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,8117,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78600.0
TWDB_Water Uses,TWDB,TXag_RU213,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,11167,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78601.0
TWDB_Water Uses,TWDB,TXag_RU214,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,118081,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78602.0
TWDB_Water Uses,TWDB,TXag_RU215,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3257,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78603.0
TWDB_Water Uses,TWDB,TXag_RU216,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3320,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78604.0
TWDB_Water Uses,TWDB,TXag_RU217,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,13564,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78605.0
TWDB_Water Uses,TWDB,TXag_RU218,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,11474,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78606.0
TWDB_Water Uses,TWDB,TXag_RU219,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,7411,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78607.0
TWDB_Water Uses,TWDB,TXag_RU220,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,868,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78608.0
TWDB_Water Uses,TWDB,TXag_RU221,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,15970,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78609.0
TWDB_Water Uses,TWDB,TXag_RU222,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,81267,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78610.0
TWDB_Water Uses,TWDB,TXag_RU223,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,10958,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78611.0
TWDB_Water Uses,TWDB,TXag_RU224,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,48882,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78612.0
TWDB_Water Uses,TWDB,TXag_RU225,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,10484,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78613.0
TWDB_Water Uses,TWDB,TXag_RU226,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,9037,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78614.0
TWDB_Water Uses,TWDB,TXag_RU227,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,25615,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78615.0
TWDB_Water Uses,TWDB,TXag_RU228,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,69169,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78616.0
TWDB_Water Uses,TWDB,TXag_RU229,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,6058,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78617.0
TWDB_Water Uses,TWDB,TXag_RU230,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,2949,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78618.0
TWDB_Water Uses,TWDB,TXag_RU231,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,16262,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78619.0
TWDB_Water Uses,TWDB,TXag_RU232,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3383,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78620.0
TWDB_Water Uses,TWDB,TXag_RU233,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,26644,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78621.0
TWDB_Water Uses,TWDB,TXag_RU234,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3150,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78622.0
TWDB_Water Uses,TWDB,TXag_RU235,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,204097,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78623.0
TWDB_Water Uses,TWDB,TXag_RU236,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,8174,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78624.0
TWDB_Water Uses,TWDB,TXag_RU237,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,62696,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78625.0
TWDB_Water Uses,TWDB,TXag_RU238,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,9685,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78626.0
TWDB_Water Uses,TWDB,TXag_RU239,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1258,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78627.0
TWDB_Water Uses,TWDB,TXag_RU240,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1577,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78628.0
TWDB_Water Uses,TWDB,TXag_RU241,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,4314,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78629.0
TWDB_Water Uses,TWDB,TXag_RU242,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,8020,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78630.0
TWDB_Water Uses,TWDB,TXag_RU243,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1779396,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78631.0
TWDB_Water Uses,TWDB,TXag_RU244,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,128256,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78632.0
TWDB_Water Uses,TWDB,TXag_RU245,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1046,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78633.0
TWDB_Water Uses,TWDB,TXag_RU246,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,12244,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78634.0
TWDB_Water Uses,TWDB,TXag_RU247,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1858,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78635.0
TWDB_Water Uses,TWDB,TXag_RU248,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,30464,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78636.0
TWDB_Water Uses,TWDB,TXag_RU249,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,105632,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78637.0
TWDB_Water Uses,TWDB,TXag_RU250,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,1012789,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78638.0
TWDB_Water Uses,TWDB,TXag_RU251,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,14343,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78639.0
TWDB_Water Uses,TWDB,TXag_RU252,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,21315,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78640.0
TWDB_Water Uses,TWDB,TXag_RU253,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,38061,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78641.0
TWDB_Water Uses,TWDB,TXag_RU254,TWDB_Consumptive Use,TXag_WS1,,,Power,,,,02/19/2021,,,,,,3269,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,78642.0
