WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
PRICE PUMP & PIPELINE-CODWR,PRICE PUMP & PIPELINE-CODWR,,Unspecified,Fresh,,
PRICE WELL NO 2-CODWR,PRICE WELL NO 2-CODWR,,Unspecified,Fresh,,
PROCTOR FEED YARD NO 3-CODWR,PROCTOR FEED YARD NO 3-CODWR,,Unspecified,Fresh,,
PRIDE PUMP-CODWR,PRIDE PUMP-CODWR,,Unspecified,Fresh,,
PROSPECT DITCH NPD-CODWR,PROSPECT DITCH NPD-CODWR,,Unspecified,Fresh,,
PREISSER WELL NO 15-CODWR,PREISSER WELL NO 15-CODWR,,Unspecified,Fresh,,
PRICE-KINNEY RES FEEDER-CODWR,PRICE-KINNEY RES FEEDER-CODWR,,Unspecified,Fresh,,
PRIMERO 22-30-CODWR,PRIMERO 22-30-CODWR,,Unspecified,Fresh,,
PROBASCO WASTE WATER D-CODWR,PROBASCO WASTE WATER D-CODWR,,Unspecified,Fresh,,
PUEBLO COUNTY WELL NO 3-CODWR,PUEBLO COUNTY WELL NO 3-CODWR,,Unspecified,Fresh,,
POPPY PATCH DITCH-CODWR,POPPY PATCH DITCH-CODWR,,Unspecified,Fresh,,
PRUTCH WELL NO 1-CODWR,PRUTCH WELL NO 1-CODWR,,Unspecified,Fresh,,
PTARMIGAN 33-32-CODWR,PTARMIGAN 33-32-CODWR,,Unspecified,Fresh,,
POVERTY FLAT D NO 2-CODWR,POVERTY FLAT D NO 2-CODWR,,Unspecified,Fresh,,
PUMPERNICKEL 14-29-CODWR,PUMPERNICKEL 14-29-CODWR,,Unspecified,Fresh,,
POWELL PARK DITCH-CODWR,POWELL PARK DITCH-CODWR,,Unspecified,Fresh,,
PSRC #5-CODWR,PSRC #5-CODWR,,Unspecified,Fresh,,
PUEBLO BANK & TRUST WELL-CODWR,PUEBLO BANK & TRUST WELL-CODWR,,Unspecified,Fresh,,
PURGATORY SNOWMAKING RETURN PIPELINE-CODWR,PURGATORY SNOWMAKING RETURN PIPELINE-CODWR,,Unspecified,Fresh,,
PURRIER DITCH-CODWR,PURRIER DITCH-CODWR,,Unspecified,Fresh,,
PULPIT ROCK AUG PLAN (HIGH FOREST RANCH)-CODWR,PULPIT ROCK AUG PLAN (HIGH FOREST RANCH)-CODWR,,Unspecified,Fresh,,
R & M WELL-CODWR,R & M WELL-CODWR,,Unspecified,Fresh,,
QUARTZ 13-22-CODWR,QUARTZ 13-22-CODWR,,Unspecified,Fresh,,
R A PITTS SEEPAGE DITCH-CODWR,R A PITTS SEEPAGE DITCH-CODWR,,Unspecified,Fresh,,
R E H DITCH-CODWR,R E H DITCH-CODWR,,Unspecified,Fresh,,
QUAKEN ASP DITCH-CODWR,QUAKEN ASP DITCH-CODWR,,Unspecified,Fresh,,
QUARTET D-CODWR,QUARTET D-CODWR,,Unspecified,Fresh,,
R- 643-CODWR,R- 643-CODWR,,Unspecified,Fresh,,
R G WHYMAN DITCH-CODWR,R G WHYMAN DITCH-CODWR,,Unspecified,Fresh,,
QUINLAVAN D-CODWR,QUINLAVAN D-CODWR,,Unspecified,Fresh,,
R-0730-CODWR,R-0730-CODWR,,Unspecified,Fresh,,
R-1019-CODWR,R-1019-CODWR,,Unspecified,Fresh,,
R-1101-CODWR,R-1101-CODWR,,Unspecified,Fresh,,
SOUTH GLENWOOD IRR DIV-CODWR,SOUTH GLENWOOD IRR DIV-CODWR,,Unspecified,Fresh,,
SP-0714-CODWR,SP-0714-CODWR,,Unspecified,Fresh,,
SP-0703-CODWR,SP-0703-CODWR,,Unspecified,Fresh,,
SP-2003-CODWR,SP-2003-CODWR,,Unspecified,Fresh,,
SPATAFORE DITCH NO 1-CODWR,SPATAFORE DITCH NO 1-CODWR,,Unspecified,Fresh,,
SP-0704-CODWR,SP-0704-CODWR,,Unspecified,Fresh,,
SOWER WELL-CODWR,SOWER WELL-CODWR,,Unspecified,Fresh,,
SPADY WELL NO 6-CODWR,SPADY WELL NO 6-CODWR,,Unspecified,Fresh,,
SPARKS WELL-CODWR,SPARKS WELL-CODWR,,Unspecified,Fresh,,
SP-1401-CODWR,SP-1401-CODWR,,Unspecified,Fresh,,
SPRINGRIDGE WELL NO 3-CODWR,SPRINGRIDGE WELL NO 3-CODWR,,Unspecified,Fresh,,
SPRAGUE D-CODWR,SPRAGUE D-CODWR,,Unspecified,Fresh,,
SPLOA PIPELINE-CODWR,SPLOA PIPELINE-CODWR,,Unspecified,Fresh,,
SPALL PUMP-CODWR,SPALL PUMP-CODWR,,Unspecified,Fresh,,
SPRINGDALE SPG DITCH 1-CODWR,SPRINGDALE SPG DITCH 1-CODWR,,Unspecified,Fresh,,
SPERRY F W DITCH-CODWR,SPERRY F W DITCH-CODWR,,Unspecified,Fresh,,
SPRING CREEK RANCHERS HOA DEPLETION REAC-CODWR,SPRING CREEK RANCHERS HOA DEPLETION REAC-CODWR,,Unspecified,Fresh,,
SPRING CREEK RANCH WELL 7-CODWR,SPRING CREEK RANCH WELL 7-CODWR,,Unspecified,Fresh,,
SPARROWHAWK 22-12 TR-CODWR,SPARROWHAWK 22-12 TR-CODWR,,Unspecified,Fresh,,
SPROUL WELL NO 10-CODWR,SPROUL WELL NO 10-CODWR,,Unspecified,Fresh,,
SPENCER NNT DENVER-CODWR,SPENCER NNT DENVER-CODWR,,Unspecified,Fresh,,
SPARTON 21-9-CODWR,SPARTON 21-9-CODWR,,Unspecified,Fresh,,
SPICER WELL NO 1-CODWR,SPICER WELL NO 1-CODWR,,Unspecified,Fresh,,
SPINNEY SEEPAGE TOE DRAIN-CODWR,SPINNEY SEEPAGE TOE DRAIN-CODWR,,Unspecified,Fresh,,
SONNENBERG WELL 29-14713-CODWR,SONNENBERG WELL 29-14713-CODWR,,Unspecified,Fresh,,
SPRING COLLECTION DITCH-CODWR,SPRING COLLECTION DITCH-CODWR,,Unspecified,Fresh,,
SOUTE-CAREL      #45617F-CODWR,SOUTE-CAREL      #45617F-CODWR,,Unspecified,Fresh,,
SPIRIT SPRING NO 4-CODWR,SPIRIT SPRING NO 4-CODWR,,Unspecified,Fresh,,
SPRING CREEK D PUMP STA-CODWR,SPRING CREEK D PUMP STA-CODWR,,Unspecified,Fresh,,
SOUTH DITCH-CODWR,SOUTH DITCH-CODWR,,Unspecified,Fresh,,
SOUTH FORK SPRING-CODWR,SOUTH FORK SPRING-CODWR,,Unspecified,Fresh,,
SOUTH PLATTE SAND HILLS LK RCHRG A-CODWR,SOUTH PLATTE SAND HILLS LK RCHRG A-CODWR,,Unspecified,Fresh,,
SPRINGDALE SPG DITCH 2-CODWR,SPRINGDALE SPG DITCH 2-CODWR,,Unspecified,Fresh,,
SPROUL WELL NO 16-CODWR,SPROUL WELL NO 16-CODWR,,Unspecified,Fresh,,
SQUEAL 11-26-CODWR,SQUEAL 11-26-CODWR,,Unspecified,Fresh,,
SPRUCE CREEK DITCH-CODWR,SPRUCE CREEK DITCH-CODWR,,Unspecified,Fresh,,
SPRUCE GULCH DITCH-CODWR,SPRUCE GULCH DITCH-CODWR,,Unspecified,Fresh,,
SQUIRREL NO 1 DITCH-CODWR,SQUIRREL NO 1 DITCH-CODWR,,Unspecified,Fresh,,
SPRUCE TREE POINT SPRING-CODWR,SPRUCE TREE POINT SPRING-CODWR,,Unspecified,Fresh,,
STANDARD DITCH HDGT NO 1-CODWR,STANDARD DITCH HDGT NO 1-CODWR,,Unspecified,Fresh,,
SQUIER PUMP DIVERSION-CODWR,SQUIER PUMP DIVERSION-CODWR,,Unspecified,Fresh,,
ST CHARLES MESA WELL 1-CODWR,ST CHARLES MESA WELL 1-CODWR,,Unspecified,Fresh,,
STACIE 41-2-CODWR,STACIE 41-2-CODWR,,Unspecified,Fresh,,
STANLEY WELL NO 10950-F-CODWR,STANLEY WELL NO 10950-F-CODWR,,Unspecified,Fresh,,
SQUIRREL CREEK NO6 DITCH-CODWR,SQUIRREL CREEK NO6 DITCH-CODWR,,Unspecified,Fresh,,
STAHL BROS WELL NO 322-CODWR,STAHL BROS WELL NO 322-CODWR,,Unspecified,Fresh,,
SP-0716-CODWR,SP-0716-CODWR,,Unspecified,Fresh,,
SPADY WELL NO 5-CODWR,SPADY WELL NO 5-CODWR,,Unspecified,Fresh,,
STANLEY WELL NO 9235-F-CODWR,STANLEY WELL NO 9235-F-CODWR,,Unspecified,Fresh,,
STANTON FETCHER D 1-CODWR,STANTON FETCHER D 1-CODWR,,Unspecified,Fresh,,
STARK WELL 3-CODWR,STARK WELL 3-CODWR,,Unspecified,Fresh,,
STATE 12-16V-CODWR,STATE 12-16V-CODWR,,Unspecified,Fresh,,
STATE 12-16R-CODWR,STATE 12-16R-CODWR,,Unspecified,Fresh,,
STATE 43-16V-CODWR,STATE 43-16V-CODWR,,Unspecified,Fresh,,
W0714 WELL NO 07-CODWR,W0714 WELL NO 07-CODWR,,Unspecified,Fresh,,
W0720 WELL NO 12-CODWR,W0720 WELL NO 12-CODWR,,Unspecified,Fresh,,
W0745 WELL NO 01-CODWR,W0745 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0619 WELL NO 01-CODWR,W0619 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0697 WELL NO 01-CODWR,W0697 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0758 WELL NO 01-CODWR,W0758 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0808 WELL NO 01-CODWR,W0808 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0794 WELL NO 02-CODWR,W0794 WELL NO 02-CODWR,,Unspecified,Fresh,,
W0806 WELL NO 01-CODWR,W0806 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0822 WELL NO 01-CODWR,W0822 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0826 WELL NO 01-CODWR,W0826 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0847 WELL NO 02-CODWR,W0847 WELL NO 02-CODWR,,Unspecified,Fresh,,
W0852 WELL NO 13-CODWR,W0852 WELL NO 13-CODWR,,Unspecified,Fresh,,
W0847 WELL NO 05-CODWR,W0847 WELL NO 05-CODWR,,Unspecified,Fresh,,
W0873 WELL NO 02-CODWR,W0873 WELL NO 02-CODWR,,Unspecified,Fresh,,
W0747 WELL NO 07-CODWR,W0747 WELL NO 07-CODWR,,Unspecified,Fresh,,
W0856 WELL NO 01-CODWR,W0856 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0888 WELL NO 07-CODWR,W0888 WELL NO 07-CODWR,,Unspecified,Fresh,,
W0818 WELL NO 06-CODWR,W0818 WELL NO 06-CODWR,,Unspecified,Fresh,,
W0876 WELL NO 01-CODWR,W0876 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0903 WELL NO HDQTRS 11-CODWR,W0903 WELL NO HDQTRS 11-CODWR,,Unspecified,Fresh,,
W0921 WELL NO 03-CODWR,W0921 WELL NO 03-CODWR,,Unspecified,Fresh,,
W0924 WELL NO 02-CODWR,W0924 WELL NO 02-CODWR,,Unspecified,Fresh,,
W0912 WELL NO 04-CODWR,W0912 WELL NO 04-CODWR,,Unspecified,Fresh,,
W0984 WELL NO 03-CODWR,W0984 WELL NO 03-CODWR,,Unspecified,Fresh,,
W0997 WELL NO 01-CODWR,W0997 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0918 WELL NO 01-CODWR,W0918 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1005 WELL NO 05-CODWR,W1005 WELL NO 05-CODWR,,Unspecified,Fresh,,
W1041 WELL NO 08-CODWR,W1041 WELL NO 08-CODWR,,Unspecified,Fresh,,
W0969 WELL NO PUMP 09-CODWR,W0969 WELL NO PUMP 09-CODWR,,Unspecified,Fresh,,
W0974 WELL NO 02-CODWR,W0974 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1004 WELL NO 09-CODWR,W1004 WELL NO 09-CODWR,,Unspecified,Fresh,,
W1023 WELL NO 01-CODWR,W1023 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1083 WELL NO 01-CODWR,W1083 WELL NO 01-CODWR,,Unspecified,Fresh,,
W0941 WELL NO 03-CODWR,W0941 WELL NO 03-CODWR,,Unspecified,Fresh,,
W0942 WELL NO 03-CODWR,W0942 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1084 WELL NO 01-CODWR,W1084 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1030 WELL NO 01-CODWR,W1030 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1159 WELL NO 01-CODWR,W1159 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1179 WELL NO 02-CODWR,W1179 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1003 WELL NO 01-CODWR,W1003 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1212 WELL NO 02-CODWR,W1212 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1103 WELL NO 01-CODWR,W1103 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1217 WELL NO 01-CODWR,W1217 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1187 WELL NO 02-CODWR,W1187 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1058 WELL NO 03-CODWR,W1058 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1136 WELL NO 01-CODWR,W1136 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1298 WELL NO 01-CODWR,W1298 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1179 WELL NO 01-CODWR,W1179 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1199 WELL NO 02-CODWR,W1199 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1340 WELL NO 01-CODWR,W1340 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1333 WELL NO 01-CODWR,W1333 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1346 WELL NO 01-CODWR,W1346 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1340 WELL NO 04-CODWR,W1340 WELL NO 04-CODWR,,Unspecified,Fresh,,
W1351 WELL NO 01-CODWR,W1351 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1371 WELL NO 02-CODWR,W1371 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1352 WELL NO 04-CODWR,W1352 WELL NO 04-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13886-FP-CODWR,WELL PERMIT 13886-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13529-F-CODWR,WELL PERMIT 13529-F-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13765-FP-CODWR,WELL PERMIT 13765-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13543-FP-CODWR,WELL PERMIT 13543-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14114-FP-CODWR,WELL PERMIT 14114-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13810-FP-CODWR,WELL PERMIT 13810-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14115-FP-CODWR,WELL PERMIT 14115-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14108-FP-CODWR,WELL PERMIT 14108-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14117-FP-CODWR,WELL PERMIT 14117-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14081-FP-CODWR,WELL PERMIT 14081-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14357-FP-CODWR,WELL PERMIT 14357-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14018-FP-CODWR,WELL PERMIT 14018-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13933-FP-CODWR,WELL PERMIT 13933-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 12968-FP-CODWR,WELL PERMIT 12968-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14374-FP-CODWR,WELL PERMIT 14374-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14446-FP-CODWR,WELL PERMIT 14446-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14164-FP-CODWR,WELL PERMIT 14164-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14177-RFP-CODWR,WELL PERMIT 14177-RFP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14396-FP-CODWR,WELL PERMIT 14396-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14181-FP-CODWR,WELL PERMIT 14181-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14346-RFP-CODWR,WELL PERMIT 14346-RFP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14430-FP-CODWR,WELL PERMIT 14430-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 12978-FP -CODWR,WELL PERMIT 12978-FP -CODWR,,Unspecified,Fresh,,
WELL PERMIT 14579-FP-CODWR,WELL PERMIT 14579-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14616-FP-CODWR,WELL PERMIT 14616-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14623-FP-CODWR,WELL PERMIT 14623-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14605-FP-CODWR,WELL PERMIT 14605-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13249-FP-CODWR,WELL PERMIT 13249-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14634-FP-CODWR,WELL PERMIT 14634-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14665-FP-CODWR,WELL PERMIT 14665-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14725-FP-CODWR,WELL PERMIT 14725-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14731-FP-CODWR,WELL PERMIT 14731-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14753-FP-CODWR,WELL PERMIT 14753-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14667-FP-CODWR,WELL PERMIT 14667-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14764-FP-CODWR,WELL PERMIT 14764-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14796-FP-CODWR,WELL PERMIT 14796-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14694-FP-CODWR,WELL PERMIT 14694-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14816-FP-CODWR,WELL PERMIT 14816-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14833-FP-CODWR,WELL PERMIT 14833-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14866-FP-CODWR,WELL PERMIT 14866-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14885-FP-CODWR,WELL PERMIT 14885-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14826-FP-CODWR,WELL PERMIT 14826-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 13509-FP-CODWR,WELL PERMIT 13509-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14892-FP-CODWR,WELL PERMIT 14892-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14970-FP-CODWR,WELL PERMIT 14970-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15013-FP-CODWR,WELL PERMIT 15013-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15164-FP-CODWR,WELL PERMIT 15164-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15051-FP-CODWR,WELL PERMIT 15051-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14955-FP-CODWR,WELL PERMIT 14955-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15094-FP-CODWR,WELL PERMIT 15094-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15143-FP-CODWR,WELL PERMIT 15143-FP-CODWR,,Unspecified,Fresh,,
YAMPA RIVER PUMPING SYS-CODWR,YAMPA RIVER PUMPING SYS-CODWR,,Unspecified,Fresh,,
YOUNGREN DAKOTA WELL-CODWR,YOUNGREN DAKOTA WELL-CODWR,,Unspecified,Fresh,,
ZINNO WELL NO 4-CODWR,ZINNO WELL NO 4-CODWR,,Unspecified,Fresh,,
ANNAPURNA WELL #1-CODWR,ANNAPURNA WELL #1-CODWR,,Unspecified,Fresh,,
ANSELMO 07-12-CODWR,ANSELMO 07-12-CODWR,,Unspecified,Fresh,,
ANNA ROZMAN DITCH-CODWR,ANNA ROZMAN DITCH-CODWR,,Unspecified,Fresh,,
ANTHONY 12-15-CODWR,ANTHONY 12-15-CODWR,,Unspecified,Fresh,,
APACHE CANYON 03-09-68 -CODWR,APACHE CANYON 03-09-68 -CODWR,,Unspecified,Fresh,,
ANTONIO SANCHEZ D-CODWR,ANTONIO SANCHEZ D-CODWR,,Unspecified,Fresh,,
APACHE CANYON 01-08-CODWR,APACHE CANYON 01-08-CODWR,,Unspecified,Fresh,,
ANTONIO 23-29-CODWR,ANTONIO 23-29-CODWR,,Unspecified,Fresh,,
APACHE CANYON 03-09 -CODWR,APACHE CANYON 03-09 -CODWR,,Unspecified,Fresh,,
APACHE CANYON 04-11 -CODWR,APACHE CANYON 04-11 -CODWR,,Unspecified,Fresh,,
APACHE CANYON 05-12-CODWR,APACHE CANYON 05-12-CODWR,,Unspecified,Fresh,,
APACHE CANYON 06-16-CODWR,APACHE CANYON 06-16-CODWR,,Unspecified,Fresh,,
APACHE CANYON 04-07 -CODWR,APACHE CANYON 04-07 -CODWR,,Unspecified,Fresh,,
APACHE CANYON 08-02R-CODWR,APACHE CANYON 08-02R-CODWR,,Unspecified,Fresh,,
ALLRED WELL-CODWR,ALLRED WELL-CODWR,,Unspecified,Fresh,,
APACHE CANYON 09-02-DW-RV-CODWR,APACHE CANYON 09-02-DW-RV-CODWR,,Unspecified,Fresh,,
APACHE CANYON 11-04-CODWR,APACHE CANYON 11-04-CODWR,,Unspecified,Fresh,,
APACHE CANYON 11-13-CODWR,APACHE CANYON 11-13-CODWR,,Unspecified,Fresh,,
ANDERSON CONTOUR POND-CODWR,ANDERSON CONTOUR POND-CODWR,,Unspecified,Fresh,,
APACHE CANYON 13-07-CODWR,APACHE CANYON 13-07-CODWR,,Unspecified,Fresh,,
ANNA NO 2 DITCH-CODWR,ANNA NO 2 DITCH-CODWR,,Unspecified,Fresh,,
APACHE CANYON 13-12X-CODWR,APACHE CANYON 13-12X-CODWR,,Unspecified,Fresh,,
APACHE CANYON 14-15-CODWR,APACHE CANYON 14-15-CODWR,,Unspecified,Fresh,,
APACHE CANYON 17-07V-CODWR,APACHE CANYON 17-07V-CODWR,,Unspecified,Fresh,,
APACHE CANYON 20-03-CODWR,APACHE CANYON 20-03-CODWR,,Unspecified,Fresh,,
APACHE CANYON 19-02V-CODWR,APACHE CANYON 19-02V-CODWR,,Unspecified,Fresh,,
APACHE CANYON 19-14 -CODWR,APACHE CANYON 19-14 -CODWR,,Unspecified,Fresh,,
APACHE CANYON 20-05 -CODWR,APACHE CANYON 20-05 -CODWR,,Unspecified,Fresh,,
APACHE CANYON 20-07-DW-RV-CODWR,APACHE CANYON 20-07-DW-RV-CODWR,,Unspecified,Fresh,,
APACHE CANYON 14-10-CODWR,APACHE CANYON 14-10-CODWR,,Unspecified,Fresh,,
APACHE CANYON 24-10V-CODWR,APACHE CANYON 24-10V-CODWR,,Unspecified,Fresh,,
ARAPAHO NATIONAL WILDLIFE REFUGE-CODWR,ARAPAHO NATIONAL WILDLIFE REFUGE-CODWR,,Unspecified,Fresh,,
AQUA FRESCA NO 1 SPRING-CODWR,AQUA FRESCA NO 1 SPRING-CODWR,,Unspecified,Fresh,,
APACHE CANYON 30-12-DW-RV-CODWR,APACHE CANYON 30-12-DW-RV-CODWR,,Unspecified,Fresh,,
APPELT WELL NO  2-CODWR,APPELT WELL NO  2-CODWR,,Unspecified,Fresh,,
ARTHUR L. MARTIN DITCH-CODWR,ARTHUR L. MARTIN DITCH-CODWR,,Unspecified,Fresh,,
ARNAOUT POND-CODWR,ARNAOUT POND-CODWR,,Unspecified,Fresh,,
ARTHUR YOUNG D-CODWR,ARTHUR YOUNG D-CODWR,,Unspecified,Fresh,,
APACHE CANYON 35-12 -CODWR,APACHE CANYON 35-12 -CODWR,,Unspecified,Fresh,,
ARKANSAS WELL NO 1-CODWR,ARKANSAS WELL NO 1-CODWR,,Unspecified,Fresh,,
ARROWS 11-24-CODWR,ARROWS 11-24-CODWR,,Unspecified,Fresh,,
ASPEN DITCH-CODWR,ASPEN DITCH-CODWR,,Unspecified,Fresh,,
ARNOLD DITCH NO 1-CODWR,ARNOLD DITCH NO 1-CODWR,,Unspecified,Fresh,,
AS SPRING NO 1-CODWR,AS SPRING NO 1-CODWR,,Unspecified,Fresh,,
ASPEN ACRES WELL-CODWR,ASPEN ACRES WELL-CODWR,,Unspecified,Fresh,,
ARBOGAS SPRING-CODWR,ARBOGAS SPRING-CODWR,,Unspecified,Fresh,,
ASPEN GLEN POD-CODWR,ASPEN GLEN POD-CODWR,,Unspecified,Fresh,,
AT LAST SPRING NO 5-CODWR,AT LAST SPRING NO 5-CODWR,,Unspecified,Fresh,,
APPELT WELL NO 20-1-CODWR,APPELT WELL NO 20-1-CODWR,,Unspecified,Fresh,,
AUDREY'S PUMP-CODWR,AUDREY'S PUMP-CODWR,,Unspecified,Fresh,,
AVIATOR 12-4-CODWR,AVIATOR 12-4-CODWR,,Unspecified,Fresh,,
AS WELL 20-8-CODWR,AS WELL 20-8-CODWR,,Unspecified,Fresh,,
ARROWHEAD 41-9-CODWR,ARROWHEAD 41-9-CODWR,,Unspecified,Fresh,,
CODY RECLAMATION WATER-CODWR,CODY RECLAMATION WATER-CODWR,,Unspecified,Fresh,,
CHIPETA BEAUDRY DITCH-CODWR,CHIPETA BEAUDRY DITCH-CODWR,,Unspecified,Fresh,,
COGAN DITCH-CODWR,COGAN DITCH-CODWR,,Unspecified,Fresh,,
COLEMAN WELL NO 1-CODWR,COLEMAN WELL NO 1-CODWR,,Unspecified,Fresh,,
COLE NOS 1 2 & 3 DITCHES-CODWR,COLE NOS 1 2 & 3 DITCHES-CODWR,,Unspecified,Fresh,,
COLE NO 2 DITCH-CODWR,COLE NO 2 DITCH-CODWR,,Unspecified,Fresh,,
COLEMAN DITCH ALT PT-CODWR,COLEMAN DITCH ALT PT-CODWR,,Unspecified,Fresh,,
COLORADO GRAND 12-26-CODWR,COLORADO GRAND 12-26-CODWR,,Unspecified,Fresh,,
COLOWYO TAYLOR PUMP NO 1-CODWR,COLOWYO TAYLOR PUMP NO 1-CODWR,,Unspecified,Fresh,,
CHRISTENSEN (QUINTEN) POND-CODWR,CHRISTENSEN (QUINTEN) POND-CODWR,,Unspecified,Fresh,,
COLLINS SEEP WASTE DITCH-CODWR,COLLINS SEEP WASTE DITCH-CODWR,,Unspecified,Fresh,,
COLLIER D ALT HDG NO 2-CODWR,COLLIER D ALT HDG NO 2-CODWR,,Unspecified,Fresh,,
COLUMBUS DITCH-CODWR,COLUMBUS DITCH-CODWR,,Unspecified,Fresh,,
COMANCHE RES CR NO 1 WELL-CODWR,COMANCHE RES CR NO 1 WELL-CODWR,,Unspecified,Fresh,,
COMBATTO WELL NO 15377-CODWR,COMBATTO WELL NO 15377-CODWR,,Unspecified,Fresh,,
COLVIG RESERVOIR #1-CODWR,COLVIG RESERVOIR #1-CODWR,,Unspecified,Fresh,,
COLORADO CITY WELL NO 2-CODWR,COLORADO CITY WELL NO 2-CODWR,,Unspecified,Fresh,,
CONDIOTTI DIVERSION #2-CODWR,CONDIOTTI DIVERSION #2-CODWR,,Unspecified,Fresh,,
COMPRESSOR STATION 24-23 TR-CODWR,COMPRESSOR STATION 24-23 TR-CODWR,,Unspecified,Fresh,,
CITY DITCH-CODWR,CITY DITCH-CODWR,,Unspecified,Fresh,,
