FILE_NUMBER,WATER_SOURCE_ID,WITHDRAWAL_WATER_BODY_NAME,WATER_CASE_ID,FILE_TYPE_x,CUSTOMER_NAME_x,TOTAL_PERMIT_QTY,TOTAL_PERMIT_QTY_UNIT,REPORT_FREQ,REPORT_INTERVAL,WATER_CASE_VERIFIED,WATER_SOURCE_TYPE,SOURCE_TYPE,WATER_TYPE,AQUIFER,REAA,ACTIVE_SOURCE,SOURCE_NOTES,HYDROLOGIC_UNIT_CODE,STATE_USE_SOURCE,STATE_USE,WUC_CODE_DESC,WUC_CODE_DESC_SOURCE,USGS_USE,USGS_AREA,BOROUGH,WATER_SOURCE_VERIFIED,INTAKE_NAME,INTAKE_LOCATION,INTAKE_NOTES,WELL_DEPTH,CASING_DEPTH,OPEN_INTERVALS,LAND_SURFACE_ELEVATION_FT,LAND_SURFACE_ELEVATION_SOURCE,WELL_INFO_SOURCE,ACTIVE_INTAKE,SOURCE_INTAKE_VERIFIED,METHODOLOGY,DAILY_PEAK_QTY_UNIT,WATER_SOURCE_USAGE_VERIFIED,FILE_TYPE_y,Priority Date,CUSTOMER_NAME_y,wswc_long,wswc_lat,wswc_QTY,wswc_SiteNativeID
A2013-221,51571,1B-S CHANNEL,51475,TWUP,"OIL SEARCH (ALASKA), LLC",10000367.19,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,1B-S CHANNEL,,,,,,,dem,,T,T,metered,gallons,T,,,,,,30.690026865719098,
A2013-223,21298, Alpine Unit,21297,TWUP,"CONOCOPHILLIPS ALASKA, INC.",20000000.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Nigliq Channel,,,,,,,dem,,T,T,metered,gallons,T,,,,,,61.3778,
A2013-224,23268,Kenai Gas Field Pad 41-18 G&I Water Well,23187,TWUP,"HILCORP ALASKA, LLC",43800891.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Kenai Gas Field Pad 41-18 G&I Water Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,134.42011638099,
A2013-226,23270,Ninilchik Unit Paxton Pad,23188,TWUP,"HILCORP ALASKA, LLC",18260000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Ninilchik Unit Paxton Pad,,,,,,,dem,,T,T,metered,gallons,T,,,,,,56.037931400000005,
A2013-226,23270,Ninilchik Unit Paxton Pad,23188,TWUP,"HILCORP ALASKA, LLC",18260000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Ninilchik Unit Paxton Pad,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,56.037931400000005,
A2013-231,23272,Beaver Creek Unit Pad 1A Well No. 1A,23189,TWUP,"HILCORP ALASKA, LLC",21900446.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Beaver Creek Unit Pad 1A Well No. 1A,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,67.21005972494,
A2013-233,25525,"Lakes 1, 2, 3, 4, 5",25524,TWUA,"SAVANT ALASKA, LLC",234700000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,"Lakes 1, 2, 3, 4, 5",,,,,,,dem,,T,T,metered,gallons,T,,,,,,720.2684830000001,
A2013-234,24995,Badami Mine Site,24982,TWUA,"SAVANT ALASKA, LLC",118090000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Badami Mine Site,,,,,,,dem,,T,T,metered,gallons,T,,,,,,362.4052201,
A2013-234,24995,Badami Mine Site,24982,TWUA,"SAVANT ALASKA, LLC",118090000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Shav Mine Site,,,,,,,dem,,T,T,metered,gallons,T,,,,,,362.4052201,
A2013-235,24999,"Lakes 18, 19",24983,TWUA,"SAVANT ALASKA, LLC",6580000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,"Lakes 18, 19",,,,,,,dem,,T,T,metered,gallons,T,,,,,,20.193296200000002,
A2013-24,23274,Trading Bay Production - wells,23190,TWUP,"HILCORP ALASKA, LLC",1500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Trading Bay Production - wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,4.603335,
A2013-24,23274,Trading Bay Production - wells,23190,TWUP,"HILCORP ALASKA, LLC",1500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Trading Bay Production - wells,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,4.603335,
A2013-29,28780,Kuparuk Unit,28771,TWUP,"CONOCOPHILLIPS ALASKA, INC.",7999642.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Deadarm Reservoir 5,,,,,,,dem,,T,T,metered,gallons,T,,,,,,24.550021337380002,
A2013-34,2838,Webster Reservoir outside EOA,2837,TWUP,BP EXPLORATION (ALASKA) INC,36690822.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Webster Reservoir,POINT (-148.30473922 70.26087347),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-148.30473922,70.26087347,112.60009672758001,WaDEAK_S620
A2013-39,4046, Alpine Unit,4045,TWUP,"CONOCOPHILLIPS ALASKA, INC.",87140000.0,gallons,M,M,T,river,surface,fresh,,,T,,,,,,,,,,T,Colville and Nigliq Channels,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,,,267.4230746,
A2013-39,4046, Alpine Unit,4045,TWUP,"CONOCOPHILLIPS ALASKA, INC.",87140000.0,gallons,M,M,T,river,surface,fresh,,,T,,,,,,,,,,T,Colville and Nigliq Channels,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,,,,,,267.4230746,
A2013-41,2302,"Drilled Well TW-7, 350ft",2301,TWUP,TESORO ALASKA COMPANY,5821667.0,gallons,M,M,T,well,ground,fresh,,,T,,19020302.0,las,Commercial,Operation,las,,,BKE,T,TW-7,POINT (-151.371216773987 60.6857817222061),,350.0,0.0,,0.0,dem,,T,T,metered,gallons,T,,,,-151.371216773987,60.6857817222061,17.86605563963,WaDEAK_S621
A2013-44,21302,North Slope Assets,21301,TWUP,"HILCORP ALASKA, LLC",11404785.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Beaufort Sea along Endicott Causeway,,,,,,,dem,,T,T,metered,gallons,T,,,,,,35.00003063865,
A2013-45,2722,PBU W Pad Source Well (W-400),2721,TWUP,BP EXPLORATION (ALASKA) INC,1393666553.0,gallons,M,M,T,well,ground,fresh,,,T,,,,,,,,,,T,PBU W Pad Source Well (W-400),,,,,,,dem,,T,T,metered,gallons,T,,,,,,4277.0093478361705,
A2013-48,25618,Drilled Well(s),25611,TWUP,"FLINT HILL RESOURCES ALASKA, LLC",6480000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drilled Well(s),,,,,,,dem,,T,T,estimated,gallons,T,,,,,,19.8864072,
A2014-09,2686,E Pad Lake,2685,TWUA,BP EXPLORATION (ALASKA) INC,18247656.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,E Pad Lake,POINT (-148.66313991 70.32798849),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-148.66313991,70.32798849,56.00004902184,WaDEAK_S623
A2014-101,2688,Drill Site 7 Lake,2687,TWUA,BP EXPLORATION (ALASKA) INC,8553588.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Drill Site 7 Lake,POINT (-148.57009387 70.26589346),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-148.57009387,70.26589346,26.250020677320002,WaDEAK_S624
A2014-101,33285,Drill Site 3 Lake,2687,TWUA,BP EXPLORATION (ALASKA) INC,8553588.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Drill Site 3 Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,26.250020677320002,
A2014-102,401,PTP Minesite,400,TWUA,EXXONMOBIL ALASKA PRODUCTION INC.,1341667.0,gallons,M,M,T,lake,surface,fresh,,,T,water only no ice chips safety reasons,19060501.0,hardcopy,Oil & Gas,Operation,hardcopy,,,BNW,T,PTP Minesite,POINT (-146.254 70.1459999993981),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,TWUA,2014-07-10 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.254,70.1459999993981,4.11742843963,WaDEAK_S626
A2014-102,401,PTP Minesite,400,TWUA,EXXONMOBIL ALASKA PRODUCTION INC.,1341667.0,gallons,M,M,T,lake,surface,fresh,,,T,water only no ice chips safety reasons,19060501.0,hardcopy,Oil & Gas,Operation,hardcopy,,,BNW,T,PTP Minesite,POINT (-146.254 70.1459999993981),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUA,2014-07-10 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.254,70.1459999993981,4.11742843963,WaDEAK_S626
A2014-11,2802,Drill Site 4 Lakes,2801,TWUA,BP EXPLORATION (ALASKA) INC,12903700.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Drill Site 4 Lakes,,,,,,,dem,,T,T,metered,gallons,T,,,,,,39.600035893000005,
A2014-115,51573,L9109,51476,TWUA,"OIL SEARCH (ALASKA), LLC",193480000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9109,,,,,,,dem,,T,T,metered,gallons,T,,,,,,593.7688372,
A2014-115,51575,L9129,51476,TWUA,"OIL SEARCH (ALASKA), LLC",193480000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9129,,,,,,,dem,,T,T,metered,gallons,T,,,,,,593.7688372,
A2014-115,51577,M1407,51476,TWUA,"OIL SEARCH (ALASKA), LLC",193480000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M1407,,,,,,,dem,,T,T,metered,gallons,T,,,,,,593.7688372,
A2014-115,51579,M1408,51476,TWUA,"OIL SEARCH (ALASKA), LLC",193480000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M1408,,,,,,,dem,,T,T,metered,gallons,T,,,,,,593.7688372,
A2014-115,51581,MC7903,51476,TWUA,"OIL SEARCH (ALASKA), LLC",193480000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,MC7903,,,,,,,dem,,T,T,metered,gallons,T,,,,,,593.7688372,
A2014-116,51583,L9109,51477,TWUA,"OIL SEARCH (ALASKA), LLC",146040000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9109,,,,,,,dem,,T,T,metered,gallons,T,,,,,,448.18069560000004,
A2014-119,51585,M9502,51478,TWUA,"OIL SEARCH (ALASKA), LLC",135370000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M9502,,,,,,,dem,,T,T,metered,gallons,T,,,,,,415.4356393,
A2014-119,51587,M9505,51478,TWUA,"OIL SEARCH (ALASKA), LLC",135370000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M9505,,,,,,,dem,,T,T,metered,gallons,T,,,,,,415.4356393,
A2014-120,51589,M1404,51479,TWUA,"OIL SEARCH (ALASKA), LLC",206800000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M1404,,,,,,,dem,,T,T,metered,gallons,T,,,,,,634.6464520000001,
A2014-120,51591,L9334,51479,TWUA,"OIL SEARCH (ALASKA), LLC",206800000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9334,,,,,,,dem,,T,T,metered,gallons,T,,,,,,634.6464520000001,
A2014-121,4055,Alpine Unit,4054,TWUA,"CONOCOPHILLIPS ALASKA, INC.",70000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site 1999 Pit,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,,,,,,214.8223,
A2014-121,4055,Alpine Unit,4054,TWUA,"CONOCOPHILLIPS ALASKA, INC.",70000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site 1999 Pit,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,,,214.8223,
A2014-123,28776,Kuparuk Unit,28773,TWUA,"CONOCOPHILLIPS ALASKA, INC.",29130000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake M8301,,,,,,,dem,,T,T,metered,gallons,T,TWUA,2014-08-22 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,89.3967657,
A2014-125,58802,North Slope Assets,58801,TWUA,"HILCORP ALASKA, LLC",0.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,"Milne Point - Creek, lakes and mine site",,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
A2014-126,58805,North Slope Assets,58804,TWUA,"HILCORP ALASKA, LLC",0.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Mine Site D,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.0,
A2014-13,25620,Drilled Well(s),25612,TWUA,"FLINT HILL RESOURCES ALASKA, LLC",1152000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drilled Well(s),,,,,,,dem,,T,T,estimated,gallons,T,,,,,,3.53536128,
A2014-130,21311,North Slope Assets,21307,TWUA,"HILCORP ALASKA, LLC",36495312.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,"Drill Site 18 Lake, Prudhoe",,,,,,,dem,,T,T,metered,gallons,T,,,,,,112.00009804368,
A2014-131,21312,North Slope Assets,21308,TWUA,"HILCORP ALASKA, LLC",45130000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Sag Mine Site C/ Vern Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,138.4990057,
A2014-132,28778,Kuparuk Unit,28774,TWUA,"CONOCOPHILLIPS ALASKA, INC.",4320000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake MC7901,,,,,,,dem,,T,T,metered,gallons,T,,,,,,13.257604800000001,
A2014-133,51593,M 1418 and L9006,51480,TWUA,"OIL SEARCH (ALASKA), LLC",108275000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M 1418 and L9006,,,,,,,dem,,T,T,metered,gallons,T,,,,,,332.28406475,
A2014-138,21313,North Slope Assets,21309,TWUA,"HILCORP ALASKA, LLC",97760000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Prudhoe Duck Island Mine Site,,,,,,,dem,,T,T,metered,gallons,T,,,,,,300.0146864,
A2014-139,21314,North Slope Assets,21310,TWUA,"HILCORP ALASKA, LLC",10000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Reservoir 2,,,,,,,dem,,T,T,metered,gallons,T,,,,,,30.6889,
A2014-140,27603,North and South OPP Shallow wells (saltwater),27602,TWUA,ENI PETROLEUM EXPLORATION CO.INC.,60000000.0,gallons,M,M,T,well,ground,seawater,,,T,,,las,,,las,,,,T,North and South OPP Shallow wells (saltwater),,,,,,,dem,,T,T,metered,gallons,T,,,,,,184.1334,
A2014-142,23191,Ninilchik Unit Kalotsa and Blossom Pad Water Wells,23153,TWUA,"HILCORP ALASKA, LLC",7630000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Ninilchik Unit Kalotsa and Blossom Pad Water Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,23.4156307,
A2014-143,403,Drummer Lake,402,TWUA,EXXONMOBIL ALASKA PRODUCTION INC.,536667.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Drummer Lake,POINT (-146.334556 70.1574129993985),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUA,2014-10-08 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.334556,70.1574129993985,1.6469719896300001,WaDEAK_S647
A2014-143,404, Fox Lake,402,TWUA,EXXONMOBIL ALASKA PRODUCTION INC.,536667.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060501.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T, Fox Lake,POINT (-146.256281 70.1666529993987),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUA,2014-10-08 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.256281,70.1666529993987,1.6469719896300001,WaDEAK_S648
A2014-143,405,Agviq Lake,402,TWUA,EXXONMOBIL ALASKA PRODUCTION INC.,536667.0,gallons,M,M,T,lake,surface,fresh,,,T,,19060403.0,hardcopy,Oil & Gas,Ice Roads and Pads,hardcopy,,,BNS,T,Agviq Lake,POINT (-146.437511 70.1699349993988),,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUA,2014-10-08 00:00:00,EXXONMOBIL ALASKA PRODUCTION INC.,-146.437511,70.1699349993988,1.6469719896300001,WaDEAK_S649
A2014-150,2322,Unconfined Aquifer Wells,2321,TWUA,TESORO ALASKA COMPANY,30416667.0,gallons,M,M,T,well,ground,fresh,Cook Inlet Aquifer System,,T,"Pump and treat R19-R28, R33-R34, R36, R41, R44-R49, R53, RS1-RS2A",19020302.0,hardcopy,Oil & Gas,Operation,las,,,BKE,T,Unconfined Aquifer Wells,POINT (-151.0 60.0),,0.0,0.0,,0.0,dem,,T,T,metered,gallons,T,,,,-151.0,60.0,93.34540518963,WaDEAK_S650
A2014-151,24869,Lake 5,24861,TWUA,GREAT BEAR PETROLEUM LLC,15000000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 5,,,,,,,dem,,T,T,metered,gallons,T,,,,,,46.03335,
A2014-152,24871,Lake 13,24862,TWUA,GREAT BEAR PETROLEUM LLC,13734713.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 13,,,,,,,dem,,T,T,metered,gallons,T,,,,,,42.15032337857,
A2014-152,24873,Lake 22A,24862,TWUA,GREAT BEAR PETROLEUM LLC,13734713.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake 22A,,,,,,,dem,,T,T,metered,gallons,T,,,,,,42.15032337857,
A2014-153,32666,Smith Bay,32651,TWUA,"CAELUS ENERGY ALASKA SMITH BAY, LLC",96150000.0,gallons,M,M,T,other,surface,fresh,,,T,,,las,,,las,,,,T,Smith Bay,,,,,,,dem,,T,T,metered,gallons,T,,,,,,295.0737735,
A2014-157,54483,North Prudhoe Bay State #2,54481,TWUA,EXXONMOBIL ALASKA LNG LLC,6500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,North Prudhoe Bay State #2,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,19.947785,
A2014-157,54485,Drill Site 18,54481,TWUA,EXXONMOBIL ALASKA LNG LLC,6500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drill Site 18,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,19.947785,
A2014-157,54487,Drill Site 15,54481,TWUA,EXXONMOBIL ALASKA LNG LLC,6500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drill Site 15,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,19.947785,
A2014-157,54489,Duck Island  Mine Site,54481,TWUA,EXXONMOBIL ALASKA LNG LLC,6500000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Duck Island  Mine Site,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,19.947785,
A2014-157,54491,Sag River Mine Site C/Vern Lake,54481,TWUA,EXXONMOBIL ALASKA LNG LLC,6500000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Sag River Mine Site C/Vern Lake,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,19.947785,
A2014-25,27606,East and West SID shallow wells (saltwater),27605,TWUA,ENI PETROLEUM EXPLORATION CO.INC.,599999264.0,gallons,M,M,T,well,ground,seawater,,,T,,,las,,,las,,,,T,East and West SID shallow wells (saltwater),,,,,,,dem,,T,T,metered,gallons,T,,,,,,1841.33174129696,
A2014-38,4048,Alpine Unit,4047,TWUA,"CONOCOPHILLIPS ALASKA, INC.",25000000.0,gallons,M,M,T,river,surface,fresh,,,T,,,,,,,,,,T,Colville River,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,,,76.72225,
A2014-40,3026,Kuparuk Unit,3025,TWUA,"CONOCOPHILLIPS ALASKA, INC.",551992322.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site E,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,TWUA,2014-04-09 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,1694.00371706258,
A2014-40,3026,Kuparuk Unit,3025,TWUA,"CONOCOPHILLIPS ALASKA, INC.",551992322.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site E,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUA,2014-04-09 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,1694.00371706258,
A2014-41,3028,Kuparuk Unit,3027,TWUA,"CONOCOPHILLIPS ALASKA, INC.",30955886.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site C,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,TWUA,2014-04-09 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,95.00020898654,
A2014-41,3028,Kuparuk Unit,3027,TWUA,"CONOCOPHILLIPS ALASKA, INC.",30955886.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site C,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUA,2014-04-09 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,95.00020898654,
A2014-49,23193,Beluga River Unit,23154,TWUA,"CONOCOPHILLIPS ALASKA, INC.",168011000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Beluga River Unit M-Pad Water Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,515.60727779,
A2014-49,23193,Beluga River Unit,23154,TWUA,"CONOCOPHILLIPS ALASKA, INC.",168011000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Beluga River Unit M-Pad Water Well,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,515.60727779,
A2014-60,23195,Artesian Well near Granite Point,23155,TWUA,"HILCORP ALASKA, LLC",547500.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Artesian Well near Granite Point,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1.680217275,
A2014-66,32987,Kuparuk Mine Sites D,32978,TWUA,BROOKS RANGE PETROLEUM CORPORATION,7300000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Mine Sites D,,,,,,,dem,,T,T,metered,gallons,T,,,,,,22.402897,
A2014-68,26574,Lake #3,26573,TWUA,FAIRBANKS NORTH STAR BOR,600000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Lake #3,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1.841334,
A2014-70,23197,Deep Creek Unit Star Pad Well #1,23156,TWUA,"HILCORP ALASKA, LLC",78839750.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Deep Creek Unit Star Pad Well #1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,241.9505203775,
A2014-81,32668,Oooguruk Island in Harrison Bay,32652,TWUA,"ENI US OPERATING CO., INC.",52787900.0,gallons,M,M,T,other,surface,fresh,,,T,,,las,,,las,,,,T,Oooguruk Island in Harrison Bay,,,,,,,dem,,T,T,metered,gallons,T,,,,,,162.000258431,
A2014-86,3307,Kuparuk Unit,3306,TWUA,"CONOCOPHILLIPS ALASKA, INC.",365999588.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site C,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,TWUA,2014-06-20 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,1123.21247561732,
A2014-86,3307,Kuparuk Unit,3306,TWUA,"CONOCOPHILLIPS ALASKA, INC.",365999588.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site C,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,TWUA,2014-06-20 00:00:00,"CONOCOPHILLIPS ALASKA, INC.",,,1123.21247561732,
A2014-95,23199,Kenai Gas Field Pad 14-6 and 41-7 Wells,23157,TWUA,"HILCORP ALASKA, LLC",105120000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Kenai Gas Field Pad 14-6 and 41-7 Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,322.6017168,
A2014-95,23201,Kenai Gas Field Electrical Shop,23157,TWUA,"HILCORP ALASKA, LLC",105120000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Kenai Gas Field Electrical Shop,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,322.6017168,
A2014-97,23203,Deep Creek Unit Happy Valley B Pad Well #1,23158,TWUA,"HILCORP ALASKA, LLC",26280000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Deep Creek Unit Happy Valley B Pad Well #1,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,80.6504292,
A2014-97,23203,Deep Creek Unit Happy Valley B Pad Well #1,23158,TWUA,"HILCORP ALASKA, LLC",26280000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Deep Creek Unit Happy Valley B Pad Well #1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,80.6504292,
A2015-04,4095,North Slope Assets,4094,TWUA,"HILCORP ALASKA, LLC",8150000.0,gallons,M,M,T,well,ground,fresh,,,T,,,,,,,,,,T,Milne Point K Pad Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,25.011453500000002,
A2015-100,23206,Ninilchik Unit Grassim Oskolkoff (GO) Pad Water Well 1,23159,TWUA,"HILCORP ALASKA, LLC",15786000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Ninilchik Unit Grassim Oskolkoff (GO) Pad Water Well 1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,48.445497540000005,
A2015-100,23206,Ninilchik Unit Grassim Oskolkoff (GO) Pad Water Well 1,23159,TWUA,"HILCORP ALASKA, LLC",15786000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Ninilchik Unit Grassim Oskolkoff (GO) Pad Water Well 1,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,48.445497540000005,
A2015-103,28787,Exp Unit,28783,TWUA,"CONOCOPHILLIPS ALASKA, INC.",44093000.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,M0016,,,,,,,dem,,T,T,metered,gallons,T,,,,,,135.31656677,
A2015-107,51264,Lake M0250,51260,TWUA,ASRC EXPLORATION LLC (AEX),9600000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Lake M0250,,,,,,,dem,,T,T,metered,gallons,T,,,,,,29.461344,
A2015-107,51265,Lake MB1202,51260,TWUA,ASRC EXPLORATION LLC (AEX),9600000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Lake MB1202,,,,,,,dem,,T,T,metered,gallons,T,,,,,,29.461344,
