OID_,Join_Count,TARGET_FID,SiteUUID,PODorPOUSite,Longitude,Latitude,OBJECTID,NAME,TYPE,WQMSEG,PRMY_WB,LIMIT,REMARK,WBID,TYPE_DEF,TRANS,GLOBALID,SHAPEAREA,SHAPELEN
25197,2,25197,OKwr_S7843,POD,-98.44636153,35.34069734,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25198,0,25198,OKwr_S7844,POD,-97.62045057,35.31790998,,,,,,,,,,,,,
25199,2,25199,OKwr_S7845,POD,-98.57495887,35.37388102,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25200,3,25200,OKwr_S7846,POD,-98.55607886,35.31515616,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25201,3,25201,OKwr_S7846,POD,-98.55607886,35.31515616,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25202,2,25202,OKwr_S7848,POD,-97.506711,35.33527499,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25203,0,25203,OKwr_S7849,POD,-98.16760589,35.36210955,,,,,,,,,,,,,
25204,0,25204,OKwr_S785,POD,-100.631702,36.56827775,,,,,,,,,,,,,
25205,2,25205,OKwr_S7850,POD,-98.59833382,35.29720174,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25206,0,25206,OKwr_S7851,POD,-97.57313162,35.34411747,,,,,,,,,,,,,
25207,0,25207,OKwr_S7852,POD,-97.62155845,35.31881259,,,,,,,,,,,,,
25208,0,25208,OKwr_S7853,POD,-96.1888821,33.79728593,,,,,,,,,,,,,
25209,0,25209,OKwr_S7854,POD,-96.18889776,33.80269849,,,,,,,,,,,,,
25210,0,25210,OKwr_S7855,POD,-96.18023915,33.79904387,,,,,,,,,,,,,
25211,0,25211,OKwr_S7856,POD,-96.18024034,33.80084437,,,,,,,,,,,,,
25212,0,25212,OKwr_S7857,POD,-98.3977515,35.29553064,,,,,,,,,,,,,
25213,3,25213,OKwr_S7858,POD,-98.523152,35.3511515,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25214,2,25214,OKwr_S7859,POD,-98.619075,35.36662544,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25215,0,25215,OKwr_S786,POD,-100.6474197,36.5664802,,,,,,,,,,,,,
25216,0,25216,OKwr_S7860,POD,-96.0644145,35.3378605,,,,,,,,,,,,,
25217,0,25217,OKwr_S7861,POD,-96.0621995,35.337865,,,,,,,,,,,,,
25218,0,25218,OKwr_S7862,POD,-97.809805,35.3582975,,,,,,,,,,,,,
25219,2,25219,OKwr_S7863,POD,-98.62237607,35.32236679,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25220,2,25220,OKwr_S7864,POD,-98.63782333,35.318739,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25221,0,25221,OKwr_S7865,POD,-97.90843225,35.33696113,,,,,,,,,,,,,
25222,0,25222,OKwr_S7866,POD,-97.91505339,35.33514346,,,,,,,,,,,,,
25223,2,25223,OKwr_S7867,POD,-97.43581712,35.29713904,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25224,2,25224,OKwr_S7868,POD,-97.44028072,35.29715637,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25225,2,25225,OKwr_S7869,POD,-97.433603,35.2953435,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25226,0,25226,OKwr_S787,POD,-100.631711,36.57008478,,,,,,,,,,,,,
25227,2,25227,OKwr_S7870,POD,-98.68193875,35.34958,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25228,2,25228,OKwr_S7871,POD,-98.60164641,35.29451153,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25229,0,25229,OKwr_S7872,POD,-98.384375,35.3672535,,,,,,,,,,,,,
25230,3,25230,OKwr_S7873,POD,-98.55609962,35.3384424,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25231,0,25231,OKwr_S7874,POD,-97.9294095,35.35149176,,,,,,,,,,,,,
25232,2,25232,OKwr_S7875,POD,-98.63663929,35.35932011,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25233,2,25233,OKwr_S7876,POD,-98.670883,35.3711615,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25234,0,25234,OKwr_S7877,POD,-97.17190157,35.37617317,,,,,,,,,,,,,
25235,2,25235,OKwr_S7878,POD,-97.44244951,35.32604589,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25236,2,25236,OKwr_S7879,POD,-97.44686125,35.32063475,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25237,0,25237,OKwr_S788,POD,-100.6317191,36.57192365,,,,,,,,,,,,,
25238,2,25238,OKwr_S7880,POD,-97.45353973,35.31879655,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25239,0,25239,OKwr_S7881,POD,-98.29354639,35.35032168,,,,,,,,,,,,,
25240,0,25240,OKwr_S7882,POD,-96.60170332,35.34896325,,,,,,,,,,,,,
25241,2,25241,OKwr_S7883,POD,-98.57615337,35.30974354,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25242,0,25242,OKwr_S7884,POD,-97.698982,35.367324,,,,,,,,,,,,,
25243,3,25243,OKwr_S7885,POD,-98.55841135,35.30431825,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25244,3,25244,OKwr_S7886,POD,-98.55398775,35.2988955,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25245,3,25245,OKwr_S7887,POD,-98.56156415,35.3539518,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25246,3,25246,OKwr_S7888,POD,-98.56602867,35.35581742,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25247,3,25247,OKwr_S7889,POD,-98.53081647,35.37378775,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25248,0,25248,OKwr_S789,POD,-100.6339588,36.57193395,,,,,,,,,,,,,
25249,2,25249,OKwr_S7890,POD,-97.47021395,35.30888336,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25250,2,25250,OKwr_S7891,POD,-97.46356567,35.30887411,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25251,3,25251,OKwr_S7892,POD,-98.49723,35.3728515,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25252,3,25252,OKwr_S7893,POD,-98.46840062,35.33858471,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25253,3,25253,OKwr_S7894,POD,-98.49606516,35.30159806,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25254,2,25254,OKwr_S7895,POD,-98.56616488,35.307029,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25255,2,25255,OKwr_S7896,POD,-98.45071738,35.3097996,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25256,0,25256,OKwr_S7897,POD,-97.54002118,35.36232837,,,,,,,,,,,,,
25257,0,25257,OKwr_S7898,POD,-97.53995413,35.3478675,,,,,,,,,,,,,
25258,0,25258,OKwr_S7899,POD,-97.54894787,35.37142322,,,,,,,,,,,,,
25259,0,25259,OKwr_S79,POD,-101.9100678,36.5112449,,,,,,,,,,,,,
25260,0,25260,OKwr_S790,POD,-100.636201,36.57193897,,,,,,,,,,,,,
25261,0,25261,OKwr_S7900,POD,-97.548786,35.35327975,,,,,,,,,,,,,
25262,0,25262,OKwr_S7901,POD,-97.53115762,35.35325972,,,,,,,,,,,,,
25263,0,25263,OKwr_S7902,POD,-97.51556344,35.34976885,,,,,,,,,,,,,
25264,0,25264,OKwr_S7903,POD,-97.54656538,35.34607604,,,,,,,,,,,,,
25265,0,25265,OKwr_S7904,POD,-97.53111263,35.34429529,,,,,,,,,,,,,
25266,0,25266,OKwr_S7905,POD,-97.5221295,35.3352775,,,,,,,,,,,,,
25267,0,25267,OKwr_S7906,POD,-97.52883031,35.34070486,,,,,,,,,,,,,
25268,0,25268,OKwr_S7907,POD,-97.55983227,35.34777278,,,,,,,,,,,,,
25269,0,25269,OKwr_S7908,POD,-97.5776663,35.36396188,,,,,,,,,,,,,
25270,0,25270,OKwr_S7909,POD,-97.55544858,35.36231098,,,,,,,,,,,,,
25271,0,25271,OKwr_S791,POD,-100.642909,36.57195454,,,,,,,,,,,,,
25272,0,25272,OKwr_S7910,POD,-97.54656363,35.33883579,,,,,,,,,,,,,
25273,0,25273,OKwr_S7911,POD,-97.56427612,35.34243997,,,,,,,,,,,,,
25274,0,25274,OKwr_S7912,POD,-97.53770429,35.33523122,,,,,,,,,,,,,
25275,3,25275,OKwr_S7913,POD,-98.543084,35.33850475,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25276,2,25276,OKwr_S7914,POD,-98.62050557,35.30787578,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25277,2,25277,OKwr_S7915,POD,-98.6267875,35.36026423,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25278,3,25278,OKwr_S7916,POD,-98.48393662,35.30077029,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25279,0,25279,OKwr_S7917,POD,-97.80315793,35.36371016,,,,,,,,,,,,,
25280,2,25280,OKwr_S7918,POD,-98.44417391,35.3224905,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25281,2,25281,OKwr_S7919,POD,-98.46740857,35.294443,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25282,0,25282,OKwr_S792,POD,-100.645159,36.57195967,,,,,,,,,,,,,
25283,2,25283,OKwr_S7920,POD,-98.46067104,35.33231807,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25284,3,25284,OKwr_S7921,POD,-98.564976,35.3602665,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25285,2,25285,OKwr_S7922,POD,-98.4353125,35.3243635,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25286,0,25286,OKwr_S7923,POD,-96.07547966,35.35048025,,,,,,,,,,,,,
25287,0,25287,OKwr_S7924,POD,-96.07547587,35.34868954,,,,,,,,,,,,,
25288,0,25288,OKwr_S7925,POD,-96.9556585,35.308821,,,,,,,,,,,,,
25289,0,25289,OKwr_S7926,POD,-96.95565865,35.30701513,,,,,,,,,,,,,
25290,0,25290,OKwr_S7927,POD,-96.95343262,35.31062704,,,,,,,,,,,,,
25291,0,25291,OKwr_S7928,POD,-96.95565256,35.31062927,,,,,,,,,,,,,
25292,0,25292,OKwr_S7929,POD,-96.9533985,35.3142415,,,,,,,,,,,,,
25293,0,25293,OKwr_S793,POD,-100.6474249,36.5719648,,,,,,,,,,,,,
25294,0,25294,OKwr_S7930,POD,-96.95116197,35.31747232,,,,,,,,,,,,,
25295,3,25295,OKwr_S7931,POD,-98.50487072,35.30156549,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25296,2,25296,OKwr_S7932,POD,-98.64644187,35.34582754,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25297,2,25297,OKwr_S7933,POD,-98.68184692,35.36579437,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25298,2,25298,OKwr_S7934,POD,-98.58264212,35.34405647,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25299,2,25299,OKwr_S7935,POD,-98.6157715,35.3386865,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25300,2,25300,OKwr_S7936,POD,-98.68190478,35.37665899,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25301,3,25301,OKwr_S7937,POD,-98.47840808,35.33050824,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25302,2,25302,OKwr_S7938,POD,-98.64427962,35.3603203,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25303,0,25303,OKwr_S7939,POD,-99.14485677,35.32301435,,,,,,,,,,,,,
25304,0,25304,OKwr_S794,POD,-100.6474223,36.5700942,,,,,,,,,,,,,
25305,2,25305,OKwr_S7940,POD,-98.40777076,35.30178965,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25306,3,25306,OKwr_S7941,POD,-98.46624435,35.34581354,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25307,3,25307,OKwr_S7942,POD,-98.46843987,35.34400572,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25308,3,25308,OKwr_S7943,POD,-98.51345157,35.29438902,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25309,0,25309,OKwr_S7944,POD,-98.444043,35.3748625,,,,,,,,,,,,,
25310,2,25310,OKwr_S7945,POD,-97.45253794,35.35778903,145,Thunderbird Lake and Watershed,SWS,520810,Thunderbird Lake and Watershed,SWS, ,5.2081E+11,Sensitive Public and Private Water Supplies,40,{F901DC94-2DE7-4E02-A632-59518908B20A},665731813.7,130693.8878
25311,0,25311,OKwr_S7946,POD,-97.5752365,35.3314135,,,,,,,,,,,,,
25312,0,25312,OKwr_S7947,POD,-98.10149533,35.36966302,,,,,,,,,,,,,
25313,0,25313,OKwr_S7948,POD,-98.0992934,35.36966434,,,,,,,,,,,,,
25314,2,25314,OKwr_S7949,POD,-98.65752073,35.35853475,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25315,0,25315,OKwr_S795,POD,-100.647421,36.56828714,,,,,,,,,,,,,
25316,2,25316,OKwr_S7950,POD,-98.44526164,35.29632562,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25317,0,25317,OKwr_S7951,POD,-99.14704633,35.37744721,,,,,,,,,,,,,
25318,0,25318,OKwr_S7952,POD,-99.1459383,35.37744872,,,,,,,,,,,,,
25319,0,25319,OKwr_S7953,POD,-99.144814,35.3737115,,,,,,,,,,,,,
25320,0,25320,OKwr_S7954,POD,-99.144814,35.3719045,,,,,,,,,,,,,
25321,0,25321,OKwr_S7955,POD,-99.144814,35.3755185,,,,,,,,,,,,,
25322,0,25322,OKwr_S7956,POD,-99.1470305,35.3755185,,,,,,,,,,,,,
25323,2,25323,OKwr_S7957,POD,-98.584889,35.3675675,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25324,0,25324,OKwr_S7958,POD,-99.05636,35.3737495,,,,,,,,,,,,,
25325,2,25325,OKwr_S7959,POD,-98.57395075,35.30073971,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25326,0,25326,OKwr_S796,POD,-99.090226,34.4615755,,,,,,,,,,,,,
25327,0,25327,OKwr_S796,POD,-99.090226,34.4615755,,,,,,,,,,,,,
25328,2,25328,OKwr_S7960,POD,-98.42541914,35.30178988,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25329,2,25329,OKwr_S7961,POD,-98.46188555,35.33678163,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25330,2,25330,OKwr_S7961,POD,-98.46188555,35.33678163,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25331,2,25331,OKwr_S7962,POD,-98.45967,35.3385895,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25332,2,25332,OKwr_S7962,POD,-98.45967,35.3385895,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25333,3,25333,OKwr_S7963,POD,-98.56718997,35.351277,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25334,3,25334,OKwr_S7964,POD,-98.52537221,35.3330605,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25335,2,25335,OKwr_S7965,POD,-98.40993971,35.30712317,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
25336,0,25336,OKwr_S7966,POD,-98.40105731,35.30710814,,,,,,,,,,,,,
25337,0,25337,OKwr_S7967,POD,-97.61056643,35.32036876,,,,,,,,,,,,,
25338,0,25338,OKwr_S7968,POD,-97.61278148,35.32036038,,,,,,,,,,,,,
25339,0,25339,OKwr_S7969,POD,-97.61499642,35.32035195,,,,,,,,,,,,,
25340,0,25340,OKwr_S797,POD,-99.09025234,34.46342625,,,,,,,,,,,,,
25341,0,25341,OKwr_S797,POD,-99.09025234,34.46342625,,,,,,,,,,,,,
25342,0,25342,OKwr_S7970,POD,-97.6149965,35.3239825,,,,,,,,,,,,,
25343,0,25343,OKwr_S7971,POD,-98.399952,35.3603685,,,,,,,,,,,,,
25344,0,25344,OKwr_S7972,POD,-98.39996657,35.36213524,,,,,,,,,,,,,
25345,2,25345,OKwr_S7973,POD,-98.60925584,35.37119978,95,Fort Cobb Lake and Watershed,SWS,310830,Fort Cobb Lake and Watershed,SWS, ,3.1083E+11,Sensitive Public and Private Water Supplies,40,{4EBC011D-4111-4D12-9794-4AA3B3EE7F32},796872017.1,146201.5647
