Permit_Index	POD_Index	POD	Beneficial_Use	County			Aquifer	SubAquifer	Req_AcFt	Req_Acre	Req_Rate	Req_Storage	App_AcFt	App_Acre	App_Rate	App_Storage	POD_Status	Source	Irrigation_Type	Source_Name	MainStem_Name	Impound_Location	Impound_Name	Return_Dest	Discharge_Locat	Prop_Owner	Dest_Prop_Owner	Period_Start	Period_End	Return_Quantity	Held_AcFt	Held_Acre	Held_Rate	Held_Storage	Longitude	Latitude	HU_Basin	HU_Sub_Basin	HU_Watershed	HU_Sub_Watershed	Civil_Township	X_Coord	Y_Coord	NonConsumptive_ReqAcFt	NonConsumptive_AppAcFt	NonConsumptive_HeldAcFt
44905	92547	15710004AD	00/00/00	Williams					300	0	1400	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-103.6053628957	48.45440932604	Lake Sakakawea	Little Muddy	Middle Little Muddy River	Twin Lakes-Little Muddy River	Athens	1214848	1031736	0	0	0
44905	92548	15710004DA	00/00/00	Williams					300	0	1400	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-103.6053815864	48.45079299629	Lake Sakakawea	Little Muddy	Middle Little Muddy River	Twin Lakes-Little Muddy River	Athens	1214791	1030418	0	0	0
44906	92549	14805925DDCB	02/01/23	Griggs			McVille		425	0	640	0	200	0	640	0	Active	Ground Water		McVille								January 1	December 31	0	225	0	0	0	-98.11705240518	47.60299990767	Devils Lake-Sheyenne	Middle Sheyenne	Pickerel Lake Creek-Sheyenne River	Butte Michaud-Sheyenne River	Pilot Mound	2556317	715110	0	0	0
44906	92550	14805925DDCD	02/01/23	Griggs			McVille		425	0	640	0	200	0	640	0	Active	Ground Water		McVille								January 1	December 31	0	225	0	0	0	-98.11571463966	47.60209385209	Devils Lake-Sheyenne	Middle Sheyenne	Pickerel Lake Creek-Sheyenne River	Butte Michaud-Sheyenne River	Pilot Mound	2556657	714789	0	0	0
44907	92551	15109316B	11/01/22	Mountrail			Sanish		700	0	2500	0	700	0	2500	0	Active	Ground Water												0	0	0	0	0	-102.5947979421	47.90178388035	Lake Sakakawea	Lake Sakakawea	Sanish Bay	Reunion Bay	Big Bend	1454658	822043	0	0	0
44908	92552	12906005D	06/01/24	Dickey					75.2	0	0	75.2	82.45	0	0	83.5	Active	Surface Water		Unnamed Reservoir										0	0	0	0	0	-98.22028365859	46.01217868348	James	Upper James	Columbia Road Reservoir-James River	Dakota Lake-James River	Port Emma	2547695	134410	0	0	0
43474	92553	15810017B	00/00/00	Williams			Little Muddy		400	0	1200	0	400	0	6000	0	Active	Ground Water												0	0	0	0	0	-103.6405623158	48.51418272336	Lake Sakakawea	Little Muddy	Middle Little Muddy River	Pats Coulee-Little Muddy River	Winner	1207182	1053873	0	0	0
44909	92554	15309225C	09/01/24	Mountrail			Sentinel Butte-Tongue River		1500	0	1000	0	30	0	60	0	Active	Ground Water										January 1	December 31	0	70	0	100	0	-102.455966835	48.04130196387	Lake Sakakawea	Lake Sakakawea	Little Knife River	Little Knife Bay-Little Knife River	Knife River	1489973	872052	0	0	0
44910	92555	15205523C	10/16/19	Grand Forks			Elk Valley		135	135	800	0	135	135	800	0	Active	Ground Water	Sprinkler									April 1	October 15	0	0	0	0	0	-97.66136809167	47.96546134945	Lower Red	Turtle	Headwaters Turtle River	Lower South Branch Turtle River	Elm Grove	2663901	850989	0	0	0
44911	92556	16206628	00/00/00	Towner					0	0	0	0	0	0	0	0	Deferred													0	0	0	0	0	-99.20938627861	48.82692004177	Lower Red	Upper Pembina River	Upper Badger Creek	Rock Lake	Rock Lake	2279563	1155359	0	0	0
44912	92557	15209330C	00/00/00	McKenzie					1000	0	1500	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-102.6372523439	47.95236110371	Lake Sakakawea	Lake Sakakawea	Sanish Bay	101101012002-Missouri River	Unorganized Territory	1444749	840769	0	0	0
44913	92558	15309205A	00/00/00	Mountrail					1100	0	2100	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-102.531525024	48.10656422074	Lake Sakakawea	Lake Sakakawea	Little Knife River	101101011706-Little Knife River	Knife River	1472107	896325	0	0	0
44913	92559	15309205B	00/00/00	Mountrail					1100	0	2100	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-102.5424003088	48.10656437468	Lake Sakakawea	Lake Sakakawea	Little Knife River	101101011706-Little Knife River	Knife River	1469451	896394	0	0	0
44913	92560	15309205C	00/00/00	Mountrail					1100	0	2100	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-102.542376938	48.09929815626	Lake Sakakawea	Lake Sakakawea	Little Knife River	101101011706-Little Knife River	Knife River	1469387	893743	0	0	0
44913	92561	15309206D	00/00/00	Mountrail					1100	0	2100	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-102.5531725422	48.09926762484	Lake Sakakawea	Lake Sakakawea	Little Knife River	101101011706-Little Knife River	Knife River	1466749	893801	0	0	0
44914	92562	14409635CB	01/01/79	Dunn					25.6	25.6	5834	0	25.6	25.6	5834	0	Active	Surface Water	Flooding	runoff & un-named trib to Knife River										0	0	0	0	0	-102.8182620683	47.24680853938	Cannonball-Heart-Knife	Knife	Headwaters Knife River	Town of Manning-Knife River	Unorganized Territory	1392809	584765	0	0	0
44915	92563	15107020AW	04/15/22	Benson			Undetermined		239.1	159.4	956	0	239.1	159.4	956	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-99.6486519254	47.8867491418	Devils Lake-Sheyenne	Upper Sheyenne	Legreid Lake-Sheyenne River	Legreid Lake-Sheyenne River	Arne	2177416	810838	0	0	0
44915	92564	15107020B	04/15/22	Benson					239.1	159.4	956	0	239.1	159.4	956	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-99.65674437158	47.88677000109	Devils Lake-Sheyenne	Upper Sheyenne	Legreid Lake-Sheyenne River	Legreid Lake-Sheyenne River	Arne	2175431	810824	0	0	0
44915	92565	15107020CN	04/15/22	Benson					239.1	159.4	956	0	239.1	159.4	956	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-99.65674048155	47.88132874086	Devils Lake-Sheyenne	Upper Sheyenne	Legreid Lake-Sheyenne River	Legreid Lake-Sheyenne River	Arne	2175453	808839	0	0	0
44916	92566	13205918A	00/00/00	Dickey			Spiritwood		197.4	131.6	800	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-98.11612666392	46.25133222862	James	Upper James	Lower Bear Creek	Outlet Bear Creek	Divide	2571503	222371	0	0	0
1979	92567	15106225A	00/00/00	Benson			Spiritwood		442	295.4	1400	0	396	264	1500	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-98.53088158034	47.87166479623	Devils Lake-Sheyenne	Middle Sheyenne	Tolna Coulee-Sheyenne River	Tolna Coulee	Minco	2451803	810261	0	0	0
1979	92568	15106225B	00/00/00	Benson			Spiritwood		442	295.4	1400	0	396	264	1500	0	InActive	Ground Water	Sprinkler											0	0	0	0	0	-98.5416535794	47.8716571164	Devils Lake-Sheyenne	Middle Sheyenne	Tolna Coulee-Sheyenne River	Tolna Coulee	Minco	2449160	810192	0	0	0
1979	92569	15106225D	00/00/00	Benson			Spiritwood		442	295.4	1400	0	396	264	1500	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-98.53088557093	47.86436673335	Devils Lake-Sheyenne	Middle Sheyenne	Tolna Coulee-Sheyenne River	Tolna Coulee	Minco	2451869	807599	0	0	0
44917	92570	15410010AC	00/00/00	Williams					5000	0	3360	0	0	0	0	0	Void	Surface Water		Stoney Creek										0	0	0	0	0	-103.5258310432	48.17776676022	Lake Sakakawea	Lake Sakakawea	Stony Creek	Lower Stony Creek	Stony Creek	1230253	930106	0	0	0
44918	92571	15510017B	00/00/00	Williams					5000	0	2730	0	0	0	0	0	Void	Surface Water		Little Muddy river										0	0	0	0	0	-103.5776076952	48.25202834694	Lake Sakakawea	Little Muddy	Lower Little Muddy River	Brown School-Little Muddy River	Unorganized Territory	1218688	957674	0	0	0
43146	92572	15409431DA	10/01/21	McKenzie					18000	0	12600	0	18000	0	12600	0	Active	Surface Water		Missouri River								January 1	December 31	0	0	0	0	0	-102.8095185399	48.11600317774	Lake Sakakawea	Lake Sakakawea	Sand Creek	Phelps Bay-Missouri River	Riverview	1404300	901644	0	0	0
3491	92573	14608814AA	10/01/2025	Mercer					17100	0	10590	0	17100	0	17300	0	Active	Surface Water		Lake Sakakawea										0	0	0	0	0	-101.8464713122	47.47077256046	Lake Sakakawea	Lake Sakakawea	Hille State Game Management Area	Renner Bay	Unorganized Territory	1635502	660814	0	0	0
3491	92574	14608814AD	10/01/2025	Mercer					17100	0	10590	0	17100	0	17300	0	Active	Surface Water		Lake Sakakawea										0	0	0	0	0	-101.8464605496	47.46715442614	Lake Sakakawea	Lake Sakakawea	Hille State Game Management Area	Renner Bay	Unorganized Territory	1635482	659495	0	0	0
3491	92575	14608812D	10/01/2025	Mercer					17100	0	10590	0	0	0	0	0	Cancelled	Surface Water		Lake Sakakwea										0	0	0	0	0	-101.8278456923	47.47628650804	Lake Sakakawea	Lake Sakakawea	Hille State Game Management Area	Renner Bay	Unorganized Territory	1640142	662747	0	0	0
44919	92576	15210408S	00/00/00	Williams					3000	0	3500	0	0	0	0	0	Deferred	Surface Water		Missouri River										0	0	0	0	0	-104.0228538154	47.99641263523	Missouri-Poplar	Charlie-Little Muddy	Otis Creek-Missouri River	Garden Coulee-Missouri River	Buford	1106097	869057	0	0	0
44919	92577	15210417N	00/00/00	McKenzie					3000	0	3500	0	0	0	0	0	Deferred	Surface Water		Missouri River										0	0	0	0	0	-104.0228416432	47.98919889218	Missouri-Poplar	Charlie-Little Muddy	Otis Creek-Missouri River	Garden Coulee-Missouri River	Yellowstone	1105982	866427	0	0	0
44920	92579	15809916C	00/00/00	Williams					1500	0	4000	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-103.4885561811	48.50688149084	Lake Sakakawea	Little Muddy	Upper Little Muddy River	101101020204-Little Muddy River	Ellisville	1243911	1049773	0	0	0
44920	92580	15809916D	00/00/00	Williams					1500	0	4000	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-103.4776994799	48.50686263271	Lake Sakakawea	Little Muddy	Upper Little Muddy River	101101020204-Little Muddy River	Ellisville	1246542	1049666	0	0	0
44921	92581	16009930D	00/00/00	Divide					195	125.6	900	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-103.5209218182	48.65184083349	Lake Sakakawea	Little Muddy	Lake Zahl	Holm Lake	Garnet	1238102	1102941	0	0	0
44923	92582	15307702B	00/00/00	McHenry			New Rockford		200	141.1	1000	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-100.5342037294	48.10543442377	Souris	Lower Souris	Lower Wintering River	Herrington Lake-Wintering River	Karlsruhe	1960145	889495	0	0	0
44923	92583	15307702D	00/00/00	McHenry			New Rockford		200	141.1	1000	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-100.5233115866	48.09817974279	Souris	Lower Souris	Lower Wintering River	Herrington Lake-Wintering River	Karlsruhe	1962806	886847	0	0	0
42653	92584	14808619C	10/01/21	McLean			White Shield		156	104	1500	0	156	104	1500	0	Active	Ground Water	Sprinkler									May 1	September 30	0	0	0	0	0	-101.6896542677	47.62109364098	Lake Sakakawea	Lake Sakakawea	West Branch Douglas Creek	Lower West Branch Douglas Creek	Unorganized Territory	1675112	715015	0	0	0
44924	92585	13206211AW	00/00/00	Dickey					372	248	800	0	0	0	0	0	Deferred	Surface Water	Sprinkler	Unnamed Wetland										0	0	0	0	0	-98.40550589282	46.26620355164	James	Upper James	Stevens Slough	Larson Landing Strip	Porter	2498179	225705	0	0	0
44924	92586	13206211DB	00/00/00	Dickey					372	248	800	0	0	0	0	0	Deferred	Surface Water	Sprinkler	Unnamed Wetland										0	0	0	0	0	-98.40552713741	46.26078197644	James	Upper James	Stevens Slough	Larson Landing Strip	Porter	2498226	223729	0	0	0
43128	92587	16010013BE	00/00/00	Divide			Smoky Butte		350	237.7	1900	0	0	0	0	0	Denied	Ground Water	Sprinkler											0	0	0	0	0	-103.5501096441	48.68811024311	Lake Sakakawea	Little Muddy	Lake Zahl	Holm Lake	Smoky Butte	1231562	1116443	0	0	0
5925	92588	16105604B	00/00/00	Pembina					668	637.6	1671	0	285	250	1671	0	Active	Surface Water	Sprinkler	Goshke Dam on Busse Coulee										0	0	0	0	0	-97.89955216894	48.80066186208	Lower Red	Lower Pembina River	Upper Tongue River	Busse Coulee-Smith Coulee	Beaulieu	2595486	1153597	0	0	0
4288	92589	13908123A	01/01/23	Burleigh					1000	0	1120	0	1000	0	1120	0	Active	Surface Water		Missouri River										0	0	0	0	0	-100.8606909548	46.84851584969	Lake Oahe	Painted Woods-Square Butte	Sherk Creek-Missouri River	Rock Haven Creek-Missouri River	Hay Creek	1878254	431213	0	0	0
503	92590	13908123A	01/01/23	Burleigh					16758.5	0	16667	0	16758	0	16667	0	Active	Surface Water		Missouri River										0	0	0	0	0	-100.8606909548	46.84851584969	Lake Oahe	Painted Woods-Square Butte	Sherk Creek-Missouri River	Rock Haven Creek-Missouri River	Hay Creek	1878254	431213	0	0	0
355	92591	13908123A	01/01/23	Burleigh					9521	0	10416.7	0	9521	0	10416	0	Active	Surface Water		Missouri River										0	0	0	0	0	-100.8606909548	46.84851584969	Lake Oahe	Painted Woods-Square Butte	Sherk Creek-Missouri River	Rock Haven Creek-Missouri River	Hay Creek	1878254	431213	0	0	0
44662	92592	15205523AN	10/16/20	Grand Forks			Elk Valley		67.5	67.5	400	0	67.5	67.5	800	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.65055276061	47.97451183045	Lower Red	Turtle	North Branch Turtle River	Town of McCanna-North Branch Turtle River	Elm Grove	2666429	854385	0	0	0
44925	92593	15407734A	00/00/00	McHenry			New Rockford		153	102	900	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-100.5450482759	48.12000315539	Souris	Lower Souris	Lower Wintering River	Outlet Wintering River	Villard	1957498	894812	0	0	0
44926	92594	15009533A	00/00/00	McKenzie					102.8	0	1250	25.05	0	0	0	0	Deferred	Surface Water		Dry Creek										0	0	0	0	0	-102.8396716193	47.77161377647	Lake Sakakawea	Lake Sakakawea	Bear Den Creek	Dry Creek	Grail	1393194	776271	0	0	0
44927	92595	15009533B	00/00/00	McKenzie					92.4	0	1250	0	0	0	0	0	Deferred	Surface Water		Dry Creek										0	0	0	0	0	-102.8504589961	47.7716361482	Lake Sakakawea	Lake Sakakawea	Bear Den Creek	Dry Creek	Grail	1390543	776358	0	0	0
3195	92596	13607026D	00/00/00	Logan			Streeter		240	156	1000	0	0	0	0	0	Void		Sprinkler											0	0	0	0	0	-99.4395686004	46.561930146	Lake Oahe	Apple Creek	Streeter Flats	Alkaline Lake State Wildlife Management Area-Alkaline Lake	Unorganized Territory	2235244	328290	0	0	0
3195	92597	13607025D	00/00/00	Logan			Streeter		240	156	1000	0	0	0	0	0	Cancelled		Sprinkler											0	0	0	0	0	-99.41858808103	46.56171467764	Lake Oahe	Apple Creek	Streeter Flats	Alkaline Lake State Wildlife Management Area-Alkaline Lake	Unorganized Territory	2240522	328284	0	0	0
3195	92598	13607014C	00/00/00	Logan			Streeter		240	156	1000	0	0	0	0	0	Void		Sprinkler											0	0	0	0	0	-99.45005874804	46.59086154859	Lake Oahe	Apple Creek	Streeter Flats	Alkaline Lake State Wildlife Management Area-Alkaline Lake	Unorganized Territory	2232464	338805	0	0	0
3195	92599	13607014D	00/00/00	Logan			Streeter		240	156	1000	0	0	0	0	0	Void		Sprinkler											0	0	0	0	0	-99.43961533901	46.59079863299	Lake Oahe	Apple Creek	Streeter Flats	Alkaline Lake State Wildlife Management Area-Alkaline Lake	Unorganized Territory	2235090	338817	0	0	0
44932	92614	14707926BCW	00/00/00	McLean			Lake Nettie		680	456.3	3000	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-100.7143204672	47.52542171996	Lake Oahe	Painted Woods-Square Butte	City of Turtle Lake	Brush Lake	Wise	1915551	677967	0	0	0
44929	92601	14007109C	00/00/00	Kidder			Central Dakota		650	432	3500	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-99.65198856469	46.95487845493	Lake Oahe	Apple Creek	McPhail State Wildlife Management Area	Stony Lake	Westford	2180267	470940	0	0	0
44929	92602	14007109D	00/00/00	Kidder			Central Dakota		650	432	3500	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-99.64139835354	46.95489177105	Lake Oahe	Apple Creek	McPhail State Wildlife Management Area	Stony Lake	Westford	2182911	470973	0	0	0
44929	92603	14007116B	00/00/00	Kidder			Central Dakota		650	432	3500	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-99.6521061543	46.94765879258	Lake Oahe	Apple Creek	McPhail State Wildlife Management Area	Stony Lake	Westford	2180266	468306	0	0	0
44929	92604	14007116AN	00/00/00	Kidder			Central Dakota		650	432	3500	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-99.64148493004	46.94948464183	Lake Oahe	Apple Creek	McPhail State Wildlife Management Area	Stony Lake	Westford	2182911	469001	0	0	0
5563	92605	13507301N	00/00/00	Logan			Napoleon		0	0	0	0	180	120	800	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-99.80030724467	46.54076192555	Lake Oahe	Apple Creek	Goose Lake	McKenna Lake	Unorganized Territory	2144576	319554	0	0	0
44736	92606	14509523C	00/00/00	Dunn					250	0	500	0	0	0	0	0		Ground Water												0	0	0	0	0	-102.753232104	47.36118403366	Cannonball-Heart-Knife	Knife	Upper Spring Creek	Town of Killdeer-Spring Creek	Unorganized Territory	1410149	625996	0	0	0
44222	92607	13309023D	00/00/00	Grant					17.5	0	0	0	0	0	0	0	Void	Surface Water												0	0	0	0	0	-101.9491830872	46.31637475221	Cannonball-Heart-Knife	Upper Cannonball	Upper Cannonball River-Sheep Creek	Finnish Cemetery-Cannonball River	Unorganized Territory	1602336	240318	0	0	0
44218	92608	13205331B	00/00/00	Sargent					320	160	1000	0	0	0	0	0	Void	Ground Water												0	0	0	0	0	-97.37904709757	46.20622975085	Upper Red	Western Wild Rice	Storm Lake	Borg Lake	Hall	2758514	212468	0	0	0
44641	92609	15209932DC	05/01/87	McKenzie					0	0	0	0	518.3	500	0	0	Cancelled	Surface Water												0	0	0	0	0	-103.3771688699	47.93675249038	Lake Sakakawea	Lake Sakakawea	Plum Creek	Cedar Butte-Missouri River	Unorganized Territory	1263287	840865	0	0	0
44930	92610	13807316B	00/00/00	Kidder			Central Dakota		620	416	2500	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-99.90649015348	46.77431136944	Lake Oahe	Apple Creek	Long Lake National Wildlife Refuge	Headwaters Long Lake	Manning	2117213	404505	0	0	0
44930	92611	13807317A	00/00/00	Kidder			Central Dakota		620	416	2500	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-99.91698972552	46.77450752414	Lake Oahe	Apple Creek	Long Lake National Wildlife Refuge	Headwaters Long Lake	Manning	2114581	404557	0	0	0
44930	92612	13807317B	00/00/00	Kidder			Central Dakota		620	416	2500	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-99.92751932848	46.77454841669	Lake Oahe	Apple Creek	Long Lake National Wildlife Refuge	Headwaters Long Lake	Manning	2111943	404553	0	0	0
44931	92613	14006215C	00/00/00	Stutsman			Spiritwood		1614	0	2000	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-98.49755577717	46.93963388232	James	Upper James	Sevenmile Coulee	Rush Island Lake	Spiritwood	2468646	470612	0	0	0
44933	92615	13005818D	00/00/00	Sargent			Oakes		189.3	126.2	800	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-97.99228885662	46.06976644441	James	Upper James	Columbia Road Reservoir-James River	101600031402	Jackson	2604931	157166	0	0	0
44934	92616	13005829B	00/00/00	Sargent			Oakes		162	108	900	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-97.98196625392	46.04805378302	James	Upper James	Columbia Road Reservoir-James River	101600031402	Jackson	2607804	149335	0	0	0
44755	92617	14408825DC	00/00/00	Mercer					80	40	673	0	0	0	0	0	Void	Surface Water		Knife River										0	0	0	0	0	-101.7723276933	47.25763020987	Cannonball-Heart-Knife	Knife	Otter Creek	Town of Beulah-Knife River	Unorganized Territory	1652578	582775	0	0	0
44502	92618	15405402DD	07/01/65	Grand Forks			Undefined		50	40	200	0	0	0	0	0	Cancelled	Ground Water												0	0	0	0	0	-97.53838354357	48.18207150567	Lower Red	Forest	Headwaters Forest River	Forest River Colony-Forest River	Strabane	2691036	931079	0	0	0
44511	92619	13807726AD	00/00/00	Burleigh					350	168.6	900	0	0	0	0	0	Denied	Ground Water	Sprinkler											0	0	0	0	0	-100.355467155	46.74478845811	Lake Oahe	Apple Creek	McKenzie Slough State Game Management Area	McKenzie Slough-Random Creek	Logan	2004738	393210	0	0	0
44512	92620	13707608BB	12/31/68	Burleigh					300	156.8	900	0	235	156.8	600	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-100.3090017494	46.70477557986	Lake Oahe	Apple Creek	Long Lake National Wildlife Refuge	Outlet Long Lake Creek	Long Lake	2016422	378642	0	0	0
44513	92621	13707606DB	12/31/68	Burleigh					300	146.4	900	0	219	146.4	600	0	Cancelled	Ground Water	Sprinkler											0	0	0	0	0	-100.3192425101	46.71210077929	Lake Oahe	Apple Creek	Long Lake National Wildlife Refuge	Outlet Long Lake Creek	Long Lake	2013847	381308	0	0	0
44514	92622	14109815DB	00/00/00	Billings					120	0	77.5	0	0	0	0	0	Void	Surface Water		Green River										0	0	0	0	0	-103.0830276872	47.02947132654	Cannonball-Heart-Knife	Upper Heart	Green River	Indian Creek-Green River	Unorganized Territory	1324476	507591	0	0	0
5890	92623	15106118C	01/01/16	Nelson			Spiritwood		175.8	117.2	900	0	175.8	121	900	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-98.52036926446	47.89336758001	Devils Lake-Sheyenne	Middle Sheyenne	Tolna Coulee-Sheyenne River	Tolna Coulee	Leval	2454183	818241	0	0	0
128	92624	14309506DA	04/27/37	Dunn					30	20	314	0	30	20	314	0	Active	Surface Water	Flooding	Knife River								April 1	October 1	0	0	0	0	0	-102.760265067	47.23241640968	Cannonball-Heart-Knife	Knife	Headwaters Knife River	Town of Emerson-Knife River	Unorganized Territory	1407056	579098	0	0	0
44702	92625	14509322D	00/00/00	Dunn					600	0	1000	0	0	0	0	0	Deferred	Surface Water		Spring Creek										0	0	0	0	0	-102.5086038938	47.36102725161	Cannonball-Heart-Knife	Knife	Upper Spring Creek	Town of Dunn Center-Spring Creek	Unorganized Territory	1470753	624294	0	0	0
2165	92626	14805925DD	07/01/83	Griggs			McVille		800	0	500	0	225	0	500	0	Active	Ground Water												0	0	0	0	0	-98.11504640201	47.60345267311	Devils Lake-Sheyenne	Middle Sheyenne	Pickerel Lake Creek-Sheyenne River	Butte Michaud-Sheyenne River	Pilot Mound	2556807	715290	0	0	0
2166	92627	14505927CC	07/01/81	Griggs			Spiritwood		875	0	550	0	350	0	550	0	Active	Ground Water												0	0	0	0	0	-98.17592606592	47.34280224092	Devils Lake-Sheyenne	Middle Sheyenne	Baldhill Creek	City of Hannaford-Baldhill Creek	Ball Hill	2544606	619805	0	0	0
44864	92629	15409621N	03/01/2025	Williams					10000	0	4000	0	10000	0	6200	0	Active	Surface Water										January 1	December 31	0	0	0	0	0	-103.0330114882	48.15040149188	Lake Sakakawea	Lake Sakakawea	Sand Creek	Red Mike Hill-Missouri River	Unorganized Territory	1350125	915872	0	0	0
44864	92630	15409616DW	03/01/2025	Williams					10000	0	4000	0	10000	0	6200	0	Active	Surface Water										January 31	December 31	0	0	0	0	0	-103.0302688867	48.157633489	Lake Sakakawea	Lake Sakakawea	Sand Creek	Red Mike Hill-Missouri River	Unorganized Territory	1350879	918487	0	0	0
44936	92631	14408505	00/00/00	Mercer					445	0	600	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-101.4800453145	47.32093114335	Cannonball-Heart-Knife	Knife	Outlet Knife River	Cambridge Cemetery-Knife River	Unorganized Territory	1725437	604821	0	0	0
44937	92632	13705303BB	07/01/24	Cass					255.4	255	800	0	255.4	255.4	800	0	Active	Ground Water	Sprinkler											0	0	0	0	0	-97.36445104731	46.7144651153	Devils Lake-Sheyenne	Maple	Lower Maple River	City of Leonard-Maple River	Watson	2754811	397813	0	0	0
44938	92633	15607727B	00/00/00	McHenry					5645.5	0	3500	0	0	0	0	0	Void	Ground Water												0	0	0	0	0	-100.5559285467	48.30844694499	Souris	Lower Souris	Copperdahl Hill-Souris River	Spring Lake-Souris River	Denbigh	1954889	963576	0	0	0
44939	92635	15210321A	08/01/2025	McKenzie					5000	0	5000	0	5000	0	5000	0	Active	Surface Water		Missouri River								January 1	December 31	0	0	0	0	0	-103.8671762168	47.97487611812	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Sioux	1143847	859535	0	0	0
44939	92636	15210321C	08/01/2025	Williams					5000	0	5000	0	0	0	0	0	Denied	Surface Water		Missouri River										0	0	0	0	0	-103.8780071096	47.96771342551	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Buford	1141083	857038	0	0	0
44939	92637	15210321D	08/01/2025	McKenzie					5000	0	5000	0	0	0	0	0	Denied	Surface Water		Missouri River										0	0	0	0	0	-103.867125785	47.9676726293	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Sioux	1143746	856909	0	0	0
44940	92638	14408334BA	11/01/2025	Oliver					15000	0	13480	0	15000	0	13480	0	Active	Surface Water		Missouri River								January 1	December 31	0	0	0	0	0	-101.1860723682	47.2544674338	Lake Oahe	Painted Woods-Square Butte	Coal Lake Coulee-Missouri River	Mandan Lake	Unorganized Territory	1798133	579807	0	0	0
44941	92639	15109226DA	00/00/00	Mountrail					2000	0	2000	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-102.409809097	47.867579508	Lake Sakakawea	Lake Sakakawea	Van Hook State Wildlife Management Area	Muskrat Lake	Howie	1499723	808411	0	0	0
44941	92640	15109226AC	00/00/00	Mountrail					2000	0	2000	0	0	0	0	0	Deferred	Ground Water												0	0	0	0	0	-102.4151715245	47.87116045128	Lake Sakakawea	Lake Sakakawea	Van Hook State Wildlife Management Area	Upper Van Hook Arm	Howie	1498438	809749	0	0	0
44942	92641	14707915C	00/00/00	McLean			Lake Nettie		204	138.7	900	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-100.731679816	47.5488438823	Lake Oahe	Painted Woods-Square Butte	City of Turtle Lake	Brush Lake	Wise	1911287	686523	0	0	0
44943	92642	14807927C	00/00/00	McLean			Lake Nettie		204	142.5	900	0	0	0	0	0	Deferred	Ground Water	Sprinkler											0	0	0	0	0	-100.7317915414	47.60699216759	Lake Oahe	Painted Woods-Square Butte	City of Turtle Lake	Cherry Lake	Medicine Hill	1911322	707734	0	0	0
44944	92643	16308036BD	12/01/23	Bottineau			Dakota Group		160	0	99	0	160	0	99	0	Active	Ground Water										January 1	December 31	0	0	0	0	0	-100.985917869	48.90302141914	Souris	Lower Souris	Haas Cemetery	090100031004	Richburg	1851557	1180947	0	0	0
44944	92644	16308036CB	12/01/23	Bottineau			Dakota Group		160	0	99	0	160	0	99	0	Active	Ground Water										January 1	December 31	0	0	0	0	0	-100.9914010758	48.89940072511	Souris	Lower Souris	Haas Cemetery	090100031004	Richburg	1850229	1179633	0	0	0
