FID,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,COLOR4,SHAPE_Length,SHAPE_Area
1108,Perception Park Campground, , ,NC,2163,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/24 00:00:00,ADAMCLARK,2017/10/24 00:00:00,,0.00984863276438305,4.51902409110897e-06
1109,Upper Meadows Campground, , ,NC,2164,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/24 00:00:00,ADAMCLARK,2017/10/24 00:00:00,,0.00604125335574479,1.89887574092419e-06
1110,Weber County Memorial Park-East, ,Weber County Memorial Park-East,NC,1696,0,UTAH29078,https://waterlink.utah.gov/deqWater/reports.html?systemId=1639, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.0255765200185924,2.03757809632503e-05
1111,Red Rock Cafe, ,Red Rock Cafe,NTNC,1692,0,UTAH29069,https://waterlink.utah.gov/deqWater/reports.html?systemId=1233, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.00251501673619856,3.26741789471801e-07
1112,Causey Estates,Causey Estates,Causey Estates,NC,1679,10880,UTAH29047,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10880, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.148673573058563,0.000229735773828512
1113,Camp Kiesel - Browning, ,Camp Kiesel - Browning,NC,1675,0,UTAH29042,https://waterlink.utah.gov/deqWater/reports.html?systemId=227, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.0233571956408495,9.00951476082937e-06
1114,Camp Browning, ,Camp Browning,NP,1707,0,UTAH29091,https://waterlink.utah.gov/deqWater/reports.html?systemId=222, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.00849619210282457,3.57843658185578e-06
1115,Eagles Family Meadows, ,Eagles Trailerpark,NC,1681,0,UTAH29050,https://waterlink.utah.gov/deqWater/reports.html?systemId=582, , ,Utah,Weber,Weber River,02-01-08,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.093641043981141,0.000470199802886842
1116,Snowbasin Resort,Snowbasin Resort Company,Snowbasin Resort,NTNC,1693,11059,UTAH29071,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11059, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.0473529995765105,4.68727095117019e-05
1117,Cold Water Canyon, ,Cold Water Canyon,NC,1695,0,UTAH29077,https://waterlink.utah.gov/deqWater/reports.html?systemId=469, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.00461880751640834,6.49241215381101e-07
1118,Box Elder Campground, ,Box Elder Campground,NC,2440,0,UTAH02023,https://waterlink.utah.gov/deqWater/reports.html?systemId=169, , ,Utah,Box Elder,Bear River,01-01-07,Brigham City,01-01-07a,Brigham City,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.011883731693424,6.72433420801542e-06
1119,North Ogden Bi-Centennial Park, ,North Ogden Bi-Centennial Park,NC,1720,0,UTAH29104,https://waterlink.utah.gov/deqWater/reports.html?systemId=1062, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.00276449940533275,3.79324039275198e-07
1120,Compass Minerals Ogden Inc,Compass Minerals Ogden Inc, ,NTNC,2361,2136, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2136, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2019/09/05 00:00:00,,0.0434308592098636,8.36092720399345e-05
1121,"Western Zirconium, Inc.", ,"Western Zirconium, Inc.",NP,2362,0,UTAH29079,https://waterlink.utah.gov/deqWater/reports.html?systemId=1662, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/25 00:00:00,ADAMCLARK,2017/10/25 00:00:00,,0.0197821761556431,2.41476655152454e-05
1122,Jewett-Cameron Lumber, , ,NC,2165,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/26 00:00:00,ADAMCLARK,2017/10/26 00:00:00,,0.0258383683209102,2.90109949081069e-05
1123,Granite Construction,Granite Construction Company of Utah, ,NTNC,2465,2134, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2134, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/26 00:00:00,ADAMCLARK,2017/10/26 00:00:00,,0.0169571047726823,1.31467192085905e-05
1124,Jack B. Parson Co., , ,NTNC,2354,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/26 00:00:00,ADAMCLARK,2017/10/26 00:00:00,,0.0243963388753442,2.8494072541933e-05
1125,Geneva Rock (South Weber),Geneva Rock (South Weber), ,NTNC,2462,11598, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11598, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2019/09/09 00:00:00,,0.0262759454567179,3.82861066291577e-05
1126,Staker & Parson Companies (South Weber),Staker & Parson Companies (South Weber), ,NTNC,2135,2161, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2161, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2019/09/12 00:00:00,,0.0398156310682906,9.15215988472445e-05
1127,Wasatch Energy Systems, , ,NTNC,2137,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0102724299111728,6.78861745410285e-06
1128,Union Pacific Railroad, , ,NC,2136,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0868084869958142,0.000356685278348362
1129,Antelope Island - North, ,Antelope Island - North,NC,282,0,UTAH06023,https://waterlink.utah.gov/deqWater/reports.html?systemId=36, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.00234217341637061,3.03568178745371e-07
1130,Lagoon Investment Co.,Lagoon Investment Company,Lagoon Investment Company,NTNC,294,2002,UTAH06043,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2002, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0226448474358755,3.08037306275697e-05
1131,Sunset Campground, ,Sunset Campground,NC,287,0,UTAH06028,https://waterlink.utah.gov/deqWater/reports.html?systemId=1470, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.00471509592816042,1.24571584164876e-06
1132,Bountiful Peak Campground, ,Bountiful Peak Campground,NC,284,0,UTAH06025,https://waterlink.utah.gov/deqWater/reports.html?systemId=166, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.00983421318695167,5.98969269519845e-06
1133,Woods Cross Refining Co.,"Woods Cross Refining Company, L.L.C.",Holly Refining And Marketing,NP,2356,2163,UTAH06022,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2163, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0268933179441387,4.28173009569124e-05
1134,Silver Eagle Refining,Silver Eagle Refining - Woods Cross, ,NTNC,2355,2195, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2195, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.017400353550382,1.70229433291534e-05
1135,Big West Oil,Big West Oil LLC, ,NTNC,2463,2112, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2112, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0276830675037036,4.82797275491077e-05
1136,Chevron Products Company,Chevron Chemical Company,Chevron Products Company,NTNC,2134,2119,UTAH18175,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2119, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0503057943145865,0.000156041490301654
1137,Tesoro Petroleum,Tesoro Petroleum, ,NTNC,2330,2106, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2106, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.0391783969450844,6.03220283207189e-05
1138,LDS Hospital,LDS Hospital,LDS Hospital,NP,2327,2023,UTAH18096,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2023, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.00705940436699878,2.95954726833759e-06
1139,Church of Jesus Christ - Corp. of Presiding Bishop,Corp. of the Presiding Bishop LDS Church, ,NC,1778,2008, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=2008, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.00857354100137091,4.51934074117544e-06
1140,Zion Securities (Westlake Industrial),Zions Securities Corporation (Westlakes Industrial),Beehive Clothing,NP,2431,2806,UTAH18171,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2806, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/27 00:00:00,ADAMCLARK,2017/10/27 00:00:00,,0.00198263499358411,1.88596207383387e-07
1141,Geneva Rock Products (Salt Lake),Geneva Rock Products,Geneva Rock Products,NTNC,2319,2137,UTAH18154,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2137, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2019/09/16 00:00:00,ADAMCLARK,2019/09/16 00:00:00,,0.00358477307061792,7.79010576428065e-07
1142,PacifiCorp (Gadsby Plant),PacifiCorp (Gadsby Plant), ,NTNC,1923,2722, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=2722, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.0195555728208932,1.44301543801596e-05
1143,PacifiCorp (Rocky Mountain Power),Pacificorp DBA Utah Power & Light Company, ,NTNC,2331,2805, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2805, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.0178291891599584,1.14323382643219e-05
1144,Varian X-Ray Products,Varian X-Ray Products, ,NTNC,2332,2173, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2173, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.0165278601533591,1.68625627350485e-05
1145,SLV Solid Waste Facility,SLV Solid Waste Facility, ,NTNC,2329,2807, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2807, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.0783783552292188,0.000224316948696254
1146,Winder Dairy,Winder Dairy, ,NTNC,2333,2179, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2179, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.00820104743365193,2.73438386207144e-06
1147,Rushton Family Partnership,Rushton Family Partnership, ,NTNC,2328,2190, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2190, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2019/09/12 00:00:00,,0.0225088161889133,2.64417896925235e-05
1148,Hexcel Corp.,Hexcel Corporation (Alliant Techsystems),Hexcel Inc,NTNC,2324,2139,UTAH18001,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2139, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.133594535117253,0.00105427263589623
1149,Interstate Brick,Interstate Brick,Interstate Brick Company,NP,2325,2620,UTAH18095,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2620, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.0293251361533255,4.94811182909201e-05
1150,Kennecott Utah Copper LLC,Kennecott Utah Copper LLC, ,NTNC,2326,10944, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=10944, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.0586338883877475,9.91101025111328e-05
1151,Mount Jordan Limited Partnership, , ,NTNC,2432,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.00184518946602526,2.11505214669079e-07
1152,Camp Williams,USA Department of the Army Camp Williams,Camp Williams,NTNC,2320,1410,UTAH18054,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1410, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe/Supplier,2019/05/09 00:00:00,ADAMCLARK,2019/05/09 00:00:00,,0.613091794499653,0.0100806212174208
1153,Cottonwood Club,Cottonwood Country Club,Cottonwood Club,NC,852,10810,UTAH18084,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=10810, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.0119294093896546,7.89450654094397e-06
1154,Millcreek Inn, ,Millcreek Inn,NC,896,0,UTAH18145,https://waterlink.utah.gov/deqWater/reports.html?systemId=968, , ,Utah,Salt Lake,Jordan River,03-01-05,Millcreek,03-01-05a,Millcreek,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.00369373966308805,7.37307910104537e-07
1155,Ruth's Diner, ,Ruths Diner,NC,870,0,UTAH18113,https://waterlink.utah.gov/deqWater/reports.html?systemId=1282, , ,Utah,Salt Lake,Jordan River,03-01-03,Emigration Creek,03-01-03a,Emigration Creek,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.00155742481543132,1.39094510238153e-07
1156,Santa Fe Water System, ,Canyon House,NC,849,0,UTAH18080,https://waterlink.utah.gov/deqWater/reports.html?systemId=1303, , ,Utah,Salt Lake,Jordan River,03-01-03,Emigration Creek,03-01-03a,Emigration Creek,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.00359936906365401,6.54241865957467e-07
1157,Wimmer Systems, ,Wimmer Systems,NC,853,0,UTAH18085,https://waterlink.utah.gov/deqWater/reports.html?systemId=554, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.00253413921844018,3.40700315828426e-07
1158,"Daily Foods, Inc.",Daily Foods Inc.,Daily Foods Inc,NP,2322,2182,UTAH18074,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2182, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/10/30 00:00:00,ADAMCLARK,2017/10/30 00:00:00,,0.00722414957672526,2.99035982855723e-06
1159,Woodland Hills Subdivision,Woodland Hills Subdivision,Woodland Hills Subdivision,C,2621,11471,UTAH22088,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11471, , ,Utah,Summit,Utah Lake,04-01-06,Woodland,04-01-06a,Woodland,2018,DWRe/Supplier,2017/10/31 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0385885153616353,4.89280451707549e-05
1160,Pinion Forest SSD,Pinion Forest Special Service District,Pinion Forest SSD,C,2623,11324,UTAH07073,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11324, , ,Utah,Duchesne,Uintah,07-03-04,Starvation Reservoir,07-03-04a,Starvation Reservoir,2018,DWRe/Supplier,2017/11/08 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,1.12939959024928,0.0444578037975351
1161,Salt Lake County Parks,Salt Lake County Parks and Recreation Division, ,NC,1951,10018, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=10018, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,2017/11/08 00:00:00,ADAMCLARK,2017/11/08 00:00:00,,0.1479357668731,0.000177410370383717
1162,Bona Vista Water District,Bona Vista Water Improvement District,Bona Vista Water District,C,1639,1103,UTAH29004,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1103, , ,Utah,Weber,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe/Supplier,2019/07/31 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.808993282548017,0.00919897997414374
1163,Jordan Valley Water Conservancy District (Retail),Jordan Valley W. C. D.,Jordan Valley WCD,C,807,1321,UTAH18027,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1321, , ,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,2018,DWRe/Supplier,2019/02/15 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.901165315816652,0.00238929017345346
1164,Salt Lake City Water System,S.L. City Corp. Culinary Water,Salt Lake City Water System,C,806,1139,UTAH18026,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1139,Metropolitan Water District of Salt Lake and Sandy,MWDSLS,Utah,Salt Lake,Jordan River,03-01-01,Salt Lake Valley,03-01-01a,Salt Lake Valley,2018,DWRe/Supplier,2018/04/24 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,2.23277114972871,0.0395916187413192
1165,Wilson Arch Resort Comm,Wilson Arch Water and Sewer Special Service District,Wilson Arch Resort Comm,C,2625,10908,UTAH19069,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10908, , ,Utah,San Juan,Southeast Colorado River,09-01-05,Cane Spring,09-01-05a,Cane Spring,2018,DWRe/Supplier,2019/04/29 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0383524482989076,7.18647281674974e-05
1166,Boyer Hill Military Housing,Boyer Hill Military Housing,Boyer Hill Military Housing,C,2624,11546,UTAH06048,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11546, , ,Utah,Davis,Weber River,02-01-09,East Shore,02-01-09a,East Shore,2018,DWRe,2018/06/28 00:00:00,ADAMCLARK,2019/11/13 00:00:00,,0.0636338813803767,0.000157779067768032
1167,M & J Trailer Home Community,M & J Trailer Home Community,M & J Trailer Home Community,C,2627,11548,UTAH02078,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11548, , ,Utah,Box Elder,Bear River,01-01-06,Tremonton,01-01-06a,Tremonton,2018,DWRe,2018/08/09 00:00:00,ADAMCLARK,2019/11/13 00:00:00,,0.00547036973622597,1.55017460746564e-06
1168,Oakridge Water Co., ,Oakridge Water Company,C,2626,0,UTAH22149,https://waterlink.utah.gov/deqWater/reports.html?systemId=1915, , ,Utah,Summit,Weber River,02-01-06,East Canyon,02-01-06a,East Canyon,2017,DWRe/Supplier,2018/08/22 00:00:00,ADAMCLARK,2018/08/22 00:00:00,,0.0341935600329359,3.493115121694e-05
1169,Santaquin City,Santaquin Municipal Water System,Santaquin City,C,1293,1268,UTAH25002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1268, , ,Utah,Utah,Utah Lake,04-01-10,Utah Valley,04-01-10d,Spanish Fork,2018,DWRe/Supplier,2019/02/21 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.592784839359471,0.000958108306482791
1170,Nibley City Water,Nibley City,Nibley City Water,C,97,1023,UTAH03001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1023, , ,Utah,Cache,Bear River,01-01-04,Cache Valley,01-01-04a,Cache Valley UT,2018,DWRe/Supplier,2019/12/19 00:00:00,ADAMCLARK,2019/12/19 00:00:00,,0.322554810206522,0.00117368698988711
1171,Allard Ranch Water Co.,Allard Ranch Water Co.,Allard Ranch Subdivision,NP,0,11132,UTAH11067,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11132, , ,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,06-02-01a,Parowan,0,DWRe/DWRi/Supplier,2019/07/31 00:00:00,ADAMCLARK,2019/07/31 00:00:00,,0.0258763383649843,2.66384304953715e-05
1172,Cedar City Band of Paiute Indians,Cedar City Band of Paiute Indians, ,NC,0,11572, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11572, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,0,DWRe/DWRi/Supplier,2019/07/31 00:00:00,ADAMCLARK,2019/07/31 00:00:00,,0.0138288859746474,8.16717414805234e-06
1173,Ranch At Zion,Ranch At Zion,Ranch At Zion,NC,2588,11362,UTAH13054,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11362, , ,Utah,Kane,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,10-01-02a,North Fork Virgin,0,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/07/29 00:00:00,,0.0272407733040596,4.58587468581903e-05
1174,Cottonwood Mutual,Cottonwood Mutual Water Company,Cottonwood Mutual,C,721,1088,UTAH15013,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1088, , ,Utah,Morgan,Weber River,02-01-07,Morgan,02-01-07a,Morgan,2018,DWRe/Supplier,2020/04/30 00:00:00,ADAMCLARK,2020/05/01 00:00:00,,0.246704214193914,0.00108228110766125
1175,Mountain Springs Water Co.,Mountain Springs Water Company,Mountain Springs Water Co,C,1582,11153,UTAH27077,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11153, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,10-01-03a,Kanarraville,2018,DWRe/Supplier,2019/09/03 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.1751712560174,0.00125595087570169
