OID_,LocationID,LocationCode,LocationName,LocationPath,LocationType,IsExternalLocation,Longitude,Latitude,UtcOffset,LastModified,ElevationUnits,Elevation,Description,Tags,ExtendedAttributeValues,StatusDesc,ActiveFlag
93,8da2ea22c354406a88d91e1d1d02b983,41O 06900,Muddy Creek near Collins,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-111.811117999999993,47.934280999999999,-PT7H,2/4/2021 19:22:15,ft,3417.199999999999818,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
94,063f19b2113c407d879c51f63beb405c,41O 08000,Teton River below Bootlegger Bridge,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-111.323467199999996,47.908769700000001,-PT7H,2/4/2021 19:23:36,ft,3113.599999999999909,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
95,e36aa48b783d4b61b2cbc35572a08973,41O 09000,Teton River below Buck Bridge,All Locations.DNRC WMB.Upper Missouri.Teton,Hydrology Station,0,-110.961937500000005,47.856051899999997,-PT7H,8/9/2021 18:54:18,ft,2903.969999999999800,Real-time Bubbler System,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e4059a2556d24c0584ce47ce5b09d2e5"", ""Name"": ""Teton"", ""Key"": ""Teton"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
96,b1545177d2d54bd1bac3d4fa0bdc9f84,41A 02000,Red Rock River 1 abv Outlaw #6 Ditch,All Locations.DNRC WMB.Upper Missouri.Red Rock River,Hydrology Station,0,-112.558999999999997,44.645000000000003,-PT7H,2/4/2021 17:19:17,ft,6234.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""a4c7ff4e929b40a39d8b52d0aeb0da23"", ""Name"": ""Red Rock River"", ""Key"": ""Red Rock River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
97,6f91bf904b3d4bceb66da627cd26dfec,41A 03000,Red Rock River 2 at Steel Bridge Lane,All Locations.DNRC WMB.Upper Missouri.Red Rock River,Hydrology Station,0,-112.620000000000005,44.680000000000000,-PT7H,2/4/2021 18:43:12,ft,6116.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""a4c7ff4e929b40a39d8b52d0aeb0da23"", ""Name"": ""Red Rock River"", ""Key"": ""Red Rock River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
98,66c96504569b4cf19057c09c387e6947,41A 04000,Red Rock River 3 at Gravley Lane,All Locations.DNRC WMB.Upper Missouri.Red Rock River,Hydrology Station,0,-112.650000000000006,44.689999999999998,-PT7H,2/4/2021 18:43:34,ft,6062.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""a4c7ff4e929b40a39d8b52d0aeb0da23"", ""Name"": ""Red Rock River"", ""Key"": ""Red Rock River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
99,cc720a0f9d32469a843cc4d6c1b554f4,41A 06000,Red Rock River 4 at Wolfe Lane,All Locations.DNRC WMB.Upper Missouri.Red Rock River,Hydrology Station,0,-112.719999999999999,44.770000000000003,-PT7H,2/4/2021 18:44:13,ft,5889.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""a4c7ff4e929b40a39d8b52d0aeb0da23"", ""Name"": ""Red Rock River"", ""Key"": ""Red Rock River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
100,19432d305411475089b049ddf349c818,41A 10000,Red Rock River abv Clark Canyon Res,All Locations.DNRC WMB.Upper Missouri.Red Rock River,Hydrology Station,0,-112.827011999999996,44.914869000000003,-PT7H,2/12/2021 19:04:41,ft,5605.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""a4c7ff4e929b40a39d8b52d0aeb0da23"", ""Name"": ""Red Rock River"", ""Key"": ""Red Rock River"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
101,98858e05b9424db69b4c86c304a54b82,41A 07000,Red Rock River 5 at Ashbough Trail,All Locations.DNRC WMB.Upper Missouri.Red Rock River,Hydrology Station,0,-112.750000000000000,44.799999999999997,-PT7H,2/4/2021 18:46:09,ft,5819.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""a4c7ff4e929b40a39d8b52d0aeb0da23"", ""Name"": ""Red Rock River"", ""Key"": ""Red Rock River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
102,9a7eef3d33b642969f904587f86ddc19,41J 01800,North Fork of Smith River near Forest Boundary,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-110.630200000000002,46.706339999999997,-PT7H,2/4/2021 18:57:49,ft,6079.000000000000000,In the headwaters of the North Fork; spring creek conditions,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
103,59d8f73760824eadaa40dd97953bb332,41J 05000,Smith River at Hanson's below Forks,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-111.027310000000000,46.558230000000002,-PT7H,2/4/2021 18:58:22,ft,4845.000000000000000,below confluence of North and South Forks of the Smith River,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
104,1da4b1e145bd4eae9e12288e2b5d11af,41J 06500,Big Birch Creek below Gipsey Creek,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-111.175489999999996,46.516030000000001,-PT7H,2/4/2021 18:58:58,ft,5736.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
105,9f01541782bc412fac540756646fa71e,41J 08500,Camas Creek at Teague's,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-111.206220000000002,46.578620000000001,-PT7H,2/4/2021 18:59:29,ft,5274.000000000000000,Upper Camas Creek,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
106,f14b1fbf828d43a698863056a679a263,41J 09000,Smith River at Buckingham's,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-111.057910000000007,46.591149999999999,-PT7H,2/4/2021 19:00:06,ft,4794.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
107,19e41f7dc25a44288fc0d722f050fb99,41J 09500,Smith River above Sheep Creek near Camp Baker,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-111.178770000000000,46.795900000000003,-PT7H,2/4/2021 19:00:33,ft,4400.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
108,fda875ff59d84bd299e06ce7ef956efe,46J 07500,Newlan Creek above Reservoir,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-110.903660000000002,46.654969999999999,-PT7H,2/4/2021 19:38:12,ft,5293.000000000000000,"Recording instrument on flume, just upstream of Newlan Creek Reservoir","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
109,8c9eea4859ef4aacb47801a3ecdb19b2,46J 07800,Newlan Creek below Reservoir,All Locations.DNRC WMB.Upper Missouri.Smith River,Hydrology Station,0,-110.939800000000005,46.635509999999996,-PT7H,2/4/2021 19:39:04,ft,5184.000000000000000,At flume just downstream of the dam,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""e0f2e6cded424b219a629eab19fcfdca"", ""Name"": ""Smith River"", ""Key"": ""Smith River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
110,0f5b8678a0404da1bf45b3b23a35631c,41H 08950,Sourdough Creek above City Intake,All Locations.DNRC WMB.Upper Missouri.Gallatin,Hydrology Station,0,-111.020415999999997,45.579082000000000,-PT7H,2/4/2021 18:53:53,ft,5334.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""69ab97bda5334cf4b4ee7dccd7ab3150"", ""Name"": ""Gallatin"", ""Key"": ""Gallatin"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
111,1c42261650ae4e40a5f532c8e7b1fe37,41H 08990,"Bozeman Creek at Bozeman, MT",All Locations.DNRC WMB.Upper Missouri.Gallatin,Hydrology Station,0,-111.026948000000004,45.695639000000000,-PT7H,2/4/2021 18:54:08,ft,4743.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""69ab97bda5334cf4b4ee7dccd7ab3150"", ""Name"": ""Gallatin"", ""Key"": ""Gallatin"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
112,c27241a217f7492ea3b5a26ce275decb,41H 08900,East Gallatin Rvr nr Manhattan,All Locations.DNRC WMB.Upper Missouri.Gallatin,Hydrology Station,0,-111.309149000000005,45.892791000000003,-PT7H,2/4/2021 18:54:25,ft,4185.000000000000000,East Gallatin River nr Manhattan,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""1b939a66263447099c7e3f5f46e00920"", ""Name"": ""Upper Missouri"", ""Key"": ""Upper Missouri"", ""Value"": null}, {""UniqueId"": ""69ab97bda5334cf4b4ee7dccd7ab3150"", ""Name"": ""Gallatin"", ""Key"": ""Gallatin"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
113,963c57ed45c848119aa272893311f1f3,76F 02000,Blackfoot River above Hwy 141,All Locations.DNRC WMB.Clark Fork.Blackfoot,Hydrology Station,0,-112.925556000000000,46.943333299999999,-PT7H,2/4/2021 17:32:32,ft,4304.000000000000000,Aqua Rod in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""f9c038bc6aab4e989edfac9e7b03aba6"", ""Name"": ""Blackfoot"", ""Key"": ""Blackfoot"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
114,c95968dd109e47f6b17b58d322980e8e,76F 03500,North Fork Blackfoot at Ryan Bridge,All Locations.DNRC WMB.Clark Fork.Blackfoot,Hydrology Station,0,-113.026245000000003,47.020330000000001,-PT7H,2/4/2021 17:32:54,ft,4204.000000000000000,Bubbler system,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""f9c038bc6aab4e989edfac9e7b03aba6"", ""Name"": ""Blackfoot"", ""Key"": ""Blackfoot"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
115,890879270bed49328bd721c5a9156bda,76F 05000,Blackfoot River blw Clearwater River,All Locations.DNRC WMB.Clark Fork.Blackfoot,Hydrology Station,0,-113.379867000000004,46.963847000000001,-PT7H,2/4/2021 17:33:17,ft,3911.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""f9c038bc6aab4e989edfac9e7b03aba6"", ""Name"": ""Blackfoot"", ""Key"": ""Blackfoot"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
116,88239e7af8434f45b5a4b13ff498b288,76F 05200,"Clearwater River nr Clearwater Junction, MT",All Locations.DNRC WMB.Clark Fork.Blackfoot,Hydrology Station,0,-113.382441999999998,46.970072000000002,-PT7H,2/4/2021 17:33:44,ft,3761.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""f9c038bc6aab4e989edfac9e7b03aba6"", ""Name"": ""Blackfoot"", ""Key"": ""Blackfoot"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
117,0fdf7f772a3e480c826fc321c6ac32aa,76F 05300,"Blackfoot River nr Clearwater Junction, MT",All Locations.DNRC WMB.Clark Fork.Blackfoot,Hydrology Station,0,-113.376609999999999,46.965159999999997,-PT7H,2/4/2021 17:34:03,ft,3780.000000000000000,Blackfoot River above Clearwater River Confluence,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""f9c038bc6aab4e989edfac9e7b03aba6"", ""Name"": ""Blackfoot"", ""Key"": ""Blackfoot"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
118,9c2cda5ea4474349bf6818542dbdc1b1,76HF 05000,Mill Creek at Pack Bridge abv Forest Boundary,All Locations.DNRC WMB.Clark Fork.Bitterroot,Hydrology Station,0,-114.236800000000002,46.307400000000001,-PT7H,3/10/2021 20:58:00,,,Valley inflow station for Mill Creek water distribution study ,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
119,bbc1c75b738446e3843baed619b1cd8c,76M 01100,"Rattlesnake Cr nr Missoula, MT",All Locations.DNRC WMB.Clark Fork.Rattlesnake,Hydrology Station,0,-113.974480999999997,46.879291000000002,-PT7H,2/4/2021 17:57:24,ft,3272.000000000000000,Rattllesnake Creek located on the upper footbridge (City Drive) in Greenough Park,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""f71640303b814db2b930b52c0f893195"", ""Name"": ""Rattlesnake"", ""Key"": ""Rattlesnake"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
120,ba28f68f85354a7ba686ecf342c71e29,76GJ 7100,North Fork Flint Creek nr mouth,All Locations.DNRC WMB.Clark Fork.Flint Rock Creeks,Hydrology Station,0,-113.266099999999994,46.198279999999997,-PT7H,2/4/2021 17:49:20,ft,6404.000000000000000,TruTrack on left bank 300 feet above FWP cabins,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""8eaeaaf6c94d4a809a3d13a7dbf57357"", ""Name"": ""Flint Rock Creeks"", ""Key"": ""Flint Rock Creeks"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
121,eb78f1bcc14841f3af33575c9259d6ec,76HB 01000,Lolo Creek Below Granite Creek,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.528565000000000,46.733514000000000,-PT7H,2/4/2021 17:50:02,ft,4122.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
122,66dbdc1aa7554a84a38d410faad1798f,76HB 01500,Lolo Creek at Dodson (MDT),All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.511497000000006,46.751372000000003,-PT7H,2/4/2021 17:50:14,ft,4050.000000000000000,Upstream of Hwy 12 and Dodson Bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
