OID_,OBJECTID,RECORD_ID,PERMIT_NUMBER,RECORD_TYPE,WATER,STATUS,ENTITY_NAME,QUARTER3,QUARTER2,QUARTER1,SECTION,TOWNSHIP,RANGE,COUNTY,PERMIT_TYPE,TOTAL_PERMITTED_ACRE_FEET,PRIMARY_PURPOSE,DATE_FILED,DATE_ISSUED,HYDRO_UNIT,STREAM_SYSTEM,LATITUDE,LONGITUDE
3902,220739,71288,20170023,Permit,Surface Water,Active,Dunkin Families LLC, , , ,9,17N,17EI,Wagoner,Regular,958,Irrigation,4/10/2017 0:00,12/19/2017 0:00,11070105,2151,35.96217315,-95.50673714
3904,220740,71289,20170023,Permit,Surface Water,Active,Dunkin Families LLC, , ,N2,16,17N,17EI,Wagoner,Regular,958,Irrigation,4/10/2017 0:00,12/19/2017 0:00,11070105,2151,35.9581323,-95.50483335
3905,220741,71290,20170023,Permit,Surface Water,Active,Dunkin Families LLC, , ,NE,17,17N,17EI,Wagoner,Regular,958,Irrigation,4/10/2017 0:00,12/19/2017 0:00,11070105,2151,35.95810692,-95.51467931
3610,221049,71392,20170034,Permit,Surface Water,Active,Laze LLC,NW,NW,NE,33,07N,02WI,McClain,Regular,524,Mining,5/22/2017 0:00,9/19/2017 0:00,11090202,2061,35.04335267,-97.41410526
3708,221373,71360,20170031,Permit,Surface Water,Active,Kaw Land & Cattle, , ,S2,7,24N,03EI,Noble,Regular,94.2,"Recreation, Fish, Wildlife",5/1/2017 0:00,9/19/2017 0:00,11060006,2120,36.56820034,-97.02357419
3709,221374,71496,20170031,Permit,Surface Water,Active,Kaw Land & Cattle,E2,NE,NW,18,24N,03EI,Noble,Regular,94.2,"Recreation, Fish, Wildlife",5/1/2017 0:00,9/19/2017 0:00,11060006,2120,36.56345724,-97.02429497
3703,221732,71120,20170007,Permit,Surface Water,Active,"Moore, Will & Julie", , ,SW,28,15N,12WI,Blaine,Regular,320,Irrigation,2/7/2017 0:00,6/20/2017 0:00,11100301,2052,35.74321571,-98.48610029
3835,222329,71331,20170029,Permit,Surface Water,Active,Hillcrest Country Club, , ,N2,30,26N,13EI,Washington,Regular,302.2,Irrigation,4/24/2017 0:00,9/19/2017 0:00,11070106,2140,36.71073887,-95.9604098
3836,222969,71505,20170038,Permit,Surface Water,Active,"Stangl, Anthony F",SW,SE,SW,13,15N,09WI,Kingfisher,Regular,320,Mining,6/16/2017 0:00,11/1/2017 0:00,11050002,2092,35.77022322,-98.11275818
3838,222970,71507,20170038,Permit,Surface Water,Active,"Stangl, Anthony F", ,S2,NE,13,15N,09WI,Kingfisher,Regular,320,Mining,6/16/2017 0:00,11/1/2017 0:00,11050002,2092,35.77821833,-98.10527118
3831,223290,71134,20170009,Permit,Surface Water,Active,"Harrington, George",S2,S2,SW,36,07S,17EI,Choctaw,Regular,1820,Irrigation,2/13/2017 0:00,11/1/2017 0:00,11140101,1050,33.89655668,-95.48219877
3840,223291,71616,20170009,Permit,Surface Water,Active,"Harrington, George", , ,S2,1,08S,17EI,Choctaw,Regular,1820,Irrigation,2/13/2017 0:00,11/1/2017 0:00,11140101,1050,33.88552293,-95.48184686
3837,223292,71132,20170009,Permit,Surface Water,Active,"Harrington, George", , , ,2,08S,17EI,Choctaw,Regular,1820,Irrigation,2/13/2017 0:00,11/1/2017 0:00,11140101,1050,33.88565311,-95.4913285
3839,223293,71133,20170009,Permit,Surface Water,Active,"Harrington, George", , ,NW,1,08S,17EI,Choctaw,Regular,1820,Irrigation,2/13/2017 0:00,11/1/2017 0:00,11140101,1050,33.89210821,-95.4822068
3687,224257,71725,19520595A,Permit,Surface Water,Active,"Briscoe, Donald", , ,NE,21,01N,21WI,Jackson,Vested,8.9,Irrigation,7/8/1952 0:00,8/11/1964 0:00,11120202,1160,34.54989666,-99.40647436
3863,226492,71719,20170050,Permit,Surface Water,Active,"Sullivan, Ryan & Dara", , ,NE,32,01N,11WI,Comanche,Regular,57.9,Irrigation,8/28/2017 0:00,12/19/2017 0:00,11130202,1131,34.51800295,-98.37723111
3884,226811,65094,20130018,Permit,Surface Water,Active,"Shelby, James L", , ,W2,16,05N,05WI,Grady,Regular,320,Irrigation,3/28/2013 0:00,7/16/2013 0:00,11130303,1082,34.90900557,-97.73550904
3638,227769,71826,20170041,Permit,Surface Water,Active,"Hale, David Olie and Jo Ann", ,S2,NE,6,03N,06WI,Grady,Regular,28,Irrigation,6/28/2017 0:00,1/16/2018 0:00,11130303,1081,34.76304279,-97.86546794
3601,227770,71521,20170041,Permit,Surface Water,Active,"Hale, David Olie and Jo Ann",N2,N2,SE,6,03N,06WI,Grady,Regular,28,Irrigation,6/28/2017 0:00,1/16/2018 0:00,11130303,1081,34.76066069,-97.8662404
3903,228096,71524,20170042,Permit,Surface Water,Active,"Hale, David Olie and Jo Ann", ,NE,NE,1,03N,07WI,Grady,Regular,351.2,Irrigation,6/28/2017 0:00,1/16/2018 0:00,11130303,1081,34.76713593,-97.8811251
3898,228097,71526,20170042,Permit,Surface Water,Active,"Hale, David Olie and Jo Ann", , ,E2,1,03N,07WI,Grady,Regular,351.2,Irrigation,6/28/2017 0:00,1/16/2018 0:00,11130303,1081,34.76176522,-97.88543885
3901,228098,71827,20170042,Permit,Surface Water,Active,"Hale, David Olie and Jo Ann", ,W2,E2,36,04N,07WI,Grady,Regular,351.2,Irrigation,6/28/2017 0:00,1/16/2018 0:00,11130303,1081,34.77585563,-97.88596178
3630,228732,71839,20170065,Permit,Surface Water,Active,"McCrary, Justin W", , ,NW,32,16N,12WI,Blaine,Term,36.4,Irrigation,10/27/2017 0:00,5/15/2018 0:00,11100301,2052,35.82204854,-98.50445778
3906,230011,71630,20170015,Permit,Surface Water,Active,"Weger, Lacey and Diana", , , ,22,08S,08EI,Bryan,Regular,900,Irrigation,3/3/2017 0:00,11/1/2017 0:00,11140101,1070,33.84561387,-96.45728923
3907,230012,71631,20170015,Permit,Surface Water,Active,"Weger, Lacey and Diana", , ,NE,28,08S,08EI,Bryan,Regular,900,Irrigation,3/3/2017 0:00,11/1/2017 0:00,11140101,1070,33.83470739,-96.47036456
3858,231622,66722,20140032,Permit,Surface Water,Active,"Johnson, Francis W",E2,W2,NE,29,04S,10EI,Atoka,Regular,60,Irrigation,5/12/2014 0:00,9/16/2014 0:00,11140104,1042,34.18252841,-96.27323187
3640,231929,71974,20170071,Permit,Surface Water,Active,"Burris, Steve", ,SW,SW,7,12N,04EI,Lincoln,Regular,30,"Recreation, Fish, Wildlife",11/30/2017 0:00,10/16/2018 0:00,11100303,2070,35.523679,-96.92730972
3639,231945,71394,20170035,Permit,Surface Water,Active,"Post, Roger E and Justin R",E2,E2,SE,30,17N,06WI,Kingfisher,Regular,631,Mining,5/22/2017 0:00,2/20/2018 0:00,11050002,2092,35.91646276,-97.87290285
3886,234489,26067,19490043,Permit,Surface Water,Active,Buckhorn Sportsman Club LLC, ,W2,SW,25,01S,03EI,Murray,Vested,500,"Recreation, Fish, Wildlife",3/15/1949 0:00,8/12/1969 0:00,11130303,1081,34.43751234,-96.94856891
3704,235130,72048,20170076,Permit,Surface Water,Active,"Fifer III, Harvey R", , ,S2,7,24N,14EI,Washington,Seasonal,150,"Recreation, Fish, Wildlife",12/29/2017 0:00,5/15/2018 0:00,11070106,2140,36.57141805,-95.85588762
3705,235465,72096,20170046,Permit,Surface Water,Active,"Scheihing, Kenneth D and Mary Louise", , ,E2,21,15N,11WI,Blaine,Seasonal,460,Irrigation,8/1/2017 0:00,4/17/2018 0:00,11100301,2052,35.76141246,-98.37095195
3706,235466,72097,20170046,Permit,Surface Water,Active,"Scheihing, Kenneth D and Mary Louise", , ,NE,28,15N,11WI,Blaine,Seasonal,460,Irrigation,8/1/2017 0:00,4/17/2018 0:00,11100301,2052,35.75049683,-98.37104485
3618,235769,72113,20170061,Permit,Surface Water,Active,Sofidel, , ,NE,24,19N,16EI,Rogers,Regular,5600,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.11428566,-95.55165453
3619,235770,72114,20170061,Permit,Surface Water,Active,Sofidel, , ,SE,24,19N,16EI,Rogers,Regular,5600,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.11112289,-95.55109497
3620,235771,72115,20170061,Permit,Surface Water,Active,Sofidel, , ,NW,19,19N,17EI,Rogers,Regular,5600,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.114897,-95.54376385
3622,235772,72116,20170061,Permit,Surface Water,Active,Sofidel, , , ,19,19N,17EI,Rogers,Regular,5600,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.11128026,-95.54280614
3617,235773,72119,20170062,Permit,Surface Water,Active,Sofidel, , ,NE,24,19N,16EI,Rogers,Regular,379,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.11428344,-95.55165495
3623,235774,72120,20170062,Permit,Surface Water,Active,Sofidel, , ,SE,24,19N,16EI,Rogers,Regular,379,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.11112498,-95.55109692
3621,235775,72121,20170062,Permit,Surface Water,Active,Sofidel, , ,NW,19,19N,17EI,Rogers,Regular,379,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.11489055,-95.54375879
3631,235776,72122,20170062,Permit,Surface Water,Active,Sofidel, , , ,19,19N,17EI,Rogers,Regular,379,Industrial,10/19/2017 0:00,4/17/2018 0:00,11070105,2151,36.11127321,-95.54274412
3664,235792,72123,20180001,Permit,Surface Water,Active,Lottawater LLC,SE,SE,SE,22,16N,08WI,Kingfisher,Regular,1500,Mining,1/3/2018 0:00,8/21/2018 0:00,11050002,2092,35.84246855,-98.03156618
3909,235795,71841,20170066,Permit,Surface Water,Active,"McCrary, Justin W", ,CR,S2,29,16N,12WI,Blaine,Term,70.8,Mining,10/27/2017 0:00,6/19/2018 0:00,11100301,2052,35.83060501,-98.49939632
3710,236089,72145,20180011,Permit,Surface Water,Active,"Brim II, Larry David", , ,NW,30,22N,17EI,Rogers,Regular,70,"Recreation, Fish, Wildlife",2/12/2018 0:00,8/21/2018 0:00,11070105,2151,36.36104426,-95.53986482
3672,236729,72169,20180014,Permit,Surface Water,Active,"Didier, Christopher Wayne", , ,E2,7,15N,13WI,Blaine,Regular,450,Irrigation,2/27/2018 0:00,8/21/2018 0:00,11090201,2063,35.79083831,-98.6192481
3887,236748,72177,20180003,Permit,Surface Water,Active,Southwind Hills Land & Development, ,E2,E2,27,08N,03WI,McClain,Regular,2578,Mining,1/23/2018 0:00,8/21/2018 0:00,11090202,2062,35.13736227,-97.49561178
3910,236754,72227,20180018,Permit,Surface Water,Active,"Roberts Revocable Trust, Charles E & Connie Kay", , ,E2,13,17N,14WI,Dewey,Term,414.6,Irrigation,3/8/2018 0:00,4/16/2019 0:00,11100301,2052,35.94950207,-98.64060789
3912,237689,72276,20180006,Permit,Surface Water,Active,Grisham Construction Co Inc,W2,NE,SE,23,07N,07WI,Grady,Regular,200,"Recreation, Fish, Wildlife",1/26/2018 0:00,8/21/2018 0:00,11130302,1082,35.06468743,-97.90326351
3913,237690,72275,20180006,Permit,Surface Water,Active,Grisham Construction Co Inc,SE,NW,SE,23,07N,07WI,Grady,Regular,200,"Recreation, Fish, Wildlife",1/26/2018 0:00,8/21/2018 0:00,11130302,1082,35.06339311,-97.90391914
3885,237691,72279,20180021,Permit Application,Surface Water,Pending,"Sparkman, Rex", , ,NW,2,07N,04WI,McClain,Regular,507,Mining,3/23/2018 0:00,,11090202,2061,35.11292262,-97.59522102
3632,237695,72312,20180010,Permit,Surface Water,Active,"Weger, Lacey", , ,NW,22,08S,11EI,Bryan,Regular,1968.9,Irrigation,2/9/2018 0:00,1/15/2019 0:00,11140101,1070,33.84866392,-96.14616331
3633,237696,72310,20180010,Permit,Surface Water,Active,"Weger, Lacey", , ,N2,23,08S,11EI,Bryan,Regular,1968.9,Irrigation,2/9/2018 0:00,1/15/2019 0:00,11140101,1070,33.84887022,-96.12034959
3635,237697,72311,20180010,Permit,Surface Water,Active,"Weger, Lacey", , ,W2,24,08S,11EI,Bryan,Regular,1968.9,Irrigation,2/9/2018 0:00,1/15/2019 0:00,11140101,1070,33.84856982,-96.1081873
3914,237704,72320,20180025,Permit,Surface Water,Active,Wegener Family Properties LLC, , ,SW,7,10N,07WI,Grady,Regular,286,Mining,3/29/2018 0:00,9/18/2018 0:00, ,2062,35.35240378,-97.98481354
3915,238009,72321,20180025,Permit,Surface Water,Active,Wegener Family Properties LLC, , ,SE,7,10N,07WI,Grady,Regular,286,Mining,3/29/2018 0:00,9/18/2018 0:00, ,2062,35.35230187,-97.97627109
3911,238010,72322,20180025,Permit,Surface Water,Active,Wegener Family Properties LLC, ,SW,SW,8,10N,07WI,Grady,Regular,286,Mining,3/29/2018 0:00,9/18/2018 0:00, ,2062,35.34967881,-97.96935424
3636,238329,72323,20180013,Permit,Surface Water,Active,"Ice Trust, Todd Jay", ,S2,NE,3,15N,13WI,Blaine,Regular,235.9,Mining,2/23/2018 0:00,8/21/2018 0:00,11090201,2063,35.8061646,-98.56503366
3698,238651,72240,20180020,Permit,Surface Water,Active,"Scott Revocable Living Trust, The Rick and Teresa",NE,SE,NE,20,10N,08WI,Grady,Regular,332.5,Mining,3/13/2018 0:00,8/21/2018 0:00,11090202,2062,35.32965982,-98.06197962
3688,238972,72365,20180026,Permit Application,Surface Water,Pending,"Holsted, Jay C", , ,SE,2,08N,15WI,Washita,Term,181.1,Irrigation,4/13/2018 0:00,,11130302,1083,35.19247238,-98.74641757
3917,238979,72487,20180034,Permit,Surface Water,Active,"Bailey, Ricky & Tammi", , ,N2,26,06N,08WI,Grady,Regular,270.2,Irrigation,4/25/2018 0:00,12/6/2018 0:00,11130302,1082,34.96740674,-98.01376916
3999,239617,72402,20180033,Permit,Surface Water,Active,"Boyd, Sammy Ray", ,NE,NE,29,07N,05WI,Grady,Regular,50.4,Irrigation,4/25/2018 0:00,12/6/2018 0:00,11130303,1082,35.05695255,-97.74321084
3637,239936,63572,20120045,Permit Application,Surface Water,Pending,"Graf, Mark", , ,SW,28,09N,15WI,Washita, ,285,Irrigation,7/24/2012 0:00,,11130302,1083,35.22232903,-98.79536527
3634,239937,63573,20120045,Permit Application,Surface Water,Pending,"Graf, Mark", , ,NW,33,09N,15WI,Washita, ,285,Irrigation,7/24/2012 0:00,,11130302,1083,35.21513544,-98.79538681
3916,240264,72537,20180041,Permit,Surface Water,Active,AEM Holdings LLC, ,W2,NW,5,17N,17EI,Wagoner,Regular,320,Irrigation,5/10/2018 0:00,8/21/2018 0:00,11070105,2151,35.98447385,-95.52709346
3841,240569,72536,20180041,Permit,Surface Water,Active,AEM Holdings LLC, , ,E2,6,17N,17EI,Wagoner,Regular,320,Irrigation,5/10/2018 0:00,8/21/2018 0:00,11070105,2151,35.9833984,-95.53203876
3673,240586,72547,20180016,Permit,Surface Water,Active,Oak Creek Farms LLC, , ,SE,27,08N,15WI,Washita,Term,574,Irrigation,2/28/2018 0:00,12/6/2018 0:00,11130302,1083,35.13570718,-98.76277647
3674,240587,72546,20180016,Permit,Surface Water,Active,Oak Creek Farms LLC, , ,NE,27,08N,15WI,Washita,Term,574,Irrigation,2/28/2018 0:00,12/6/2018 0:00,11130302,1083,35.14291074,-98.76279666
3696,241212,72604,20180047,Permit,Surface Water,Active,Omega Sands LLC, , , ,19,16N,14WI,Dewey,Regular,1500,Mining,5/21/2018 0:00,1/15/2019 0:00,11090201,2063,35.84496517,-98.72957458
3697,241213,72605,20180047,Permit,Surface Water,Active,Omega Sands LLC, , , ,30,16N,14WI,Dewey,Regular,1500,Mining,5/21/2018 0:00,1/15/2019 0:00,11090201,2063,35.83660908,-98.72661949
3842,241535,67461,20140055,Permit,Surface Water,Active,"Moreland, Matthew N & Lisa L", , ,W2,19,29N,02WI,Kay,Regular,127.5,Irrigation,9/16/2014 0:00,2/20/2018 0:00,11060005,2101,36.97768508,-97.45801658
3695,242817,72398,20180032,Permit,Surface Water,Active,G & W Middleton Farm, ,SE,SW,6,07N,11EI,Hughes,Regular,23,Agriculture,4/23/2018 0:00,9/18/2018 0:00,11100302,2030,35.10322993,-96.18811121
3642,244102,72816,20180027,Permit,Surface Water,Active,"Sheffield, Stan", ,S2,SE,2,12N,20EI,Muskogee,Regular,745.5,Irrigation,4/12/2018 0:00,10/16/2018 0:00,11110102,2020,35.53793699,-95.15373955
3641,244103,72818,20180027,Permit,Surface Water,Active,"Sheffield, Stan", , ,SE,11,12N,20EI,Muskogee,Regular,745.5,Irrigation,4/12/2018 0:00,10/16/2018 0:00,11110102,2020,35.52573323,-95.15437232
3643,244104,72819,20180027,Permit,Surface Water,Active,"Sheffield, Stan",NE,NW,NE,11,12N,20EI,Muskogee,Regular,745.5,Irrigation,4/12/2018 0:00,10/16/2018 0:00,11110102,2020,35.53567296,-95.15547085
3644,244424,72817,20180027,Permit,Surface Water,Active,"Sheffield, Stan", ,NE,NE,11,12N,20EI,Muskogee,Regular,745.5,Irrigation,4/12/2018 0:00,10/16/2018 0:00,11110102,2020,35.5347583,-95.15213596
3645,244729,72820,20180027,Permit,Surface Water,Active,"Sheffield, Stan", ,W2,SW,12,12N,20EI,Muskogee,Regular,745.5,Irrigation,4/12/2018 0:00,10/16/2018 0:00,11110102,2020,35.52419719,-95.14832774
4089,244730,72821,20180027,Permit,Surface Water,Active,"Sheffield, Stan", , , ,14,12N,20EI,Muskogee,Regular,745.5,Irrigation,4/12/2018 0:00,10/16/2018 0:00,11110102,2020,35.51327221,-95.15549339
4167,244741,72829,20180039,Permit,Surface Water,Active,"Buchanan III Trust, James C",E2,E2,SW,26,12N,20EI,Muskogee,Regular,91.5,Irrigation,5/3/2018 0:00,10/16/2018 0:00,11110102,2020,35.48137517,-95.15989391
4168,244742,72828,20180039,Permit,Surface Water,Active,"Buchanan III Trust, James C", , ,SE,26,12N,20EI,Muskogee,Regular,91.5,Irrigation,5/3/2018 0:00,10/16/2018 0:00,11110102,2020,35.47999863,-95.1550416
4166,244743,72830,20180039,Permit,Surface Water,Active,"Buchanan III Trust, James C", , ,NE,35,12N,20EI,Muskogee,Regular,91.5,Irrigation,5/3/2018 0:00,10/16/2018 0:00,11110102,2020,35.47638417,-95.1545226
4135,245049,72822,20180031,Permit,Surface Water,Active,"Brewer, Cornelia Boozman",E2,SE,SW,10,10N,24EI,Le Flore,Regular,480,Irrigation,4/20/2018 0:00,10/16/2018 0:00,11110104,2020,35.34915796,-94.75351911
4134,245050,72823,20180031,Permit,Surface Water,Active,"Brewer, Cornelia Boozman",S2,SW,SE,11,10N,24EI,Le Flore,Regular,480,Irrigation,4/20/2018 0:00,10/16/2018 0:00,11110104,2020,35.3480732,-94.7324854
4132,245051,72825,20180031,Permit,Surface Water,Active,"Brewer, Cornelia Boozman", ,W2,NE,14,10N,24EI,Le Flore,Regular,480,Irrigation,4/20/2018 0:00,10/16/2018 0:00,11110104,2020,35.34357252,-94.73247083
4133,245052,72824,20180031,Permit,Surface Water,Active,"Brewer, Cornelia Boozman", , ,NW,14,10N,24EI,Le Flore,Regular,480,Irrigation,4/20/2018 0:00,10/16/2018 0:00,11110104,2020,35.34360048,-94.73911474
4131,245053,72826,20180031,Permit,Surface Water,Active,"Brewer, Cornelia Boozman", , ,NE,15,10N,24EI,Le Flore,Regular,480,Irrigation,4/20/2018 0:00,10/16/2018 0:00,11110104,2020,35.34367096,-94.74796641
4130,245054,72827,20180031,Permit,Surface Water,Active,"Brewer, Cornelia Boozman",E2,E2,NW,15,10N,24EI,Le Flore,Regular,480,Irrigation,4/20/2018 0:00,10/16/2018 0:00,11110104,2020,35.34370335,-94.75348404
4264,245055,72831,20180028,Permit,Surface Water,Active,"Jennings, Robert T", , ,NW,14,05N,16WI,Kiowa,Regular,54,Irrigation,4/18/2018 0:00,9/18/2018 0:00,11130302,1083,34.91151704,-98.86091414
4275,245056,72871,20180058,Permit,Surface Water,Active,"Gossen Revocable Living Trust, AKAM", ,S2,NE,23,10N,16WI,Washita,Term,110.8,Irrigation,7/11/2018 0:00,1/15/2019 0:00,11130302,1083,35.32939328,-98.85692521
4085,246341,72625,20180049,Permit,Surface Water,Active,"Freeby, Gary", ,S2,SE,2,22N,15EI,Rogers,Seasonal,207,"Recreation, Fish, Wildlife",6/4/2018 0:00,2/19/2019 0:00,11070105,2151,36.41129709,-95.67328798
4083,246342,72627,20180049,Permit,Surface Water,Active,"Freeby, Gary", ,E2,NE,3,22N,15EI,Rogers,Seasonal,207,"Recreation, Fish, Wildlife",6/4/2018 0:00,2/19/2019 0:00,11070105,2151,36.41764807,-95.68777985
4084,246343,72626,20180049,Permit,Surface Water,Active,"Freeby, Gary", ,N2,NE,10,22N,15EI,Rogers,Seasonal,207,"Recreation, Fish, Wildlife",6/4/2018 0:00,2/19/2019 0:00,11070105,2151,36.40730643,-95.68979636
4281,247299,72938,20180062,Permit Application,Surface Water,Pending,"Ballagh, Jeffrey & Karen", , ,SW,19,27N,03EI,Kay, ,415,Irrigation,8/8/2018 0:00,,11060001,2120,36.79987104,-97.02693524
4278,248249,72902,20180060,Permit,Surface Water,Active,"Harris 1990 Revocable Trust, Imogene Hairrell",SW,SE,SE,8,01S,17EI,Pushmataha,Term,240,Irrigation,7/18/2018 0:00,12/6/2018 0:00,11140105,1030,34.47708598,-95.538966
4279,248250,72901,20180060,Permit,Surface Water,Active,"Harris 1990 Revocable Trust, Imogene Hairrell", ,W2,NW,16,01S,17EI,Pushmataha,Term,240,Irrigation,7/18/2018 0:00,12/6/2018 0:00,11140105,1030,34.47406879,-95.53358151
4280,248251,72900,20180060,Permit,Surface Water,Active,"Harris 1990 Revocable Trust, Imogene Hairrell", ,E2,NE,17,01S,17EI,Pushmataha,Term,240,Irrigation,7/18/2018 0:00,12/6/2018 0:00,11140105,1030,34.47416508,-95.53777945
4282,248253,72984,20180063,Permit,Surface Water,Active,"Yost, Jeff", , ,SE,24,16N,10WI,Blaine,Regular,120,Mining,8/10/2018 0:00,2/19/2019 0:00,11050002,2092,35.84464313,-98.21136232
4269,248574,72673,20180053,Permit,Surface Water,Active,"Dougherty, Marshall & Andrea", , ,SW,20,12N,10WI,Canadian,Regular,31.5,Irrigation,6/8/2018 0:00,12/6/2018 0:00,11090202,2062,35.49546145,-98.28532193
4285,248923,73036,20180069,Permit Application,Surface Water,Pending,Border Sands LLC, , , ,20,07S,07WI,Jefferson, ,1100,Industrial,8/17/2018 0:00,, ,1090,33.92910348,-97.95395352
4284,248924,73037,20180069,Permit Application,Surface Water,Pending,Border Sands LLC, , , ,29,07S,07WI,Jefferson, ,1100,Industrial,8/17/2018 0:00,, ,1090,33.92210692,-97.95489352
4286,249218,73079,20180072,Permit Application,Surface Water,Pending,"Ballagh, Jeffrey & Karen", , ,NE,29,27N,03EI,Kay, ,210.8,Irrigation,8/23/2018 0:00,,11060001,2120,36.79261041,-97.00030011
4287,249219,73078,20180072,Permit Application,Surface Water,Pending,"Ballagh, Jeffrey & Karen", , ,NW,29,27N,03EI,Kay, ,210.8,Irrigation,8/23/2018 0:00,,11060001,2120,36.79263294,-97.00922402
4288,249221,73081,20180073,Permit Application,Surface Water,Pending,"Ballagh, Jeffrey & Karen", , ,SW,24,27N,02EI,Kay, ,128,Irrigation,8/23/2018 0:00,,11060001,2120,36.79980587,-97.04475528
4289,249223,73083,20180074,Permit Application,Surface Water,Pending,"Ballagh, Jeffrey & Karen", , ,NW,3,26N,02EI,Kay, ,140.6,Irrigation,8/23/2018 0:00,,11060004,2101,36.7639258,-97.08074118
4125,249851,73106,20180076,Permit,Surface Water,Active,H & H Cattle Ranch LLC, ,SE,NE,13,07N,06WI,Grady,Regular,568.3,Irrigation,8/30/2018 0:00,12/5/2019 0:00,11130302,1082,35.08223015,-97.77838487
4124,249852,73098,20180076,Permit,Surface Water,Active,H & H Cattle Ranch LLC, , ,SE,13,07N,06WI,Grady,Regular,568.3,Irrigation,8/30/2018 0:00,12/5/2019 0:00,11130302,1082,35.07717784,-97.77992241
4123,249853,73099,20180076,Permit,Surface Water,Active,H & H Cattle Ranch LLC, , , ,24,07N,06WI,Grady,Regular,568.3,Irrigation,8/30/2018 0:00,12/5/2019 0:00,11130302,1082,35.0653982,-97.78686872
4126,249859,73102,20180077,Permit Application,Surface Water,Pending,Bluefin Water Solutions LLC,E2,NW,SE,7,07N,03WI,McClain,Regular,3093.4,Mining,8/31/2018 0:00,,11090202,2061,35.0932927,-97.55306156
4127,249860,73101,20180077,Permit Application,Surface Water,Pending,Bluefin Water Solutions LLC,SW,NE,SE,7,07N,03WI,McClain,Regular,3093.4,Mining,8/31/2018 0:00,,11090202,2061,35.09238773,-97.55085612
4276,250173,72873,20180059,Permit,Surface Water,Active,"Thompson, Richard", ,S2,SE,25,02N,19EI,Pushmataha,Seasonal,10,"Recreation, Fish, Wildlife",7/13/2018 0:00,2/12/2019 0:00,11140105,1030,34.61011328,-95.25645392
4277,250174,73110,20180059,Permit,Surface Water,Active,"Thompson, Richard", ,N2,NE,36,02N,19EI,Pushmataha,Seasonal,10,"Recreation, Fish, Wildlife",7/13/2018 0:00,2/12/2019 0:00,11140105,1030,34.60750324,-95.25685318
4267,250201,73109,20180042,Permit,Surface Water,Active,Oklahoma Dept of Wildlife,S2,S2,SE,18,03N,12WI,Comanche,Seasonal,160,Agriculture,5/11/2018 0:00,12/6/2018 0:00,11130202,1131,34.72527262,-98.49799567
4268,250202,73108,20180042,Permit,Surface Water,Active,Oklahoma Dept of Wildlife,N2,N2,NE,19,03N,12WI,Comanche,Seasonal,160,Agriculture,5/11/2018 0:00,12/6/2018 0:00,11130202,1131,34.72388075,-98.49619525
4266,250203,72539,20180042,Permit,Surface Water,Active,Oklahoma Dept of Wildlife, ,W2,NW,20,03N,12WI,Comanche,Seasonal,160,Agriculture,5/11/2018 0:00,12/6/2018 0:00,11130202,1131,34.71877743,-98.49110678
4090,252092,73233,20180082,Permit Application,Surface Water,Pending,Kast Trust Farms, ,E2,NW,4,11N,16WI,Washita, ,286,Irrigation,9/24/2018 0:00,, ,1083,35.45787122,-98.89682344
4290,252104,73244,20180079,Permit,Surface Water,Active,"Osborn, Tim",NE,SW,SW,29,10N,05WI,Grady,Regular,200,Mining,9/13/2018 0:00,2/19/2019 0:00,11090202,2062,35.30805506,-97.75713342
4139,252412,73245,20180038,Permit,Surface Water,Active,"Williams, Daniel Bryan", , ,S2,9,10N,20EI,Muskogee,Regular,1000,Irrigation,4/30/2018 0:00,4/16/2019 0:00,11090204,2020,35.35094011,-95.18944054
4138,252413,73246,20180038,Permit,Surface Water,Active,"Williams, Daniel Bryan", , , ,16,10N,20EI,Muskogee,Regular,1000,Irrigation,4/30/2018 0:00,4/16/2019 0:00,11090204,2020,35.34051107,-95.19392578
4137,252414,73247,20180038,Permit,Surface Water,Active,"Williams, Daniel Bryan", , , ,21,10N,20EI,Muskogee,Regular,1000,Irrigation,4/30/2018 0:00,4/16/2019 0:00,11090204,2020,35.32816814,-95.19414808
4136,252415,73248,20180038,Permit,Surface Water,Active,"Williams, Daniel Bryan", , ,NW,22,10N,20EI,Muskogee,Regular,1000,Irrigation,4/30/2018 0:00,4/16/2019 0:00,11090204,2020,35.33126717,-95.18357628
4092,253376,73320,20180083,Permit,Surface Water,Active,Kast Trust Farms, , ,SW,4,11N,16WI,Washita,Term,286,Irrigation,9/24/2018 0:00,4/16/2019 0:00,11130302,1083,35.45427364,-98.90116128
4091,253377,73321,20180083,Permit,Surface Water,Active,Kast Trust Farms, ,E2,NW,4,11N,16WI,Washita,Term,286,Irrigation,9/24/2018 0:00,4/16/2019 0:00,11130302,1083,35.4614833,-98.89894904
