inVariable,inReportingUnitTypeCV,inReportingUnitName,inReportingUnitNativeID,inYear,inBenUse,inAmount,inTimeframeStart,inTimeframeEnd
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2011,Urban,300.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2012,Urban,400.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2013,Urban,400.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2014,Urban,500.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2015,Urban,300.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35233,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2011,Agriculture,15100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2011,Urban,3400.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2012,Agriculture,15300.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2012,Urban,2600.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2013,Agriculture,16900.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2013,Urban,2100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2014,Agriculture,17400.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2014,Urban,3100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2015,Agriculture,13400.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2015,Urban,2600.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Anza,DAU35237,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2011,Agriculture,2016700.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2011,Managed Wetlands,44400.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2011,Urban,61800.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2012,Agriculture,2465000.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2012,Managed Wetlands,44400.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2012,Urban,63300.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2013,Agriculture,2579200.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2013,Managed Wetlands,30300.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2013,Urban,59000.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2014,Agriculture,2641700.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2014,Managed Wetlands,45200.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2014,Urban,57800.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2015,Agriculture,2161100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2015,Managed Wetlands,44500.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2015,Urban,55000.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35313,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2011,Urban,100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2012,Urban,100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2013,Urban,100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2014,Urban,100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2015,Urban,100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Imperial,DAU35333,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2011,Urban,100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2012,Urban,100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2013,Urban,100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2014,Urban,100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2015,Urban,100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35413,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2011,Urban,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2012,Urban,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2013,Urban,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2014,Urban,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2015,Urban,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Coyote Wells,DAU35437,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2011,Agriculture,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2011,Urban,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2012,Agriculture,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2012,Urban,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2013,Agriculture,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2013,Urban,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2014,Agriculture,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2014,Urban,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2015,Agriculture,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2015,Urban,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Davies,DAU35513,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2011,Agriculture,7900.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2011,Urban,100.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2012,Agriculture,5800.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2012,Urban,100.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2013,Agriculture,6800.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2013,Urban,100.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2014,Agriculture,7000.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2014,Urban,100.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2015,Agriculture,5100.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Depletion,Detailed Analysis Units by County,Amos-Agilby,DAU35613,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
