MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,308.9106917,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,308.9106917,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,309.0580084,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,309.0580084,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,309.364918,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,309.364918,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,468.1108607,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,468.1108607,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,446.2681015,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,446.2681015,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,464.1455881,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,464.1455881,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,439.22207,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,439.22207,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S763,UDWR_Site Specific Withdrawal,UTSS_WS768,439.5473929,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,439.5473929,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,439.5473929,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,477.14996339999993,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,475.7996633,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S763,UDWR_Site Specific Withdrawal,UTSS_WS768,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,552.72,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S763,UDWR_Site Specific Withdrawal,UTSS_WS768,485.2579594,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,485.2579594,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,485.2579594,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,412.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,412.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,437.014474,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,437.014474,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,919.44,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,919.44,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01
UDWR_Water Use Data,UDWR,UTSS_S763,UDWR_Site Specific Withdrawal,UTSS_WS768,969.23,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,969.23,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,969.23,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S761,UDWR_Site Specific Withdrawal,UTSS_WS766,1026.34,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,1026.34,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,828.41,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,731.02,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S765,UDWR_Site Specific Withdrawal,UTSS_WS771,731.02,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,851.4585963999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S765,UDWR_Site Specific Withdrawal,UTSS_WS771,851.4585963999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S764,UDWR_Site Specific Withdrawal,UTSS_WS770,833.8616197000001,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S765,UDWR_Site Specific Withdrawal,UTSS_WS771,833.8616197000001,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S766,UDWR_Site Specific Transfer Out,UTSS_WS772,833.8616197000001,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,195.8083509,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1992,,1992-12-31,1992-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,64.10421669,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,141.4239625,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,125.39714109999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,107.6546947,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,134.81005980000003,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,110.5948891,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,34.09152291,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,85.93469945,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,126.3172562,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,114.8066101,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,114.8066101,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,121.8124365,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,130.1206498,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,144.544402,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,154.05794,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,140.8617418,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,138.0997469,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,204.3876254,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,138.8002416,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,131.96200000000002,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,133.1895342,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,118.7657828,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,109.5526883,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,117.5382295,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,131.6550926,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,113.2417929,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S767,UDWR_Site Specific Withdrawal,UTSS_WS773,98.81804153,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,314.5823819,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,273.2723442,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,295.55398419999995,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1991,,1991-12-31,1991-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,314.5823819,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,369.3964438,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,310.746011,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,186.2136995,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,209.5617635,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,177.281193,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,220.7154847,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S769,UDWR_Site Specific Withdrawal,UTSS_WS775,146.6764507,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,38.14273017,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1988,,1988-12-31,1988-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,50.37001026,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,53.2426845,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1991,,1991-12-31,1991-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,78.09008903,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,70.32220602,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,72.23425308,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,86.99046861,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,89.85700466,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,84.89636275,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,71.65833714,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,68.68941604,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,0.0,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,73.88891958,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,78.25569497,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,76.87478956,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,74.18132278,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,16.71391468,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,69.25899942,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,75.61993207,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,205.3521,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,76.19451798,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,70.88912157,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,67.25693392,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S772,UDWR_Site Specific Withdrawal,UTSS_WS778,67.25693392,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,84.37707983,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,82.18029952,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,82.90440867,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWR_Water Use Data,UDWR,UTSS_S770,UDWR_Site Specific Withdrawal,UTSS_WS776,68.71861848,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,34.0976611,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01
UDWR_Water Use Data,UDWR,UTSS_S775,UDWR_Site Specific Withdrawal,UTSS_WS781,34.0976611,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,239.5736657,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01
UDWR_Water Use Data,UDWR,UTSS_S775,UDWR_Site Specific Withdrawal,UTSS_WS781,239.5736657,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,233.0303521,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,335.6486597,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,268.2083352,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1983,,1983-12-31,1983-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,329.5994706,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1984,,1984-12-31,1984-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,481.4829137,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1985,,1985-12-31,1985-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,816.9996022,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01
UDWR_Water Use Data,UDWR,UTSS_S774,UDWR_Site Specific Withdrawal,UTSS_WS780,746.9965823,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01
UDWR_Water Use Data,UDWR,UTSS_S775,UDWR_Site Specific Withdrawal,UTSS_WS781,746.9965823,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01
