MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,40.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,7810.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,7810.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,7810.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,7810.0,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,7690.534065000002,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,7690.534065000002,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,7690.534065000002,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,7690.534065000002,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,8000.555593999998,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,8000.555593999998,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,7474.519064,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,7474.519064,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,7598.5276760000015,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,7598.5276760000015,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,6775.470519,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,6775.470519,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,6000.416696,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,6000.416696,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S314,UDWRi_Site Specific Withdrawal,UTSS_WS314,6000.416696,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S313,UDWRi_Site Specific Withdrawal,UTSS_WS313,3940.27363,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,31.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,3940.27363,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,31.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,3940.27363,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,31.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,3940.27363,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,31.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S316,UDWRi_Site Specific Withdrawal,UTSS_WS316,3950.274325,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,31.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S317,UDWRi_Site Specific Withdrawal,UTSS_WS317,3950.274325,,,Water Supplier,Jordan Narrows Estates,,Public,10/29/2020,,,,,31.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S318,UDWRi_Site Specific Withdrawal,UTSS_WS318,151564.0,,,Water Supplier,Duchesne County Upper Country WID,,Public,10/29/2020,,,,,2405.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S320,UDWRi_Site Specific Withdrawal,UTSS_WS320,151564.0,,,Water Supplier,Duchesne County Upper Country WID,,Public,10/29/2020,,,,,2405.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S321,UDWRi_Site Specific Withdrawal,UTSS_WS321,151564.0,,,Water Supplier,Duchesne County Upper Country WID,,Public,10/29/2020,,,,,2405.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S322,UDWRi_Site Specific Withdrawal,UTSS_WS322,151564.0,,,Water Supplier,Duchesne County Upper Country WID,,Public,10/29/2020,,,,,2405.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S323,UDWRi_Site Specific Withdrawal,UTSS_WS323,151564.0,,,Water Supplier,Duchesne County Upper Country WID,,Public,10/29/2020,,,,,2405.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S326,UDWRi_Site Specific Withdrawal,UTSS_WS326,6822.0790000000015,,,Water Supplier,Storm Haven,,Public,10/29/2020,,,,,155.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S327,UDWRi_Site Specific Withdrawal,UTSS_WS327,6822.0790000000015,,,Water Supplier,Storm Haven,,Public,10/29/2020,,,,,155.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S327,UDWRi_Site Specific Withdrawal,UTSS_WS327,5964.819224,,,Water Supplier,Storm Haven,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S328,UDWRi_Site Specific Withdrawal,UTSS_WS328,17251.198,,,Water Supplier,Erda Acres Water Company,,Public,10/29/2020,,,,,278.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S329,UDWRi_Site Specific Withdrawal,UTSS_WS329,37326.28114,,,Water Supplier,Goosenest Water Company,,Public,10/29/2020,,,,,100.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S329,UDWRi_Site Specific Withdrawal,UTSS_WS329,38073.709,,,Water Supplier,Goosenest Water Company,,Public,10/29/2020,,,,,101.0,,,Water Supplier,2013,,2013-12-31,2013-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S329,UDWRi_Site Specific Withdrawal,UTSS_WS329,15277.06091,,,Water Supplier,Goosenest Water Company,,Public,10/29/2020,,,,,98.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S331,UDWRi_Site Specific Withdrawal,UTSS_WS331,15966.72,,,Water Supplier,Cedar Highlands Homeowners Association,,Public,10/29/2020,,,,,20.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S333,UDWRi_Site Specific Withdrawal,UTSS_WS333,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S334,UDWRi_Site Specific Withdrawal,UTSS_WS334,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S335,UDWRi_Site Specific Withdrawal,UTSS_WS335,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S336,UDWRi_Site Specific Withdrawal,UTSS_WS336,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S337,UDWRi_Site Specific Withdrawal,UTSS_WS337,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S338,UDWRi_Site Specific Withdrawal,UTSS_WS338,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S339,UDWRi_Site Specific Withdrawal,UTSS_WS339,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S340,UDWRi_Site Specific Withdrawal,UTSS_WS340,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S341,UDWRi_Site Specific Withdrawal,UTSS_WS341,25766310.04,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,140000.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S342,UDWRi_Site Specific Delivery,UTSS_WS342,4977846.6839999985,,,Water Supplier,Washington County WCD/Sand Hollow Wells (Culinary),,Public,10/29/2020,,,,,0.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S346,UDWRi_Site Specific Withdrawal,UTSS_WS346,360656.0,,,Water Supplier,Hildale - Colorado City,,Public,10/29/2020,,,,,7000.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S347,UDWRi_Site Specific Withdrawal,UTSS_WS347,360656.0,,,Water Supplier,Hildale - Colorado City,,Public,10/29/2020,,,,,7000.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S348,UDWRi_Site Specific Withdrawal,UTSS_WS348,360656.0,,,Water Supplier,Hildale - Colorado City,,Public,10/29/2020,,,,,7000.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S350,UDWRi_Site Specific Withdrawal,UTSS_WS350,71221.34674,,,Water Supplier,Dammeron Valley Water Works,,Public,10/29/2020,,,,,500.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S351,UDWRi_Site Specific Withdrawal,UTSS_WS351,25817.752,,,Water Supplier,White Hills Water Company Inc,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S351,UDWRi_Site Specific Withdrawal,UTSS_WS351,28075.951,,,Water Supplier,White Hills Water Company Inc,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S351,UDWRi_Site Specific Withdrawal,UTSS_WS351,45816.526,,,Water Supplier,White Hills Water Company Inc,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S351,UDWRi_Site Specific Withdrawal,UTSS_WS351,34502.39596,,,Water Supplier,White Hills Water Company Inc,,Public,10/29/2020,,,,,400.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S351,UDWRi_Site Specific Withdrawal,UTSS_WS351,25874.43,,,Water Supplier,White Hills Water Company Inc,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S351,UDWRi_Site Specific Withdrawal,UTSS_WS351,36502.5349,,,Water Supplier,White Hills Water Company Inc,,Public,10/29/2020,,,,,500.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S352,UDWRi_Site Specific Withdrawal,UTSS_WS88,9097.231752,,,Water Supplier,Green Hills Country Estates,,Public,10/29/2020,,,,,250.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S353,UDWRi_Site Specific Withdrawal,UTSS_WS353,29031.67714,,,Water Supplier,Elk Meadows Special Service District,,Public,10/29/2020,,,,,290.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S354,UDWRi_Site Specific Withdrawal,UTSS_WS354,29031.67714,,,Water Supplier,Elk Meadows Special Service District,,Public,10/29/2020,,,,,290.0,,,Water Supplier,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S354,UDWRi_Site Specific Withdrawal,UTSS_WS354,27723.43954,,,Water Supplier,Elk Meadows Special Service District,,Public,10/29/2020,,,,,290.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S355,UDWRi_Site Specific Withdrawal,UTSS_WS355,2886.200431,,,Water Supplier,Elk Meadows Special Service District,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S356,UDWRi_Site Specific Withdrawal,UTSS_WS356,3951.0,,,Irrigation,Pine Creek Ranch,,Public,10/29/2020,,,,,90.0,,,Irrigation,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S356,UDWRi_Site Specific Withdrawal,UTSS_WS356,7586.0,,,Irrigation,Pine Creek Ranch,,Public,10/29/2020,,,,,90.0,,,Irrigation,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S356,UDWRi_Site Specific Withdrawal,UTSS_WS356,7691.0,,,Irrigation,Pine Creek Ranch,,Public,10/29/2020,,,,,90.0,,,Irrigation,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S356,UDWRi_Site Specific Withdrawal,UTSS_WS356,6229.871,,,Irrigation,Pine Creek Ranch,,Public,10/29/2020,,,,,90.0,,,Irrigation,2014,,2014-12-31,2014-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S357,UDWRi_Site Specific Withdrawal,UTSS_WS357,351.9195428999999,,,Water Supplier,Questar Pipeline Co. - (Coalville),,Public,10/29/2020,,,,,8.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S358,UDWRi_Site Specific Withdrawal,UTSS_WS358,265.2184179,,,Domestic,Questar Pipeline Co. - (Coalville),,Public,10/29/2020,,,,,7.0,,,Domestic,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S359,UDWRi_Site Specific Withdrawal,UTSS_WS359,45000.0,,,Commercial,Ruby`s Inn,,Public,10/29/2020,,,,,0.0,,,Commercial,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S360,UDWRi_Site Specific Withdrawal,UTSS_WS360,210.2,,,Water Supplier,Oquirrh Mountain Water Company,,Public,10/29/2020,,,,,300.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S360,UDWRi_Site Specific Withdrawal,UTSS_WS360,3232.224460000001,,,Water Supplier,Oquirrh Mountain Water Company,,Public,10/29/2020,,,,,200.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S360,UDWRi_Site Specific Withdrawal,UTSS_WS360,3263.226613,,,Water Supplier,Oquirrh Mountain Water Company,,Public,10/29/2020,,,,,200.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S361,UDWRi_Site Specific Withdrawal,UTSS_WS361,6359.099972,,,Water Supplier,Cool Springs Mutual Water Company,,Public,10/29/2020,,,,,457.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S362,UDWRi_Site Specific Withdrawal,UTSS_WS362,76485.289,,,Domestic,ACME Water Company,,Public,10/29/2020,,,,,885.0,,,Domestic,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S362,UDWRi_Site Specific Withdrawal,UTSS_WS362,94824.239,,,Domestic,ACME Water Company,,Public,10/29/2020,,,,,890.0,,,Domestic,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S362,UDWRi_Site Specific Withdrawal,UTSS_WS362,87269.84800000001,,,Domestic,ACME Water Company,,Public,10/29/2020,,,,,860.0,,,Domestic,2017,,2017-12-31,2017-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S362,UDWRi_Site Specific Withdrawal,UTSS_WS362,91660.10817,,,Domestic,ACME Water Company,,Public,10/29/2020,,,,,870.0,,,Domestic,2016,,2016-12-31,2016-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S362,UDWRi_Site Specific Withdrawal,UTSS_WS362,89812.07735,,,Domestic,ACME Water Company,,Public,10/29/2020,,,,,870.0,,,Domestic,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S658,UDWRi_Site Specific Withdrawal,UTSS_WS658,1469.579,,,Water Supplier,Clark Bench Water Company Incorporated,,Public,10/29/2020,,,,,16.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S667,UDWRi_Site Specific Withdrawal,UTSS_WS667,2121.0,,,Domestic,Last Chance Bench Subdivision Water Users Assoc.,,Public,10/29/2020,,,,,20.0,,,Domestic,2014,,2014-12-31,2014-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S667,UDWRi_Site Specific Withdrawal,UTSS_WS667,2114.6,,,Domestic,Last Chance Bench Subdivision Water Users Assoc.,,Public,10/29/2020,,,,,20.0,,,Domestic,2013,,2013-12-31,2013-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S667,UDWRi_Site Specific Withdrawal,UTSS_WS667,2035.0,,,Domestic,Last Chance Bench Subdivision Water Users Assoc.,,Public,10/29/2020,,,,,20.0,,,Domestic,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S668,UDWRi_Site Specific Withdrawal,UTSS_WS304,0.0,,,Domestic,RE Investment Holdings LLC,,Public,10/29/2020,,,,,0.0,,,Domestic,2019,,2019-12-31,2019-01-01
