MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,CommunityWaterSupplySyste
NVDWR_Water Use,NVDWR,NVag_RU37,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU38,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU39,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU40,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU41,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU42,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU43,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU44,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU45,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU46,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU47,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU48,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU49,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU50,NVDWR_Withdrawal,NVag_WS1,,0.36,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU51,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU52,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU53,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU54,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU55,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU56,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU57,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU58,NVDWR_Withdrawal,NVag_WS1,,0.36,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU59,NVDWR_Withdrawal,NVag_WS1,,0.16,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU60,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU61,NVDWR_Withdrawal,NVag_WS1,,449.35,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU62,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU63,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU64,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU65,NVDWR_Withdrawal,NVag_WS1,,1.18,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU66,NVDWR_Withdrawal,NVag_WS1,,0.15,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU67,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU68,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU69,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU70,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU71,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU72,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU73,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU74,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU75,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU76,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU77,NVDWR_Withdrawal,NVag_WS1,,19.45,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU78,NVDWR_Withdrawal,NVag_WS1,,6.97,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU79,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU80,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU81,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU82,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU83,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU84,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU85,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU86,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU87,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU88,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU89,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU90,NVDWR_Withdrawal,NVag_WS1,,2.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU91,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU92,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU93,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU94,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU95,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU96,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU97,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU98,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU99,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU100,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU101,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU102,NVDWR_Withdrawal,NVag_WS1,,261.6,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU103,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU104,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU105,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU106,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU107,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU108,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU109,NVDWR_Withdrawal,NVag_WS1,,57.69,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU110,NVDWR_Withdrawal,NVag_WS1,,64.416,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU111,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU112,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU113,NVDWR_Withdrawal,NVag_WS1,,2.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU114,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU115,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU116,NVDWR_Withdrawal,NVag_WS1,,0.48,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU117,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU118,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU119,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU120,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU121,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU122,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU123,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU124,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU125,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU126,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU127,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU128,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU129,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU130,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU131,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU132,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU133,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU134,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU135,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU136,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU137,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU138,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU139,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU140,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU141,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU142,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU143,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU144,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU145,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU146,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU147,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU148,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU149,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU150,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU151,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU152,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU153,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU154,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU155,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU156,NVDWR_Withdrawal,NVag_WS1,,4.49,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU157,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU158,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU159,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU160,NVDWR_Withdrawal,NVag_WS1,,300.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU161,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU162,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU163,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU164,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU165,NVDWR_Withdrawal,NVag_WS1,,0.98,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU166,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU167,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU168,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU169,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU170,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU171,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU172,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
NVDWR_Water Use,NVDWR,NVag_RU173,NVDWR_Withdrawal,NVag_WS1,,0.0,Wildlife,,,,05/13/2021,,,,,,,,,Unspecified,2015,,12/31/2015,01/01/2015,
