OBJECTID,polygon id,app,cert,app_status,mou,site_name,permit_info,basin,county,source,duty_balance,div_balance,prior_dt,pou_acre_total,Shape__Area,Shape__Length
12673,67434,V04363,,DEC,DEC,205  S04 E67 08ACBD1,http://water.nv.gov/permitinformation.aspx?app=V04363,204 ,LI,UG ,0,0.67,1/1/1929 12:00:00 AM,0,5150070.01855469,9599.74727590752
12674,67435,82815T,,WDR,IRR,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=82815T,101 ,CH,STR,61.18,0,7/2/1902 12:00:00 AM,0,69792.4548339844,3687.64517458095
12675,67436,82664,,PER,DEC,091  N19 E18 31CADD1,http://water.nv.gov/permitinformation.aspx?app=82664,091 ,WA,STR,9.85,0.055,1/1/1865 12:00:00 AM,0,20124.7045898438,588.898573194558
12676,67437,79602,18621   ,CER,IRR,204  S04 E70 32DCDC1,http://water.nv.gov/permitinformation.aspx?app=79602,204 ,LI,UG ,21,0.1114,7/11/1996 12:00:00 AM,0,16942.1225585938,1105.06330827527
12677,67438,82710T,,EXP,DEC,083  N19 E22 06BBDD1,http://water.nv.gov/permitinformation.aspx?app=82710T,083 ,WA,STR,0,0,4/10/2013 12:00:00 AM,0,847053.167480469,4134.91774977381
12678,67439,54244,15038   ,CER,IND,070  N35 E37 06BADD1,http://water.nv.gov/permitinformation.aspx?app=54244,070 ,HU,UG ,784,1.263,12/11/1972 12:00:00 AM,0,794901.938842773,3164.38540571757
12679,67440,82690T,,EXP,IRR,083  N20 E23 19C   1,http://water.nv.gov/permitinformation.aspx?app=82690T,083 ,ST,STR,0,0,7/2/1902 12:00:00 AM,0,3929.19567871094,255.446696070633
12680,67441,V02236,,DEC,DEC,204  S04 E67 12BCAA1,http://water.nv.gov/permitinformation.aspx?app=V02236,204 ,LI,STR,35.5,0.178,1/1/1889 12:00:00 AM,7.1,30686.5988769531,1258.33257298252
12681,67442,82692T,,EXP,IND,128  N24 E37 07ADBA2,http://water.nv.gov/permitinformation.aspx?app=82692T,128 ,CH,UG ,3,0.1,3/14/1990 12:00:00 AM,0,15788057.6173096,29213.2756531483
12682,67443,84713,,PER,IND,070  N35 E37 06ABDD1,http://water.nv.gov/permitinformation.aspx?app=84713,070 ,HU,UG ,170.4,0.436,12/11/1972 12:00:00 AM,0,2753369.41809082,7219.42912225333
12683,67444,88648T,,EXP,MM ,064  N32 E43 07BBBC1,http://water.nv.gov/permitinformation.aspx?app=88648T,064 ,HU,UG ,100,0.13813,7/25/1991 12:00:00 AM,0,157620037.69104,50464.2090759502
12684,67445,85460,,PER,IRR,162  S20 E53 03BAAA1,http://water.nv.gov/permitinformation.aspx?app=85460,162 ,NY,UG ,183,0.67,5/8/1964 12:00:00 AM,0,143566.299072266,5788.94738274485
12685,67446,82620,,WDR,IRR,162  S20 E53 03BAAA1,http://water.nv.gov/permitinformation.aspx?app=82620,162 ,NY,UG ,101.25,0.14,7/28/1952 12:00:00 AM,0,747927.998535156,7354.89228568185
12686,67447,82623,,WDR,IRR,162  S20 E53 03BAAA1,http://water.nv.gov/permitinformation.aspx?app=82623,162 ,NY,UG ,428.85,0.592,7/28/1952 12:00:00 AM,0,1257945.60449219,7912.22294188134
12687,67449,59741,16070   ,CER,IRR,087  N18 E19 01BCCB1,http://water.nv.gov/permitinformation.aspx?app=59741,087 ,WA,UG ,1.18,0.0084,2/6/1976 12:00:00 AM,0.295,9257.21850585938,393.344601872573
12688,67450,82624,,WDR,IRR,162  S20 E53 03BAAA1,http://water.nv.gov/permitinformation.aspx?app=82624,162 ,NY,UG ,10.3,0.018,1/6/1947 12:00:00 AM,0,11564.6840820313,2029.93796497116
12689,67451,49040,,ABR,IRD,202  N01 E68 07ADAB1,http://water.nv.gov/permitinformation.aspx?app=49040,202 ,LI,UG ,0,0,4/2/1979 12:00:00 AM,320,1940085.88330078,6444.99883205811
12690,67452,82627,,WDR,IRR,162  S20 E53 05CADA1,http://water.nv.gov/permitinformation.aspx?app=82627,162 ,NY,UG ,6.88,0.0118,1/6/1947 12:00:00 AM,0,8579.10498046875,1894.78700356451
12691,67454,V00715,,VST,IRR,207  N13 E60 33ABBA1,http://water.nv.gov/permitinformation.aspx?app=V00715,207 ,WP,STR,800,0,3/15/1880 12:00:00 AM,200,1634296.98510742,8881.47545773592
12692,67455,V00776,,VST,IRR,207  N14 E59 36ABCB1,http://water.nv.gov/permitinformation.aspx?app=V00776,207 ,WP,STR,500,0.68999999,1/1/1871 12:00:00 AM,125,1430640.27587891,8756.81041547688
12693,67456,82665,,PER,COM,117  S03 E35 04ACBC1,http://water.nv.gov/permitinformation.aspx?app=82665,117 ,ES,UG ,134,1.59,11/11/2007 12:00:00 AM,0,647304.565063477,3217.73907589231
12694,67457,60083,16932   ,CER,IRR,087  N19 E19 36DBBC1,http://water.nv.gov/permitinformation.aspx?app=60083,087 ,WA,SPR,108.6,0.15,8/21/1986 12:00:00 AM,0,187931.439819336,12715.1398982623
12695,67458,V00801,,VST,IRR,207  N06 E61 17BCDD1,http://water.nv.gov/permitinformation.aspx?app=V00801,207 ,NY,STR,0,0,1/1/1891 12:00:00 AM,0,5700485.80859375,16978.1033616559
12696,67459,,,,,,,,,,,,,,161106.35546875,3901.91030502261
12697,67460,79510,,DEN,IRR,184  N19 E66 36CBBD1,http://water.nv.gov/permitinformation.aspx?app=79510,184 ,WP,SPR,0,2,2/11/2010 12:00:00 AM,0,3212966.53881836,8823.23011733652
12698,67461,58314,14152   ,CER,IRD,202  N01 E68 07DBBA1,http://water.nv.gov/permitinformation.aspx?app=58314,202 ,LI,UG ,640,2.7,4/2/1979 12:00:00 AM,160,754049.543457031,6290.8928481793
12699,67463,V02847,,VST,IRR,153  N24 E54 34ACDB1,http://water.nv.gov/permitinformation.aspx?app=V02847,153 ,EU,STR,17.91,0,1/1/1901 12:00:00 AM,1.31,1507050.66796875,6250.91840981118
12700,67464,V01115,,VST,IRR,153  N23 E54 03DACA1,http://water.nv.gov/permitinformation.aspx?app=V01115,153 ,EU,SPR,2445.16,3.12,1/1/1880 12:00:00 AM,607.929999,2528676.84228516,7962.83418094327
12701,67465,V10368,,VST,IRR,153  N24 E54 22CACA1,http://water.nv.gov/permitinformation.aspx?app=V10368,153 ,EU,SPR,0,0,1/1/1879 12:00:00 AM,0,761430.744384766,3399.61110167242
12702,67466,82671,,PER,IRR,137B N14 E43 02AACC1,http://water.nv.gov/permitinformation.aspx?app=82671,137B,NY,UG ,469.6,1.5,3/27/2013 12:00:00 AM,0,474109.949951172,3183.35785605941
12703,67467,V01351,,VST,IRR,207  N06 E61 17BCCD1,http://water.nv.gov/permitinformation.aspx?app=V01351,207 ,NY,STR,11600,0,1/1/1885 12:00:00 AM,29000,3853266.63354492,24512.8606089242
12704,67468,77326,,RFA,IRR,202  N02 E67 32CABD1,http://water.nv.gov/permitinformation.aspx?app=77326,202 ,LI,UG ,0,10,12/11/1998 12:00:00 AM,0,7646794.52758789,13685.8007585121
12705,67469,60625,17084   ,CER,IRR,087  N19 E19 19BAAA1,http://water.nv.gov/permitinformation.aspx?app=60625,087 ,WA,STR,1.598,0.0022,12/1/1862 12:00:00 AM,0.376,4352.75317382813,265.938140145262
12706,67470,61664,17508   ,CER,IRR,087  N18 E19 12AACB1,http://water.nv.gov/permitinformation.aspx?app=61664,087 ,WA,UG ,22.6,0.053,2/8/1962 12:00:00 AM,8,28873.2064208984,1155.19641289314
12707,67471,62896,16342   ,CER,IRR,087  N18 E20 07CDCD1,http://water.nv.gov/permitinformation.aspx?app=62896,087 ,WA,STR,4,0.027,8/5/1859 12:00:00 AM,1.067,10494.3841552734,502.569726104431
12708,67474,63418,17844   ,CER,IRR,087  N19 E19 26DAAD1,http://water.nv.gov/permitinformation.aspx?app=63418,087 ,WA,UG ,1.5,0.00205,1/8/1949 12:00:00 AM,0.976,1639.94482421875,344.702493939473
12709,67475,V00733,,VST,IRR,202  N04 E68 19CABA1,http://water.nv.gov/permitinformation.aspx?app=V00733,202 ,LI,STR,90.4,0,,22.6,87172.880859375,3253.36231773533
12710,67477,68434,16958   ,CER,IRR,087  N18 E19 13ADCC1,http://water.nv.gov/permitinformation.aspx?app=68434,087 ,WA,UG ,14.27,0.0701,5/28/1959 12:00:00 AM,0,176680.648681641,2339.6552237182
12711,67478,82517,,RVP,IND,212  S19 E62 32CDBB1,http://water.nv.gov/permitinformation.aspx?app=82517,212 ,CL,UG ,1.3,0.002,6/14/1985 12:00:00 AM,0,36006.3020019531,957.481882043896
12712,67479,82697,,PER,MUN,049  N34 E55 33BBDC1,http://water.nv.gov/permitinformation.aspx?app=82697,049 ,EL,UG ,1,0.02,3/23/1981 12:00:00 AM,0,2407516.21044922,6308.70797263213
12713,67480,65718,19124   ,CER,IRR,087  N19 E19 17CAAC1,http://water.nv.gov/permitinformation.aspx?app=65718,087 ,WA,STR,4.2,0.0144,4/1/1872 12:00:00 AM,0,8479.05004882813,422.750509473187
12714,67481,82699,,PER,IRR,105  N13 E19 11BBBB1,http://water.nv.gov/permitinformation.aspx?app=82699,105 ,DO,UG ,1.92,0.0053,4/14/1958 12:00:00 AM,0,2463.33862304688,222.940898242477
12715,67482,69760,,ABR,IRR,087  N18 E19 01CCCC1,http://water.nv.gov/permitinformation.aspx?app=69760,087 ,WA,UG ,0,0,12/15/1955 12:00:00 AM,0,11758.220703125,435.227467100788
12716,67483,V03026,,VST,IRR,,http://water.nv.gov/permitinformation.aspx?app=V03026,207 ,WP,SPR,20,0.01,3/1/1904 12:00:00 AM,5,19258.5788574219,584.349771330771
12717,67485,70252,21572   ,CER,IRR,087  N18 E19 02DBCB1,http://water.nv.gov/permitinformation.aspx?app=70252,087 ,WA,UG ,7.48,0.0226,2/3/1949 12:00:00 AM,0,26766.1638183594,740.705794999815
12718,67486,82706,,PER,IRR,069  N41 E39 29DCAA1,http://water.nv.gov/permitinformation.aspx?app=82706,069 ,HU,STR,2.63,0.0073,1/1/1904 12:00:00 AM,0,16817.7025146484,521.438053749862
12719,67488,21882,6932    ,CER,REC,222  S05 E71 17ACBC1,http://water.nv.gov/permitinformation.aspx?app=21882,222 ,LI,SPR,7.211915,0.01,3/20/1964 12:00:00 AM,0,643249.120605469,3208.11725650958
12720,67489,21883,6933    ,CER,REC,222  S05 E71 17BADC1,http://water.nv.gov/permitinformation.aspx?app=21883,222 ,LI,SPR,4.173704,0.005,3/20/1964 12:00:00 AM,0,321619.124267578,2404.33550660164
12721,67490,21884,6936    ,CER,REC,222  S05 E71 21CABA1,http://water.nv.gov/permitinformation.aspx?app=21884,222 ,LI,UG ,7.211915,0.01,3/20/1964 12:00:00 AM,0,161620.151855469,1608.08847486357
12722,67491,21885,6937    ,CER,REC,222  S05 E71 17ABDA1,http://water.nv.gov/permitinformation.aspx?app=21885,222 ,LI,UG ,7.212,0.0105,3/20/1964 12:00:00 AM,0,160853.246826172,1604.2648737513
12723,67492,79109,,PER,IRR,183  N05 E66 02BDAA1,http://water.nv.gov/permitinformation.aspx?app=79109,183 ,LI,UG ,504,3.25,12/28/2009 12:00:00 AM,0,5221725.22143555,9556.44449119503
12724,67493,82716,,DEN,MM ,101  N25 E34 29CDCB1,http://water.nv.gov/permitinformation.aspx?app=82716,101 ,CH,UG ,0,5,4/12/2013 12:00:00 AM,0,147273821.003052,74431.7615280519
12725,67494,V04605,,VST,IRR,207  N07 E62 33BCAB1,http://water.nv.gov/permitinformation.aspx?app=V04605,207 ,NY,STR,2187.984,7.626,1/1/1880 12:00:00 AM,551.596,2292458.25463867,27230.4445624241
12726,67495,79114,,PER,IRR,183  N06 E66 27DDDD1,http://water.nv.gov/permitinformation.aspx?app=79114,183 ,LI,UG ,504,4.424,12/28/2009 12:00:00 AM,0,5179366.65551758,9655.31855612625
12727,67496,79116,,PER,IRR,183  N06 E66 22BA  1,http://water.nv.gov/permitinformation.aspx?app=79116,183 ,LI,UG ,504,1.93,12/28/2009 12:00:00 AM,0,3105277.18847656,8246.86569574081
12728,67497,82643,,PER,IRR,137B N11 E43 05CBCD1,http://water.nv.gov/permitinformation.aspx?app=82643,137B,NY,UG ,1208.4,1.67,3/19/2013 12:00:00 AM,0,1410138.25,7125.57985135878
12729,67498,79117,,PER,IRR,183  N05 E66 10ADAD1,http://water.nv.gov/permitinformation.aspx?app=79117,183 ,LI,UG ,505.4,1.14756,12/28/2009 12:00:00 AM,0,507797.119628906,2526.3767390764
12730,67499,,,,,,,,,,,,,,32936.0461425781,1019.39578078839
12731,67500,82721,20490   ,CER,IRR,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=82721,101 ,CH,STR,541.66,0,7/2/1902 12:00:00 AM,0,763953.414550781,4717.57699536614
12732,67501,82719,20161   ,CER,IRR,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=82719,101 ,CH,STR,869.51,0,7/2/1902 12:00:00 AM,0,976230.289550781,4843.64436024028
12733,67502,82717,20304   ,CER,IRR,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=82717,101 ,CH,STR,42.85,0,7/2/1902 12:00:00 AM,0,62474.0231933594,1530.07550529508
12734,67503,79119,19732   ,CER,IRR,183  N05 E66 11BBCC1,http://water.nv.gov/permitinformation.aspx?app=79119,183 ,LI,UG ,503.24,1.26,12/28/2009 12:00:00 AM,0,508146.587158203,2528.35981652648
12735,67504,82720,19679   ,CER,IRR,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=82720,101 ,CH,STR,77.1,0,7/2/1902 12:00:00 AM,0,113338.635986328,1613.50467148147
12736,67506,61692S03,17065   ,CER,IRR,222  S13 E71 20BBCC1,http://water.nv.gov/permitinformation.aspx?app=61692S03,222 ,CL,EFF,363.21,0.7736,4/30/2001 12:00:00 AM,0,616929.336914063,25370.8047807535
12737,67507,82730,,PER,COM,106  N10 E22 29BCCB2,http://water.nv.gov/permitinformation.aspx?app=82730,106 ,DO,UG ,2,0.05,4/18/2013 12:00:00 AM,0,7080.90124511719,376.292750636587
12738,67508,88480,,PER,IRR,176  N31 E59 22BCAB1,http://water.nv.gov/permitinformation.aspx?app=88480,176 ,EL,UG ,120,0.5,11/19/2018 12:00:00 AM,0,855397.130615234,3645.813000149
12739,67509,82738,,PER,IRR,102  N17 E24 13DBAA1,http://water.nv.gov/permitinformation.aspx?app=82738,102 ,LY,UG ,3,0.077,6/6/1974 12:00:00 AM,0,5445.0986328125,310.189598925732
12740,67510,82736,,CAN,COM,104  N14 E19 03BBCD1,http://water.nv.gov/permitinformation.aspx?app=82736,104 ,DO,UG ,2,0.05,4/19/2013 12:00:00 AM,0,36262.0009765625,1057.59279434965
12741,67511,79637,,PER,IRR,183  N06 E66 27BD  1,http://water.nv.gov/permitinformation.aspx?app=79637,183 ,LI,UG ,504,1.5,2/22/2010 12:00:00 AM,126,4723264.31005859,9853.91909326575
12742,67512,70253A01,17664   ,CER,IRR,087  N18 E19 01CBCA1,http://water.nv.gov/permitinformation.aspx?app=70253A01,087 ,WA,UG ,4,0.012,2/3/1949 12:00:00 AM,0,3795.11901855469,691.613209885081
12743,67513,70353,20286   ,CER,IRR,087  N19 E19 19BAAA1,http://water.nv.gov/permitinformation.aspx?app=70353,087 ,WA,STR,0.68,0.0042,12/22/1874 12:00:00 AM,0,4610.86694335938,273.312736293614
12744,67514,349,128     ,CER,IRR,207  N12 E61 03DCCC1,http://water.nv.gov/permitinformation.aspx?app=349,207 ,WP,STR,2700,9,1/25/1907 12:00:00 AM,900,3314848.79272461,42464.8081191658
12745,67515,71729,18904   ,CER,IRR,087  N19 E19 19BAAA1,http://water.nv.gov/permitinformation.aspx?app=71729,087 ,WA,STR,5.76,0.05,10/11/1871 12:00:00 AM,0,19137.4892578125,587.165795044161
12746,67516,72364,19152   ,CER,IRR,087  N19 E19 19BAAA1,http://water.nv.gov/permitinformation.aspx?app=72364,087 ,WA,STR,1.93,0.024,4/15/1917 12:00:00 AM,0,10333.7631835938,409.266997301125
12747,67517,10118,3021    ,CER,IRR,207  N12 E61 03DCCC1,http://water.nv.gov/permitinformation.aspx?app=10118,207 ,WP,STR,3482.36,8.206,5/17/1937 12:00:00 AM,820.61,3625536.62670898,57059.3540290598
12748,67518,10176,3022    ,CER,IRR,207  N12 E61 12DCCD1,http://water.nv.gov/permitinformation.aspx?app=10176,207 ,WP,SPR,507.53,3.82,10/15/1937 12:00:00 AM,626.72,2807526.74365234,37940.5083378125
12749,67519,31121,10398   ,CER,IRR,179  N21 E64 19BBDA1,http://water.nv.gov/permitinformation.aspx?app=31121,179 ,WP,UG ,7.2,0.1,2/18/1977 12:00:00 AM,1.8,8801.7900390625,611.846461851419
12750,67520,32118,16029   ,CER,IRR,179  N20 E64 24ACBC1,http://water.nv.gov/permitinformation.aspx?app=32118,179 ,WP,STR,202.2,2,6/20/1977 12:00:00 AM,160,244409.728271484,4013.694298807
12751,67521,79519,,RFP,IRR,184  N13 E67 22ABCB1,http://water.nv.gov/permitinformation.aspx?app=79519,184 ,WP,UG ,2080,8.7,2/11/2010 12:00:00 AM,440,2422278.98071289,12068.1206171106
12752,67522,3231,821     ,CER,IRR,179  N19 E63 21DBCB1,http://water.nv.gov/permitinformation.aspx?app=3231,179 ,WP,OSW,7528.48,24.971,1/11/1915 12:00:00 AM,854.6001,12304337.6228027,46446.5460612507
12753,67523,79522,,RFP,IRR,184  N13 E67 21AAAA1,http://water.nv.gov/permitinformation.aspx?app=79522,184 ,WP,UG ,1280,5.4,2/11/2010 12:00:00 AM,0,1348791.97631836,4955.89723247709
12754,67524,79523,,RFP,IRR,184  N12 E67 12CADA1,http://water.nv.gov/permitinformation.aspx?app=79523,184 ,WP,UG ,160,1,2/11/2010 12:00:00 AM,0,163445.136962891,1617.13746515737
12755,67525,2661,1868    ,CER,IRR,207  N06 E61 21ADCD1,http://water.nv.gov/permitinformation.aspx?app=2661,207 ,NY,STR,3330,0,3/14/1913 12:00:00 AM,832.5,5588739.43139648,27985.1808104188
12756,67526,79524,,RFP,IRR,184 ?ÁN13 E67 31DDCC1,http://water.nv.gov/permitinformation.aspx?app=79524,184 ,WP,UG ,1120,4.7,2/11/2010 12:00:00 AM,0,1139664.79418945,5648.87748757645
12757,67527,19381,6785    ,CER,IRR,153  N21 E53 33DBDD1,http://water.nv.gov/permitinformation.aspx?app=19381,153 ,EU,UG ,960,3.57,12/9/1960 12:00:00 AM,240,969646.786865234,4019.70469595858
12758,67528,77652,19171   ,CER,IRR,087  N19 E19 11DBDC1,http://water.nv.gov/permitinformation.aspx?app=77652,087 ,WA,STR,0.63,0.004,12/20/1871 12:00:00 AM,0,3725.14794921875,251.754962345894
12759,67529,77654,19172   ,CER,IRR,087  N19 E19 11DBDC1,http://water.nv.gov/permitinformation.aspx?app=77654,087 ,WA,STR,2.504,0.0048,1/14/1878 12:00:00 AM,0,3855.79736328125,352.430132475222
12760,67531,19502,7517    ,CER,IRR,153  N20 E53 20DD  1,http://water.nv.gov/permitinformation.aspx?app=19502,153 ,EU,UG ,609.08,2.9,1/27/1961 12:00:00 AM,152.27,628730.689697266,3146.73358929317
12761,67532,79892,20550   ,CER,IRR,087  N18 E19 02DBAA1,http://water.nv.gov/permitinformation.aspx?app=79892,087 ,WA,UG ,1,0.013,2/8/1966 12:00:00 AM,0,3322.44030761719,274.788086505279
12762,67533,3298,2211    ,CER,IRR,207  N12 E61 02ACAB1,http://water.nv.gov/permitinformation.aspx?app=3298,207 ,WP,SPR,171,0.402,10/29/1910 12:00:00 AM,40.16,176046.649902344,4344.30881695668
12763,67535,78447,,PER,IRR,153  N21 E53 12DCAA2,http://water.nv.gov/permitinformation.aspx?app=78447,153 ,EU,UG ,0,1.5,7/3/1961 12:00:00 AM,0,647134.512939453,3217.80620477386
12764,67536,4163,495     ,CER,IRR,207  N11 E61 06BCDB1,http://water.nv.gov/permitinformation.aspx?app=4163,207 ,WP,SPR,94.8,0.237,9/23/1916 12:00:00 AM,23.7,94580.68359375,2174.1988110169
12765,67537,V02352,,DEC,IRR,087  N17 E20 12ABCA1,http://water.nv.gov/permitinformation.aspx?app=V02352,087 ,WA,STR,72.2399999,1,9/10/1948 12:00:00 AM,18.06,73578.1229248047,2816.85583637989
12766,67538,20087,6173    ,CER,IRD,153  N21 E53 20AACC1,http://water.nv.gov/permitinformation.aspx?app=20087,153 ,EU,UG ,624,2.7,9/19/1961 12:00:00 AM,156,646246.887939453,3215.59881004262
12767,67539,19904,6484    ,CER,IRR,153  N21 E53 29ADBB2,http://water.nv.gov/permitinformation.aspx?app=19904,153 ,EU,UG ,632,2.7,6/6/1961 12:00:00 AM,158,646691.298828125,3216.71997704628
12768,67542,21085,6485    ,CER,IRD,153  N21 E53 35BDBB2,http://water.nv.gov/permitinformation.aspx?app=21085,153 ,EU,UG ,625.6,2.5,2/18/1963 12:00:00 AM,156.4,506650.165283203,2523.45151188209
12769,67543,V04638,,VST,IRR,087  N19 E18 13DDCC1,http://water.nv.gov/permitinformation.aspx?app=V04638,087 ,WA,UG ,59,1.5,1/1/1930 12:00:00 AM,19,280326.054992676,2322.97756421068
12770,67544,V04657,,VST,IRR,087  N18 E19 01CACA1,http://water.nv.gov/permitinformation.aspx?app=V04657,087 ,WA,SPR,152,0.3,1/1/1895 12:00:00 AM,0,163524.246826172,1617.65147871415
12771,67545,V05196,,VST,IRR,087  N18 E20 29BBAD1,http://water.nv.gov/permitinformation.aspx?app=V05196,087 ,WA,UG ,12.71,0.047,1/1/1937 12:00:00 AM,2,8084.08068847656,418.140913853051
12772,67546,21428,6722    ,CER,IRR,153  N21 E53 11ADBB1,http://water.nv.gov/permitinformation.aspx?app=21428,153 ,EU,UG ,465.96,3.006,8/22/1960 12:00:00 AM,156,646361.109863281,3215.81524150918
12773,67547,80456,,PER,DEC,184  N16 E68 17BBAA1,http://water.nv.gov/permitinformation.aspx?app=80456,184 ,WP,STR,77.85,0.26,1/1/1887 12:00:00 AM,0,4686223.11132813,9621.6867702915
12774,67548,2157,165     ,CER,IRR,153  N20 E54 10ACBC1,http://water.nv.gov/permitinformation.aspx?app=2157,153 ,EU,SPR,160,0.4,7/26/1911 12:00:00 AM,40,111409.256835938,4043.42492145845
12775,67549,V09581,,VST,IRR,087  N18 E20 06BDAB1,http://water.nv.gov/permitinformation.aspx?app=V09581,087 ,WA,UG ,6,1,1/1/1880 12:00:00 AM,0,24049.1851806641,733.123676508334
12776,67550,17585,5678    ,CER,MUN,087  N19 E20 04DCDB1,http://water.nv.gov/permitinformation.aspx?app=17585,087 ,WA,UG ,724,1,6/19/1958 12:00:00 AM,0,5177644.56018066,9673.95969253028
12777,67551,19185,5677    ,CER,MUN,087  N19 E20 18DBDB1,http://water.nv.gov/permitinformation.aspx?app=19185,087 ,WA,UG ,2027.13865,2.8,9/8/1960 12:00:00 AM,0,15253544.5755615,17579.7724056955
12778,67553,22353,6310    ,CER,IRR,153  N22 E54 19ACAA1,http://water.nv.gov/permitinformation.aspx?app=22353,153 ,EU,UG ,632,3.28,3/21/1960 12:00:00 AM,158,647358.381103516,3218.34914456897
12779,67554,18414,5292    ,CER,MUN,087  N19 E20 08BDDB1,http://water.nv.gov/permitinformation.aspx?app=18414,087 ,WA,UG ,1266.95,1.75,11/3/1959 12:00:00 AM,0,11666975.6557617,14493.9832589248
12780,67557,38591,11599   ,CER,QM ,179  N16 E63 11ABCC1,http://water.nv.gov/permitinformation.aspx?app=38591,179 ,WP,UG ,9.912547,0.07,7/18/1979 12:00:00 AM,0,48378.8239746094,906.46873080549
12781,67558,10107,3001    ,CER,IRR,207  N12 E62 18ACCC1,http://water.nv.gov/permitinformation.aspx?app=10107,207 ,WP,SPR,980,7.5,4/12/1937 12:00:00 AM,1105.05,4563074.31616211,46449.8300582165
12782,67559,23462,7831    ,CER,IRR,153  N21 E53 35CCDD1,http://water.nv.gov/permitinformation.aspx?app=23462,153 ,EU,UG ,1214,3.3345,10/28/1966 12:00:00 AM,304,1214962.97167969,5932.01939068954
12783,67560,19909,5802    ,CER,MUN,087  N19 E19 12BCDB1,http://water.nv.gov/permitinformation.aspx?app=19909,087 ,WA,UG ,1223.38629293,1.69,6/7/1961 12:00:00 AM,0,15538417.8167725,16109.0602048622
12784,67561,10108,3002    ,CER,IRR,207  N11 E62 04AABA1,http://water.nv.gov/permitinformation.aspx?app=10108,207 ,WP,SPR,784,6,4/12/1937 12:00:00 AM,606.14,2612513.97607422,27667.3574291568
12785,67562,20207,5489    ,CER,MUN,087  N19 E20 18BBAA1,http://water.nv.gov/permitinformation.aspx?app=20207,087 ,WA,UG ,585.93,0.80900002,12/21/1961 12:00:00 AM,0,12661881.840332,14358.4691349431
12786,67563,20371,6116    ,ABR,MUN,087  N19 E19 12BDBA1,http://water.nv.gov/permitinformation.aspx?app=20371,087 ,WA,UG ,0,0,3/16/1962 12:00:00 AM,0,10341505.3273926,12881.1295657976
12787,67566,20372,6573    ,CER,MUN,087  N19 E20 30DACA1,http://water.nv.gov/permitinformation.aspx?app=20372,087 ,WA,UG ,506.72342298,0.7,3/16/1962 12:00:00 AM,0,12796224.0041504,16000.667200046
12788,67568,24265,6962    ,CER,IRR,153  N21 E53 09CCAA1,http://water.nv.gov/permitinformation.aspx?app=24265,153 ,EU,UG ,944,2.503,6/3/1960 12:00:00 AM,236,980101.227539063,4969.99967117095
12789,67569,13036,4058    ,CER,DOM,154  N18 E55 06BDBB1,http://water.nv.gov/permitinformation.aspx?app=13036,154 ,WP,UG ,8.03591465,0.011,9/3/1949 12:00:00 AM,0,161018.499023438,1605.08798236013
12790,67570,11649,3556    ,CER,IRR,207  N11 E62 33DDCC1,http://water.nv.gov/permitinformation.aspx?app=11649,207 ,WP,SPR,331.78,0.61,7/26/1946 12:00:00 AM,73.73,221316.311767578,3193.06695883247
12791,67571,11665,3557    ,CER,IRR,207  N11 E62 33ACDB1,http://water.nv.gov/permitinformation.aspx?app=11665,207 ,WP,SPR,69.98,0.128,7/26/1946 12:00:00 AM,15.55,81961.1967773438,1438.66642150408
12792,67573,23848,7623    ,CER,MUN,087  N19 E20 08DDBC1,http://water.nv.gov/permitinformation.aspx?app=23848,087 ,WA,UG ,1053.38,1.45499999,5/10/1967 12:00:00 AM,0,12946893.4708252,14465.7076617614
12793,67574,70999,17818   ,CER,IRR,222  S05 E71 28CABB1,http://water.nv.gov/permitinformation.aspx?app=70999,222 ,LI,STR,5.9,0.138,4/2/2004 12:00:00 AM,0,161413.409912109,1607.05625548647
12794,67575,7508,1857    ,CER,IRR,222  S05 E71 21DCBD1,http://water.nv.gov/permitinformation.aspx?app=7508,222 ,LI,STR,186,0.341,9/19/1925 12:00:00 AM,34.12,77520.1337890625,3045.28008780074
12795,67576,24869,8044    ,CER,MUN,087  N19 E20 06DCDB1,http://water.nv.gov/permitinformation.aspx?app=24869,087 ,WA,UG ,428.9,5.55,1/14/1969 12:00:00 AM,0,5152744.80578613,9636.9205275875
12796,67577,25997,8811    ,CER,MUN,087  N19 E20 31CABB1,http://water.nv.gov/permitinformation.aspx?app=25997,087 ,WA,UG ,206.85,1.11,3/10/1971 12:00:00 AM,0,27424388.7791748,21676.5124450698
12797,67578,81189,21288   ,CER,REC,222  S05 E7 17BDAC1,http://water.nv.gov/permitinformation.aspx?app=81189,222 ,LI,UG ,0.33,0.0095,3/20/1964 12:00:00 AM,0,1125403.40332031,4811.62948563927
12798,67579,9829,2311    ,CER,IRR,222  S15 E71 04BACA1,http://water.nv.gov/permitinformation.aspx?app=9829,222 ,CL,STR,50.6,0.07,1/14/1935 12:00:00 AM,7,42577.6364746094,1063.4945684425
