RightID,RightStatus,RightUse,ApplicationNumber,Location,PointOfDiversionID,PrimaryIndicator,PointofDiversionStatus,WaterDivision,FieldOffice,CarrierA,CarrierB,SourceName,ProGrant,Units,GPM,Rate,CurrentTotalAcres,CountyName,NRDName,HUC12,PriorityDate,BeneficialDate,ApprovalDate,IrrigationProject,Notice_Status,Notice_EffectiveDate,Notice_Type,Reason_AdminAction,BeneficialUseCategory,ReasonRemoved,index
13288,Active    ,IF,A-19406E,SENW S30-T33-R11W,16921,5,1,2C,,Spencer Dam to Confluence with Missouri River,,Niobrara River,1969.0,CFS,,,,Holt,Lower Niobrara,101500070504,2015-12-04,,2017-10-19T00:00:00,,,,,,Instream Flow,Null GPM,0.0
13288,Active    ,IF,A-19406E,NWSW S8-T32-R6W,16922,6,1,2C,,Spencer Dam to Confluence with Missouri River,,Niobrara River,1969.0,CFS,,,,Knox,Lower Niobrara,101701010901,2015-12-04,,2017-10-19T00:00:00,,,,,,Instream Flow,Null GPM,0.0
11102,Active    ,SI,A-18883,SWNE S26-T3-R7E,11965,1,1,1D,,portable pump,,Root Pond,16.67,AF,,,237.4,Gage,Lower Big Blue,102702020602,2012-02-24,2015-09-01T00:00:00,2013-05-06T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13218,Active    ,ST,A-19520,NWNE S27-T29-R1W,16737,1,1,2F,,Skoog Reservoir,,"Pearl Creek, Trib. To",41.5,AF,,,,Cedar,Lewis & Clark,101701011101,2017-04-26,,2017-07-11T00:00:00,,,,,,Storage,Null GPM,0.0
13284,Active    ,IF,A-19406A,SENW S30-T33-R11W,16202,5,1,2C,,Spencer Dam to Confluence with Missouri River,,Niobrara River,2084.0,CFS,,,,Holt,Lower Niobrara,101500070504,2015-12-04,,2017-10-19T00:00:00,,,,,,Instream Flow,Null GPM,0.0
13284,Active    ,IF,A-19406A,NWSW S8-T32-R6W,16724,6,1,2C,,Spencer Dam to Confluence with Missouri River,,Niobrara River,2084.0,CFS,,,,Knox,Lower Niobrara,101701010901,2015-12-04,,2017-10-19T00:00:00,,,,,,Instream Flow,Null GPM,0.0
10063,Active    ,ST,A-18418,SENW S23-T33-R9W,10139,1,1,2F,,Henderson Irrigation Res,,"Ponca Creek, Trib. To",189.0,AF,,,,Boyd,Lower Niobrara,101500010304,2006-08-17,,2006-10-11T00:00:00,,,,,,Storage,Null GPM,0.0
13253,Active    ,IR,A-19555, S21-T2-R14E,16829,1,1,1F,,Pump,,"Nemaha River, Big, North Fork",0.75,CFS,,70,52.3,Richardson,Nemaha,102400080401,2017-08-18,2017-09-01T00:00:00,2017-11-27T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),Irrigation from Natural Stream,Null GPM,0.0
13213,Active    ,SO,A-19515,SWNW S25-T6-R4E,16778,1,1,1D,,Pump,,Dusenbery Reservoir,7.9,AF,,,68.0,Saline,Lower Big Blue,102702020205,2017-04-17,2020-09-01T00:00:00,2017-12-08T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12682,Active    ,SO,A-19011R,SENW S29-T35-R19W,15882,1,1,2C,,Pump,,Myron Nilson Reservoir,191.87,AF,,,404.2,Keya Paha,Lower Niobrara,101500061006,2013-01-23,2017-09-01T00:00:00,2014-12-31T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12682,Active    ,SO,A-19011R, S29-T35-R19W,15883,7,1,2C,,Pump,,Myron Nilson Reservoir,191.87,AF,,,404.2,Keya Paha,Lower Niobrara,101500061006,2013-01-23,2017-09-01T00:00:00,2014-12-31T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13239,Active    ,SO,A-19538,SWNW S25-T6-R4E,16954,1,1,1D,,Pump,,Dusenbery Reservoir East,8.3,AF,,,68.0,Saline,Lower Big Blue,102702020205,2017-06-12,2020-09-01T00:00:00,2017-12-27T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12896,Active    ,SO,A-19208,NWNW S23-T14-R6E,14313,1,1,2B,,Pump,,West Limited Farm Pond,25.25,AF,,,110.5,Saunders,Lower Platte North,102002030704,2014-03-14,2017-09-01T00:00:00,2014-08-19T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
12949,Active    ,ST,A-19260, S10-T7-R2E,14611,1,1,1D,,Turkey Creek Site 11,,"Turkey Creek, Trib. To",162.3,AF,,,,Saline,Lower Big Blue,102702040307,2014-06-02,,2014-09-11T00:00:00,,,,,,Storage,Null GPM,0.0
13245,Active    ,TI,A-15659AR, S4-T9-R21W,16781,7,1,1A,,Pump,,Strever Creek,0.65,CFS,,70,45.5,Dawson,Central Platte,102001010704,1980-06-19,,1980-10-15T00:00:00,,Open,2020-09-15T00:00:00,Open,Natural Flow (Reminder),Temporary Transfer to In-Stream Use,Null GPM,0.0
13245,Active    ,TI,A-15659AR,SENE S4-T9-R21W,16782,1,1,1A,,Pump,,Strever Creek,0.65,CFS,,70,45.5,Dawson,Central Platte,102001010704,1980-06-19,,1980-10-15T00:00:00,,Open,2020-09-15T00:00:00,Open,Natural Flow (Reminder),Temporary Transfer to In-Stream Use,Null GPM,0.0
13245,Active    ,TI,A-15659AR, S4-T9-R21W,16784,7,1,1A,,Pump,,Strever Creek,0.65,CFS,,70,45.5,Dawson,Central Platte,102001010704,1980-06-19,,1980-10-15T00:00:00,,Open,2020-09-15T00:00:00,Open,Natural Flow (Reminder),Temporary Transfer to In-Stream Use,Null GPM,0.0
12497,Active    ,ST,A-19381, S32-T4-R10W,12857,1,1,1B,,Siebrass Dam,,"Elm Creek, Trib. To",40.1,AF,,,,Webster,Little Blue,102500160601,2015-07-20,,2017-10-16T00:00:00,,,,,,Storage,Null GPM,0.0
13291,Active    ,FL,A-19571,NWNE S1-T6-R8E,16941,1,1,1F,,Upper Big Nemaha G-15,,"Nemaha River, Big, North Fork, Trib. To",21.0,AF,,,,Gage,Nemaha,102400080104,2017-10-30,,2018-01-08T00:00:00,,,,,,Flood Control,Null GPM,0.0
10356,Active    ,SO,A-12090B, S19-T5-R8W,7451,1,1,1C,,Pump,,Haba Reservoir,9.74,AF,,,9.0,Clay,Little Blue,102702060410,1970-09-29,,1970-10-07T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13238,Active    ,ST,A-19537,SENW S25-T6-R4E,16777,1,1,1D,,Dusenbery Reservoir East,,"Blue River, Big, Trib. To",8.3,AF,,,,Saline,Lower Big Blue,102702020205,2017-06-12,,2017-07-25T00:00:00,,,,,,Storage,Null GPM,0.0
8715,Removed,Removed,Removed,Removed,13701,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
8715,Removed,Removed,Removed,Removed,13702,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
8715,Removed,Removed,Removed,Removed,13703,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
13296,Active    ,ST,A-19575, S16-T31-R52W,16956,1,1,2D,,"Grable Ponds 1, 2 and 3             ",,"Bozle Creek, Trib. To",33.6,AF,,,,Dawes,Upper Niobrara-White,101402010201,2017-12-05,,2018-02-06T00:00:00,,,,,,Storage,Null GPM,0.0
13297,Active    ,ST,A-19576,SWNW S16-T31-R52W,16957,1,1,2D,,Cherry Creek Pond,,"Cherry Creek, Trib. To",20.6,AF,,,,Dawes,Upper Niobrara-White,101402010203,2017-12-05,,2018-02-06T00:00:00,,,,,,Storage,Null GPM,0.0
13180,Active    ,SO,A-19492,SWNW S35-T6-R11E,16683,1,1,1F,,Pump,,Grotrian Reservoir No. 1,32.55,AF,,,106.9,Johnson,Nemaha,102400060401,2017-01-04,2019-09-01T00:00:00,2017-06-05T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13283,Active    ,ST,A-19570,SWNW S28-T3-R3E,16925,1,1,1D,,Schmidt Ag Irrigation Pond,,"Cub Creek, Trib. To",48.5,AF,,,,Jefferson,Lower Big Blue,102702020301,2017-10-16,,2018-03-27T00:00:00,,,,,,Storage,Null GPM,0.0
13282,Active    ,SO,A-19569,SWNW S28-T3-R3E,16914,1,1,1D,,Pump,,Schmidt Ag Irrigation Pond,48.5,AF,,,167.0,Jefferson,Lower Big Blue,102702020301,2017-10-16,2020-09-01T00:00:00,2018-03-27T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13069,Active    ,ST,A-19401,SENE S4-T27-R7E,16201,1,1,2F,,Pigeon-Jones Creek 8 (PJ-8),,"Pigeon Creek, Trib. To",16.7,AF,,,,Dakota,Papio-Missouri River,102300010303,2015-11-24,,2016-01-25T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9831,Active    ,SO,A-18245,SWNW S19-T10-R5E,9180,1,1,2B,,Pump,,Oak Prairie Reservoir,43.51,AF,,,41.4,Lancaster,Lower Platte South,102002030201,2004-05-20,2009-09-01T00:00:00,2006-05-31T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
9831,Active    ,SO,A-18245,SWNW S19-T10-R5E,9181,7,1,2B,,Pump,,Oak Prairie Reservoir,43.51,AF,,,41.4,Lancaster,Lower Platte South,102002030201,2004-05-20,2009-09-01T00:00:00,2006-05-31T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
9830,Active    ,ST,A-18244,SWNW S19-T10-R5E,9183,1,1,2B,,Oak Prairie Reservoir,,"Middle Creek, South Branch, Trib. To",45.8,AF,,,,Lancaster,Lower Platte South,102002030201,2004-05-20,,2006-05-31T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10444,Active    ,ST,A-18543, S33-T32-R10W,8173,1,1,2C,,Timperley Reservoir,,"Redbird Creek, Trib. To",20.9,AF,,,,Holt,Lower Niobrara,101500070404,2007-10-22,,2008-08-18T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
11069,Active    ,ST,A-18856, S20-T19-R21W,11780,1,1,2A,,Victoria Springs,,Victoria Creek,47.0,AF,,,,Custer,Lower Loup,102100030202,2011-12-23,,2012-05-03T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
12951,Active    ,SS,A-19262,SWNE S34-T3-R7E,15637,1,1,1D,,Daubendiek Reservoir No.3,,"Mud Creek, Trib. To",16.6,AF,,,,Gage,Lower Big Blue,102702020602,2014-06-04,,2015-04-28T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
12951,Active    ,SS,A-19262,SWNE S34-T3-R7E,15638,7,1,1D,,Daubendiek Reservoir No.3,,"Mud Creek, Trib. To",16.6,AF,,,,Gage,Lower Big Blue,102702020602,2014-06-04,,2015-04-28T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
13319,Active    ,SO,A-19589,NWNW S18-T6-R3E,17020,1,1,1D,,Pump,,Hayek Farm Pond,15.1,AF,,,79.0,Saline,Lower Big Blue,102702040203,2018-03-19,2020-09-01T00:00:00,2018-05-23T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13320,Active    ,ST,A-19590,NWNW S18-T6-R3E,17021,1,1,1D,,Hayek Farm Pond,,"Swan Creek, North Fork, Trib. To",15.1,AF,,,,Saline,Lower Big Blue,102702040203,2018-03-19,,2018-05-23T00:00:00,,,,,,Storage,Null GPM,0.0
13331,Active    ,WT,A-19596, S9-T10-R2W,17048,1,1,1D,,York WRF Reed Beds,,Beaver Creek,9.5,AF,,,,York,Upper Big Blue,102702030406,2018-05-07,,2018-06-06T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),Wetlands,Null GPM,0.0
13333,Active    ,IR,A-11482B,SWNW S31-T2-R15E,17049,1,1,1F,,Pump,,"Nemaha River, Big, North Fork",0.4,CFS,,70,28.4,Richardson,Nemaha,102400080401,1968-07-11,,1968-09-30T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),Irrigation from Natural Stream,Null GPM,0.0
1354,Active    ,SO,A-3929, S3-T3-R22W,1928,1,1,1B,,Lueking Canal,,Lueking Reservoir,234.0,AF,,,146.6,Furnas,Lower Republican,102500090604,1940-02-28,,1946-07-26T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13318,Active    ,ST,A-19588,NWNW S19-T31-R52W,17013,1,1,2D,,Lower Ice House Pond,,"White River, Trib. To",15.18,AF,,,,Dawes,Upper Niobrara-White,101402010108,2018-03-13,,2018-05-23T00:00:00,,,,,,Storage,Null GPM,0.0
13330,Active    ,ST,A-19595, S11-T31-R53W,17047,1,1,2D,,Crazy Horse Pond,,Soldier Creek,11.62,AF,,,,Sioux,Upper Niobrara-White,101402010107,2018-04-30,,2018-06-29T00:00:00,,,,,,Storage,Null GPM,0.0
13107,Active    ,SO,A-19425,NWNW S6-T21-R16W,16279,1,1,2A,,Mirdan Canal,,Calamus Reservoir,431.7,AF,,,143.9,Garfield,Lower Loup,102100080604,2016-03-25,2019-09-01T00:00:00,2017-03-15T00:00:00,Mirdan Canal,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10037,Active    ,SI,A-18394,NW S30-T17-R12W,12648,1,1,2A,,Fullerton Canal,,Davis Creek Reservoir,196.2,AF,,,65.4,Greeley,Lower Loup,102100070502,2006-04-25,2010-09-01T00:00:00,2008-02-29T00:00:00,Fullerton Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12911,Active    ,SO,A-19218, S31-T8-R13E,17237,1,1,1F,,Pump,,McGinnis Reservoir,68.8,AF,,,65.1,Otoe,Nemaha,102400060304,2014-03-27,2018-09-01T00:00:00,2015-07-09T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13468,Active    ,CS,CSW-1740,SENW S26-T7-R16W,10187,3,1,1A,,,,"Dry Creek, Trib. To",,,,,,Kearney,Tri-Basin,102001011101,1996-08-12,,1997-07-30T00:00:00,,,,,,Unknown,Null GPM,0.0
13468,Active    ,CS,CSW-1740,SWNW S25-T7-R16W,10188,4,1,1A,,,,"Dry Creek, Trib. To",,,,,,Kearney,Tri-Basin,102001011101,1996-08-12,,1997-07-30T00:00:00,,,,,,Unknown,Null GPM,0.0
13119,Active    ,SO,A-19433,SENE S1-T4-R11E,16334,1,1,1F,,Pump,,Schaardt Irrigation Dam,40.0,AF,,,131.3,Johnson,Nemaha,102400080202,2016-04-14,2018-09-01T00:00:00,2016-07-29T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
1161,Active    ,SI,A-6225J, S25-T4-R29W,12689,1,1,1B,,Red Willow Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,4797.3,Red Willow,Middle Republican,102500070309,1954-04-16,,1979-07-16T00:00:00,Red Willow Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1000,Active    ,SI,A-6225G, S8-T2-R33W,12666,1,1,1B,,Meeker-Driftwood Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,16854.8,Hitchcock,Middle Republican,102500040501,1954-04-16,,1979-07-16T00:00:00,Meeker-Driftwood Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1018,Active    ,SI,A-15138, S8-T2-R33W,12683,1,1,1B,,Meeker-Driftwood Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,16854.8,Hitchcock,Middle Republican,102500040501,1977-11-07,,1979-04-16T00:00:00,Meeker-Driftwood Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1190,Active    ,SI,A-11533, S17-T3-R27W,9269,1,1,1B,,Bartley Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,6353.0,Red Willow,Middle Republican,102500040803,1968-08-08,,1979-08-15T00:00:00,Bartley Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1195,Active    ,SI,A-14158, S17-T3-R27W,9257,1,1,1B,,Bartley Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,6353.0,Red Willow,Middle Republican,102500040803,1976-04-06,,1977-10-28T00:00:00,Bartley Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1200,Active    ,SI,A-15812, S17-T3-R27W,9262,1,1,1B,,Bartley Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,6353.0,Red Willow,Middle Republican,102500040803,1981-03-27,,1981-04-15T00:00:00,Bartley Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13369,Active    ,SO,A-19614,NW S14-T2-R14E,17195,1,1,1F,,Pump,,Kean Pond 2,0.8,AF,,,5.0,Richardson,Nemaha,102400080401,2018-10-09,2021-09-01T00:00:00,2018-12-18T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13370,Active    ,SO,A-19615,NW S14-T2-R14E,17198,1,1,1F,,Pump,,Kean Pond 2,21.3,AF,,,134.5,Richardson,Nemaha,102400080401,2018-10-09,2021-09-01T00:00:00,2018-12-18T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13368,Active    ,IR,A-19616,SWNE S10-T3-R14E,17193,1,1,1F,,Pump,,"Muddy Creek, Little",1.16,CFS,,70,81.0,Richardson,Nemaha,102400080303,2018-10-15,2021-09-01T00:00:00,2018-12-18T00:00:00,,Open,2019-04-23T00:00:00,Open,Natural Flow (Reminder),Irrigation from Natural Stream,Null GPM,0.0
1288,Active    ,SI,A-6225L, S27-T4-R25W,9232,1,1,1B,,Cambridge Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,17663.9,Furnas,Lower Republican,102500090301,1954-04-16,,1979-07-16T00:00:00,Cambridge Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13343,Active    ,SS,A-19601,SWNE S9-T5-R6E,17112,1,1,1D,,Little Indian 15-A,,Possum Creek,24.9,AF,,,,Gage,Lower Big Blue,102702020402,2018-07-02,,2018-08-23T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
11151,Active    ,SO,A-18926,SENW S2-T31-R8W,12303,1,1,2C,,Pump,,Knigge Dam West,16.8,AF,,,56.4,Knox,Lower Niobrara,101500071004,2012-06-07,2017-09-01T00:00:00,2014-12-05T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13167,Active    ,SO,A-19477,SWNW S1-T15-R14W,16557,1,1,2A,,Farwell Canal,,Sherman Reservoir,340.2,AF,,,340.2,Sherman,Lower Loup,102100030601,2016-10-26,2021-09-01T00:00:00,2019-01-30T00:00:00,Farwell Main Canal,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13461,Active    ,CS,CSW-1733, S9-T20-R51W,10606,3,1,1A,,,,Red Willow Creek,,,,,,Morrill,North Platte,101800090905,1994-02-16,,1994-08-17T00:00:00,,,,,,Unknown,Null GPM,0.0
13461,Active    ,CS,CSW-1733, S9-T20-R51W,10607,4,1,1A,,,,Red Willow Creek,,,,,,Morrill,North Platte,101800090905,1994-02-16,,1994-08-17T00:00:00,,,,,,Unknown,Null GPM,0.0
13457,Active    ,CS,CSW-1729,NENE S31-T22-R53W,10585,3,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090807,1993-04-02,,1993-06-25T00:00:00,,,,,,Unknown,Null GPM,0.0
13457,Active    ,CS,CSW-1729, S9-T21-R53W,10586,4,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090807,1993-04-02,,1993-06-25T00:00:00,,,,,,Unknown,Null GPM,0.0
13380,Active    ,ST,A-19623,SENW S21-T2-R11E,17355,1,1,1F,,Binder Reservoir,,"Turkey Creek, Trib. To",49.2,AF,,,,Pawnee,Nemaha,102400070103,2018-12-13,,2019-02-14T00:00:00,,,,,,Storage,Null GPM,0.0
13376,Active    ,WT,A-19619,SENW S35-T23-R1E,17346,1,1,2B,,Wood Duck WMA SE,,"Elkhorn River, Trib. To",60.0,AF,,,,Stanton,Lower Elkhorn,102200030203,2018-11-30,,2019-02-14T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Wetlands,Null GPM,0.0
13378,Active    ,SO,A-19621,NWNW S6-T21-R16W,17577,1,1,2A,,Mirdan Canal,,Calamus Reservoir,1293.6,AF,,,431.2,Garfield,Lower Loup,102100080603,2018-11-08,2021-09-01T00:00:00,2019-02-14T00:00:00,Mirdan Canal,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13381,Active    ,SO,A-19624,SENW S21-T2-R11E,17259,1,1,1F,,Pump,,Binder Reservoir,49.2,AF,,,96.6,Pawnee,Nemaha,102400070103,2018-12-13,2021-09-01T00:00:00,2019-02-14T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
13014,Active    ,SI,A-19328, S20-T2-R8E,15625,1,1,1D,,Pump,,Wildcat Reservoir,7.19,AF,,,89.9,Gage,Lower Big Blue,102702020605,2015-01-12,2017-09-01T00:00:00,2015-03-26T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
13463,Active    ,CS,CSW-1735,SENW S21-T21-R54W,10610,3,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090808,1995-09-13,,1996-04-19T00:00:00,,,,,,Unknown,Null GPM,0.0
13463,Active    ,CS,CSW-1735,NWNW S21-T21-R54W,10611,4,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090808,1995-09-13,,1996-04-19T00:00:00,,,,,,Unknown,Null GPM,0.0
13465,Active    ,CS,CSW-1737,SENW S26-T29-R48W,10621,3,1,2C,,,,Niobrara River,,,,,,Dawes,Upper Niobrara-White,101500031007,1997-05-06,,1997-10-08T00:00:00,,,,,,Unknown,Null GPM,0.0
13465,Active    ,CS,CSW-1737,NW S30-T29-R47W,10622,4,1,2C,,,,Niobrara River,,,,,,Dawes,Upper Niobrara-White,101500031007,1997-05-06,,1997-10-08T00:00:00,,,,,,Unknown,Null GPM,0.0
13473,Active    ,CS,CSW-1746,SWNW S21-T6-R17W,10189,3,1,1A,,,,Platte River,,,,,,Phelps,Tri-Basin,102001011005,1998-07-13,,1999-01-05T00:00:00,,,,,,Unknown,Null GPM,0.0
13473,Active    ,CS,CSW-1746,SENW S21-T6-R17W,10627,4,1,1A,,,,Platte River,,,,,,Phelps,Tri-Basin,102001011005,1998-07-13,,1999-01-05T00:00:00,,,,,,Unknown,Null GPM,0.0
1297,Active    ,SI,A-14159, S27-T4-R25W,9241,1,1,1B,,Cambridge Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,17663.9,Furnas,Lower Republican,102500090301,1976-04-06,,1977-10-28T00:00:00,Cambridge Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
1308,Active    ,SI,A-15137, S27-T4-R25W,9252,1,1,1B,,Cambridge Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,17663.9,Furnas,Lower Republican,102500090301,1977-11-07,,1979-04-16T00:00:00,Cambridge Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
5676,Active    ,SI,A-17105,NW S30-T17-R12W,12598,1,1,2A,,Fullerton Canal,,Davis Creek Reservoir,36015.0,AF,,,12005.0,Greeley,Lower Loup,102100070502,1991-08-28,,1994-04-15T00:00:00,Fullerton Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
9907,Active    ,SI,A-18291,NW S30-T17-R12W,12651,1,1,2A,,Fullerton Canal,,Davis Creek Reservoir,26500.2,AF,,,8833.4,Greeley,Lower Loup,102100070502,2005-03-18,2010-09-01T00:00:00,2008-02-29T00:00:00,Fullerton Canal,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
12315,Active    ,ST,A-19257, S18-T3-R18W,14498,1,1,1B,,Lennemann Reservoir,,"Rope Creek, Trib. to",21.9,AF,,,,Harlan,Lower Republican,102500090904,2014-05-27,,2014-12-19T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12381,Active    ,ST,A-19346, S19-T1-R13W,13065,1,1,1B,,North Pond,,Lohff Creek,49.9,AF,,,,Franklin,Lower Republican,102500160408,2015-03-30,,2015-06-19T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12382,Active    ,ST,A-19345, S19-T1-R13W,13066,1,1,1B,,South Pond,,Lohff Creek,46.8,AF,,,,Franklin,Lower Republican,102500160408,2015-03-30,,2015-06-26T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
12560,Active    ,ST,A-19343,NWNW S35-T4-R18W,12956,1,1,1B,,Jensen Dam,,"Turkey Creek, Trib. To",21.5,AF,,,,Harlan,Lower Republican,102500160102,2015-03-25,,2015-06-19T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage,Null GPM,0.0
1010,Active    ,SI,A-14157, S8-T2-R33W,12675,1,1,1B,,Meeker-Driftwood Canal,,"Enders, Strunk, Harlan County, Swanson And Hugh Butler Lake Reservoirs",370191.0,AF,,,16854.8,Hitchcock,Middle Republican,102500040501,1976-04-06,,1977-10-28T00:00:00,Meeker-Driftwood Canal,Open,2020-09-15T00:00:00,Open,Localized Administration,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
