OID_,ProjectID,RightID,ApplicationNumber,LegalDescription,SubSectionID,Section_,Township,Range,RangeDirectionID,HUC_12,Status,Use,Canal_System,Irrigation_District,County,NRD_1,Water_Division,Source,Current_Acres,Grant_,Units,PriorityDate,Longitude,Latitude
8432,1,13221,A-19523,NE SW S27 T29N-R01W,10,27,29,1,2,101701011101.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Cedar,Lewis & Clark,2F - Upper Missouri River and Tributaries,Skoog Reservoir,495.500000000000000,41.500000000000000,AF,4/26/2017 0:00:00,-97.420610586834982,42.459530335534829
8433,1,6809,A-17304,SE NE S33 T26N-R02W,8,33,26,2,2,102200020305.000000000000000,Active,FW - Fish and wildlife,,,Pierce,Lower Elkhorn,2B - Elkhorn River and Salt Creek,Willow Creek,,13.260000000000000,AF,7/30/1993 0:00:00,-97.545888386114825,42.186030287194200
8434,1,84,D-920 P-236,NE NE S20 T23N-R56W,5,20,23,56,2,101800090606.000000000000000,Active,IR - Irrigation from Natural Stream,Enterprise Canal,Enterprise Irrigation District,Scotts Bluff,North Platte,1A - Platte River,"Spotted Tail Creek, Dry",4657.859999999999673,0.000000000000000,CFS,3/28/1889 0:00:00,-103.833349712466642,41.954552991519058
8435,1,12820,A-19138,SE NE S32 T32N-R12W,8,32,32,12,2,101500070305.000000000000000,Active,ST - Storage,,,Holt,Lower Niobrara,2C - Niobrara River,"Eagle Creek, Trib. To",,24.000000000000000,AF,8/30/2013 0:00:00,-98.736618134864443,42.706111676682049
8436,1,13179,A-19491,SW NW S35 T06N-R11E,3,35,6,11,1,102400060401.000000000000000,Active,ST - Storage,,,Johnson,Nemaha,1F - Nemaha River and Lower Missouri River,"Manns Branch, Trib. To",,32.549999999999997,AF,1/4/2017 0:00:00,-96.157416385969782,40.445120432218417
8437,1,13232,A-19542,NW NW S32 T05N-R15E,1,32,5,15,1,102400060407.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Little",50.600000000000001,0.720000000000000,CFS,6/22/2017 0:00:00,-95.762197819808605,40.361152583701625
8438,1,13186,A-19495,SW NE S21 T08N-R13E,7,21,8,13,1,102400060303.000000000000000,Active,IR - Irrigation from Natural Stream,,,Otoe,Nemaha,1F - Nemaha River and Lower Missouri River,Fox Creek,128.599999999999994,1.840000000000000,CFS,2/16/2017 0:00:00,-95.962835189744496,40.648516823944654
8439,1,13177,A-19490,SE NW S16 T02N R13E,4,16,2,13,1,102400080206.000000000000000,Active,ST - Storage,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork, Trib. To",,8.440000000000000,AF,12/27/2016 0:00:00,-95.964802908634496,40.140325543516298
8440,1,13233,A-19532,NW SW S02 T14N-R02E,9,2,14,2,1,102702010405.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Butler,Upper Big Blue,1D - Big Blue River,Struebing Reservoir,66.700000000000003,93.150000000000006,AF,5/22/2017 0:00:00,-97.172852673497772,41.210103776335963
8441,1,13236,A-19535,NW SW S30 T17N-R12W,9,30,17,12,2,102100070502.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),Fullerton Canal,Twin Loups Irrigation District,Greeley,Lower Loup,2A - Loup River,Davis Creek Reservoir,34.700000000000003,104.099999999999994,AF,6/5/2017 0:00:00,-98.748327849564234,41.415688329330962
8442,1,13235,A-19534,SE NW S02 T03N-R06E,4,2,3,6,1,102702020409.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Gage,Lower Big Blue,1D - Big Blue River,Flowing Springs Dam,10.500000000000000,33.500000000000000,AF,6/5/2017 0:00:00,-96.721155116245129,40.258049966105041
8443,1,13238,A-19537,SE NW S25 T06N-R04E,4,25,6,4,1,102702020205.000000000000000,Active,ST - Storage,,,Saline,Lower Big Blue,1D - Big Blue River,"Blue River, Big, Trib. To",,8.300000000000001,AF,6/12/2017 0:00:00,-96.925475422311592,40.460900467338092
8444,1,13213,A-19515,SW NW S25 T06N-R04E,3,25,6,4,1,102702020205.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Saline,Lower Big Blue,1D - Big Blue River,Dusenbery Reservoir,68.000000000000000,7.900000000000000,AF,4/17/2017 0:00:00,-96.928447136219376,40.461324892928936
8445,1,13234,A-19533,SE NW S02 T03N-R06E,4,2,3,6,1,102702020409.000000000000000,Active,SS - Supplemental Storage (an appropriation that has a prior appropriation for storage),,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big, Trib. To",,11.500000000000000,AF,6/5/2017 0:00:00,-96.720575952264284,40.256352712162418
8446,1,13245,A-15659AR,NW SE S04 T09N-R21W,13,4,9,21,2,102001010704.000000000000000,Active,TI - Transfer to Instream,,,Dawson,Central Platte,1A - Platte River,Strever Creek,45.500000000000000,0.650000000000000,CFS,6/19/1980 0:00:00,-99.720148820474236,40.779241175938388
8447,1,13244,A-19543,NE SE S29 T13N-R12W,14,29,13,12,2,102100030708.000000000000000,Active,IR - Irrigation from Natural Stream,,,Howard,Lower Loup,2A - Loup River,"Loup River, Middle",15.500000000000000,0.220000000000000,CFS,6/26/2017 0:00:00,-98.711326019772670,41.067872427078598
8448,1,13214,A-19516,SW NW S25 T06N-R04E,3,25,6,4,1,102702020205.000000000000000,Active,ST - Storage,,,Saline,Lower Big Blue,1D - Big Blue River,"Blue River, Big, Trib. To",,20.000000000000000,AF,4/17/2017 0:00:00,-96.928474605247942,40.461303783583688
8449,1,13240,A-19551,SW SE S27 T02N-R11E,15,27,2,11,1,102400070105.000000000000000,Active,IR - Irrigation from Natural Stream,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,Turkey Creek,242.699999999999989,3.470000000000000,CFS,7/27/2017 0:00:00,-96.166779928072245,40.105664751054533
8450,1,301,A-11292R,SW SW S20 T18N-R42W,11,20,18,42,2,101800091606.000000000000000,Active,IR - Irrigation from Natural Stream,,,Garden,North Platte,1A - Platte River,Blue Creek,60.000000000000000,0.850000000000000,CFS,12/18/1967 0:00:00,-102.193153743577014,41.512669930808926
8451,1,13222,A-19524,SW SW S26 T17N-R09E,11,26,17,9,1,102200031005.000000000000000,Active,WT - Wetlands,,,Dodge,Lower Platte North,2B - Elkhorn River and Salt Creek,"Rawhide Creek, Trib. To",,3.440000000000000,CFS,4/27/2017 0:00:00,-96.382532514311691,41.409563017369543
8452,1,13251,A-19554,NE SE S28 T32N-R04E,14,28,32,4,1,101701011502.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dixon,Lewis & Clark,2F - Upper Missouri River and Tributaries,Lime Creek,228.000000000000000,1.630000000000000,CFS,8/4/2017 0:00:00,-96.978776086278344,42.717255754105842
8453,1,13253,A-19555,NE SE S21 T02N-R14E,14,21,2,14,1,102400080401.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork",52.299999999999997,0.750000000000000,CFS,8/18/2017 0:00:00,-95.842004063403309,40.122501526803546
8454,1,13255,A-19550,SW SE S10 T19N-R18W,15,10,19,18,2,102100030406.000000000000000,Active,IR - Irrigation from Natural Stream,MLPP&ID Canal No. 1 and 2,Middle Loup Public Power & Irrigation District,Custer,Lower Loup,2A - Loup River,"Loup River, Middle",50.899999999999999,0.730000000000000,CFS,7/26/2017 0:00:00,-99.371364764922362,41.626888048522218
8455,1,13264,A19556,SE NE S04 T24N-R23W,8,4,24,23,2,102100060702.000000000000000,Active,NL - Irrigation from Natural Lake,,,Blaine,Upper Loup,2A - Loup River,Penny Poke Lake,235.000000000000000,2.000000000000000,CFS,8/10/2017 0:00:00,-99.977211383682302,42.082342562466351
8456,1,8281,A-4211R,LOT 06 S03 T34N-R18W,22,3,34,18,2,101500061103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Keya Paha,Lower Niobrara,2C - Niobrara River,Keya Paha River,19.600000000000001,0.280000000000000,CFS,2/24/1948 0:00:00,-99.415472748338175,42.945705513663228
8457,1,11003,A-9758BR,LOT 06 S03 T34N-R18W,22,3,34,18,2,101500061103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Keya Paha,Lower Niobrara,2C - Niobrara River,Keya Paha River,44.100000000000001,0.630000000000000,CFS,9/8/1959 0:00:00,-99.415472748338175,42.945705513663228
8458,1,11001,A-11669BR,LOT 06 S03 T34N-R18W,22,3,34,18,2,101500061103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Keya Paha,Lower Niobrara,2C - Niobrara River,Keya Paha River,87.799999999999997,1.250000000000000,CFS,3/14/1969 0:00:00,-99.415472748338175,42.945705513663228
8459,1,13254,A-19558,SE SW S32 T01N-R08E,12,32,1,8,1,102702050103.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Mission Creek,66.799999999999997,0.950000000000000,CFS,9/11/2017 0:00:00,-96.551194875380489,40.002574618593066
8460,1,4383,A-14365R,SE NW S14 T10N-R13E,4,14,10,13,1,102400010207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Cass,Lower Platte South,1F - Nemaha River and Lower Missouri River,Coal Creek,8.000000000000000,0.110000000000000,CFS,7/30/1976 0:00:00,-95.917351542240723,40.836818830927129
8461,1,13265,A-19562,NE SE S24 T18N-R09E,14,24,18,9,1,102200030906.000000000000000,Active,IR - Irrigation from Natural Stream,,,Washington,Papio-Missouri River,2B - Elkhorn River and Salt Creek,Bell Creek,141.599999999999994,2.020000000000000,CFS,9/15/2017 0:00:00,-96.352761346941818,41.516158055186395
8462,1,13212,A-19514,NE SE S34 T21N-R02W,14,34,21,2,2,102200030104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Madison,Lower Elkhorn,2B - Elkhorn River and Salt Creek,Union Creek,108.500000000000000,1.550000000000000,CFS,4/17/2017 0:00:00,-97.526814994531961,41.750081690906462
8463,1,13266,A-19564,NW SE S27 T02N-R04E,13,27,2,4,1,102702020501.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Indian Creek, Big",30.199999999999999,0.430000000000000,CFS,9/21/2017 0:00:00,-96.963166595077510,40.109941009490086
8464,1,13259,A-19557,LOT03 S09 T33N-R01W,19,9,33,1,2,101701011204.000000000000000,Active,DO - Domestic,,,Cedar,Lewis & Clark,2F - Upper Missouri River and Tributaries,Missouri River,1.400000000000000,0.050000000000000,CFS,9/8/2017 0:00:00,-97.435031275768480,42.847341559416755
8465,1,3341,A-8183B,NE NE S31 T09N-R03E,6,31,9,3,1,102702030608.000000000000000,Active,IR - Irrigation from Natural Stream,,,Seward,Upper Big Blue,1D - Big Blue River,"Blue River, Big, West Fork",101.000000000000000,0.720000000000000,CFS,9/27/1955 0:00:00,-97.124738462622560,40.709887108691468
8466,1,13269,A-19566A,NE NE S31 T09N-R03E,6,31,9,3,1,102702030608.000000000000000,Active,IR - Irrigation from Natural Stream,,,Seward,Upper Big Blue,1D - Big Blue River,"Blue River, Big, West Fork",168.000000000000000,1.200000000000000,CFS,10/11/2017 0:00:00,-97.124738462622560,40.709887108691468
8467,1,13271,A-19566B,SE SW S30 T09N-R03E,12,30,9,3,1,102702030608.000000000000000,Active,IR - Irrigation from Natural Stream,,,Seward,Upper Big Blue,1D - Big Blue River,"Blue River, Big, West Fork",12.400000000000000,0.180000000000000,CFS,10/11/2017 0:00:00,-97.130444824226359,40.714120844724398
8468,1,13273,A-19561,SE SE S10 T05N-R14E,16,10,5,14,1,102400060406.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,Willow Creek,129.400000000000006,1.850000000000000,CFS,9/15/2017 0:00:00,-95.820497589989046,40.410644105937465
8469,1,13274,A-19563,LOT02 S29 T34N-R14W,18,30,34,14,2,101500041512.000000000000000,Active,IR - Irrigation from Natural Stream,,,Boyd,Lower Niobrara,2C - Niobrara River,Keya Paha River,88.700000000000003,1.270000000000000,CFS,9/20/2017 0:00:00,-99.000121377537681,42.899088221606668
8470,1,12792,A-19103,NE SE S26 T19N-R09E,14,26,19,9,1,102200030906.000000000000000,Active,SI - Supplemental Irrigation (irrig. from reservoir on lands also covered by a natural flow appropriation),,,Washington,Papio-Missouri River,2B - Elkhorn River and Salt Creek,Stork Reservoir,136.800000000000011,58.159999999999997,AF,7/1/2013 0:00:00,-96.369097197477359,41.588311623242468
8471,1,962,A-14171,NW NW S30 T01N-R38W,1,30,1,38,2,102500021109.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dundy,Upper Republican,1B - Republican River,Republican River,43.100000000000001,0.620000000000000,CFS,4/12/1976 0:00:00,-101.660441036313358,40.031879759043846
8472,1,961,A-3221,NW NW S30 T01N-R38W,1,30,1,38,2,102500021109.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dundy,Upper Republican,1B - Republican River,Republican River,102.900000000000006,1.210000000000000,CFS,7/29/1940 0:00:00,-101.660441036313358,40.031879759043846
8473,1,13279,A-19568,SW NE S29 T06N-R04E,7,29,6,4,1,102702040309.000000000000000,Active,IR - Irrigation from Natural Stream,,,Saline,Lower Big Blue,1D - Big Blue River,Turkey Creek,43.000000000000000,0.310000000000000,CFS,10/16/2017 0:00:00,-96.998221417489717,40.461283934248875
8474,1,13280,A-19565,NW SE S24 T08N-R12E,13,24,8,12,1,102400060304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Otoe,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Little, North Fork",146.900000000000006,2.100000000000000,CFS,10/10/2017 0:00:00,-96.019292671696846,40.646204419861355
8475,1,13276,A-6426A,SW NW S08 T14N-R31W,3,8,14,31,2,101800140807.000000000000000,Active,IR - Irrigation from Natural Stream,,,Lincoln,Twin Platte,1A - Platte River,North Platte River,98.700000000000003,1.160000000000000,CFS,7/15/1954 0:00:00,-100.904993312702786,41.201104471457498
8476,1,13281,A-19567,LOT08 S31 T06N-R16E,24,31,6,16,1,102400050102.000000000000000,Active,WT - Wetlands,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,Honey Creek,,3.340000000000000,CFS,10/12/2017 0:00:00,-95.664991347344667,40.441311662667275
8477,1,3650,A-6756,SW NE S29 T06N-R04E,7,29,6,4,1,102702040309.000000000000000,Active,IR - Irrigation from Natural Stream,,,Saline,Lower Big Blue,1D - Big Blue River,Turkey Creek,10.000000000000000,0.070000000000000,CFS,10/14/1954 0:00:00,-96.998288601787564,40.461291668467140
8478,1,13282,A-19569,SW NW S28 T03N-R03E,3,28,3,3,1,102702020301.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Jefferson,Lower Big Blue,1D - Big Blue River,Schmidt Ag Irrigation Pond,167.000000000000000,48.500000000000000,AF,10/16/2017 0:00:00,-97.097961370009841,40.199266925910223
8479,1,13285,A-19406B,SE NW S30 T33N-R11W,4,30,33,11,2,101500070504.000000000000000,Active,IF - Instream Flow,,,Holt,Lower Niobrara,2C - Niobrara River,Niobrara River,,2270.000000000000000,CFS,12/4/2015 0:00:00,-98.656328151680185,42.809366966920095
8480,1,13286,A-19406C,SE NW S30 T33N-R11W,4,30,33,11,2,101500070504.000000000000000,Active,IF - Instream Flow,,,Holt,Lower Niobrara,2C - Niobrara River,Niobrara River,,2270.000000000000000,CFS,12/4/2015 0:00:00,-98.656328151680185,42.809366966920095
8481,1,13287,A-19406D,SE NW S30 T33N-R11W,4,30,33,11,2,101500070504.000000000000000,Active,IF - Instream Flow,,,Holt,Lower Niobrara,2C - Niobrara River,Niobrara River,,1765.000000000000000,CFS,12/4/2015 0:00:00,-98.656328151680185,42.809366966920095
8482,1,13288,A-19406E,SE NW S30 T33N-R11W,4,30,33,11,2,101500070504.000000000000000,Active,IF - Instream Flow,,,Holt,Lower Niobrara,2C - Niobrara River,Niobrara River,,1969.000000000000000,CFS,12/4/2015 0:00:00,-98.656328151680185,42.809366966920095
8483,1,13283,A-19570,SW NW S28 T03N-R03E,3,28,3,3,1,102702020301.000000000000000,Active,ST - Storage,,,Jefferson,Lower Big Blue,1D - Big Blue River,"Cub Creek, Trib. To",,48.500000000000000,AF,10/16/2017 0:00:00,-97.097961370009841,40.199266925910223
8484,1,634,A-17695,NW SW S03 T14N-R38W,9,3,14,38,2,101800140406.000000000000000,Active,FW - Fish and wildlife,,,Keith,Twin Platte,1A - Platte River,Kingsley Reservoir,,215000.000000000000000,AF,8/28/1998 0:00:00,-101.668706978016232,41.211732047168169
8485,1,13290,A-19579,NW SW S31 T31N-R04W,9,31,31,4,2,101701010705.000000000000000,Active,IR - Irrigation from Natural Stream,,,Knox,Lewis & Clark,2F - Upper Missouri River and Tributaries,"Bazile Creek, Trib. To",75.299999999999997,1.080000000000000,CFS,12/21/2017 0:00:00,-97.834842782790020,42.617594729706788
8486,1,10638,A18613R,NE SE S24 T18N-R09E,14,24,18,9,1,102200030906.000000000000000,Active,IR - Irrigation from Natural Stream,,,Washington,Papio-Missouri River,2B - Elkhorn River and Salt Creek,Bell Creek,111.700000000000003,1.600000000000000,CFS,9/4/2008 0:00:00,-96.352761346941818,41.516158055186395
8487,1,13291,A-19571,NE SW S01 T06N-R08E,10,1,6,8,1,102400080104.000000000000000,Active,FL - Flood Control,,,Gage,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, North Fork, Trib. To",,21.000000000000000,AF,10/30/2017 0:00:00,-96.477557594224436,40.513738089863395
8488,1,3347,A-8496R,NE NE S31 T09N-R03E,6,31,9,3,1,102702030608.000000000000000,Active,IR - Irrigation from Natural Stream,,,Seward,Upper Big Blue,1D - Big Blue River,"Blue River, Big, West Fork",67.000000000000000,0.480000000000000,CFS,4/19/1956 0:00:00,-97.124738462622560,40.709887108691468
8489,1,13292,A-19572A,SW SW S29 T03N-R07E,11,29,3,7,1,102702020603.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",75.200000000000003,1.070000000000000,CFS,11/16/2017 0:00:00,-96.668144600989493,40.192887946995363
8490,1,13293,A-19572B,SW SW S29 T03N-R07E,11,29,3,7,1,102702020603.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",72.599999999999994,1.040000000000000,CFS,11/29/2017 0:00:00,-96.668144600989493,40.192887946995363
8491,1,13294,A-19573,SW SE S01 T14N-R09E,15,1,14,9,1,102002020105.000000000000000,Active,WT - Wetlands,,,Saunders,Lower Platte North,2B - Elkhorn River and Salt Creek,Platte River,1.000000000000000,0.110000000000000,CFS,11/30/2017 0:00:00,-96.355228317035440,41.206705282583350
8492,1,13295,A-19574,NW SW S23 T29N-R03E,9,23,29,3,1,102200040205.000000000000000,Active,IR - Irrigation from Natural Stream,,,Cedar,Lower Elkhorn,2B - Elkhorn River and Salt Creek,"Logan Creek, North",195.199999999999989,2.790000000000000,CFS,11/27/2017 0:00:00,-97.053066355589792,42.471090013373853
8493,1,13239,A-19538,SW NW S25 T06N-R04E,3,25,6,4,1,102702020205.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Saline,Lower Big Blue,1D - Big Blue River,Dusenbery Reservoir East,68.000000000000000,8.300000000000001,AF,6/12/2017 0:00:00,-96.928474605247942,40.461303783583688
8494,1,3651,A-6635R,SW NE S29 T06N-R04E,7,29,6,4,1,102702040309.000000000000000,Active,IR - Irrigation from Natural Stream,,,Saline,Lower Big Blue,1D - Big Blue River,Turkey Creek,33.000000000000000,0.240000000000000,CFS,8/24/1954 0:00:00,-96.998221417489717,40.461283934248875
8495,1,13296,A-19575,SW SE S16 T31N-R52W,15,16,31,52,2,101402010201.000000000000000,Active,ST - Storage,,,Dawes,Upper Niobrara-White,2D - White River and White Clay Creek,"Bozle Creek, Trib. To",,33.600000000000001,AF,12/5/2017 0:00:00,-103.428863834676932,42.656697502320860
8496,1,13297,A-19576,SW NW S16 T31N-R52W,3,16,31,52,2,101402010203.000000000000000,Active,ST - Storage,,,Dawes,Upper Niobrara-White,2D - White River and White Clay Creek,"Cherry Creek, Trib. To",,20.600000000000001,AF,12/5/2017 0:00:00,-103.441685493757547,42.664666953709940
8497,1,4413,D-1062,NW SE S25 T06N-R15E,13,25,6,15,1,102400050102.000000000000000,Active,IR - Irrigation from Natural Stream,,,Nemaha,Nemaha,1F - Nemaha River and Lower Missouri River,Missouri River,289.199999999999989,4.140000000000000,CFS,7/1/1971 0:00:00,-95.674355569497862,40.454635202205239
8498,1,13277,A-6426BR,SE NE S08 T14N-R31W,8,8,14,31,2,101800140807.000000000000000,Active,IR - Irrigation from Natural Stream,,,Lincoln,Twin Platte,1A - Platte River,North Platte River,35.700000000000003,0.420000000000000,CFS,7/15/1954 0:00:00,-100.891130161480461,41.201856131314848
8499,1,13278,A-6426CR,SE NE S08 T14N-R31W,8,8,14,31,2,101800140806.000000000000000,Active,IR - Irrigation from Natural Stream,,,Lincoln,Twin Platte,1A - Platte River,North Platte River,33.899999999999999,0.400000000000000,CFS,7/15/1954 0:00:00,-100.891130161480461,41.201856131314848
8500,1,13301,A-19581,NE SE S08 T02N-R02W,14,8,2,2,2,102702061004.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,"Blue River, Little",711.600000000000023,10.900000000000000,CFS,1/8/2018 0:00:00,-97.559880754449011,40.153688978464977
8501,1,13303,A-19582,NE SW S06 T10N-R13E,10,6,10,13,1,102400010203.000000000000000,Active,IR - Irrigation from Natural Stream,,,Cass,Lower Platte South,1F - Nemaha River and Lower Missouri River,"Weeping Water Creek, North Branch",74.799999999999997,1.070000000000000,CFS,2/12/2018 0:00:00,-96.000891290685530,40.863088455674344
8502,1,13304,A-19587,SW SE S34 T30N-R01E,15,34,30,1,1,101701011101.000000000000000,Active,IR - Irrigation from Natural Stream,,,Cedar,Lewis & Clark,2F - Upper Missouri River and Tributaries,Pearl Creek,43.899999999999999,0.630000000000000,CFS,3/9/2018 0:00:00,-97.294553346738496,42.527041237349650
8503,1,13305,A-11428A,NW SW S34 T30N-R05W,9,34,30,5,2,101701010704.000000000000000,Active,IR - Irrigation from Natural Stream,,,Knox,Lewis & Clark,2F - Upper Missouri River and Tributaries,Bazile Creek,18.600000000000001,0.270000000000000,CFS,5/22/1968 0:00:00,-97.894715724436580,42.528670677642268
8504,1,13306,A-11428B,NW SW S34 T30N-R05W,9,34,30,5,2,101701010704.000000000000000,Active,IR - Irrigation from Natural Stream,,,Knox,Lewis & Clark,2F - Upper Missouri River and Tributaries,Bazile Creek,30.300000000000001,0.430000000000000,CFS,5/22/1968 0:00:00,-97.894715724436580,42.528670677642268
8505,1,13307,A-11428C,NW SW S34 T30N-R05W,9,34,30,5,2,101701010704.000000000000000,Active,IR - Irrigation from Natural Stream,,,Knox,Lewis & Clark,2F - Upper Missouri River and Tributaries,Bazile Creek,5.100000000000000,0.070000000000000,CFS,5/22/1968 0:00:00,-97.894715724436580,42.528670677642268
8506,1,13243,A-19541,NE SE S36 T15N-R10E,14,36,15,10,1,102300060103.000000000000000,Active,ST - Storage,,,Douglas,Papio-Missouri River,2F - Upper Missouri River and Tributaries,Boxelder Creek,,151.000000000000000,AF,6/21/2017 0:00:00,-96.238582994624210,41.226343303781022
8507,1,13308,A-19583,NE SW S12 T33N-R14W,10,12,33,14,2,101500070103.000000000000000,Active,DO - Domestic,,,Holt,Lower Niobrara,2C - Niobrara River,"Sandy Creek, Big",,0.010000000000000,CFS,2/26/2018 0:00:00,-98.912722917156771,42.847499432094018
8508,1,13309,A-19584,NE SW S23 T33N-R14W,10,23,33,14,2,101500070103.000000000000000,Active,DO - Domestic,,,Holt,Lower Niobrara,2C - Niobrara River,"Sandy Creek, Big",,0.010000000000000,CFS,2/26/2018 0:00:00,-98.936183879612258,42.817852548534937
8509,1,13311,A-19585,SE SW S20 T14N-R12E,12,20,14,12,1,102300060104.000000000000000,Active,ST - Storage,,,Sarpy,Papio-Missouri River,2F - Upper Missouri River and Tributaries,Schram Creek,,237.800000000000011,AF,3/2/2018 0:00:00,-96.091999148360998,41.165276096843279
8510,1,13312,A-19586,NW NW S28 T14N-R12E,1,28,14,12,1,102300060104.000000000000000,Active,ST - Storage,,,Sarpy,Papio-Missouri River,2F - Upper Missouri River and Tributaries,"Papillion Creek, West, Trib. To",,71.200000000000003,AF,3/2/2018 0:00:00,-96.078961277363859,41.161730229889216
8511,1,13318,A-19588,NW NW S19 T31N-R52W,1,19,31,52,2,101402010108.000000000000000,Active,ST - Storage,,,Dawes,Upper Niobrara-White,2D - White River and White Clay Creek,"White River, Trib. To",,15.180000000000000,AF,3/13/2018 0:00:00,-103.476178744555838,42.652190054149500
8512,1,13316,A-14680A,SW NW S29 T18N-R09E,3,29,18,9,1,102200031004.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dodge,Lower Elkhorn,2B - Elkhorn River and Salt Creek,Elkhorn River,65.700000000000003,0.940000000000000,CFS,2/2/1977 0:00:00,-96.441575263586060,41.503562908586510
8513,1,13317,A-14680B,SW NW S29 T18N-R09E,3,29,18,9,1,102200031004.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dodge,Lower Elkhorn,2B - Elkhorn River and Salt Creek,Elkhorn River,18.300000000000001,0.260000000000000,CFS,2/2/1977 0:00:00,-96.441575263586060,41.503562908586510
8514,1,13319,A-19589,NW NW S18 T06N-R03E,1,18,6,3,1,102702040203.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Saline,Lower Big Blue,1D - Big Blue River,Hayek Farm Pond,79.000000000000000,15.100000000000000,AF,3/19/2018 0:00:00,-97.139091315964308,40.493641215053991
8515,1,13320,A-19590,NW NW S18 T06N-R03E,1,18,6,3,1,102702040203.000000000000000,Active,ST - Storage,,,Saline,Lower Big Blue,1D - Big Blue River,"Swan Creek, North Fork, Trib. To",,15.100000000000000,AF,3/19/2018 0:00:00,-97.139091315964308,40.493641215053991
8516,1,13322,A-19592,NW SW S25 T31N-R04E,9,26,31,4,1,101701011304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dixon,Lewis & Clark,2F - Upper Missouri River and Tributaries,Aowa Creek,186.699999999999989,2.670000000000000,CFS,3/20/2018 0:00:00,-96.913461741150925,42.631049195557502
8517,1,13321,A-19591,SE SE S30 T31N-R05E,16,30,31,5,1,101701011304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dixon,Lewis & Clark,2F - Upper Missouri River and Tributaries,"Aowa Creek, Trib. To",134.599999999999994,1.920000000000000,CFS,3/20/2018 0:00:00,-96.882256118931650,42.628742838829588
8518,1,7180,A-3155,NE NW S29 T18N-R09E,2,29,18,9,1,102200031004.000000000000000,Active,IR - Irrigation from Natural Stream,,,Dodge,Lower Elkhorn,2B - Elkhorn River and Salt Creek,Elkhorn River,30.399999999999999,0.220000000000000,CFS,5/10/1940 0:00:00,-96.436540515854759,41.506120059672313
8519,1,13329,A-5183DR,NE NW S34 T30N-R29W,2,34,3,29,2,102500040708.000000000000000,Active,IR - Irrigation from Natural Stream,,,Red Willow,Middle Republican,1B - Republican River,Republican River,21.699999999999999,0.210000000000000,CFS,2/25/1953 0:00:00,-100.586236743201454,40.190227111197053
8520,1,13326,A-5183A,SE NW S33 T03N-R29W,4,33,3,29,2,102500040708.000000000000000,Active,IR - Irrigation from Natural Stream,,,Red Willow,Middle Republican,1B - Republican River,Republican River,88.099999999999994,0.860000000000000,CFS,2/25/1953 0:00:00,-100.602121012506174,40.185698908064019
