AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCVPopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,OwnerClassificationCV,PopulationServed
A-88R,NEDNR_Water Rights,NEDNR,NEwr_S9516,NEDNR_Allocation,,,,,,,,,,Active,,1895-07-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8904,NEDNR_Water Rights,NEDNR,"NEwr_S8745,NEwr_S8746,NEwr_S8744,NEwr_S8747",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8905,NEDNR_Water Rights,NEDNR,NEwr_S2152,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8907,NEDNR_Water Rights,NEDNR,"NEwr_S2175,NEwr_S2176",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8910,NEDNR_Water Rights,NEDNR,"NEwr_S2158,NEwr_S2159,NEwr_S2160",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8911,NEDNR_Water Rights,NEDNR,NEwr_S1003,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8912,NEDNR_Water Rights,NEDNR,NEwr_S2164,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8917A,NEDNR_Water Rights,NEDNR,NEwr_S979,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8917B,NEDNR_Water Rights,NEDNR,NEwr_S980,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8918,NEDNR_Water Rights,NEDNR,NEwr_S2157,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-892,NEDNR_Water Rights,NEDNR,NEwr_S7920,NEDNR_Allocation,,,,,,,,,,Active,,1908-03-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8921,NEDNR_Water Rights,NEDNR,NEwr_S2156,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8925,NEDNR_Water Rights,NEDNR,"NEwr_S2148,NEwr_S2149",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8926A,NEDNR_Water Rights,NEDNR,"NEwr_S9872,NEwr_S9873",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8926B,NEDNR_Water Rights,NEDNR,NEwr_S9871,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8928,NEDNR_Water Rights,NEDNR,"NEwr_S2210,NEwr_S2212,NEwr_S2211,NEwr_S2209",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8930,NEDNR_Water Rights,NEDNR,"NEwr_S12137,NEwr_S12136",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8935R,NEDNR_Water Rights,NEDNR,"NEwr_S5123,NEwr_S5122,NEwr_S5124,NEwr_S5121",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8937,NEDNR_Water Rights,NEDNR,"NEwr_S2889,NEwr_S2890",NEDNR_Allocation,,,,,,,,,,Active,,1956-10-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8939,NEDNR_Water Rights,NEDNR,NEwr_S3940,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-30,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8942,NEDNR_Water Rights,NEDNR,NEwr_S2221,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-30,,09/30,04/01,,43.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8946,NEDNR_Water Rights,NEDNR,NEwr_S2220,NEDNR_Allocation,,,,,,,,,,Active,,1956-10-31,,09/30,04/01,,54.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8949,NEDNR_Water Rights,NEDNR,NEwr_S983,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8953,NEDNR_Water Rights,NEDNR,NEwr_S2213,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8954,NEDNR_Water Rights,NEDNR,NEwr_S10728,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8955,NEDNR_Water Rights,NEDNR,"NEwr_S1000,NEwr_S999",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8961,NEDNR_Water Rights,NEDNR,"NEwr_S4072,NEwr_S4074,NEwr_S4073",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8964,NEDNR_Water Rights,NEDNR,"NEwr_S8890,NEwr_S8891",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8968,NEDNR_Water Rights,NEDNR,NEwr_S3802,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8976,NEDNR_Water Rights,NEDNR,"NEwr_S2202,NEwr_S2204,NEwr_S2203",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-897R,NEDNR_Water Rights,NEDNR,NEwr_S7824,NEDNR_Allocation,,,,,,,,,,Active,,1908-04-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8983,NEDNR_Water Rights,NEDNR,NEwr_S11848,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-19,,09/30,04/01,,20.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8984,NEDNR_Water Rights,NEDNR,"NEwr_S2224,NEwr_S2225",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8986R,NEDNR_Water Rights,NEDNR,NEwr_S1152,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8987,NEDNR_Water Rights,NEDNR,"NEwr_S10713,NEwr_S10712,NEwr_S10711,NEwr_S10710",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8988,NEDNR_Water Rights,NEDNR,"NEwr_S2207,NEwr_S2208,NEwr_S2206",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8996,NEDNR_Water Rights,NEDNR,"NEwr_S3926,NEwr_S3925",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8999,NEDNR_Water Rights,NEDNR,"NEwr_S2132,NEwr_S2133",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-8R,NEDNR_Water Rights,NEDNR,"NEwr_S6688,NEwr_S6687",NEDNR_Allocation,,,,,,,,,,Active,,1895-06-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9001,NEDNR_Water Rights,NEDNR,NEwr_S5347,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9002,NEDNR_Water Rights,NEDNR,NEwr_S6027,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9003,NEDNR_Water Rights,NEDNR,"NEwr_S2128,NEwr_S2127",NEDNR_Allocation,,,,,,,,,,Active,,1956-11-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9006B,NEDNR_Water Rights,NEDNR,NEwr_S1116,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9007,NEDNR_Water Rights,NEDNR,NEwr_S5348,NEDNR_Allocation,,,,,,,,,,Active,,1956-11-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9013,NEDNR_Water Rights,NEDNR,NEwr_S2131,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-03,,09/30,04/01,,8.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9015,NEDNR_Water Rights,NEDNR,NEwr_S2126,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9017,NEDNR_Water Rights,NEDNR,NEwr_S5047,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9018,NEDNR_Water Rights,NEDNR,NEwr_S2130,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9024,NEDNR_Water Rights,NEDNR,NEwr_S2119,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9028,NEDNR_Water Rights,NEDNR,"NEwr_S2124,NEwr_S2123",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9029,NEDNR_Water Rights,NEDNR,"NEwr_S8629,NEwr_S8628",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9030,NEDNR_Water Rights,NEDNR,"NEwr_S2145,NEwr_S2144,NEwr_S2147,NEwr_S2146",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9031,NEDNR_Water Rights,NEDNR,"NEwr_S2142,NEwr_S2143",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9042,NEDNR_Water Rights,NEDNR,NEwr_S9954,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9047,NEDNR_Water Rights,NEDNR,"NEwr_S2154,NEwr_S2153",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9051,NEDNR_Water Rights,NEDNR,NEwr_S5996,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9052,NEDNR_Water Rights,NEDNR,"NEwr_S8775,NEwr_S8778,NEwr_S8779,NEwr_S8777,NEwr_S8776",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9053R,NEDNR_Water Rights,NEDNR,NEwr_S1269,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9057,NEDNR_Water Rights,NEDNR,"NEwr_S69,NEwr_S68",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9059,NEDNR_Water Rights,NEDNR,NEwr_S2141,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9063,NEDNR_Water Rights,NEDNR,"NEwr_S2182,NEwr_S2181",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9065,NEDNR_Water Rights,NEDNR,NEwr_S7516,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9067,NEDNR_Water Rights,NEDNR,NEwr_S2137,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9068,NEDNR_Water Rights,NEDNR,NEwr_S2161,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9073,NEDNR_Water Rights,NEDNR,"NEwr_S7855,NEwr_S7853,NEwr_S7854",NEDNR_Allocation,,,,,,,,,,Active,,1956-12-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9075,NEDNR_Water Rights,NEDNR,NEwr_S2174,NEDNR_Allocation,,,,,,,,,,Active,,1956-12-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9089,NEDNR_Water Rights,NEDNR,"NEwr_S2169,NEwr_S2167,NEwr_S2170,NEwr_S2168",NEDNR_Allocation,,,,,,,,,,Active,,1957-01-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9090,NEDNR_Water Rights,NEDNR,NEwr_S2136,NEDNR_Allocation,,,,,,,,,,Active,,1957-01-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9092,NEDNR_Water Rights,NEDNR,NEwr_S10601,NEDNR_Allocation,,,,,,,,,,Active,,1957-01-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9100,NEDNR_Water Rights,NEDNR,"NEwr_S2180,NEwr_S2179,NEwr_S2178",NEDNR_Allocation,,,,,,,,,,Active,,1957-01-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9104,NEDNR_Water Rights,NEDNR,"NEwr_S2150,NEwr_S2151",NEDNR_Allocation,,,,,,,,,,Active,,1957-01-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9108,NEDNR_Water Rights,NEDNR,NEwr_S7218,NEDNR_Allocation,,,,,,,,,,Active,,1957-01-17,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9116,NEDNR_Water Rights,NEDNR,NEwr_S2162,NEDNR_Allocation,,,,,,,,,,Active,,1957-01-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9124,NEDNR_Water Rights,NEDNR,NEwr_S2177,NEDNR_Allocation,,,,,,,,,,Active,,1957-01-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9125,NEDNR_Water Rights,NEDNR,NEwr_S2183,NEDNR_Allocation,,,,,,,,,,Active,,1957-01-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9130,NEDNR_Water Rights,NEDNR,NEwr_S4671,NEDNR_Allocation,,,,,,,,,,Active,,1957-01-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9140A,NEDNR_Water Rights,NEDNR,"NEwr_S188,NEwr_S191,NEwr_S189,NEwr_S190",NEDNR_Allocation,,,,,,,,,,Active,,1957-01-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9140B,NEDNR_Water Rights,NEDNR,"NEwr_S195,NEwr_S192,NEwr_S194,NEwr_S193",NEDNR_Allocation,,,,,,,,,,Active,,1957-01-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9148,NEDNR_Water Rights,NEDNR,"NEwr_S2171,NEwr_S2172",NEDNR_Allocation,,,,,,,,,,Active,,1957-01-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9163,NEDNR_Water Rights,NEDNR,NEwr_S10589,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9169,NEDNR_Water Rights,NEDNR,NEwr_S11563,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-05,,09/30,04/01,,65.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9173,NEDNR_Water Rights,NEDNR,"NEwr_S8560,NEwr_S8557,NEwr_S8561,NEwr_S8559,NEwr_S8558",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-07,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9177,NEDNR_Water Rights,NEDNR,"NEwr_S10741,NEwr_S10740",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9181,NEDNR_Water Rights,NEDNR,NEwr_S4454,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-12,,09/30,04/01,,385.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9185,NEDNR_Water Rights,NEDNR,NEwr_S2115,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9187,NEDNR_Water Rights,NEDNR,"NEwr_S905,NEwr_S906",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-918A,NEDNR_Water Rights,NEDNR,NEwr_S242,NEDNR_Allocation,,,,,,,,,,Active,,1908-10-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-918B,NEDNR_Water Rights,NEDNR,NEwr_S243,NEDNR_Allocation,,,,,,,,,,Active,,1908-10-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9190,NEDNR_Water Rights,NEDNR,NEwr_S2111,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-13,,09/30,04/01,,25.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9193,NEDNR_Water Rights,NEDNR,"NEwr_S2121,NEwr_S2120",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9202,NEDNR_Water Rights,NEDNR,NEwr_S11030,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9213,NEDNR_Water Rights,NEDNR,NEwr_S7555,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9214,NEDNR_Water Rights,NEDNR,NEwr_S10049,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9222,NEDNR_Water Rights,NEDNR,"NEwr_S8784,NEwr_S8785,NEwr_S8786",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9225,NEDNR_Water Rights,NEDNR,"NEwr_S2118,NEwr_S2116,NEwr_S2117",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9226A,NEDNR_Water Rights,NEDNR,NEwr_S7435,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9226B,NEDNR_Water Rights,NEDNR,NEwr_S7436,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9238,NEDNR_Water Rights,NEDNR,"NEwr_S2895,NEwr_S2894",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9239R,NEDNR_Water Rights,NEDNR,NEwr_S6305,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-21,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-924,NEDNR_Water Rights,NEDNR,NEwr_S6275,NEDNR_Allocation,,,,,,,,,,Active,,1908-12-12,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9246,NEDNR_Water Rights,NEDNR,NEwr_S10166,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9249,NEDNR_Water Rights,NEDNR,NEwr_S2112,NEDNR_Allocation,,,,,,,,,,Active,,1957-02-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9256,NEDNR_Water Rights,NEDNR,"NEwr_S7320,NEwr_S7321",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9257A,NEDNR_Water Rights,NEDNR,"NEwr_S2232,NEwr_S2233,NEwr_S2229,NEwr_S2231,NEwr_S2230",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-9257B,NEDNR_Water Rights,NEDNR,"NEwr_S2234,NEwr_S2237,NEwr_S2236,NEwr_S2238,NEwr_S2235",NEDNR_Allocation,,,,,,,,,,Active,,1957-02-26,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
