FID_1,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,SHAPE_Leng,Shape__Are,Shape__Len,Shape_Length,Shape_Area,Longitude,Latitude
1100,Camp Atoka, ,Camp Atoka,NC,1674,0,UTAH29041,https://waterlink.utah.gov/deqWater/reports.html?systemId=219, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/18/2017 0:00,ADAMCLARK,10/18/2017 0:00,1050.324664,53950.61292,1050.324664,1050.324664,53950.61285,-111.6899225,41.26378817
1101,Magpie Campground, ,Magpie Campground,NP,1669,0,UTAH29036,https://waterlink.utah.gov/deqWater/reports.html?systemId=904, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/18/2017 0:00,ADAMCLARK,10/18/2017 0:00,821.8499802,18105.91626,821.8499802,821.8499802,18105.91655,-111.665554,41.2708077
1102,Mount Ogden Stake Camp, ,Mount Ogden Stake Camp,NP,1685,0,UTAH29058,https://waterlink.utah.gov/deqWater/reports.html?systemId=1018, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/18/2017 0:00,ADAMCLARK,10/18/2017 0:00,514.9186342,14328.2146,514.9186342,514.9186342,14328.21445,-111.6570906,41.28018952
1103,South Fork Complex, ,South Fork Complex,NC,1671,0,UTAH29038,https://waterlink.utah.gov/deqWater/reports.html?systemId=1381, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/18/2017 0:00,ADAMCLARK,10/18/2017 0:00,1222.255063,60233.80298,1222.255063,1222.255063,60233.8028,-111.6541302,41.28146362
1104,Perception Park Campground, , ,NC,2163,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/24/2017 0:00,ADAMCLARK,10/24/2017 0:00,914.2943659,42010.12439,914.2943659,914.2943659,42010.1243,-111.6391453,41.28965971
1105,Upper Meadows Campground, , ,NC,2164,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/24/2017 0:00,ADAMCLARK,10/24/2017 0:00,551.0852194,17651.97571,551.0852194,551.0852194,17651.9756,-111.6355428,41.29078773
1106,Weber County Memorial Park-East, ,Weber County Memorial Park-East,NC,1696,0,UTAH29078,https://waterlink.utah.gov/deqWater/reports.html?systemId=1639, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,2231.155621,189399.838,2231.155621,2231.155621,189399.8382,-111.5983486,41.29565462
1107,Red Rock Cafe, ,Red Rock Cafe,NTNC,1692,0,UTAH29069,https://waterlink.utah.gov/deqWater/reports.html?systemId=1233, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,234.5286249,3037.087769,234.5286249,234.5286249,3037.0877,-111.6194219,41.29738904
1108,Causey Estates,Causey Estates,Causey Estates,NC,1679,10880,UTAH29047,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10880, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,14603.95341,2136355.59,14603.95341,14603.95341,2136355.59,-111.5778956,41.26791499
1109,Camp Kiesel - Browning, ,Camp Kiesel - Browning,NC,1675,0,UTAH29042,https://waterlink.utah.gov/deqWater/reports.html?systemId=227, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,2312.829751,83718.17224,2312.829751,2312.829751,83718.1724,-111.5752919,41.31539667
1110,Camp Browning, ,Camp Browning,NP,1707,0,UTAH29091,https://waterlink.utah.gov/deqWater/reports.html?systemId=222, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,871.6568337,33250.33081,871.6568337,871.6568337,33250.33075,-111.5762745,41.31965723
1111,Eagles Family Meadows, ,Eagles Trailerpark,NC,1681,0,UTAH29050,https://waterlink.utah.gov/deqWater/reports.html?systemId=582, , ,Utah,Weber,Weber River,2/1/2008,Ogden Valley,02-01-08a,Ogden Valley,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,8913.00933,4369603.972,8913.00933,8913.00933,4369603.972,-111.6351633,41.31179298
1112,Snowbasin Resort,Snowbasin Resort Company,Snowbasin Resort,NTNC,1693,11059,UTAH29071,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11059, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,4565.438758,436241.2533,4565.438758,4565.438758,436241.2535,-111.8569114,41.21690967
1113,Cold Water Canyon, ,Cold Water Canyon,NC,1695,0,UTAH29077,https://waterlink.utah.gov/deqWater/reports.html?systemId=469, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,408.3978447,6040.421265,408.3978447,408.3978447,6040.4212,-111.9044073,41.2400296
1114,Box Elder Campground, ,Box Elder Campground,NC,2440,0,UTAH02023,https://waterlink.utah.gov/deqWater/reports.html?systemId=169, , ,Utah,Box Elder,Bear River,1/1/2007,Brigham City,01-01-07a,Brigham City,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,1167.504591,62322.46667,1167.504591,1167.504591,62322.4664,-111.9503,41.49429784
1115,North Ogden Bi-Centennial Park, ,North Ogden Bi-Centennial Park,NC,1720,0,UTAH29104,https://waterlink.utah.gov/deqWater/reports.html?systemId=1062, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,250.8146693,3525.676636,250.8146693,250.8146693,3525.6768,-111.9693417,41.30692345
1116,Compass Minerals Ogden Inc,Compass Minerals Ogden Inc, ,NTNC,2361,2136, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2136, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/25/2017 0:00,ADAMCLARK,9/5/2019 0:00,4426.764955,777491.2565,4426.764955,4426.764955,777491.2566,-112.2310714,41.28086536
1117,"Western Zirconium, Inc.", ,"Western Zirconium, Inc.",NP,2362,0,UTAH29079,https://waterlink.utah.gov/deqWater/reports.html?systemId=1662, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/25/2017 0:00,ADAMCLARK,10/25/2017 0:00,1962.925067,224619.6831,1962.925067,1962.925067,224619.6831,-112.2308537,41.26150176
1118,Jewett-Cameron Lumber, , ,NC,2165,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/26/2017 0:00,ADAMCLARK,10/26/2017 0:00,2542.330166,269901.8899,2542.330166,2542.330166,269901.8901,-112.2070313,41.25012847
1119,Granite Construction,Granite Construction Company of Utah, ,NTNC,2465,2134, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2134, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/26/2017 0:00,ADAMCLARK,10/26/2017 0:00,1626.331855,122322.6078,1626.331855,1626.331855,122322.6078,-112.028329,41.23858504
1120,Jack B. Parson Co., , ,NTNC,2354,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/26/2017 0:00,ADAMCLARK,10/26/2017 0:00,2225.217986,265173.5675,2225.217986,2225.217986,265173.5675,-112.0212122,41.22509167
1121,Geneva Rock (South Weber),Geneva Rock (South Weber), ,NTNC,2462,11598, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=11598, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,9/9/2019 0:00,2460.157468,356779.2458,2460.157468,2460.157468,356779.2455,-111.9061339,41.13237122
1122,Staker & Parson Companies (South Weber),Staker & Parson Companies (South Weber), ,NTNC,2135,2161, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2161, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,9/12/2019 0:00,3710.900355,852894.0935,3710.900355,3710.900355,852894.0939,-111.9166307,41.13091917
1123,Wasatch Energy Systems, , ,NTNC,2137,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,1028.639102,63285.58679,1028.639102,1028.639102,63285.58695,-111.9554923,41.10917571
1124,Union Pacific Railroad, , ,NC,2136,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,8158.107188,3325764.12,8158.107188,8158.107188,3325764.12,-112.0309679,41.09739481
1125,Antelope Island - North, ,Antelope Island - North,NC,282,0,UTAH06023,https://waterlink.utah.gov/deqWater/reports.html?systemId=36, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,225.2156076,2831.367676,225.2156076,225.2156076,2831.36765,-112.12045,41.08904002
1126,Lagoon Investment Co.,Lagoon Investment Company,Lagoon Investment Company,NTNC,294,2002,UTAH06043,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2002, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,2128.603519,287686.7256,2128.603519,2128.603519,287686.7255,-111.8949512,40.98541542
1127,Sunset Campground, ,Sunset Campground,NC,287,0,UTAH06028,https://waterlink.utah.gov/deqWater/reports.html?systemId=1470, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,448.2325562,11631.04553,448.2325562,448.2325562,11631.0452,-111.840056,41.00269747
1128,Bountiful Peak Campground, ,Bountiful Peak Campground,NC,284,0,UTAH06025,https://waterlink.utah.gov/deqWater/reports.html?systemId=166, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,917.5741325,55943.32312,917.5741325,917.5741325,55943.3233,-111.8045579,40.97987816
1129,Woods Cross Refining Co.,"Woods Cross Refining Company, L.L.C.",Holly Refining And Marketing,NP,2356,2163,UTAH06022,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2163, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,2555.599593,400472.1793,2555.599593,2555.599593,400472.1794,-111.9040059,40.88731271
1130,Silver Eagle Refining,Silver Eagle Refining - Woods Cross, ,NTNC,2355,2195, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2195, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,1752.310988,159264.7849,1752.310988,1752.310988,159264.7849,-111.9101979,40.86696495
1131,Big West Oil,Big West Oil LLC, ,NTNC,2463,2112, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2112, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,2699.981263,451897.9716,2699.981263,2699.981263,451897.9715,-111.9215782,40.83835602
1132,Chevron Products Company,Chevron Chemical Company,Chevron Products Company,NTNC,2134,2119,UTAH18175,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2119, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,4773.247717,1460766.647,4773.247717,4773.247717,1460766.648,-111.9262123,40.82814998
1133,Tesoro Petroleum,Tesoro Petroleum, ,NTNC,2330,2106, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2106, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,3706.714805,564981.9718,3706.714805,3706.714805,564981.9719,-111.9085802,40.79402961
1134,LDS Hospital,LDS Hospital,LDS Hospital,NP,2327,2023,UTAH18096,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2023, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,710.680389,27725.50586,710.680389,710.680389,27725.50575,-111.8798165,40.77850622
1135,Church of Jesus Christ - Corp. of Presiding Bishop,Corp. of the Presiding Bishop LDS Church, ,NC,1778,2008, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=2008, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,823.1571562,42343.10193,823.1571562,823.1571562,42343.102,-111.8896547,40.77044522
1136,Zion Securities (Westlake Industrial),Zions Securities Corporation (Westlakes Industrial),Beehive Clothing,NP,2431,2806,UTAH18171,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2806, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/27/2017 0:00,ADAMCLARK,10/27/2017 0:00,181.0048055,1767.049805,181.0048055,181.0048055,1767.0498,-111.8905002,40.76905403
1137,Geneva Rock Products (Salt Lake),Geneva Rock Products,Geneva Rock Products,NTNC,2319,2137,UTAH18154,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2137, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,9/16/2019 0:00,ADAMCLARK,9/16/2019 0:00,339.8097492,7311.329346,339.8097492,339.8097492,7311.3291,-111.8992442,40.65452949
1138,PacifiCorp (Gadsby Plant),PacifiCorp (Gadsby Plant), ,NTNC,1923,2722, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=2722, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,1749.089125,135206.8435,1749.089125,1749.089125,135206.8436,-111.9306887,40.76838843
1139,PacifiCorp (Rocky Mountain Power),Pacificorp DBA Utah Power & Light Company, ,NTNC,2331,2805, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2805, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,1601.658253,107113.7883,1601.658253,1601.658253,107113.7885,-111.9298687,40.77029811
1140,Varian X-Ray Products,Varian X-Ray Products, ,NTNC,2332,2173, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2173, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,1603.565601,158083.7455,1603.565601,1603.565601,158083.7454,-111.9603379,40.73235937
1141,SLV Solid Waste Facility,SLV Solid Waste Facility, ,NTNC,2329,2807, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2807, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,7138.596595,2102462.837,7138.596595,7138.596595,2102462.837,-112.0463455,40.7448937
1142,Winder Dairy,Winder Dairy, ,NTNC,2333,2179, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2179, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,765.8538092,25655.0459,765.8538092,765.8538092,25655.04585,-111.9951119,40.6785395
1143,Rushton Family Partnership,Rushton Family Partnership, ,NTNC,2328,2190, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2190, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,9/12/2019 0:00,2131.855484,248284.6848,2131.855484,2131.855484,248284.685,-112.0588562,40.62618896
1144,Hexcel Corp.,Hexcel Corporation (Alliant Techsystems),Hexcel Inc,NTNC,2324,2139,UTAH18001,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2139, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,12628.69201,9893547.026,12628.69201,12628.69201,9893547.026,-112.0673444,40.66724745
1145,Interstate Brick,Interstate Brick,Interstate Brick Company,NP,2325,2620,UTAH18095,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2620, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,2824.378728,464991.1335,2824.378728,2824.378728,464991.1335,-112.0185983,40.57103186
1146,Kennecott Utah Copper LLC,Kennecott Utah Copper LLC, ,NTNC,2326,10944, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=10944, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,5235.002342,931219.9742,5235.002342,5235.002342,931219.9745,-112.0991666,40.5842565
1147,Mount Jordan Limited Partnership, , ,NTNC,2432,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,178.7586033,1988.496826,178.7586033,178.7586033,1988.4967,-111.87429,40.5367484
1148,Camp Williams,USA Department of the Army Camp Williams,Camp Williams,NTNC,2320,1410,UTAH18054,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1410, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe/Supplier,5/9/2019 0:00,ADAMCLARK,5/9/2019 0:00,57088.69131,94931936.98,57088.69131,57088.69131,94931936.98,-112.0197922,40.42691308
1149,Cottonwood Club,Cottonwood Country Club,Cottonwood Club,NC,852,10810,UTAH18084,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=10810, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,1174.297815,74095.67664,1174.297815,1174.297815,74095.67665,-111.8412667,40.65098641
1150,Millcreek Inn, ,Millcreek Inn,NC,896,0,UTAH18145,https://waterlink.utah.gov/deqWater/reports.html?systemId=968, , ,Utah,Salt Lake,Jordan River,3/1/2005,Millcreek,03-01-05a,Millcreek,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,337.6561751,6915.106812,337.6561751,337.6561751,6915.1068,-111.7267731,40.6983433
1151,Ruth's Diner, ,Ruths Diner,NC,870,0,UTAH18113,https://waterlink.utah.gov/deqWater/reports.html?systemId=1282, , ,Utah,Salt Lake,Jordan River,3/1/2003,Emigration Creek,03-01-03a,Emigration Creek,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,145.8308546,1303.345337,145.8308546,145.8308546,1303.34535,-111.7805784,40.76171033
1152,Santa Fe Water System, ,Canyon House,NC,849,0,UTAH18080,https://waterlink.utah.gov/deqWater/reports.html?systemId=1303, , ,Utah,Salt Lake,Jordan River,3/1/2003,Emigration Creek,03-01-03a,Emigration Creek,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,342.0144399,6130.233765,342.0144399,342.0144399,6130.23345,-111.7787555,40.76344892
1153,Wimmer Systems, ,Wimmer Systems,NC,853,0,UTAH18085,https://waterlink.utah.gov/deqWater/reports.html?systemId=554, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,234.6289841,3194.841431,234.6289841,234.6289841,3194.84145,-111.8831977,40.71292647
1154,"Daily Foods, Inc.",Daily Foods Inc.,Daily Foods Inc,NP,2322,2182,UTAH18074,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Indview&SYSTEM_ID=2182, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,10/30/2017 0:00,ADAMCLARK,10/30/2017 0:00,680.1886948,28049.3783,680.1886948,680.1886948,28049.37825,-111.9043011,40.69423374
1155,Woodland Hills Subdivision,Woodland Hills Subdivision,Woodland Hills Subdivision,C,2621,11471,UTAH22088,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=11471, , ,Utah,Summit,Utah Lake,4/1/2006,Woodland,04-01-06a,Woodland,2019,DWRe/Supplier,10/31/2017 0:00,ADAMCLARK,10/19/2020 0:00,3634.147892,459618.4777,3634.147892,3634.147892,459618.4775,-111.2293009,40.58509927
1156,Pinion Forest SSD,Pinion Forest Special Service District,Pinion Forest SSD,C,2623,11324,UTAH07073,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11324, , ,Utah,Duchesne,Uintah,7/3/2004,Starvation Reservoir,07-03-04a,Starvation Reservoir,2019,DWRe/Supplier,11/8/2017 0:00,ADAMCLARK,10/19/2020 0:00,105860.4291,419893948.8,105860.4291,105860.4291,419893948.8,-110.6318859,40.21193186
1157,Salt Lake County Parks,Salt Lake County Parks and Recreation Division, ,NC,1951,10018, ,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Mgtview&SYSTEM_ID=10018, , ,Utah,Salt Lake,Jordan River,3/1/2001,Salt Lake Valley,03-01-01a,Salt Lake Valley,0,DWRe,11/8/2017 0:00,ADAMCLARK,11/8/2017 0:00,13810.13195,1666488.309,13810.13195,13810.13195,1666488.31,-111.9217817,40.68039527
1158,Bona Vista Water District,Bona Vista Water Improvement District,Bona Vista Water District,C,1639,1103,UTAH29004,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1103, , ,Utah,Weber,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe/Supplier,7/31/2019 0:00,ADAMCLARK,10/19/2020 0:00,78493.79594,85541388.44,78493.79594,78493.79594,85541388.44,-112.0381887,41.27732194
1159,Wilson Arch Resort Comm,Wilson Arch Water and Sewer Special Service District,Wilson Arch Resort Comm,C,2625,10908,UTAH19069,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10908, , ,Utah,San Juan,Southeast Colorado River,9/1/2005,Cane Spring,09-01-05a,Cane Spring,2019,DWRe/Supplier,4/29/2019 0:00,ADAMCLARK,10/19/2020 0:00,3843.279175,697875.0049,3843.279175,3843.279175,697875.005,-109.3756115,38.26845579
1160,Boyer Hill Military Housing,Boyer Hill Military Housing,Boyer Hill Military Housing,C,2624,11546,UTAH06048,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11546, , ,Utah,Davis,Weber River,2/1/2009,East Shore,02-01-09a,East Shore,2019,DWRe,6/28/2018 0:00,ADAMCLARK,10/19/2020 0:00,5917.267408,1470877.446,5917.267408,5917.267408,1470877.446,-112.0023273,41.10940338
1161,M & J Trailer Home Community,M & J Trailer Home Community,M & J Trailer Home Community,C,2627,11548,UTAH02078,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11548, , ,Utah,Box Elder,Bear River,1/1/2006,Tremonton,01-01-06a,Tremonton,2019,DWRe,8/9/2018 0:00,ADAMCLARK,10/19/2020 0:00,526.536941,14292.57629,526.536941,526.536941,14292.5764,-112.1256545,41.83926861
1162,Oakridge Water Co., ,Oakridge Water Company,C,2626,0,UTAH22149,https://waterlink.utah.gov/deqWater/reports.html?systemId=1915, , ,Utah,Summit,Weber River,2/1/2006,East Canyon,02-01-06a,East Canyon,2017,DWRe/Supplier,8/22/2018 0:00,ADAMCLARK,8/22/2018 0:00,3157.120467,327280.0848,3157.120467,3157.120467,327280.085,-111.4818771,40.76434937
1163,Santaquin City,Santaquin Municipal Water System,Santaquin City,C,1293,1268,UTAH25002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1268, , ,Utah,Utah,Utah Lake,4/1/2010,Utah Valley,04-01-10d,Spanish Fork,2019,DWRe/Supplier,2/21/2019 0:00,ADAMCLARK,10/19/2020 0:00,57026.13156,9081676.619,57026.13156,57026.13156,9081676.617,-111.7894297,39.97361177
