surveyNo,yr,pwsCode2,pwsName
866051,2020,TX2270324,THE COVES WSC
866053,2020,TX0150431,ESTATES UTILITY CO STONEGATE
866100,2020,TX1070071,THREE COMMUNITY WSC
866150,2020,TX2470007,THREE OAKS WSC
866275,2020,TX0790050,THUNDERBIRD UTILITY DISTRICT SYSTEM 2
866280,2020,TX0790033,THUNDERBIRD UTILITY DISTRICT 1
866305,2020,TX2200045,COTTONWOOD HILLS ESTATES
866310,2020,TX1840018,LAZY BEND ESTATES
866555,2020,TX2330013,TIERRA DEL LAGO
866600,2020,TX1560002,MCMULLEN COUNTY WCID 1
866753,2020,TX1840108,TIMBERCREEK VALLEY
866820,2020,TX1011810,TIMBERDALE MOBILE HOME SUBDIVISION
867115,2020,TX2020055,TIMBERLANE ESTATES PROPERTY OWNERS ASSOC
867125,2020,TX2020054,TIMBERLANE WATER SYSTEM
867200,2020,TX1010278,TIMBER LANE UTILITY DISTRICT
867277,2020,TX1810170,TIMER WATER SYSTEM
867600,2020,TX2100003,CITY OF TIMPSON
867650,2020,TX2100015,TIMPSON RURAL WSC
868400,2020,TX0910007,CITY OF TIOGA
869200,2020,TX1960004,REFUGIO COUNTY WCID 1
870000,2020,TX1110012,CITY OF TOLAR
870200,2020,TX1760002,TOLEDO VILLAGE WSC
870800,2020,TX0910008,CITY OF TOM BEAN
871000,2020,TX2260004,TOM GREEN COUNTY FWSD 2 CHRISTOVAL
871002,2020,TX2260052,TOM GREEN COUNTY FWSD 3
871200,2020,TX0710019,EL PASO COUNTY TORNILLO WID
871226,2020,TX1460145,LEANING TOWERING OAKS SUBDIVISION
871228,2020,TX1011981,TOWER OAK BEND WSC
871229,2020,TX2290043,TOWN BLUFF WATER SYSTEM
871240,2020,TX1520152,TOWN NORTH ESTATES
871250,2020,TX1500011,LCRA TOW WATER SYSTEM
871252,2020,TX1950004,CITY OF TOYAH
871344,2020,TX0010007,DOGWOOD SPRINGS WSC PLANT 1
871435,2020,TX1010617,TRAIL OF THE LAKES MUD
871707,2020,TX2270333,TRAVIS COUNTY MUD 10
871726,2020,TX2270027,TRAVIS COUNTY WCID 17
871727,2020,TX2270083,TRAVIS COUNTY WCID 18
871728,2020,TX2270092,CITY OF LAGO VISTA
871730,2020,TX2270038,TRAVIS COUNTY WCID POINT VENTURE
871740,2020,TX2270231,TRAVIS COUNTY WCID 20
872400,2020,TX0740009,CITY OF TRENTON
872650,2020,TX1090069,TRES VIDAS SUBDIVISION
872900,2020,TX0280012,TRI COMMUNITY WSC
873002,2020,TX1011236,ALICE ACRES MOBILE HOME SUBDIVISION
873003,2020,TX1011219,BRANDYWINE PINES
873004,2020,TX1010629,CYPRESS CROSSING
873008,2020,TX1700149,HUNTERS RETREAT
873009,2020,TX1700228,KIPLING OAKS 1
873010,2020,TX1700307,DEER RIDGE SUBDIVISION
873012,2020,TX1700150,MINK BRANCH VALLEY
873014,2020,TX1700245,PLEASANT FOREST SUBDIVISION
873015,2020,TX1700156,RIMWICK FOREST
873017,2020,TX1010887,BRANDYWINE OAKS
873025,2020,TX1700410,RUSTIC OAKS SUBDIVISION
873026,2020,TX1011766,KICKAPOO FARMS SUBDIVISION
873027,2020,TX1011521,TRAILWOOD SUBDIVISION
873028,2020,TX1011812,WILLOW OAKS MOBILE HOME SUBDIVISION
874375,2020,TX0360084,TRINITY COVE SUBDIVISION
874453,2020,TX1840099,TRINITY RIVER ESTATES
874455,2020,TX2280028,TRINITY RURAL WSC 2
874600,2020,TX0460172,SJWTX TRIPLE PEAK PLANT
874605,2020,TX1260116,TRIPLE H ESTATES
874607,2020,TX0950071,TRIPLE J MOBILE HOME PARK
877000,2020,TX0010029,TUCKER WSC
877600,2020,TX0260018,TUNIS WSC
878200,2020,TX0810017,TURLINGTON WSC
879800,2020,TX0200062,TURTLE COVE LOT OWNERS ASSOC
879890,2020,TX2410012,TURTLE CREEK VILLAGE
880709,2020,TX1010809,BAMMEL OAKS ESTATES 1
880712,2020,TX1011687,ATASCOCITA ACRES SUBDIVISION
880714,2020,TX1700279,CARRIAGE HILLS
880715,2020,TX1010810,BAMMEL OAKS ESTATES 2
880717,2020,TX1010622,WESTGATE SUBDIVISION
880718,2020,TX1010288,MOBILE HOME ESTATES
880719,2020,TX1011084,BOUDREAUX GARDENS
880720,2020,TX1010254,CYPRESS PLACE
880721,2020,TX1010915,NORTH WOODS ESTATES
880722,2020,TX1700096,CRYSTAL FOREST SUBDIVISION
880723,2020,TX1700798,TEXAS LANDING UTILITIES DEERWOOD
880726,2020,TX1012741,BOULAIS MOBILE HOME PARK
880840,2020,TX2270064,TWIN CREEK PARK WATER SYSTEM
880900,2020,TX1980012,TWIN CREEK WSC
880940,2020,TX0610011,SOUTH FORK MOBILE HOME PARK
880942,2020,TX1090070,CITY OF CARLS CORNER
880943,2020,TX2200190,TWIN LAKES WATER
880955,2020,TX2030010,ANTHONY HARBOR SUBDIVISION
880956,2020,TX2030032,GLEN OAKS WATER SYSTEM
880966,2020,TX1210012,FOREST HILLS WATER SUPPLY
880970,2020,TX2030005,HICKORY HOLLOW WATER SYSTEM
880973,2020,TX2030006,LAKEWOOD WATER SYSTEM
880976,2020,TX2030015,LA PLAYA SUBDIVISION WATER SYSTEM
880986,2020,TX2030011,PARKWAY WATER SYSTEM
880988,2020,TX2030023,POWELL POINT WATER SYSTEM
880996,2020,TX1210007,WESTWOOD WSC
881045,2020,TX2260026,TWIN BUTTES WATER SYSTEM
881075,2020,TX1650057,TWIN OAKS MHP MIDLAND
881090,2020,TX2120056,TWIN OAKS RANCH
1104101,2020,TX2120007,CARROLL WSC WELL 3
881125,2020,TX0910022,TWO WAY SUD
881300,2020,TX2290037,TYLER COUNTY SUD
885010,2020,TX1910024,UMBARGER COMMUNITY WATER SUPPLY
886860,2020,TX2300008,UNION GROVE WSC
889158,2020,TX0150116,JBSA - SAM HOUSTON
889165,2020,TX0150117,CAMP STANLEY STORAGE ACTIVITY
889280,2020,TX0150115,JBSA - RANDOLPH
889310,2020,TX0710078,FORT BLISS BIGGS ARMY AIRFIELD
889350,2020,TX0150114,JBSA - LACKLAND
889525,2020,TX0220020,PANTHER JUNCTION PLT
889550,2020,TX0130002,TDCJ CHASE FIELD
889565,2020,TX1780017,CORPUS CHRISTI NAVAL AIR STATION
889645,2020,TX2210013,DYESS AIR FORCE BASE
891336,2020,TX0570061,CITY OF UNIVERSITY PARK
891343,2020,TX1210064,UPPER JASPER COUNTY WATER AUTHORITY 2
891347,2020,TX1210060,UPPER JASPER COUNTY WATER AUTHORITY 1
891371,2020,TX1012450,ORCHARD CROSSING SUBDIVISION
891375,2020,TX2320045,UTOPIA WSC
892475,2020,TX0610052,VACATION VILLAGE
894300,2020,TX1220002,CITY OF VALENTINE
894540,2020,TX0710139,VALLEY ACRES MHP WATER SYSTEM
895000,2020,TX0180003,CITY OF VALLEY MILLS
895800,2020,TX0490049,CITY OF VALLEY VIEW
897000,2020,TX2340004,CITY OF VAN
898200,2020,TX1200004,JACKSON COUNTY WCID 2
899110,2020,TX1011433,VAN MANOR MOBILE HOME PARK
899200,2020,TX1610007,MATAGORDA COUNTY WCID 6
899710,2020,TX0200070,VARNER CREEK UTILITY DISTRICT
900600,2020,TX1800001,VEGA MUNICIPAL WATER SYSTEM
901300,2020,TX1330046,VERDE HILLS WSC
901500,2020,TX1330027,VERDE PARK ESTATES
902270,2020,TX0430048,VERONA SUD
902351,2020,TX0790410,GRAND LAKES MUD 1
902354,2020,TX0790356,GRAND LAKES MUD 4
902352,2020,TX0790387,GRAND LAKES MUD 2
902353,2020,TX1330095,KERRVILLE VA HOSPITAL
903800,2020,TX1810005,ORANGE COUNTY WCID 1
905030,2020,TX0710169,VILLA ALEGRE ESTATES
905096,2020,TX0200341,VILLAGE TRACE WATER SYSTEM
905130,2020,TX0710172,VINTON HILLS SUBDIVISION
905200,2020,TX0710071,VINTON MOBILE HOME PARK
905210,2020,TX0710151,VINTON VILLAGE ESTATES
906000,2020,TX1070200,VIRGINIA HILL WSC
906009,2020,TX0270082,VISTA DEL RIO
906012,2020,TX1330093,MARY MEAD WATER SYSTEM
911800,2020,TX1610015,WADSWORTH WSC
912706,2020,TX0200024,WAGON WHEEL ESTATES WATER SYSTEM
913450,2020,TX2490050,WINDMILL TRAIL
913600,2020,TX1790003,WAKA WSC
915260,2020,TX1260101,WALDEN ESTATES
916000,2020,TX2370003,CITY OF WALLER
916100,2020,TX2370014,SKY LAKES WSC
916800,2020,TX0080015,CITY OF WALLIS
916860,2020,TX0030037,WALNUT BEND WATER SYSTEM
916862,2020,TX0490040,WALNUT BEND ISD
916865,2020,TX1700389,WALNUT COVE WSC
916890,2020,TX0900027,WALNUT CREEK ESTATES
916895,2020,TX1460142,WALNUT CREEK SUBDIVISION
917400,2020,TX0030006,WALNUT RIDGE ESTATES WATER SYSTEM
917600,2020,TX0180020,CITY OF WALNUT SPRINGS
917620,2020,TX0010030,WALSTON SPRINGS WSC
917670,2020,TX0810018,WARD PRAIRIE WSC
917695,2020,TX0920040,CITY OF WARREN CITY
918700,2020,TX2290006,WARREN WSC
919010,2020,TX1700208,WASHINGTON COUNTY RAILROAD
919100,2020,TX0060002,WASHBURN COMMUNITY WSC
919201,2020,TX1020054,WASKOM RURAL WSC
919357,2020,TX1690028,WATERCO
919361,2020,TX0200058,RIVERSIDE ESTATES
919363,2020,TX0200053,SNUG HARBOR SUBDIVISION
919364,2020,TX0200370,WOLF GLEN WATER SYSTEM
919365,2020,TX0200338,BERNARD OAKS SUBDIVISION
919367,2020,TX0200185,DEMI JOHN PLACE WATER SYSTEM
919375,2020,TX2040032,WATERWOOD MUD 1
919600,2020,TX2360024,WATSON LAKES WSC
919640,2020,TX0200152,CALICO FARMS SUBDIVISION
919641,2020,TX0200190,CENTENNIAL PLACE
919642,2020,TX0200153,FLORA 6
919643,2020,TX0200151,FLORA 7
919644,2020,TX0200349,HEIGHTS COUNTRY SUBDIVISION
919645,2020,TX0200347,MEADOWLAND SUBDIVISION
919646,2020,TX0200271,MEADOWLARK SUBDIVISION
919647,2020,TX0200189,MEADOWVIEW SUBDIVISION
919650,2020,TX0200242,PALMETTO SUBDIVISION
919651,2020,TX0200223,PLEASANT MEADOWS SUBDIVISION
919652,2020,TX0200248,PLEASANTDALE SUBDIVISION
919653,2020,TX0200219,QUAIL MEADOWS SUBDIVISION
919654,2020,TX0200255,SANDY RIDGE SUBDIVISION
919655,2020,TX0200258,SHARONDALE SUBDIVISION
919656,2020,TX0200363,STERLING ESTATES
919657,2020,TX0200211,WELLBORN ACRES
919658,2020,TX0200254,WESTWOOD SUBDIVISION
919659,2020,TX0200229,WINDSONG SUBDIVISION
919800,2020,TX1870146,PHILLIPS ACRES
921200,2020,TX1011186,WAYNEWOOD PLACE CIVIC ASSOCIATION
921647,2020,TX1460137,WEBB WAY SUBDIVISION
923200,2020,TX2460017,WEIR WATER WORKS
923500,2020,TX0580013,WELCH WSC
924500,2020,TX1260128,WESTOVER HILLS
924795,2020,TX1580016,CRESTWOOD WATER CO
924800,2020,TX2230003,CITY OF WELLMAN
925600,2020,TX0370004,CITY OF WELLS
927695,2020,TX1680003,CITY OF WESTBROOK
927698,2020,TX1450020,WEST CEDAR CREEK WATER SYSTEM
928800,2020,TX0200010,CITY OF WEST COLUMBIA
929100,2020,TX0080005,WEST END WSC
929130,2020,TX1011947,WESTFIELD GARDEN MOBILE HOME PARK
929305,2020,TX1011825,WEST HARRIS COUNTY MUD 4
929400,2020,TX1011258,WEST HARRIS COUNTY MUD 6
929440,2020,TX1010583,WEST HOUSTON MOBILE HOME COMMUNITY
929447,2020,TX1260063,WEST MEADOW SUBDIVISION
929560,2020,TX0340066,WESTERN CASS WSC
930725,2020,TX1550072,WESTERN HILLS WATER SYSTEM
930800,2020,TX1010028,WESTERN HOMES SUBDIVISION
930900,2020,TX1840014,WESTERN LAKE ESTATES
931510,2020,TX1010230,WESTERN TRAILS SUBDIVISION
931830,2020,TX0920022,WEST GREGG SUD
931832,2020,TX1000055,WEST HARDIN WSC
931840,2020,TX0460050,WESTHAVEN WSC
931900,2020,TX0370036,WEST JACKSONVILLE WSC
932019,2020,TX1260098,WESTLAKE VILLAGE MOBILE HOME PARK
932100,2020,TX0740034,WEST LEONARD WSC
932185,2020,TX1630027,WEST MEDINA WSC
932300,2020,TX0430049,WESTMINSTER SUD
932400,2020,TX1010670,WEST MONTGOMERY UTILITY
932500,2020,TX1700490,WESTMONT MOBILE HOME COMMUNITY
932720,2020,TX0860100,WEST OAK HEIGHTS
932750,2020,TX1011930,WEST PARK MUD
932775,2020,TX1260077,WEST PARK VILLAGE
932915,2020,TX1010634,WESTON MUD
934870,2020,TX2200079,WESTSIDE RURAL WSC
934890,2020,TX1160012,CITY OF WEST TAWAKONI
934900,2020,TX2260038,WEST TEXAS BOYS RANCH
936880,2020,TX1840105,WESTVIEW ENTERPRISES
937640,2020,TX2490044,CHISHOLM HILLS ESTATES
938200,2020,TX1330015,WESTWOOD WATER SYSTEM
938290,2020,TX1700291,WESTWOOD NORTH WSC
938300,2020,TX0810024,CITY OF FAIRFIELD - WESTWOOD UTILITY
938315,2020,TX1870131,TEXAS WATER SUPPLY
938320,2020,TX2370042,WESTWOOD SUBDIVISION
938321,2020,TX1013389,WATERSTONE ESTATES
938326,2020,TX1700758,YESTERDAYS CROSSING
938330,2020,TX0200019,WEYBRIDGE SUBDIVISION WATER SYSTEM
939200,2020,TX2420002,WHEELER MUNICIPAL WATER SYSTEM
939250,2020,TX1980010,WICKSON SUD WHEELOCK
939330,2020,TX1160081,WHISPERING OAKS WATER COOP
939358,2020,TX0860006,WHISPERING OAKS WATER WORKS
939365,2020,TX1011708,WHISPER MEADOWS MOBILE HOME SUBDIVISION
939450,2020,TX2360038,WHISPERING PINES LAKE WATER
939463,2020,TX1000038,WHISPERING PINES SUBDIVISION
939625,2020,TX1090073,WHITE BLUFF COMMUNITY WATER SYSTEM
940800,2020,TX0400002,CITY OF WHITEFACE
941801,2020,TX1700734,RANCH CREST SUBDIVISION
941900,2020,TX1700036,WHITE OAK VALLEY ESTATES
942001,2020,TX2010018,SOUTHERN UTILITIES LAIRD HILL
942400,2020,TX0910010,CITY OF WHITESBORO
943300,2020,TX0740035,WHITE SHED WSC
943540,2020,TX2290012,WHITE TAIL RIDGE LAKES ESTATES
943571,2020,TX0270124,WHITEWATER SPRINGS WATER SYSTEM
943580,2020,TX1460061,WHITEWING SUBDIVISION
943600,2020,TX0910011,CITY OF WHITEWRIGHT
943800,2020,TX1100011,WHITHARRAL WSC
944450,2020,TX1840009,WHITT WSC
944451,2020,TX1520149,STORMLIGHT MOBILE HOME PARK
944460,2020,TX1330017,WILDERNESS THE
944461,2020,TX0260039,YEGUA WATER SYSTEM
944462,2020,TX2040052,WILDWOOD ESTATES SUBDIVISION WATER SYSTE
944465,2020,TX1800004,WILDORADO WSC
944467,2020,TX1520046,WILDWOOD MOBILE HOME VILLAGE
944470,2020,TX1000018,WILDWOOD RESORT CITY
944474,2020,TX2200376,WILLOW SPRINGS WS
944483,2020,TX2460061,BRUSHY CREEK MUD
944489,2020,TX1840027,CITY OF WILLOW PARK
944494,2020,TX1840076,WINDSOR ESTATES
944500,2020,TX2120026,CITY OF WINONA
944502,2020,TX0200328,WILLOW MANOR MOBILE HOME PARK
945600,2020,TX2380002,CITY OF WICKETT
946850,2020,TX0200083,WILCO WATER
948800,2020,TX1700003,CITY OF WILLIS
949342,2020,TX0810029,WILLOWCREEK FARMS
949520,2020,TX2340005,CITY OF WILLS POINT
950400,2020,TX1530003,CITY OF WILSON
950900,2020,TX1050031,CEDAR OAK MESA WSC
951000,2020,TX1050018,WIMBERLEY WSC
951050,2020,TX1050120,WIMBERLEY OAKS WSC
951255,2020,TX1550112,WINDSOR WATER
951500,2020,TX1330141,WINDWOOD OAKS WATER SYSTEM
952000,2020,TX2480002,CITY OF WINK
952400,2020,TX0360002,TBCD WINNIE STOWELL
952811,2020,TX0460161,AMBER CREEK MHP
953650,2020,TX1160005,CITY OF WOLFE CITY
954400,2020,TX1520005,CITY OF WOLFFORTH
954405,2020,TX1520199,WOLFFORTH PLACE
954500,2020,TX0490018,WOODBINE WSC
954551,2020,TX1460094,WOODCREEK SUBDIVISION SEC I
954552,2020,TX1050037,WOODCREEK UTILITY CO 1
954750,2020,TX1700481,WOODHAVEN ESTATES
954810,2020,TX1330024,WOODHAVEN MOBILE HOME PARK
954820,2020,TX2270213,WOOD ISLAND HOMEOWNERS ASSOCIATION WATER
954843,2020,TX1410032,WOODLAND ACRES WATER ASSOCIATION
954850,2020,TX0360027,WOODLAND ACRES SUBDIVISION
954875,2020,TX0190084,WOODLAND ESTATES
954908,2020,TX1460120,WOODLANDS HILLS WATER
954915,2020,TX0610084,WOODLAND HILLS
954918,2020,TX1700080,WOODLAND LAKES ESTATES WSC
954925,2020,TX1260070,WOODLAND OAKS ESTATES
955100,2020,TX2280010,WOODLAKE JOSSERAND WSC
955750,2020,TX1700112,TOWN OF WOODLOCH
955770,2020,TX0200444,WOOD OAKS WATER WORKS
955800,2020,TX1090064,WOODROW OSCEOLA WSC OSCEOLA
955900,2020,TX1460093,WOODRIDGE PARK SUBDIVISION
956000,2020,TX1960003,TOWN OF WOODSBORO
956425,2020,TX1330085,WOODS WSC
956450,2020,TX1870004,WOODS CREEK WSC
957322,2020,TX1460091,WOODWAY SUBDIVISION WATER SYSTEM
957390,2020,TX0610009,WREN WATER SYSTEM
958000,2020,TX0610037,WYNNWOOD HAVEN ESTATES
958550,2020,TX1630021,YANCEY WSC
959000,2020,TX2500010,CITY OF YANTIS
959115,2020,TX1810150,YEAGER ESTATES ADDITION
968400,2020,TX0620004,CITY OF YORKTOWN
968825,2020,TX1870017,YAUPON COVE
969510,2020,TX2530003,ZAPATA COUNTY SAN YGNACIO & RAMIRENO
970000,2020,TX0030030,CITY OF ZAVALLA
1100541,2020,TX1230092,FEDERAL CORRECTIONAL COMPLEX-BEAUMONT
1101164,2020,TX1080034,LLANO GRANDE LAKE PARK EAST
1101727,2020,TX0200353,PEARLAND ACRES MHP
1103537,2020,TX2360040,WALKER COUNTY SUD B CRABBS PRAIRIE
1101867,2020,TX1700781,CROWN RANCH SUBDIVISION
1101868,2020,TX1700677,STILLWATER ESTATES
1101869,2020,TX1700638,MONTGOMERY TRACE WATER SYSTEM
1101874,2020,TX1020081,GUM SPRINGS WSC 2
1101876,2020,TX1013045,OAK HILL ESTATES WATER SYSTEM
1101878,2020,TX1090067,WOODROW OSCEOLA WSC PLEASANT VW
1101879,2020,TX1090025,WOODROW OSCEOLA WSC BLANTON WELL PLANT 1
1102033,2020,TX1700690,DEL LAGO ESTATES WSC
1102034,2020,TX1050122,RUBY RANCH WSC
1102035,2020,TX0080025,CITY OF BRAZOS COUNTRY
1102037,2020,TX0790364,ROYAL LAKES ESTATES
1102038,2020,TX1700643,GRAND HARBOR WATER SYSTEM
1102039,2020,TX1700682,HARBORSIDE
1102041,2020,TX1013180,HYDIES CROSSING
1102042,2020,TX1700675,MILLERS CROSSING
1102043,2020,TX1700662,OLD MILL LAKE
1102044,2020,TX1460156,OAKS OF TRINITY SUBDIVISION
1102045,2020,TX1700604,RIVERWALK SUBDIVISION
1102046,2020,TX1460154,THE RANCH SUBDIVISION
1102047,2020,TX1460157,SPRING OAKS SUBDIVISION
1102048,2020,TX1460153,SPLENDORA WOODS
1102049,2020,TX1700686,SUNRISE RANCH
1102050,2020,TX1700635,THOUSAND OAKS
1102051,2020,TX1700700,DEER RUN
1102052,2020,TX0910086,LAKE TEXOMA VFW POST 7873
1102053,2020,TX1013288,LAKES OF FAIRHAVEN
1102054,2020,TX1700628,PARADISE COVE WATER SYSTEM
1102055,2020,TX1170022,GRACED LAND EAST
1102056,2020,TX1700588,HAVENSHIRE WATER SYSTEM
1102058,2020,TX0210062,AL LEONARD RANCH
1102059,2020,TX1700713,LAKE SOUTH WSC
1102060,2020,TX1013245,MESQUITE MHP
1102062,2020,TX1700685,BEE CREEK ESTATES
1102063,2020,TX1700680,CREEKSIDE ACRES WATER SYSTEM
1102064,2020,TX1700683,EMERSON ESTATES
1102065,2020,TX1700316,BRIDGEPOINT SUBDIVISION
1102066,2020,TX1700480,CLEAR WATER COVE INC
1102067,2020,TX1700728,TIMBER LINE ESTATES
1102070,2020,TX0580025,KLONDIKE ISD
1102071,2020,TX2200353,MUSTANG CREEK ESTATES
1102073,2020,TX0260028,COOKS POINT WSC
1102076,2020,TX2040066,TRAILS END SUBDIVISION
1102077,2020,TX1460160,HWY 59 ESTATES
1102078,2020,TX1460159,FIVE OAKS ESTATES
1102079,2020,TX0930052,SHANNON PLACE WATER SYSTEM
1102080,2020,TX1450017,RIVER OAKS SUNSHINE ACRES
1102081,2020,TX1840137,ROLLINS HILLS ESTATES WATER CORP
1102083,2020,TX0860113,SILVER WINGS FLY IN RANCH
1102086,2020,TX2320018,WINDMILL WSC
1102087,2020,TX1070159,DAL HIGH WATER SYSTEM
1102089,2020,TX2460157,SONTERRA MUD
1102090,2020,TX0040018,ARANSAS BAY UTILITIES
1103796,2020,TX0040059,LAMAR IMPROVEMENT DISTRICT
1102091,2020,TX2320051,FRIO CIELO RANCH ASSOCIATION WATER SYSTE
1102092,2020,TX1630037,VILLE DALSACE WATER SUPPLY
1102093,2020,TX1630046,LAUREL CANYON RANCH WATER SYSTEM
1102095,2020,TX1870125,MOSCOW WSC 2
1102101,2020,TX0790428,SUN RANCH WATER SYSTEM
1102103,2020,TX1013146,CHAMPION LAKES ESTATES WATER PLANT
1102106,2020,TX1012015,WINTERHAVEN SUBDIVISION
1102107,2020,TX1013239,TIMBER CREEK ESTATES
1102109,2020,TX1330092,BUMBLEBEE HILLS
1102111,2020,TX0720036,BLUFF DALE WSC
1102112,2020,TX1700603,HIGH MEADOWS RANCH WATER SUPPLY
1102113,2020,TX1012986,POWDER MILL ESTATES
1102114,2020,TX1012982,MCFARLAND VILLAGE APARTMENTS
1102115,2020,TX1700427,EVERETT SQUARE WINDCREST ESTATES
1102116,2020,TX1700676,HIGHLINE OAKS WATER UTILITY
1102117,2020,TX0360117,TIMBER RIDGE SECTION 2
1102118,2020,TX2270144,SAIL HAVEN
1102121,2020,TX0450049,COLUMBUS OAKS APARTMENTS
1102123,2020,TX1500121,DEER COUNTRY WSC
1102125,2020,TX2360078,WILDWOOD SHORES
1102127,2020,TX0790462,KINGDOM HEIGHTS WATER SYSTEM
1102129,2020,TX1300044,SHERWOOD-MT PISGAH WSC
1102131,2020,TX0610217,LONGHORN MEADOWS ADDITION
1102132,2020,TX0610223,MEADOW RANCH WATER SYSTEM
1102133,2020,TX2330021,DEVILS SHORES WSC
1102141,2020,TX0790479,FORT BEND COUNTY WCID 8
1102143,2020,TX0030007,PLEASURE POINT
1102144,2020,TX1550139,ROLLING HILLS WATER SUPPLY
1102146,2020,TX1250039,LOMA LINDA WATER SUPPLY
1102147,2020,TX2100037,WOODLAND SHORES SUBDIVISION
1102148,2020,TX1012916,HAMILTON ESTATES WATER SYSTEM
1102150,2020,TX2270380,WILBARGER CREEK MUD 1
1102151,2020,TX2270241,TRAVIS COUNTY MUD 2
1102346,2020,TX1020022,LEIGH WSC-RURAL
1102350,2020,TX0200586,OAK CREST OF MANVEL
1102351,2020,TX1700632,SHADY OAKS ESTATES
1102352,2020,TX1330167,SHERMANS MILL
1102354,2020,TX2370068,PINE GROVE ESTATES WATER SYSTEM
1102355,2020,TX2370084,CEDAR CREEK RANCH SUBDIVISION
1102356,2020,TX1050082,COPPER HILLS WATER SYSTEM
1102357,2020,TX1050068,CARDINAL VALLEY WATER
1102358,2020,TX1050039,WOODCREEK UTILITY CO 2
1102359,2020,TX1050111,MOUNTAIN CREST WATER
1102360,2020,TX1050134,SIERRA WEST SUBDIVISION
1102361,2020,TX2410065,MAXIM PRODUCTION SUBDIVISION
1102364,2020,TX1260127,THE RETREAT WATER SUPPLY
1102367,2020,TX2280036,NIGTON WAKEFIELD WSC
1102368,2020,TX0460250,ROCKWALL RANCH SUBDIVISION
1102369,2020,TX0640030,ESPANTOSA WATER SUPPLY
1102371,2020,TX1050121,GATEWAY ESTATES II
1102372,2020,TX0790481,CINCO SOUTHWEST MUD 2
1102396,2020,TX0790438,CINCO SOUTHWEST MUD 1
1102374,2020,TX0790522,CINCO SOUTHWEST MUD 4
1102579,2020,TX0790521,CINCO SOUTHWEST MUD 3 DAYCARE
1102373,2020,TX0790425,RIVER RANCH
1102378,2020,TX2460161,ROUND ROCK RANCH PUD UTILITY COMPANY
1102385,2020,TX1012995,MCGEE PLACE
1102386,2020,TX1700708,BEAU VIEW UTILITIES
1102387,2020,TX2280034,BELL WATER
1102388,2020,TX2360026,GREEN RICH SHORES AND STERLING ISLAND SU
1102389,2020,TX0360111,GREENBRIAR ESTATES
1102390,2020,TX2340064,SHADY ACRES
1102391,2020,TX0720020,NORTHSIDE WATER CORP
1102394,2020,TX0490021,OAK RIDGE WATER SYSTEM
1102414,2020,TX0790451,FORT BEND COUNTY MUD 141
1102417,2020,TX1330163,CASTLECOMB WATER SYSTEM
1102418,2020,TX1013195,WALRAVEN SUBDIVISION
1102419,2020,TX1700657,WOODLAND RANCH
1102421,2020,TX1700641,TIMBERLOCH ESTATES
1102422,2020,TX1013103,STABLE GATES
1102423,2020,TX1013187,SUMMER LAKE RANCH
1102424,2020,TX0790389,SHADOW GROVE ESTATES
1102425,2020,TX0790396,ROSEMEADOWS III
1102426,2020,TX0790405,RIVERWOOD FOREST
1102427,2020,TX0200617,PALM CREST
1102428,2020,TX1013041,PARK FOREST WATER SYSTEM
1102429,2020,TX1011633,OAK MANOR
1102430,2020,TX0790423,LAKES OF MISSION GROVE
1102431,2020,TX1700134,LAKE CONROE FOREST SUBDIVISION
1102432,2020,TX1700651,INDIGO RANCH
1102433,2020,TX1700702,ESTATES OF LEGENDS RANCH
1102434,2020,TX1013262,ESTATES OF WILLOW CREEK
1102435,2020,TX1013127,FAIRWAY CROSSING
1102439,2020,TX1013089,HERON LAKES ESTATES
1102443,2020,TX1013189,COUNTRY CLUB GREENS
1102445,2020,TX2040038,CAMILLA TWIN HARBOR
1102446,2020,TX1012806,ALTON THEISS SUBDIVISION
1102447,2020,TX1700684,ROLLING FOREST SUBDIVISION
1102501,2020,TX0790385,FULBROOK SUBDIVISION WATER PLANT
1102514,2020,TX1810175,CITY OF BRIDGE CITY WATERWOOD ESTATES
1102541,2020,TX1011459,SELLERS ESTATES MOBILE HOME COMM
1102542,2020,TX1160097,LIL COUNTRYSIDE WSC
1102543,2020,TX1470034,GREEN LAKE ESTATES WATER SUPPLY
1102544,2020,TX2100038,SHELBY WATER
1102547,2020,TX0610219,TYC MCFADDEN RANCH
1102555,2020,TX2370017,QUAIL HOLLOW MOBILE HOME PARK
1102626,2020,TX1700744,TEXAS LANDING UTILITIES GOODE CITY
1102699,2020,TX1840164,TOWN OF ANNETTA
1102708,2020,TX0200663,SEDONA LAKES MUD 1
1102730,2020,TX1700605,DECKER OAKS
1102797,2020,TX1013191,HUNTER PLACE
1102820,2020,TX0610252,DENTON COUNTY FWSD 8-B PALOMA
1102827,2020,TX0610090,RIVIERA MOBILE HOME PARK
1102831,2020,TX1770007,BITTER CREEK WSC SOUTH
1102834,2020,TX1012240,BARKALOO HOMEOWNERS ASSOCIATION
1102846,2020,TX1090037,LIVE OAK WATER SYSTEM
1102847,2020,TX1090008,LAKESHORE WATER SYSTEM
1102848,2020,TX1090012,CEDAR CREEK WATER SYSTEM
1102849,2020,TX0700059,LAKEVIEW WATER SYSTEM
1102858,2020,TX1510001,LOVING COUNTY WATER SYSTEM
1102901,2020,TX1900015,BRIGHT STAR SALEM SUD 2
