ReasonRemoved,SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUIDs,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,WaDEUUID,IncompleteField,index
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Unknown,Digitized,"Merced,Sonoma",4326,,,,,,,,,POD,SP1D,wadeId108747,,Well,CA,,"cnra378208,cnra923898","Merced,Sonoma",9721.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.3239,-120.806,,,POD,,wadeId108766,,Well,CA,,"cnra378240,cnra392576,cnra949641,cnra394882","Stanislaus,Merced",9742.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Amador,Calaveras",4326,,,,,38.2712,-120.658,,,POD,,wadeId10881,,Well,CA,,"cnra79859,cnra75106,cnra74646,cnra77710,cnra77729,cnra48300,cnra80272,cnra75505,cnra73013,cnra76123,cnra75660","Amador,Calaveras",9791.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.2951,-120.715,,,POD,,wadeId108845,,Well,CA,,"cnra953093,cnra384302,cnra382467,cnra378397,cnra378993,cnra387231,cnra382264,cnra386025,cnra378646,cnra382233,cnra379570,cnra393964,cnra379256,cnra382072","Stanislaus,Merced",9830.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5131,-120.585,,,POD,,wadeId108863,,Well,CA,,"cnra384054,cnra384349,cnra378420,cnra959230","Stanislaus,Merced",9850.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.499,-120.658,,,POD,,wadeId108981,,Well,CA,,"cnra378645,cnra379561,cnra963399,cnra948000,cnra955625","Stanislaus,Merced",9981.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4693,-120.603,,,POD,,wadeId109163,,Well,CA,,"cnra382718,cnra379013,cnra960822,cnra960166,cnra383484,cnra960186,cnra380347,cnra961381","Stanislaus,Merced",10184.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4847,-120.712,,,POD,,wadeId109244,,Well,CA,,"cnra952437,cnra958510,cnra379201,cnra392120,cnra386691,cnra962938,cnra382513,cnra961394,cnra394358,cnra949506,cnra952855,cnra385728,cnra953634,cnra962063,cnra962868,cnra956058,cnra386563","Stanislaus,Merced",10274.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4554,-120.694,,,POD,,wadeId109263,,Well,CA,,"cnra944822,cnra380132,cnra947886,cnra949948,cnra960206,cnra392790,cnra946012,cnra951957,cnra379238,cnra963534,cnra394878,cnra955501,cnra394052,cnra954624,cnra949215,cnra946892,cnra389465,cnra947585,cnra380772,cnra949435,cnra950904,cnra961319,cnra949655,cnra947240,cnra379446,cnra389786,cnra957932,cnra960623,cnra379542,cnra959653,cnra963168,cnra950343,cnra955201,cnra955556","Stanislaus,Merced",10295.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Unknown,Digitized,"Nevada,Kern,Fresno,Calaveras,Tulare,Sonoma,Merced,Contra Costa,Tuolumne,Monterey,Madera,Marin,Amador",4326,,,,,,,,,POD,#3,wadeId10927,,Well,CA,,"cnra344893,cnra75933,cnra411557,cnra91326,cnra327190,cnra48423,cnra403371,cnra325095,cnra342433,cnra403872,cnra1022893,cnra436708,cnra390074,cnra219157,cnra410977,cnra995204,cnra209268,cnra913607,cnra179567,cnra401483,cnra407932,cnra213911,cnra1031018,cnra217401","Nevada,Kern,Fresno,Calaveras,Tulare,Sonoma,Merced,Contra Costa,Tuolumne,Monterey,Madera,Marin,Amador",10302.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.3095,-120.806,,,POD,,wadeId109302,,Well,CA,,"cnra381262,cnra379726,cnra949171,cnra390375,cnra379326","Stanislaus,Merced",10339.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.499,-120.676,,,POD,,wadeId109505,,Well,CA,,"cnra960409,cnra390582,cnra384844,cnra379793","Stanislaus,Merced",10564.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.3981,-121.022,,,POD,,wadeId109540,,Well,CA,,"cnra959669,cnra960005,cnra379888,cnra382901","Stanislaus,Merced",10603.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,,Digitized,"Amador,Calaveras",4326,,,,,,,,,POD,PARCEL #2,wadeId11014,,Well,CA,,"cnra48595,cnra76336","Amador,Calaveras",11270.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5289,-120.73,,,POD,,wadeId110259,,Well,CA,,"cnra381677,cnra393789,cnra946834","Stanislaus,Merced",11402.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4845,-120.694,,,POD,,wadeId110359,,Well,CA,,"cnra946120,cnra953479,cnra392772,cnra381965,cnra956675,cnra389691,cnra958686,cnra389265","Stanislaus,Merced",11513.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.2536,-121.113,,,POD,,wadeId110587,,Well,CA,,"cnra382565,cnra955364","Stanislaus,Merced",11766.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.3981,-121.004,,,POD,,wadeId110692,,Well,CA,,"cnra391565,cnra390175,cnra382911,cnra961199,cnra387861","Stanislaus,Merced",11883.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5131,-120.621,,,POD,,wadeId110737,,Well,CA,,"cnra383019,cnra383671,cnra387182,cnra949482","Stanislaus,Merced",11933.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Santa Clara,Merced",4326,,,,,37.0645,-121.226,,,POD,,wadeId110780,,Well,CA,,"cnra383126,cnra815337","Santa Clara,Merced",11981.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Amador,Calaveras",4326,,,,,38.1997,-120.881,,,POD,,wadeId11084,,Well,CA,,"cnra72578,cnra79267,cnra80319,cnra77232,cnra76264,cnra80931,cnra73055,cnra74091,cnra71961,cnra77034,cnra72645,cnra73892,cnra48750,cnra72589,cnra74212,cnra79836,cnra79730,cnra78407,cnra73374,cnra78941,cnra75547,cnra78096,cnra72173,cnra72906,cnra74069,cnra75894","Amador,Calaveras",12047.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Merced,Tuolumne",4326,,,,,37.2354,-120.153,,,POD,,wadeId110890,,Well,CA,,"cnra383396,cnra1026668","Merced,Tuolumne",12103.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5133,-120.639,,,POD,,wadeId110891,,Well,CA,,"cnra383399,cnra957280","Stanislaus,Merced",12104.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4548,-120.622,,,POD,,wadeId111115,,Well,CA,,"cnra384035,cnra961403,cnra945741,cnra960322","Stanislaus,Merced",12353.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4552,-120.658,,,POD,,wadeId111167,,Well,CA,,"cnra384288,cnra949611,cnra953645,cnra392856,cnra394978,cnra387402,cnra394666,cnra390055,cnra388093,cnra394360,cnra384200,cnra391423","Stanislaus,Merced",12410.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.3833,-120.95,,,POD,,wadeId111199,,Well,CA,,"cnra385749,cnra384283,cnra955297","Stanislaus,Merced",12445.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4696,-120.64,,,POD,,wadeId111217,,Well,CA,,"cnra388956,cnra384334,cnra949273","Stanislaus,Merced",12466.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5438,-120.673,,,POD,,wadeId111376,,Well,CA,,"cnra384815,cnra955253,cnra963479","Stanislaus,Merced",12642.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4842,-120.64,,,POD,,wadeId111417,,Well,CA,,"cnra958206,cnra946757,cnra945750,cnra947719,cnra388675,cnra384913,cnra946087,cnra947335","Stanislaus,Merced",12688.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Unknown,Digitized,"Nevada,Merced",4326,,,,,,,,,POD,21,wadeId111736,,Well,CA,,"cnra446692,cnra385847","Nevada,Merced",13042.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4694,-120.622,,,POD,,wadeId111759,,Well,CA,,"cnra955127,cnra385881,cnra946122,cnra960464","Stanislaus,Merced",13067.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,>50 FT,Digitized,"Stanislaus,Merced",4326,,,,,37.4527,-120.593,,,POD,,wadeId112132,,Well,CA,,"cnra386918,cnra946935","Stanislaus,Merced",13483.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4845,-120.676,,,POD,,wadeId112211,,Well,CA,,"cnra960993,cnra959379,cnra390851,cnra962830,cnra387160,cnra959186,cnra958070","Stanislaus,Merced",13571.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.484,-120.622,,,POD,,wadeId112294,,Well,CA,,"cnra948936,cnra387455","Stanislaus,Merced",13662.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.4282,-121.151,,,POD,,wadeId112859,,Well,CA,,"cnra948616,cnra389173,cnra956491,cnra951248","Stanislaus,Merced",14289.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.2384,-120.894,,,POD,,wadeId112982,,Well,CA,,"cnra389572,cnra959076,cnra962060","Stanislaus,Merced",14426.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Unknown,Digitized,"Santa Barbara,San Luis Obispo,Yolo,Sacramento,Riverside,San Francisco,Sonoma,Stanislaus,Los Angeles,Yuba,San Joaquin,Merced,San Diego,Santa Cruz,San Mateo,Alameda,Santa Clara,Monterey,Napa,Contra Costa,Solano",4326,,,,,,,,,POD,MW4,wadeId1133,,Well,CA,,"cnra28524,cnra22567,cnra24595,cnra404775,cnra541980,cnra792217,cnra263183,cnra39001,cnra287038,cnra669349,cnra748383,cnra9569,cnra657078,cnra728580,cnra701863,cnra107695,cnra845580,cnra387536,cnra1055481,cnra5945,cnra843137,cnra750146,cnra5822,cnra680503,cnra40204,cnra738118,cnra36549,cnra568028,cnra36814,cnra261292,cnra30598,cnra4389,cnra287377,cnra27928,cnra22085,cnra683829,cnra1065876,cnra23946,cnra33223,cnra680533,cnra752443,cnra678956,cnra754580,cnra939912,cnra13523,cnra26433,cnra29874,cnra954327,cnra320512,cnra282019,cnra573934,cnra632704,cnra22541,cnra269893,cnra712708,cnra633832,cnra883820,cnra30609,cnra418530,cnra9497,cnra16059,cnra741024,cnra845535,cnra25858,cnra416252,cnra847771,cnra820258,cnra731606,cnra421629,cnra1067770,cnra956053,cnra573021,cnra401991,cnra641728,cnra309935,cnra33084","Santa Barbara,San Luis Obispo,Yolo,Sacramento,Riverside,San Francisco,Sonoma,Stanislaus,Los Angeles,Yuba,San Joaquin,Merced,San Diego,Santa Cruz,San Mateo,Alameda,Santa Clara,Monterey,Napa,Contra Costa,Solano",14779.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,,Digitized,"Stanislaus,Merced",4326,,,,,37.5206,-120.678,,,POD,,wadeId113382,,Well,CA,,"cnra963623,cnra390810","Stanislaus,Merced",14871.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5294,-120.803,,,POD,,wadeId113476,,Well,CA,,"cnra946144,cnra962180,cnra957441,cnra947132,cnra953642,cnra955559,cnra961301,cnra962876,cnra962332,cnra960692,cnra947916,cnra956587,cnra955718,cnra945711,cnra949266,cnra959695,cnra961849,cnra952228,cnra945660,cnra958504,cnra947016,cnra948415,cnra391086,cnra961850,cnra959968,cnra962345,cnra953618,cnra962666,cnra952721,cnra952810,cnra944760,cnra950150,cnra961040,cnra949338","Stanislaus,Merced",14975.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Unknown,Digitized,"Napa,Sacramento,Merced,Sonoma",4326,,,,,,,,,POD,WELL#1,wadeId113585,,Well,CA,,"cnra419013,cnra391438,cnra897286,cnra584492,cnra418067","Napa,Sacramento,Merced,Sonoma",15096.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5142,-120.767,,,POD,,wadeId113691,,Well,CA,,"cnra945374,cnra958022,cnra963170,cnra391784,cnra952604,cnra956124,cnra956462,cnra957518,cnra960950,cnra958076,cnra952835,cnra946660,cnra952557,cnra955738","Stanislaus,Merced",15214.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5287,-120.694,,,POD,,wadeId113913,,Well,CA,,"cnra952665,cnra962739,cnra947287,cnra392486,cnra958521,cnra953132,cnra945178","Stanislaus,Merced",15461.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Stanislaus,Merced",4326,,,,,37.5441,-120.856,,,POD,95380,wadeId113934,,Well,CA,,"cnra392563,cnra954020","Stanislaus,Merced",15484.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"San Benito,Merced",4326,,,,,36.9603,-120.663,,,POD,,wadeId114178,,Well,CA,,"cnra594846,cnra393375","San Benito,Merced",15755.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Amador,Calaveras",4326,,,,,38.3162,-120.509,,,POD,,wadeId11453,,Well,CA,,"cnra72632,cnra74900,cnra71830,cnra76548,cnra74885,cnra79601,cnra80773,cnra77328,cnra78528,cnra75346,cnra73909,cnra75820,cnra78062,cnra49599,cnra73609,cnra74094,cnra74921","Amador,Calaveras",16146.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Shasta,Modoc",4326,,,,,41.1891,-121.379,,,POD,,wadeId114686,,Well,CA,,"cnra867319,cnra861562,cnra397556,cnra852544,cnra397357,cnra854034,cnra396235,cnra395165,cnra397561,cnra397894,cnra395626,cnra397091,cnra395086,cnra395604,cnra864991,cnra861598,cnra857804,cnra855813,cnra866749,cnra852763,cnra859099,cnra397201,cnra395547,cnra857862,cnra859853,cnra859923,cnra397456,cnra395088,cnra396910,cnra858531,cnra860342,cnra395121,cnra395994,cnra853772,cnra395649,cnra396733","Shasta,Modoc",16319.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Siskiyou,Shasta,Modoc",4326,,,,,41.1891,-121.36,,,POD,,wadeId114747,,Well,CA,,"cnra397827,cnra396572,cnra852626,cnra397888,cnra396692,cnra852966,cnra396524,cnra397192,cnra395829,cnra861748,cnra395168,cnra397227,cnra863298,cnra395904,cnra397084,cnra854776,cnra397841,cnra397141,cnra396941,cnra858068,cnra396425,cnra860707,cnra397325,cnra398018,cnra395830,cnra871216,cnra858145,cnra397692","Siskiyou,Shasta,Modoc",16387.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Siskiyou,Modoc",4326,,,,,41.7132,-121.305,,,POD,,wadeId114771,,Well,CA,,"cnra395200,cnra877462","Siskiyou,Modoc",16414.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Siskiyou,Modoc",4326,,,,,41.9866,-121.406,,,POD,,wadeId115390,,Well,CA,,"cnra397143,cnra873337","Siskiyou,Modoc",17102.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Shasta,Modoc",4326,,,,,40.4548,-122.302,,,POD,,wadeId115407,,Well,CA,,"cnra861346,cnra858976,cnra858582,cnra856319,cnra853465,cnra855024,cnra862613,cnra861885,cnra860595,cnra865897,cnra866393,cnra861042,cnra861609,cnra864358,cnra863650,cnra861731,cnra397246,cnra861314,cnra862487,cnra853123,cnra855750,cnra860113,cnra857574,cnra852639,cnra859625,cnra860128,cnra856762,cnra857532,cnra862592,cnra861013,cnra858650,cnra862649,cnra859920,cnra859752,cnra859403,cnra861513,cnra865180,cnra855990,cnra854275,cnra854588,cnra865887,cnra858008,cnra861507,cnra864612,cnra861636,cnra863498,cnra859020,cnra853205,cnra865361,cnra866993,cnra857401,cnra857125,cnra859303,cnra857613,cnra864373,cnra860129,cnra859377,cnra865471,cnra854312,cnra862855,cnra852182,cnra866967,cnra859116,cnra865473,cnra861989,cnra864644,cnra858389,cnra854839,cnra854167,cnra851479,cnra854857,cnra861333,cnra859714,cnra860482,cnra855825,cnra858210,cnra851439,cnra852334,cnra853969,cnra855989,cnra863729,cnra855111,cnra866933,cnra853713,cnra852400,cnra866141,cnra861253,cnra862117,cnra859404,cnra861855,cnra864816,cnra852589,cnra853818,cnra853659,cnra860895,cnra858323,cnra851464,cnra856887,cnra852796,cnra866434,cnra861406,cnra864305,cnra852111,cnra857126,cnra851511","Shasta,Modoc",17121.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Siskiyou,Modoc",4326,,,,,41.9434,-121.447,,,POD,,wadeId115481,,Well,CA,,"cnra871962,cnra397593","Siskiyou,Modoc",17203.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Santa Cruz,Monterey",4326,,,,,36.6863,-121.681,,,POD,,wadeId116336,,Well,CA,,"cnra403101,cnra401888,cnra403920,cnra406887,cnra410806,cnra411993,cnra407036,cnra843895,cnra400034,cnra404226,cnra404281,cnra413678,cnra403319,cnra404612,cnra403852,cnra409624","Santa Cruz,Monterey",18153.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Santa Cruz,Monterey",4326,,,,,36.9034,-121.771,,,POD,VW1,wadeId116357,,Well,CA,,"cnra842682,cnra400063","Santa Cruz,Monterey",18176.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.8603,-121.682,,,POD,,wadeId116359,,Well,CA,,"cnra592476,cnra594114,cnra406215,cnra592308,cnra411386,cnra402492,cnra402718,cnra408737,cnra411665,cnra402111,cnra414359,cnra411242,cnra412420,cnra412761,cnra593302,cnra592508,cnra401069,cnra409029,cnra594046,cnra406786,cnra594784,cnra401504,cnra400069,cnra408359,cnra404534,cnra400879,cnra411934,cnra404309,cnra412417,cnra405950,cnra401228,cnra401547,cnra412877,cnra401533,cnra400345,cnra400065,cnra412060,cnra402141,cnra400874,cnra410765,cnra592595","Monterey,San Benito",18178.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.8752,-121.59,,,POD,1,wadeId116361,,Well,CA,,"cnra400067,cnra593836,cnra414296,cnra412996,cnra404920","Monterey,San Benito",18181.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.8603,-121.663,,,POD,,wadeId116379,,Well,CA,,"cnra401488,cnra410773,cnra407037,cnra401757,cnra594636,cnra415133,cnra400102,cnra407151,cnra406547,cnra412819,cnra410458,cnra412211","Monterey,San Benito",18200.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.7297,-121.39,,,POD,,wadeId116410,,Well,CA,,"cnra400144,cnra593008","Monterey,San Benito",18236.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Unknown,Digitized,"Monterey,Sacramento,San Mateo",4326,,,,,,,,,POD,P2,wadeId116438,,Well,CA,,"cnra400195,cnra562872,cnra592072,cnra577430,cnra737061,cnra580972","Monterey,Sacramento,San Mateo",18266.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.875,-121.7,,,POD,,wadeId116448,,Well,CA,,"cnra405172,cnra409795,cnra403030,cnra406664,cnra412986,cnra414073,cnra595013,cnra409310,cnra400302,cnra406333,cnra407024,cnra407313,cnra405196,cnra400209,cnra409818,cnra413722,cnra413403,cnra411446","Monterey,San Benito",18277.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.8894,-121.663,,,POD,,wadeId116454,,Well,CA,,"cnra593670,cnra408320,cnra593985,cnra400351,cnra408270,cnra400215,cnra593654,cnra401514,cnra405899,cnra402379,cnra594783,cnra403252,cnra414908,cnra402098,cnra412448","Monterey,San Benito",18284.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Santa Cruz,Monterey",4326,,,,,36.9034,-121.771,,,POD,,wadeId116478,,Well,CA,,"cnra415183,cnra401781,cnra405657,cnra404308,cnra406613,cnra845855,cnra846681,cnra409279,cnra849957,cnra851107,cnra847727,cnra847803,cnra845299,cnra413879,cnra847357,cnra403504,cnra400255","Santa Cruz,Monterey",18310.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Santa Cruz,Monterey",4326,,,,,36.8745,-121.753,,,POD,,wadeId116525,,Well,CA,,"cnra408416,cnra402650,cnra404583,cnra415136,cnra409018,cnra405493,cnra405685,cnra401974,cnra400323,cnra414811,cnra404901,cnra401058,cnra408787,cnra847925,cnra412399,cnra406559,cnra403034,cnra406862,cnra415087,cnra407697,cnra411952,cnra408746","Santa Cruz,Monterey",18363.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.875,-121.681,,,POD,,wadeId116599,,Well,CA,,"cnra404527,cnra405466,cnra409892,cnra403300,cnra412646,cnra402018,cnra414796,cnra592669,cnra413927,cnra410931,cnra593763,cnra403566,cnra406661,cnra400436,cnra405386,cnra403428,cnra407291","Monterey,San Benito",18444.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.8894,-121.681,,,POD,,wadeId116660,,Well,CA,,"cnra593301,cnra594635,cnra594881,cnra593777,cnra405957,cnra592642,cnra403521,cnra406777,cnra400531,cnra411209,cnra594357,cnra408214,cnra401750,cnra402008,cnra405524,cnra594024","Monterey,San Benito",18513.0
Incomplete or bad entry for County,,,CADWRwr_WSwadeId1,Centroid of Section,Digitized,"Monterey,San Benito",4326,,,,,36.8749,-121.663,,,POD,,wadeId116754,,Well,CA,,"cnra400689,cnra404562,cnra409115,cnra413558,cnra400830,cnra409749,cnra405004,cnra401444,cnra407135,cnra410110,cnra404650,cnra409266,cnra415115,cnra408908,cnra402599,cnra403549,cnra415161,cnra593328,cnra406837,cnra401396,cnra403593","Monterey,San Benito",18617.0
