System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Source Name_Sour,Source ID_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Year_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,Unnamed: 26,Unnamed: 27,TimeframeEnd,TimeframeStart
"Bradshaw, David R. Janet M. and Brown Family Trust",10924,Public,Active,2005,1/30/2006,Beaver,,,,,,,,,      ,0.0,1192.616229,0.0,0.0,0.0,1192.616229,12.0,0.0,0.0,0.0,12.0,,,,,,,,109242005,"Bradshaw, David R. Janet M. and Brown Family Trust",10924,Upper Deliverance Springs (Group),108540474,Active,38.24903806,-112.4789551,Spring,Withdrawal,Water Supplier,2005,kgallons,,,,,,,,,,,,,1192.616229,,,,2005-12-31,2005-01-01
"Bradshaw, David R. Janet M. and Brown Family Trust",10924,Public,Active,2004,2/14/2005,Beaver,,,,,,,,,      ,0.0,1191.312823,0.0,0.0,,1191.312823,16.0,0.0,0.0,,0.0,,,,,,,,109242004,"Bradshaw, David R. Janet M. and Brown Family Trust",10924,Upper Deliverance Springs (Group),108540474,Active,38.24903806,-112.4789551,Spring,Withdrawal,Water Supplier,2004,kgallons,,,,,,,,,,,,,1191.312823,,,,2004-12-31,2004-01-01
"Whispering Pine Water Users Association, LLC",10961,Public,Active,2019,1/27/2020,Beaver,,,,,,,,,-1,50.0,1301.5,0.0,0.0,0.0,1301.5,50.0,0.0,0.0,0.0,50.0,,,,,,,,109612019,"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2019,kgallons,0.0,0.0,0.0,42.36,50.1,291.4,310.38,310.5,245.0,51.76,0.0,0.0,1301.5,,,,2019-12-31,2019-01-01
"Whispering Pine Water Users Association, LLC",10961,Public,Active,2015,1/9/2016,Beaver,,,,,,,,,-1,54.0,1134.125,0.0,0.0,0.0,1134.125,48.0,0.0,0.0,0.0,48.0,,,,,,,,109612015,"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2015,kgallons,0.0,0.0,0.0,104.43799999999999,123.77799999999999,227.856,238.94299999999998,135.89,154.45600000000002,148.764,0.0,0.0,1134.125,,,,2015-12-31,2015-01-01
"Whispering Pine Water Users Association, LLC",10961,Public,Active,2014,1/25/2015,Beaver,,,,,,,,,-1,20.0,0.0,0.0,0.0,0.0,1629.257143,0.0,0.0,0.0,0.0,54.0,,,,,,,,109612014,"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2014,kgallons,,,,,,,1629.257143,,,,,,1629.257143,,,,2014-12-31,2014-01-01
"Whispering Pine Water Users Association, LLC",10961,Public,Active,2005,6/23/2006,Beaver,,,,,,,,,-1,0.0,7636.56,0.0,0.0,0.0,7636.56,0.0,0.0,0.0,0.0,0.0,,,,,,,,109612005,"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2005,kgallons,,,,,,,,,,,,,7936.56,,,,2005-12-31,2005-01-01
Vanguard Properties,10964,Public,Inactive,2009,3/25/2010,Iron,,,,,,,,,      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,109642009,Vanguard Properties,10964,"Well (8 inch, 400 ft deep)",108540678,Active,37.70899207,-113.1907426,Well,Withdrawal,Water Supplier,2009,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2009-12-31,2009-01-01
"Instone Loan, LLC",10979,Public,Inactive,2006,3/6/2007,Iron,,,,,,,,,      ,0.0,325.8514286,0.0,27410.62217,0.0,640663.0107,1.0,0.0,1.0,0.0,3.0,,,,,,,,109792006,"Instone Loan, LLC",10979,Well 16` (150 ft. deep),108541072,Active,37.853443,-113.050279,Well,Withdrawal,Domestic,2006,kgallons,,,,,,,,,,,,,612926.5371,,,,2006-12-31,2006-01-01
Enterprise Farms LLC,10983,Public,Inactive,2016,4/8/2017,Iron,,,,,,,,,      ,2.0,60.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,109832016,Enterprise Farms LLC,10983,Well (Culinary),108541200,Active,37.62179744,-113.6258285,Well,Withdrawal,Domestic,2016,kgallons,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,60.0,,,,2016-12-31,2016-01-01
Arrowhead Investment Corporation,11043,Public,Active,2019,2/4/2020,Beaver,,,,,,,,,1012,150.0,907.36,0.0,0.0,0.0,907.36,32.0,0.0,0.0,0.0,32.0,,,,,,,,110432019,Arrowhead Investment Corporation,11043,SUBDV.  Well (WS003),108541402,Active,38.22209693,-112.38995179999999,Well,Withdrawal,Water Supplier,2019,kgallons,40.17,42.21,50.52,60.876999999999995,90.083,110.34,127.98,129.1,129.0,45.123000000000005,42.18899999999999,39.768,907.36,,,,2019-12-31,2019-01-01
Arrowhead Investment Corporation,11043,Public,Active,2014,5/1/2015,Beaver,,,,,,,,,1012,75.0,0.0,0.0,0.0,0.0,680.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,110432014,Arrowhead Investment Corporation,11043,SUBDV.  Well (WS003),108541402,Active,38.22209693,-112.38995179999999,Well,Withdrawal,Water Supplier,2014,kgallons,10.0,10.0,10.0,10.0,60.0,100.0,150.0,150.0,100.0,60.0,10.0,10.0,680.0,,,,2014-12-31,2014-01-01
Snowbasin Resort Company,11059,Public,Active,2019,5/5/2020,Morgan,,,,,,,,,29071,0.0,0.0,3597.152,92867.847,6660.8730000000005,103125.87199999999,0.0,5.0,1.0,3.0,9.0,12/27/2019,81.78,kgallons,Indoor,,,,110592019,Snowbasin Resort Company,11059,Wildcat Spring (Irrigation) (WS003),108541550,Active,41.18169045,-111.7778419,Spring,Withdrawal,Irrigation,2019,kgallons,0.0,0.0,0.0,0.0,833.77,833.77,833.77,833.77,833.77,0.0,0.0,0.0,4168.85,,,,2019-12-31,2019-01-01
Snowbasin Resort Company,11059,Public,Active,2019,5/5/2020,Morgan,,,,,,,,,29071,0.0,0.0,3597.152,92867.847,6660.8730000000005,103125.87199999999,0.0,5.0,1.0,3.0,9.0,12/27/2019,81.78,kgallons,Indoor,,,,110592019,Snowbasin Resort Company,11059,Wheeler Spring (Irrigation) (WS002),108541557,Active,41.17697364,-111.76167240000002,Spring,Withdrawal,Irrigation,2019,kgallons,0.0,0.0,0.0,0.0,722.95,722.95,722.95,0.0,0.0,0.0,0.0,0.0,2168.85,,,,2019-12-31,2019-01-01
Snowbasin Resort Company,11059,Public,Active,2019,5/5/2020,Morgan,,,,,,,,,29071,0.0,0.0,3597.152,92867.847,6660.8730000000005,103125.87199999999,0.0,5.0,1.0,3.0,9.0,12/27/2019,81.78,kgallons,Indoor,,,,110592019,Snowbasin Resort Company,11059,Bluebell Flats Well (WS004),108543195,Active,41.19946641,-111.86064270000001,Well,Withdrawal,Water Supplier,2019,kgallons,1300.0,1100.0,800.0,850.0,1100.0,1000.0,1000.0,1200.0,1000.0,1341.0,1764.82,1023.23,13479.05,,,,2019-12-31,2019-01-01
Snowbasin Resort Company,11059,Public,Active,2019,5/5/2020,Morgan,,,,,,,,,29071,0.0,0.0,3597.152,92867.847,6660.8730000000005,103125.87199999999,0.0,5.0,1.0,3.0,9.0,12/27/2019,81.78,kgallons,Indoor,,,,110592019,Snowbasin Resort Company,11059,Blue Grouse Well (WS006),108543196,Active,41.21139382,-111.8691217,Well,Withdrawal,Water Supplier,2019,kgallons,0.0,800.0,0.0,800.0,800.0,0.0,0.0,0.0,800.0,1425.0,1531.2,1352.1,7508.3,,,,2019-12-31,2019-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Wildcat Spring (Irrigation) (WS003),108541550,Active,41.18169045,-111.7778419,Spring,Withdrawal,Irrigation,2011,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Spring #3,108541551,Inactive,41.18443888,-111.8356976,Spring,Delivery,Agricultural,2011,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Spring #4,108541552,Inactive,41.19690924,-111.84857379999998,Spring,Delivery,Agricultural,2011,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Spring #7,108541554,Inactive,41.21320613,-111.79364509999999,Spring,Delivery,Agricultural,2011,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Spring #8,108541555,Inactive,41.21374555,-111.80334840000002,Spring,Delivery,Agricultural,2011,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Spring #9,108541556,Inactive,41.21638089,-111.7887127,Spring,Delivery,Agricultural,2011,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Wheeler Spring (Irrigation) (WS002),108541557,Active,41.17697364,-111.76167240000002,Spring,Withdrawal,Irrigation,2011,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,High Span Well (Snow Making) (WS005),108543194,Active,41.19510674,-111.8679568,Well,Withdrawal,Industrial,2011,kgallons,14000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,74000.0,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Bluebell Flats Well (WS004),108543195,Active,41.19946641,-111.86064270000001,Well,Withdrawal,Water Supplier,2011,kgallons,3000.0,3500.0,2000.0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5000.0,5000.0,5000.0,30500.0,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2011,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,141197.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592011,Snowbasin Resort Company,11059,Blue Grouse Well (WS006),108543196,Active,41.21139382,-111.8691217,Well,Withdrawal,Water Supplier,2011,kgallons,6000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,36000.0,,,,2011-12-31,2011-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Wildcat Spring (Irrigation) (WS003),108541550,Active,41.18169045,-111.7778419,Spring,Withdrawal,Irrigation,2010,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Spring #3,108541551,Inactive,41.18443888,-111.8356976,Spring,Delivery,Agricultural,2010,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Spring #4,108541552,Inactive,41.19690924,-111.84857379999998,Spring,Delivery,Agricultural,2010,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Spring #7,108541554,Inactive,41.21320613,-111.79364509999999,Spring,Delivery,Agricultural,2010,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Spring #8,108541555,Inactive,41.21374555,-111.80334840000002,Spring,Delivery,Agricultural,2010,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Spring #9,108541556,Inactive,41.21638089,-111.7887127,Spring,Delivery,Agricultural,2010,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Wheeler Spring (Irrigation) (WS002),108541557,Active,41.17697364,-111.76167240000002,Spring,Withdrawal,Irrigation,2010,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,High Span Well (Snow Making) (WS005),108543194,Active,41.19510674,-111.8679568,Well,Withdrawal,Industrial,2010,kgallons,18000.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,18000.0,72000.0,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Bluebell Flats Well (WS004),108543195,Active,41.19946641,-111.86064270000001,Well,Withdrawal,Water Supplier,2010,kgallons,4000.0,4000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,4000.0,4000.0,32000.0,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2010,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,136697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592010,Snowbasin Resort Company,11059,Blue Grouse Well (WS006),108543196,Active,41.21139382,-111.8691217,Well,Withdrawal,Water Supplier,2010,kgallons,8000.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,8000.0,32000.0,,,,2010-12-31,2010-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Wildcat Spring (Irrigation) (WS003),108541550,Active,41.18169045,-111.7778419,Spring,Withdrawal,Irrigation,2009,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Spring #3,108541551,Inactive,41.18443888,-111.8356976,Spring,Delivery,Agricultural,2009,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Spring #4,108541552,Inactive,41.19690924,-111.84857379999998,Spring,Delivery,Agricultural,2009,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Spring #7,108541554,Inactive,41.21320613,-111.79364509999999,Spring,Delivery,Agricultural,2009,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Spring #8,108541555,Inactive,41.21374555,-111.80334840000002,Spring,Delivery,Agricultural,2009,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Spring #9,108541556,Inactive,41.21638089,-111.7887127,Spring,Delivery,Agricultural,2009,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Wheeler Spring (Irrigation) (WS002),108541557,Active,41.17697364,-111.76167240000002,Spring,Withdrawal,Irrigation,2009,kgallons,,,,,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,14.527000000000001,,,87.162,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,High Span Well (Snow Making) (WS005),108543194,Active,41.19510674,-111.8679568,Well,Withdrawal,Industrial,2009,kgallons,15000.0,15000.0,,,,,,,,,15000.0,15000.0,60000.0,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Bluebell Flats Well (WS004),108543195,Active,41.19946641,-111.86064270000001,Well,Withdrawal,Water Supplier,2009,kgallons,3500.0,3500.0,1500.0,1500.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,3500.0,3500.0,23000.0,,,,2009-12-31,2009-01-01
Snowbasin Resort Company,11059,Public,Active,2009,5/21/2014,Morgan,,,,,,,,,29071,0.0,0.0,0.0,0.0,0.0,111697.296,0.0,0.0,0.0,0.0,19.0,,,,,,,,110592009,Snowbasin Resort Company,11059,Blue Grouse Well (WS006),108543196,Active,41.21139382,-111.8691217,Well,Withdrawal,Water Supplier,2009,kgallons,7000.0,7000.0,,,,,,,,,7000.0,7000.0,28000.0,,,,2009-12-31,2009-01-01
Hi-Lo Estates Owners Association,11063,Public,Active,2015,1/7/2016,Beaver,,,,,,,,,1016,27.0,89.0,0.0,0.0,0.0,89.0,27.0,0.0,0.0,0.0,27.0,,,,,,,,110632015,Hi-Lo Estates Owners Association,11063,HI Lo EST. Well (WS001),108541646,Active,38.25560271,-112.48046540000001,Well,Withdrawal,Water Supplier,2015,kgallons,0.0,0.0,0.0,5.0,5.0,20.0,22.0,22.0,10.0,5.0,0.0,0.0,89.0,,,,2015-12-31,2015-01-01
Beaver Valley Rancheros Subdivision,11067,Public,Active,2016,6/7/2017,Beaver,,,,,,,,,-1,30.0,2961.4,0.0,0.0,0.0,2961.4,7.0,0.0,0.0,0.0,7.0,,,,,,,,110672016,Beaver Valley Rancheros Subdivision,11067,Beaver Valley Rancheros Well,108541711,Active,38.239246200000004,-112.73715130000001,Well,Withdrawal,Water Supplier,2016,kgallons,246.8,246.8,246.8,246.8,246.8,246.8,246.8,253.8,256.8,246.8,246.8,246.8,2978.6,,,,2016-12-31,2016-01-01
Beaver and Shingle Creek Irrigation Company,11079,Public,Inactive,2010,2/28/2011,Summit,,,,,,,,,      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,,,,,,,,110792010,Beaver and Shingle Creek Irrigation Company,11079,Castle Lake Reservoir Outlet,108541859,Active,40.67152914,-111.1243625,Reservoir,Withdrawal,Irrigation,2010,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14663.31429,14663.31429,0.0,0.0,0.0,29326.628569999997,,,,2010-12-31,2010-01-01
Oak Haven Water Company,11082,Public,Active,2019,3/25/2020,Wasatch,,,,,,,,,26043,4.0,6437.484,0.0,0.0,0.0,6437.484,116.0,0.0,0.0,0.0,116.0,,,,,,,,110822019,Oak Haven Water Company,11082,Oak Haven Well (WS003),108543481,Active,40.52950494,-111.5131356,Well,Withdrawal,Domestic,2019,kgallons,536.457,536.457,536.457,536.457,536.457,536.457,536.457,536.457,536.457,536.457,536.457,536.457,6437.484,,,,2019-12-31,2019-01-01
Town of Castle Valley,11094,Public,Active,2012,1/23/2013,Grand,,,,,,,,,      ,350.0,0.0,0.0,0.0,0.0,236815.7842,0.0,0.0,0.0,0.0,171.0,,,,,,,,110942012,Town of Castle Valley,11094,448 proposed wells,108542134,Active,38.65178291,-109.42445740000001,Well,Withdrawal,Water Supplier,2012,kgallons,1335.990857,1205.650286,16618.42286,28251.318860000003,29196.287999999997,29196.287999999997,28251.318860000003,29196.287999999997,28251.318860000003,29196.287999999997,14761.06971,1335.990857,236796.2331,,,,2012-12-31,2012-01-01
Town of Castle Valley,11094,Public,Active,2011,1/30/2012,Grand,,,,,,,,,      ,319.0,0.0,0.0,0.0,0.0,234893.2608,0.0,0.0,0.0,0.0,150.0,,,,,,,,110942011,Town of Castle Valley,11094,448 proposed wells,108542134,Active,38.65178291,-109.42445740000001,Well,Withdrawal,Water Supplier,2011,kgallons,1303.405714,1173.065143,16488.082290000002,28055.807999999997,28968.192000000003,28055.807999999997,28968.192000000003,28968.192000000003,28055.807999999997,28968.192000000003,14630.729140000001,1303.405714,234938.88,,,,2011-12-31,2011-01-01
Town of Castle Valley,11094,Public,Active,2010,2/1/2011,Grand,,,,,,,,,      ,380.0,0.0,0.0,0.0,0.0,229070.2958,0.0,0.0,0.0,0.0,163.0,,,,,,,,110942010,Town of Castle Valley,11094,448 proposed wells,108542134,Active,38.65178291,-109.42445740000001,Well,Withdrawal,Water Supplier,2010,kgallons,1270.8205710000002,1140.48,16064.47543,27338.93486,28251.318860000003,27338.93486,28251.318860000003,28251.318860000003,27338.93486,28251.318860000003,14272.29257,1270.8205710000002,229040.9691,,,,2010-12-31,2010-01-01
