System Name_Sys,System ID_Sys,System Type_Sys,System Status_Sys,History Year_Sys,Date Received_Sys,County_Sys,Use Cooling Percent_Sys,Use Process Percent_Sys,Use Domestic Percent_Sys,Use Miscellaneous Percent_Sys,Irrigation (Lawn and Garden) Percent_Sys,Acres Irrigated_Sys,Irrigation (Agriculture)_Sys,Acres Irrigated.1_Sys,DEQ ID_Sys,Population_Sys,Domestic Use_Sys,Commercial Use_Sys,Industrial Use_Sys,Institutional Use_Sys,Total Use_Sys,Domestic Connections_Sys,Commercial Connections_Sys,Industrial Connections_Sys,Institutional Connections_Sys,Total Connections_Sys,Peak Date_Sys,Peak Demand_Sys,Peak Demand Units_Sys,Peak Use Include_Sys,Peak Measurement Type_Sys,Peak Wholesale Volume_Sys,Peak Wholesale Volume Units_Sys,SystemID_Year_ID,System Name_Sour,System ID_Sour,Source Name_Sour,Source ID_Sour,Source Status_Sour,Lat NAD83_Sour,Lon NAD83_Sour,Source Type_Sour,Diversion Type_Sour,Use Type_Sour,Year_Sour,Units_Sour,Jan_Sour,Feb_Sour,Mar_Sour,Apr_Sour,May_Sour,Jun_Sour,Jul_Sour,Aug_Sour,Sep_Sour,Oct_Sour,Nov_Sour,Dec_Sour,Total_Sour,Unnamed: 25,Unnamed: 26,Unnamed: 27,ReasonRemoved,index,TimeframeEnd,TimeframeStart
ENEL Cove Fort,2715,Industrial,Active,1998,2/22/1999,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151998,ENEL Cove Fort,2715,North Fork Springs 1 & 2,27150006,Inactive,,,Spring,Withdrawal,Power (Geothermal),1998,kgallons,2737.152,2737.152,2737.152,2737.152,2769.737143,2802.322286,2834.907429,2769.737143,2769.737143,2737.152,2737.152,2737.152,33106.50514,,,,Null Lat NAD83,2717.0,1998-12-31,1998-01-01
ENEL Cove Fort,2715,Industrial,Active,1998,2/22/1999,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151998,ENEL Cove Fort,2715,"South Fork Springs 1,2,3",27150007,Inactive,,,Spring,Withdrawal,Power (Geothermal),1998,kgallons,1173.065143,1173.065143,1205.650286,1205.650286,1238.2354289999998,1238.2354289999998,1270.8205710000002,1238.2354289999998,1238.2354289999998,1205.650286,1173.065143,1140.48,14500.38857,,,,Null Lat NAD83,2718.0,1998-12-31,1998-01-01
ENEL Cove Fort,2715,Industrial,Active,1998,2/22/1999,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151998,ENEL Cove Fort,2715,Middle Spring,27150008,Inactive,,,Spring,Withdrawal,Power (Geothermal),1998,kgallons,521.3622857,521.3622857,553.9474286000001,553.9474286000001,586.5325713999999,586.5325713999999,586.5325713999999,553.9474286000001,553.9474286000001,521.3622857,488.77714289999994,488.77714289999994,6517.028571,,,,Null Lat NAD83,2719.0,1998-12-31,1998-01-01
ENEL Cove Fort,2715,Industrial,Active,1997,2/24/1998,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151997,ENEL Cove Fort,2715,Linda & Olga Wells,27150001,Inactive,,,Well,Withdrawal,Power (Geothermal),1997,kgallons,6517.028571,6517.028571,6517.028571,6517.028571,6614.784000000001,6647.369143,6614.784000000001,6679.954286,6517.028571,6517.028571,6517.028571,6679.954286,78856.04571,,,,Null Lat NAD83,2722.0,1997-12-31,1997-01-01
ENEL Cove Fort,2715,Industrial,Active,1997,2/24/1998,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151997,ENEL Cove Fort,2715,Loretta/Clara&Mary Wells,27150002,Inactive,,,Well,Withdrawal,Power (Geothermal),1997,kgallons,8211.456,8211.456,8211.456,8211.456,8146.285714,8146.285714,8146.285714,8146.285714,8146.285714,8178.870856999999,8178.870856999999,8178.870856999999,98113.86514,,,,Null Lat NAD83,2723.0,1997-12-31,1997-01-01
ENEL Cove Fort,2715,Industrial,Active,1997,2/24/1998,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151997,ENEL Cove Fort,2715,North Fork Springs 1 & 2,27150006,Inactive,,,Spring,Withdrawal,Power (Geothermal),1997,kgallons,2769.737143,2769.737143,2769.737143,2802.322286,2834.907429,2867.492571,2834.907429,2802.322286,2802.322286,2769.737143,2737.152,2737.152,33497.526860000005,,,,Null Lat NAD83,2725.0,1997-12-31,1997-01-01
ENEL Cove Fort,2715,Industrial,Active,1997,2/24/1998,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151997,ENEL Cove Fort,2715,"South Fork Springs 1,2,3",27150007,Inactive,,,Spring,Withdrawal,Power (Geothermal),1997,kgallons,1205.650286,1205.650286,1238.2354289999998,1238.2354289999998,1270.8205710000002,1270.8205710000002,1238.2354289999998,1238.2354289999998,1205.650286,1173.065143,1173.065143,1140.48,14598.143999999998,,,,Null Lat NAD83,2726.0,1997-12-31,1997-01-01
ENEL Cove Fort,2715,Industrial,Active,1997,2/24/1998,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151997,ENEL Cove Fort,2715,Middle Spring,27150008,Inactive,,,Spring,Withdrawal,Power (Geothermal),1997,kgallons,553.9474286000001,553.9474286000001,553.9474286000001,553.9474286000001,586.5325713999999,586.5325713999999,586.5325713999999,553.9474286000001,521.3622857,521.3622857,521.3622857,488.77714289999994,6582.198857,,,,Null Lat NAD83,2727.0,1997-12-31,1997-01-01
ENEL Cove Fort,2715,Industrial,Active,1996,3/10/1997,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151996,ENEL Cove Fort,2715,Linda & Olga Wells,27150001,Inactive,,,Well,Withdrawal,Power (Geothermal),1996,kgallons,6517.028571,6517.028571,6517.028571,6517.028571,6549.613714,6614.784000000001,6647.369143,6679.954286,6517.028571,6484.443429,6549.613714,6712.539429,78823.46057000001,,,,Null Lat NAD83,2730.0,1996-12-31,1996-01-01
ENEL Cove Fort,2715,Industrial,Active,1996,3/10/1997,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151996,ENEL Cove Fort,2715,North Fork Springs 1 & 2,27150006,Inactive,,,Spring,Withdrawal,Power (Geothermal),1996,kgallons,2769.737143,2769.737143,2834.907429,2834.907429,2867.492571,2802.322286,2769.737143,2704.5668570000003,2704.5668570000003,2671.981714,2737.152,2704.5668570000003,33171.67543,,,,Null Lat NAD83,2732.0,1996-12-31,1996-01-01
ENEL Cove Fort,2715,Industrial,Active,1996,3/10/1997,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151996,ENEL Cove Fort,2715,"South Fork Springs 1,2,3",27150007,Inactive,,,Spring,Withdrawal,Power (Geothermal),1996,kgallons,1270.8205710000002,1205.650286,1238.2354289999998,1238.2354289999998,1270.8205710000002,1205.650286,1205.650286,1173.065143,1173.065143,1238.2354289999998,1205.650286,1107.894857,14532.97371,,,,Null Lat NAD83,2733.0,1996-12-31,1996-01-01
ENEL Cove Fort,2715,Industrial,Active,1996,3/10/1997,Beaver,99.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27151996,ENEL Cove Fort,2715,Middle Spring,27150008,Inactive,,,Spring,Withdrawal,Power (Geothermal),1996,kgallons,570.24,563.7229714,570.24,566.9814857000001,570.24,563.7229714,557.2059429,553.9474286000001,550.6889143,550.6889143,553.9474286000001,550.6889143,6722.314971,,,,Null Lat NAD83,2734.0,1996-12-31,1996-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,2019,1/15/2020,Carbon,96.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,27232019,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),2019,kgallons,0.0,0.0,0.0,8000.0,32000.0,34000.0,22000.0,16400.0,8000.0,6400.0,0.0,0.0,126800.0,,,,Null Lat NAD83,2741.0,2019-12-31,2019-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,2001,2/21/2002,Carbon,97.0,1.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27232001,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),2001,kgallons,0.0,0.0,10800.74998,25191.74925,25191.74925,25191.74925,0.0,0.0,0.0,0.0,0.0,0.0,86375.99806,,,,Null Lat NAD83,2743.0,2001-12-31,2001-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,2000,1/24/2001,Carbon,96.0,2.0,0.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27232000,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),2000,kgallons,0.0,0.0,0.0,16291.134419999998,16291.134419999998,16301.1348,0.0,0.0,0.0,0.0,0.0,0.0,48883.40365,,,,Null Lat NAD83,2744.0,2000-12-31,2000-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,1999,2/11/2000,Carbon,88.0,3.0,0.0,9.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27231999,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),1999,kgallons,0.0,0.0,0.0,0.0,0.0,8920.619498,8880.617977,8880.617977,8880.617977,8880.617977,0.0,0.0,44443.0914,,,,Null Lat NAD83,2745.0,1999-12-31,1999-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,1998,2/26/1999,Carbon,92.0,3.0,0.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27231998,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),1998,kgallons,21901.5205,17801.23747,19101.32602,12100.84146,12200.84852,19201.33634,16601.15599,21901.5205,19001.32222,13900.96532,11700.81321,17101.18804,202514.0756,,,,Null Lat NAD83,2746.0,1998-12-31,1998-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,1997,2/27/1998,Carbon,88.0,2.0,0.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27231997,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),1997,kgallons,0.0,0.0,0.0,25851.79781,25851.79781,25851.79781,25851.79781,0.0,0.0,11490.79871,0.0,0.0,114897.99,,,,Null Lat NAD83,2747.0,1997-12-31,1997-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,1996,2/26/1997,Carbon,88.0,2.0,10.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27231996,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),1996,kgallons,0.0,0.0,16601.15599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16601.15599,,,,Null Lat NAD83,2748.0,1996-12-31,1996-01-01
Sunnyside Cogeneration Associates,2723,Industrial,Active,1995,2/14/1996,Carbon,88.0,3.0,9.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,27231995,Sunnyside Cogeneration Associates,2723,Grassy Trail Creek (8 Points),27230001,Active,,,Stream,Withdrawal,Power (Fossil-Fuel),1995,kgallons,22751.58215,18281.27202,20441.422609999998,5750.397915,28982.011360000004,17761.23595,21441.49323,19881.38176,20621.43271,6640.461093,16721.16055,5680.395253,204954.2466,,,,Null Lat NAD83,2749.0,1995-12-31,1995-01-01
DAI Partners LLC,2804,Industrial,Inactive,2009,12/15/2011,Salt Lake,0.0,0.0,0.0,0.0,,,100.0,,,,,,,,,,,,,,,,,,,,,28042009,DAI Partners LLC,2804,Water Pro Pressurized Irrigation,108541093,Active,,,Stream,Delivery,Agricultural,2009,kgallons,0.0,0.0,0.0,6000.0,14000.0,7000.0,18000.0,18000.0,14000.0,5000.0,0.0,0.0,82000.0,,,,Null Lat NAD83,2755.0,2009-12-31,2009-01-01
DAI Partners LLC,2804,Industrial,Inactive,2008,10/15/2009,Salt Lake,0.0,0.0,0.0,0.0,,,100.0,,,,,,,,,,,,,,,,,,,,,28042008,DAI Partners LLC,2804,Water Pro Pressurized Irrigation,108541093,Active,,,Stream,Delivery,Agricultural,2008,kgallons,0.0,0.0,0.0,6000.0,13000.0,13000.0,18000.0,18000.0,13000.0,6000.0,0.0,0.0,87000.0,,,,Null Lat NAD83,2757.0,2008-12-31,2008-01-01
DAI Partners LLC,2804,Industrial,Inactive,2007,3/6/2008,Salt Lake,0.0,0.0,0.0,0.0,,,100.0,,,,,,,,,,,,,,,,,,,,,28042007,DAI Partners LLC,2804,Water Pro Pressurized Irrigation,108541093,Active,,,Stream,Delivery,Agricultural,2007,kgallons,,,,16199.999969999999,32399.999939999998,32399.999939999998,32399.999939999998,32399.999939999998,32399.999939999998,16199.999969999999,,,194400.0,,,,Null Lat NAD83,2759.0,2007-12-31,2007-01-01
DAI Partners LLC,2804,Industrial,Inactive,2006,4/3/2007,Salt Lake,0.0,0.0,0.0,0.0,,,100.0,,,,,,,,,,,,,,,,,,,,,28042006,DAI Partners LLC,2804,Water Pro Pressurized Irrigation,108541093,Active,,,Stream,Delivery,Agricultural,2006,kgallons,,,,8064.0,11520.0,14400.0,14400.0,14400.0,11520.0,8064.0,,,82368.0,,,,Null Lat NAD83,2761.0,2006-12-31,2006-01-01
Bruce Larsen,10010,Mgt Plan,Inactive,1996,3/19/1997,Salt Lake,0.0,0.0,100.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,100101996,Bruce Larsen,10010,Well,100100001,Active,,,Well,Withdrawal,Irrigation,1996,kgallons,0.0,0.0,0.0,20.00076069,25.00258011,30.00114103,35.00296046,35.00296046,20.00076069,5.001819429,0.0,0.0,170.01298290000003,,,,Null Lat NAD83,2794.0,1996-12-31,1996-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,2006,1/31/2007,Salt Lake,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,100152006,"Bowles Family Holdings, LLC",10015,Well (8`),100150004,Inactive,,,Well,Withdrawal,Irrigation,2006,kgallons,,,,3749.76,3749.76,3749.76,3749.76,3749.76,3749.76,,,,22498.56,,,,Null Lat NAD83,2824.0,2006-12-31,2006-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,2005,1/23/2006,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100152005,"Bowles Family Holdings, LLC",10015,Well (8`),100150004,Inactive,,,Well,Withdrawal,Irrigation,2005,kgallons,,,,3750.020418,3750.020418,3750.020418,3750.020418,3750.020418,3750.020418,,,,22500.12251,,,,Null Lat NAD83,2827.0,2005-12-31,2005-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,2004,1/11/2005,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100152004,"Bowles Family Holdings, LLC",10015,Well (8`),100150004,Inactive,,,Well,Withdrawal,Irrigation,2004,kgallons,,,,3750.020418,3750.020418,3750.020418,3750.020418,3750.020418,3750.020418,3750.020418,,,26250.14293,,,,Null Lat NAD83,2830.0,2004-12-31,2004-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,2001,1/22/2002,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100152001,"Bowles Family Holdings, LLC",10015,Well (8`),100150003,Inactive,,,Well,Withdrawal,Irrigation,2001,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24496.70116,24496.70116,,,,Null Lat NAD83,2835.0,2001-12-31,2001-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,2000,1/4/2001,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100152000,"Bowles Family Holdings, LLC",10015,Well (8`),100150003,Inactive,,,Well,Withdrawal,Irrigation,2000,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2838.0,2000-12-31,2000-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,2000,1/4/2001,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100152000,"Bowles Family Holdings, LLC",10015,Well (8`),100150004,Inactive,,,Well,Withdrawal,Irrigation,2000,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2839.0,2000-12-31,2000-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,1999,1/7/2000,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100151999,"Bowles Family Holdings, LLC",10015,Well (8`),100150003,Inactive,,,Well,Withdrawal,Irrigation,1999,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2842.0,1999-12-31,1999-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,1999,1/7/2000,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100151999,"Bowles Family Holdings, LLC",10015,Well (8`),100150004,Inactive,,,Well,Withdrawal,Irrigation,1999,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2843.0,1999-12-31,1999-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,1998,1/11/1999,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100151998,"Bowles Family Holdings, LLC",10015,Well (8`),100150003,Inactive,,,Well,Withdrawal,Irrigation,1998,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2846.0,1998-12-31,1998-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,1998,1/11/1999,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100151998,"Bowles Family Holdings, LLC",10015,Well (8`),100150004,Inactive,,,Well,Withdrawal,Irrigation,1998,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2847.0,1998-12-31,1998-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,1997,1/12/1998,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100151997,"Bowles Family Holdings, LLC",10015,Well (8`),100150003,Inactive,,,Well,Withdrawal,Irrigation,1997,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2850.0,1997-12-31,1997-01-01
"Bowles Family Holdings, LLC",10015,Mgt Plan,Active,1997,1/12/1998,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100151997,"Bowles Family Holdings, LLC",10015,Well (8`),100150004,Inactive,,,Well,Withdrawal,Irrigation,1997,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24508.70666,,,,Null Lat NAD83,2851.0,1997-12-31,1997-01-01
CPB - UT Riverton Crops,10020,Mgt Plan,Active,2001,1/9/2002,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100202001,CPB - UT Riverton Crops,10020,Well 13400 S. 5600 W.,100200004,Inactive,,,Well,Withdrawal,Irrigation,2001,kgallons,,,,25921.48114,77767.70194,77767.70194,38883.85097,12962.36983,12962.36983,25921.48114,,,272186.9568,,,,Null Lat NAD83,2911.0,2001-12-31,2001-01-01
CPB - UT Riverton Crops,10020,Mgt Plan,Active,2000,1/8/2001,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100202000,CPB - UT Riverton Crops,10020,Well 13400 S. 5600 W.,100200004,Inactive,,,Well,Withdrawal,Irrigation,2000,kgallons,0.0,0.0,0.0,0.0,43203.0084,86406.0168,28802.00125,0.0,0.0,0.0,0.0,0.0,158411.0265,,,,Null Lat NAD83,2914.0,2000-12-31,2000-01-01
CPB - UT Riverton Crops,10020,Mgt Plan,Active,1999,1/11/2000,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100201999,CPB - UT Riverton Crops,10020,Well 13400 S. 5600 W.,100200004,Inactive,,,Well,Withdrawal,Irrigation,1999,kgallons,0.0,0.0,0.0,43203.0084,57604.00577,80605.59743,80605.59743,57604.00577,43203.0084,0.0,0.0,0.0,362825.2232,,,,Null Lat NAD83,2917.0,1999-12-31,1999-01-01
CPB - UT Riverton Crops,10020,Mgt Plan,Active,1998,1/14/1999,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100201998,CPB - UT Riverton Crops,10020,Well 13400 S. 5600 W.,100200004,Inactive,,,Well,Withdrawal,Irrigation,1998,kgallons,0.0,0.0,0.0,28802.00125,72005.00314,86406.0168,72005.00314,72005.00314,28802.00125,0.0,0.0,0.0,360025.0287,,,,Null Lat NAD83,2920.0,1998-12-31,1998-01-01
CPB - UT Riverton Crops,10020,Mgt Plan,Active,1997,1/21/1998,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100201997,CPB - UT Riverton Crops,10020,Well 13400 S. 5600 W.,100200004,Inactive,,,Well,Withdrawal,Irrigation,1997,kgallons,0.0,0.0,0.0,15841.101019999998,47523.30631,91876.4008,79205.50507999999,79205.50507999999,38022.6452,0.0,0.0,0.0,351674.4635,,,,Null Lat NAD83,2923.0,1997-12-31,1997-01-01
CPB - UT Riverton Crops (South),10025,Mgt Plan,Inactive,1998,2/11/1999,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100251998,CPB - UT Riverton Crops (South),10025,13500 South Well,100250001,Inactive,,,Well,Withdrawal,Irrigation,1998,kgallons,0.0,0.0,0.0,3450.238749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3450.238749,,,,Null Lat NAD83,2947.0,1998-12-31,1998-01-01
CPB - UT Riverton Crops (South),10025,Mgt Plan,Inactive,1998,2/11/1999,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100251998,CPB - UT Riverton Crops (South),10025,13200 South Well,100250002,Inactive,,,Well,Withdrawal,Irrigation,1998,kgallons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.091805,0.0,0.0,0.0,0.0,1300.091805,,,,Null Lat NAD83,2948.0,1998-12-31,1998-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2019,6/8/2020,Salt Lake,0.0,0.0,20.0,0.0,55.0,55.0,25.0,20.0,,,,,,,,,,,,,,,,,,,,100262019,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2019,kgallons,0.0,0.0,0.0,3000.0,16000.0,16000.0,16100.0,16800.0,6400.0,3970.0,0.0,0.0,78270.0,,,,Null Lat NAD83,2950.0,2019-12-31,2019-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2014,3/12/2015,Salt Lake,0.0,0.0,5.0,0.0,0.0,,95.0,,,,,,,,,,,,,,,,,,,,,100262014,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2014,kgallons,,,,2300.0,5900.0,13000.0,11000.0,,,,,,32200.0,,,,Null Lat NAD83,2952.0,2014-12-31,2014-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2013,3/6/2014,Salt Lake,0.0,0.0,5.0,0.0,0.0,,95.0,,,,,,,,,,,,,,,,,,,,,100262013,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2013,kgallons,,,,,,24500.0,22000.0,,1000.0,,,,47500.0,,,,Null Lat NAD83,2954.0,2013-12-31,2013-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2012,2/27/2013,Salt Lake,0.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,,,,,,,,,,,,,,,100262012,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2012,kgallons,,,,4600.0,14500.0,15000.0,18000.0,13000.0,,,,,65100.0,,,,Null Lat NAD83,2956.0,2012-12-31,2012-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2011,2/8/2012,Salt Lake,0.0,0.0,5.0,0.0,0.0,,95.0,,,,,,,,,,,,,,,,,,,,,100262011,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2011,kgallons,0.0,0.0,0.0,0.0,1500.0,18520.0,17950.0,15500.0,14700.0,1400.0,0.0,0.0,69570.0,,,,Null Lat NAD83,2958.0,2011-12-31,2011-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2010,2/16/2011,Salt Lake,0.0,0.0,5.0,0.0,0.0,,95.0,,,,,,,,,,,,,,,,,,,,,100262010,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2010,kgallons,0.0,0.0,0.0,4500.0,12400.0,25800.0,27000.0,16000.0,612.0,0.0,0.0,0.0,86312.0,,,,Null Lat NAD83,2960.0,2010-12-31,2010-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2009,4/1/2010,Salt Lake,0.0,0.0,5.0,0.0,0.0,,95.0,,,,,,,,,,,,,,,,,,,,,100262009,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2009,kgallons,0.0,0.0,0.0,40.0,10000.0,48000.0,52000.0,41400.0,5000.0,1800.0,0.0,0.0,158240.0,,,,Null Lat NAD83,2962.0,2009-12-31,2009-01-01
Larkin Memorial Corporation,10026,Mgt Plan,Active,2008,3/30/2009,Salt Lake,0.0,0.0,5.0,0.0,0.0,,95.0,,,,,,,,,,,,,,,,,,,,,100262008,Larkin Memorial Corporation,10026,Ditch (Bell Canyon run.),100260002,Active,0.0,0.0,Drain,Withdrawal,Irrigation,2008,kgallons,,,,50.0,10000.0,48000.0,52000.0,32000.0,,,,,142050.0,,,,Null Lat NAD83,2964.0,2008-12-31,2008-01-01
