System Name,System ID,Source Name,Source ID,Source Status,Lat NAD83,Lon NAD83,Source Type,Diversion Type,Use Type,Year,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,,
Quality Venture One LC,10956,Well #4 (18 in 300 ft deep),108540650,Inactive,37.09784511,-113.5037394,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
Quality Venture One LC,10956,Well #5 (18 in 250 ft deep ),108540651,Inactive,37.01007178,-113.4961336,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
Quality Venture One LC,10956,Well #6 (10 in 200-500 ft deep),108540652,Inactive,,,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
Quality Venture One LC,10956,Well #7 (10 in 200-500 ft deep),108540903,Inactive,37.0156465,-113.5304627,Well,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
Quality Venture One LC,10956,Proposed location #3,108542821,Inactive,37.01172078,-113.5222318,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Quality Venture One LC,10956,Existing Well (a38322),108542822,Active,37.00922308,-113.4863706,Well,Withdrawal,Industrial,2019,kgallons,651.7028571,651.7028571,3258.514286,7820.434286,13034.05714,14663.31429,14663.31429,14663.31429,13034.05714,6517.028571,1629.257143,1629.257143,92215.95429,,,
Quality Venture One LC,10956,Proposed location #1 (a38322),108542823,Inactive,37.01158036,-113.5187424,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Quality Venture One LC,10956,Proposed location #2 (a38322),108542824,Inactive,37.01326474,-113.5226082,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
Alan J. Long and Gayle L. Long Family Trust,10957,"Well #1 (6`, 100-500`)",108540655,Active,40.06977467,-111.7705459,Well,Withdrawal,Irrigation,2019,kgallons,18.6,17.4,18.6,18,97.6,488.88,475.48,505.48,402.48,276.52,18.9,19.53,2357.47,,,
Alan J. Long and Gayle L. Long Family Trust,10957,"Well #1 (6`, 100-500`)",108540655,Active,40.06977467,-111.7705459,Well,Withdrawal,Irrigation,2006,kgallons,,,,,,,,1,,,,,1,,,
William Farrar,10958,"Well #1 (8`, 300-800`)",108540656,Active,,,Well,Withdrawal,Commercial,,kgallons,,,,,,,,,,,,,,,,
"Welling, Steven L.",10959,"Well (16`, 300-500`)",108540658,Active,41.89963718,-112.1736328,Well,Withdrawal,Agricultural,2019,kgallons,0,0,0,0,0,0,0,15640.86857,0,0,0,0,15640.86857,,,
"Welling, Steven L.",10959,"Well (16`, 300-500`)",108540658,Active,41.89963718,-112.1736328,Well,Withdrawal,Agricultural,2018,kgallons,0,0,0,0,0,0,0,14337.46286,19225.23429,0,0,0,33562.69714,,,
"Welling, Steven L.",10959,"Well (16`, 300-500`)",108540658,Active,41.89963718,-112.1736328,Well,Withdrawal,Agricultural,2017,kgallons,0,0,0,0,0,0,52136.22857,52136.22857,52136.22857,0,0,0,156408.6857,,,
Bundy Family Revocable Trust,10960,Well #1,108540661,Active,37.57948196,-113.6718088,Well,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
Bundy Family Revocable Trust,10960,Well #1,108540661,Active,37.57948196,-113.6718088,Well,Withdrawal,Domestic,2012,kgallons,,,,0.7,1.2,2,3.4,3.8,2,,,,13.1,,,
Bundy Family Revocable Trust,10960,Well #1,108540661,Active,37.57948196,-113.6718088,Well,Withdrawal,Domestic,2011,kgallons,,,,0.5,1,1.1,1.6,2,1.5,,,,7.7,,,
Bundy Family Revocable Trust,10960,Well #1,108540661,Active,37.57948196,-113.6718088,Well,Withdrawal,Domestic,2010,kgallons,0,0,0,0,1,1.3,2,2.2,1.5,,,,8,,,
"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2019,kgallons,0,0,0,42.36,50.1,291.4,310.38,310.5,245,51.76,0,0,1301.5,,,
"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2015,kgallons,0,0,0,104.438,123.778,227.856,238.943,135.89,154.456,148.764,0,0,1134.125,,,
"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2014,kgallons,,,,,,,1629.257143,,,,,,1629.257143,,,
"Whispering Pine Water Users Association, LLC",10961,Deliverance Spring,108540667,Active,38.24903806,-112.4789551,Spring,Withdrawal,Domestic,2005,kgallons,,,,,,,,,,,,,7936.56,,,
"Nielson, Robert A. & Pamela J.",10962,Well #1,108540663,Active,40.7215607,-112.0320367,Well,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
"Nielson, Robert A. & Pamela J.",10962,Well #1,108540663,Active,40.7215607,-112.0320367,Well,Withdrawal,Domestic,2012,kgallons,69.05,63.84,74.18,73.05,72.38,62.85,56.8,49.11,47.04,55.32,52.89,52.11,728.62,,,
"Nielson, Robert A. & Pamela J.",10962,Well #1,108540663,Active,40.7215607,-112.0320367,Well,Withdrawal,Domestic,2006,kgallons,150,150,150,150,150,150,150,150,150,150,150,150,1800,,,
"Nielson, Robert A. & Pamela J.",10962,Well #1,108540663,Active,40.7215607,-112.0320367,Well,Withdrawal,Domestic,2005,kgallons,150,150,150,150,150,150,150,150,150,150,150,150,1800,,,
"Nielson, Robert A. & Pamela J.",10962,Well #2,108540664,Active,40.38471229,-110.0725508,Well,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
"Nielson, Robert A. & Pamela J.",10962,Well #2,108540664,Active,40.38471229,-110.0725508,Well,Withdrawal,Domestic,2012,kgallons,0.837,0.756,1.116,1.08,1.25,1.35,1.39,1.534,1.22,1.116,0.81,0.837,13.296,,,
Vanguard Properties,10964,"Well (8 inch, 400 ft deep)",108540678,Active,37.70899207,-113.1907426,Well,Withdrawal,Water Supplier,2009,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Duane Morley and Jeanne Cox,10965,Chambers Spring Stream N 655 E 2325,108540682,Active,41.81074716,-111.8650474,Stream,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
Duane Morley and Jeanne Cox,10965,Chambers Spring Stream N 1335 W 1600,108540700,Active,41.81270048,-111.8602149,Stream,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
Duane Morley and Jeanne Cox,10965,Well (4 in 166 ft deep),108540701,Active,41.80951996,-111.8657831,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
"Degiorgio Farms, LLC",10968,Turkey Shed Well (6 in 553 ft deep),108540692,Active,41.23630809,-112.1105014,Well,Withdrawal,Agricultural,2019,kgallons,162.9257143,195.5108571,260.6811429,293.2662857,322.5929143,325.8514286,325.8514286,325.8514286,325.8514286,322.5929143,244.3885714,162.9257143,3268.289829,,,
"Degiorgio Farms, LLC",10968,Turkey Shed Well (6 in 553 ft deep),108540692,Active,41.23630809,-112.1105014,Well,Withdrawal,Agricultural,2018,kgallons,296.71,336.79,348.12,351.29,369.85,379.12,387.61,374.37,368.95,358.73,349.88,339.83,4261.25,,,
"Degiorgio Farms, LLC",10968,Turkey Shed Well (6 in 553 ft deep),108540692,Active,41.23630809,-112.1105014,Well,Withdrawal,Agricultural,2017,kgallons,330.333,383.99984,403.7382,399.38364,409.9173,396.57261,407.17517,408.29259,398.15658,409.41607,399.38364,406.92792,4753.29656,,,
"Degiorgio Farms, LLC",10968,Turkey Shed Well (6 in 553 ft deep),108540692,Active,41.23630809,-112.1105014,Well,Withdrawal,Agricultural,2015,kgallons,,,,,,,4561.92,,,,,,4561.92,,,
"Degiorgio Farms, LLC",10968,Turkey Shed Well (6 in 553 ft deep),108540692,Active,41.23630809,-112.1105014,Well,Withdrawal,Agricultural,2009,kgallons,,,,,,,,,,,,,4467.748937,,,
Utah Division of Parks and Recreation/ Kodachrome Basin,10970,Horse Valley Spring (WS001),108540708,Active,37.54303153,-111.9006783,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #9 (20 in 470 ft deep),108540825,Active,41.96683437,-112.7744602,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 2 (22 in 550 ft deep),108540826,Active,41.97663478,-112.7797539,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well  (18 in 460 ft deep),108540827,Inactive,41.97414989,-112.7914135,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well  #8 (22 in 660 ft deep),108540828,Active,41.97414989,-112.7914135,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well  #7 (18 in 460 ft deep),108540829,Active,41.97383031,-112.7857843,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 7 (20 in 540 ft deep),108540830,Inactive,41.97412075,-112.7918071,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Anderson Well  (14 in 453 ft deep),108540831,Active,41.93559336,-112.7775356,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well,108540832,Inactive,41.96670743,-112.8146692,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well  (16 in 540 ft deep),108540833,Inactive,41.9679157,-112.8050068,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well,108540834,Inactive,41.9736875,-112.8340497,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well (16 in 441 ft deep),108540835,Inactive,41.97229136,-112.8533565,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Frank Well  (16 in 414 ft),108540836,Active,41.97211099,-112.8530705,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #10 (16 in 132 ft deep),108540837,Active,41.96673114,-112.7651329,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #12 (18 in 400 ft deep),108540838,Active,41.95041965,-112.8637159,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #13 (18 in 400 ft deep),108540839,Active,41.94317649,-112.8634754,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #6 (20 in 540 ft deep),108540840,Active,41.98028676,-112.8043588,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #3 (20 in 600 ft deep),108540841,Active,41.99463188,-112.8334501,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #5 (20 in 600 ft deep),108540842,Active,41.98476852,-112.8143459,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 19,108540843,Inactive,41.93537099,-112.7777132,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Deep Creek 1,108540844,Inactive,41.95450977,-112.7642509,Stream,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Deep Creek #2,108540845,Active,41.96390831,-112.8032312,Stream,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #1 (22 in 515 ft deep),108540846,Active,41.97610916,-112.7775357,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 21 (18 in 460 ft deep),108540847,Inactive,41.97261338,-112.7861918,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 22 (18 in 400 ft deep),108540848,Inactive,41.95024445,-112.8711095,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #4 (20 in 490 ft deep),108540849,Active,41.98996475,-112.8234879,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Deep Creek 4,108540850,Inactive,41.965672,-112.8141206,Stream,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Deep Creek 5,108540851,Inactive,41.96027107,-112.8336116,Stream,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Deep Creek 6,108540852,Inactive,41.93412573,-112.8633558,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 24,108540956,Inactive,41.94303463,-112.8637786,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 25 (Proposed 1),108540957,Inactive,,,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 26 (Proposed 2),108540958,Inactive,,,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well 27 (Proposed 3),108540959,Inactive,,,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Deep Creek (Weir in Snowville),108541766,Inactive,41.89324964,-112.7099017,Stream,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Deep Creek (Weir in Snowville),108541766,Inactive,41.89324964,-112.7099017,Stream,Withdrawal,Agricultural,2013,kgallons,0,0,0,166901.1017,170974.2446,138161.0057,128255.1223,131937.2434,117795.2914,66766.95771,0,0,920790.9669,,,
RLF Deep Creek LLC,10972,Well 8 (18 in 460 ft),108541767,Inactive,41.97258148,-112.7665268,Well,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
RLF Deep Creek LLC,10972,Well #11(18 in 468 ft),108541768,Active,41.95040355,-112.8731367,Well,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
Aspen View Water,10975,Scofield Mt. Home Dev,108540858,Active,,,Spring,Withdrawal,Water Supplier,1984,kgallons,,,,,,,1036.771998,,,,,,1036.771998,,,
Aspen View Water,10975,Scofield Mt. Home Dev,108540858,Active,,,Spring,Withdrawal,Water Supplier,1981,kgallons,,,,,,,,,,,,,671.7466491,,,
Aspen View Water,10975,Scofield Mt. Home Dev,108540858,Active,,,Spring,Withdrawal,Water Supplier,1980,kgallons,,,,,,,,,,,,,750.052087,,,
Aspen View Water,10975,Scofield Mt. Home Dev,108540858,Active,,,Spring,Withdrawal,Water Supplier,1979,kgallons,,,,,,,,,,,,,213.8148483,,,
East Grouse Creek Pipeline Company,10976,Buckskin Spring (WS001),108540859,Active,41.7226241,-113.9281731,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
East Grouse Creek Pipeline Company,10976,North East Well (WS002),108540860,Active,41.72168797,-113.8677059,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
RMT Properties Inc,10977,Well 1 (12 in),108540861,Active,,,Well,Withdrawal,Industrial,1985,kgallons,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,6000.416696,72005.00035,,,
RMT Properties Inc,10977,Well 1 (12 in),108540861,Active,,,Well,Withdrawal,Industrial,1984,kgallons,6041.419411,7123.494452,6746.468383,6003.416662,8315.577262,8670.601843,9922.68889,8870.615967,5340.370591,5028.348948,4762.330685,6440.446969,83265.78234,,,
RMT Properties Inc,10977,Well 1 (12 in),108540861,Active,,,Well,Withdrawal,Industrial,1983,kgallons,11900.82636,6100.42361,6800.472066,4500.312248,7000.486145,9700.673604,9500.65948,9800.68034,8900.618086,7200.499988,6900.479128,7900.548444,96206.6795,,,
RMT Properties Inc,10977,Well 1 (12 in),108540861,Active,,,Well,Withdrawal,Industrial,1982,kgallons,14901.03463,13440.93316,14340.99574,13440.93316,17051.18386,15811.09792,15751.09368,7610.52829,15271.06044,15201.05549,9640.669366,16391.13823,168851.724,,,
RMT Properties Inc,10977,Well 1 (12 in),108540861,Active,,,Well,Withdrawal,Industrial,1981,kgallons,15381.06788,14210.98656,11080.76943,14841.0304,15931.10607,16171.12269,16421.14035,16491.14496,13330.92572,15511.07706,11160.77475,12020.83451,172551.9826,,,
RMT Properties Inc,10977,Well 1 (12 in),108540861,Active,,,Well,Withdrawal,Industrial,1980,kgallons,15891.10324,14360.99715,10770.74786,15381.06788,15891.10324,15371.06717,15911.10466,15951.10748,15401.06929,15921.10536,15501.07635,15901.10395,182252.6536,,,
RMT Properties Inc,10977,Well 2 (8 in),108540862,Active,,,Well,Delivery,Industrial,,kgallons,,,,,,,,,,,,,,,,
"Eagle Mtn. Mink Ranch McLachlan, Scott",10978,Gravel Pit Well,108540884,Active,40.26853361,-111.8568181,Well,Withdrawal,Industrial,2019,kgallons,651.7028571,0,651.7028571,977.5542857,977.5542857,1303.405714,1303.405714,1303.405714,1303.405714,977.5542857,977.5542857,651.7028571,11078.94857,,,
"Eagle Mtn. Mink Ranch McLachlan, Scott",10978,North Mink Shed Well,108540885,Active,40.2778576,-112.0384059,Well,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
"Eagle Mtn. Mink Ranch McLachlan, Scott",10978,North House Manager Well,108544934,Active,40.28508051,-112.0424406,Well,Withdrawal,Domestic,2019,kgallons,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,130.3405714,1564.086857,,,
"Eagle Mtn. Mink Ranch McLachlan, Scott",10978,South Mink Shed Well,108544935,Active,40.27553903,-112.0339141,Well,Withdrawal,Agricultural,2019,kgallons,1955.108571,1955.108571,1955.108571,3910.217143,6517.028571,6517.028571,6517.028571,6517.028571,4887.771429,1955.108571,1955.108571,1955.108571,46596.75429,,,
"Eagle Mtn. Mink Ranch McLachlan, Scott",10978,Farm Hand House Well,108544936,Active,40.27640743,-112.0424581,Well,Withdrawal,Agricultural,2019,kgallons,1955.108571,1955.108571,1955.108571,5213.622857,9775.542857,9775.542857,9775.542857,9775.542857,4887.771429,1955.108571,1955.108571,1955.108571,60934.21714,,,
"Instone Loan, LLC",10979,Well (16 in 189  ft deep),108540895,Inactive,,,Well,Withdrawal,Commercial,,,,,,,,,,,,,,,,,,
"Instone Loan, LLC",10979,Well 16` (150 ft. deep),108541072,Active,37.853443,-113.050279,Well,Withdrawal,Domestic,2006,kgallons,,,,,,,,,,,,,612926.5371,,,
"Instone Loan, LLC",10979,Well Rush Lake Ranch,108541073,Active,37.853443,-113.050279,Well,Withdrawal,Domestic,,,,,,,,,,,,,,,,,,
"Whited, D. Bruce",10980,Well 3 (12 in 300-650 ft deep),108540898,Active,37.49622646,-113.2942612,Well,Withdrawal,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
"Whited, D. Bruce",10980,Well 1 (12 in 300-650 ft deep),108540899,Active,37.50432267,-113.2901745,Well,Withdrawal,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
"Whited, D. Bruce",10980,Well 2 (12 in 300-650 ft deep),108540900,Active,37.51084893,-113.2810615,Well,Withdrawal,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
"Whited, D. Bruce",10980,Well 4 (12 in 300-650 ft deep),108540901,Active,37.49037551,-113.2991504,Well,Delivery,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
"Whited, D. Bruce",10980,Well 5 (12 in 300-650 ft deep),108540902,Active,37.49298341,-113.2992303,Well,Withdrawal,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
"ADS Group, Inc.",10982,Well (8 in. Depth 125 ft ),108540910,Inactive,37.69742293,-112.1860629,Well,Withdrawal,Commercial,,,,,,,,,,,,,,,,,,
"ADS Group, Inc.",10982,Tru North Well,108540911,Active,37.7061468,-112.1929257,Well,Withdrawal,Commercial,,,,,,,,,,,,,,,,,,
"ADS Group, Inc.",10982,Well,108540912,Active,37.70024393,-112.1926316,Well,Withdrawal,Commercial,,,,,,,,,,,,,,,,,,
"ADS Group, Inc.",10982,Bryce Canyon Wildlife Well,108540913,Active,37.69920263,-112.1899895,Well,Withdrawal,Commercial,,,,,,,,,,,,,,,,,,
Enterprise Farms LLC,10983,Well (8 in. Depth 100 - 500 ft ) Irriga,108540915,Active,37.62262077,-113.6258574,Well,Withdrawal,Domestic,,,,,,,,,,,,,,,,,,
Enterprise Farms LLC,10983,Well (Culinary),108541200,Active,37.62179744,-113.6258285,Well,Withdrawal,Domestic,2016,kgallons,5,5,5,5,5,5,5,5,5,5,5,5,60,,,
"Park, James & Tori",10984,Well (6 in. Depth 150 - 600 ft ),108540916,Active,37.4999463,-112.8064158,Well,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,North Jordan Canal,108540917,Inactive,40.58023025,-111.9200214,Stream,Withdrawal,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,Utah and Salt Lake Canal,108540918,Inactive,40.4430579,-111.9225348,Stream,Withdrawal,Water Supplier,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,Service shaft or well,108541787,Inactive,40.53037927,-112.191642,Well,Withdrawal,Industrial,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,Utah Lake (t37187),108542518,Active,40.12725502,-111.9435746,Lake,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,"Existing well (16`, 400`)",108542519,Active,40.09944116,-111.9714709,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,Existing well (16` 300`),108542520,Active,40.0993799,-111.9716239,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,"Existing well (16`, 345`)",108542522,Active,40.0994127,-111.9716423,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,"Existing well (16`, 134`)",108542523,Active,40.08644553,-111.9593303,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,"XL Well (12`, 349`)",108542524,Active,40.01170211,-111.7903477,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,"NFW Big Well (16`, 467`)",108542525,Active,39.98834301,-111.8018612,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,"CC-2 Existing Well (20`, 500`)",108542526,Active,39.92382805,-111.8799942,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,"New well (16`, 100 - 1000`)",108542527,Active,39.92714192,-111.8880576,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
OM Enterprises Company,10985,CC-1 Shed Well,108542528,Active,39.92090857,-111.8828551,Well,Withdrawal,Irrigation,,kgallons,,,,,,,,,,,,,,,,
Big Plains Water & Sewer Special Service Dist - Apple Valley,10986,Apple Valley Well #2 (WS002),108540919,Active,37.10314469,-113.135362,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Big Plains Water & Sewer Special Service Dist - Apple Valley,10986,Well (8 in. Depth 100 - 500 ft ),108540920,Inactive,37.04723862,-113.0602483,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Big Plains Water & Sewer Special Service Dist - Apple Valley,10986,Well #1 Replacement (WS003),108540921,Active,37.10152578,-113.1354126,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Big Plains Water & Sewer Special Service Dist - Apple Valley,10986,Well (8 in 100 ft. - 500 ft.),108541401,Inactive,37.03696734,-113.0661253,Well,Withdrawal,Domestic,,,,,,,,,,,,,,,,,,
Bear Lake Powell LLC,10988,Well (8 in depth 904 ft),108540922,Active,37.11856341,-111.8150269,Well,Withdrawal,Commercial,,kgallons,,,,,,,,,,,,,,,,
Gubler Family Trust,10992,Well (12 in Depth 250 ft),108541036,Active,37.10125826,-113.1355178,Well,Withdrawal,Domestic,2006,kgallons,,,,,,,,,,,,,33029.41,,,
Gubler Family Trust,10992,Well (9 in depth 260 ft),108541037,Active,37.10222518,-113.1359771,Well,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
Jolley Trust,10994,Well (8 in depth 720 ft),108541038,Active,38.32284338,-112.5701285,Well,Withdrawal,Agricultural,,kgallons,,,,,,,,,,,,,,,,
"Bumblebee Water System, Inc.",10995,Well,108541039,Active,37.61247764,-113.2449651,Well,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
"Crocker Enterprises, LLC",10996,"Well (8 in, 400 ft deep)",108541046,Active,37.25841077,-113.372293,Well,Withdrawal,Domestic,,kgallons,,,,,,,,,,,,,,,,
"Crocker Enterprises, LLC",10996,"Well (8 in, 400 ft deep)",108541046,Active,37.25841077,-113.372293,Well,Withdrawal,Domestic,2008,kgallons,,,,,,,,,,,,,1140.48,,,
Casper`s Ice Cream,10997,"East Well, Lot 2 (3 in. 126 ft deep)",108541062,Inactive,41.94712751,-111.8287824,Well,Withdrawal,Commercial,,kgallons,,,,,,,,,,,,,,,,
Casper`s Ice Cream,10997,South South Well (4 in.),108541063,Inactive,41.94587555,-111.8307004,Well,Withdrawal,Commercial,,kgallons,,,,,,,,,,,,,,,,
Casper`s Ice Cream,10997,North Well (4 in. 104 ft deep) (WS001),108541064,Active,41.94850581,-111.8310324,Well,Withdrawal,Commercial,,kgallons,,,,,,,,,,,,,,,,
Casper`s Ice Cream,10997,South Well (4 in. 160 ft deep) (WS002),108541065,Active,41.9470169,-111.8307925,Well,Withdrawal,Commercial,,kgallons,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Emigration Creek,108541082,Inactive,40.79141587,-111.7129733,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Well,108541083,Inactive,40.79146203,-111.7130569,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Well (6 in. Depth 65 ft),108541084,Inactive,40.79195571,-111.7123459,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Well (6in. Depth 375 ft),108541085,Inactive,40.7915134,-111.7128289,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Well (6in. Depth 108 ft),108541086,Inactive,40.79465375,-111.7155401,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Well (10 in. Depth 126 ft),108541087,Inactive,40.79346527,-111.7141369,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Well (10 in. Depth 185 ft),108541088,Inactive,40.77010822,-111.7598248,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Emigration Improvement District,10999,Well (6 in. 100-200 ft),108541089,Inactive,40.79705915,-111.7107204,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
