WRNUM,RESERVOIR_IDNUM,RESERVOIR_NAME,RESERVOIR_CAPACITY,DAM_HEIGHT,ACRES_INUNDATED,RES_BEG_DATE,RES_END_DATE,DAM_NUMBER,recordId
71-1962,5,Big Bench Reservoir,0.72,0,0,101,1231,        ,9988
81-2819,2,Rock Canyon Retention Resv.,1,3,0,101,1231,        ,9989
71-3052,4,Minersville PL566 #21 (Linc Bench),1.5,13,0,101,1231,        ,9990
14-31,1,Unnamed Reservoir,11.08,12,0,101,1231,        ,9991
69-13,7,Unnamed,0.18,5,0,101,1231,        ,9992
89-1162,3,South Brigham Plains Reservoir,1,0,0,101,1231,        ,9993
71-2326,4,Mountain Top Reservoir No. 2,1.72,0,0,101,1231,        ,9994
75-1417,4,Unnamed,1,8,0.3,101,1231,        ,9995
81-3353,2,Eversteines Hollow Reservoir,31,24,0,101,1231,        ,9996
81-2254,16,Baker Reservoir,1145.6,66,66,101,1231,        ,9997
73-913,5,Unnamed storage tank,0.015,0,0,101,1231,        ,9998
81-1685,1,Unnamed Reservoir,5,7,1.5,101,1231,        ,9999
71-896,4,Dead Horse Point Reservoir,6.079,0,0,101,1231,        ,10000
69-82,6,Unnamed,1,20,1,101,1231,        ,10001
81-2990,5,MacDonald Lake,200,18,25,101,1231,        ,10002
89-923,2,Merle Findley Reservoir #1,0.5,0,0,101,1231,        ,10003
81-1967,2,Three Mile Wash Reservoir #1,1,6,0,101,1231,        ,10004
81-1967,3,Three Mile Wash Reservoir #2,1,6,0,101,1231,        ,10005
81-1967,4,Three Mile Wash Reservoir #3,1,6,0,101,1231,        ,10006
81-1967,9,Three Mile Wash Reservoir #4,1,6,0,101,1231,        ,10007
97-83,1,LONG WILLOW BOTTOM RES.,34.6,0,0,101,1231,        ,10008
81-2967,5,Unnamed Reservoir #1,1.89,10,0,401,1201,        ,10009
81-2967,6,Unnamed Reservoir #2,1.5,8,0,401,1201,        ,10010
69-7,3,Four unnamed reservoirs,0.002,0,0,101,1231,        ,10011
81-2049,2,Divide Reservoir,2,4,0,101,1231,        ,10012
89-163,8,Unnamed Reservoirs,100,20,10,101,1231,        ,10013
89-1163,1,Cove Reservoir,9,0,0,101,1231,        ,10014
81-2620,2,Unnamed,19.5,10,2,101,1231,        ,10015
81-3059,2,Unnamed,0.5,8,0,101,1231,        ,10016
81-2253,1,Baker Reservoir,1145.6,66,66,101,1231,        ,10017
81-2035,2,Apex 9 Reservoir,0.6,4,0,101,1231,        ,10018
71-2712,2,Salt Spring Reservoir,2.5,0,0,101,1231,        ,10019
81-3159,4,Unnamed Reservoir,9.3,6,0,101,1231,        ,10020
81-3159,5,Unnamed Reservoir,18.7,6,0,101,1231,        ,10021
14-39,1,Cottonwood Creek Reservoir,2.4,16,0.34,101,1231,        ,10022
81-240,5,Unnamed Reservoir,23,10,0,301,1031,        ,10023
81-2120,3,Unnamed Reservoir,1,4,0.03,101,1231,        ,10024
71-3054,4,Minersville PL566 #22 (Linc Bench),3.1,15,0,101,1231,        ,10025
97-1462,1,Unnamed Res.,500000,195,580,101,1231,        ,10026
81-1832,2,Bark Hollow Reservoir,0.1,4,0,101,1231,        ,10027
81-2832,2,Unnamed,0.2,2,0,101,1231,        ,10028
81-242,3,Unnamed,0.195,0,0,101,1231,        ,10029
81-2066,2,Unnamed Reservoir,0.25,4,0,101,1231,        ,10030
77-192,4,LaBaron Reservoir (Blainey Res.),257.26,24,23.5,1001,701,        ,10031
71-1963,4,Unnamed Reservoir,21.08,0,0,101,1231,        ,10032
75-35,1,Yankee Meadow Reservoir,1100,0,0,101,1231,        ,10033
71-297,4,Tullis Reservoir,0.9,0,0,101,1231,        ,10034
81-1595,4,Dry Camp Reservoir #1,1.35,10,0.2,101,1231,        ,10035
81-1595,7,Dry Camp Reservoir #2,1.3,10,0.2,101,1231,        ,10036
81-1538,3,Middle Spring Pond,0.2,0,0,101,1231,        ,10037
81-991,5,Isom Pond #3,10,10,1,101,1231,        ,10038
81-2929,2,Unnamed,1.2,4,0,101,1231,        ,10039
89-144,1,Unnamed,539,40,27.14,101,1231,        ,10040
81-1242,6,Unnamed Reservoir #1,1,6,0,101,1231,        ,10041
81-1242,7,Unnamed Reservoir #2,1,6,0,101,1231,        ,10042
81-2081,2,Prince,0.5,4,0,101,1231,        ,10043
81-2081,4,Death Valley #1,0.5,4,0,101,1231,        ,10044
81-2081,5,Death Valley #2,0.5,4,0,101,1231,        ,10045
71-3066,4,Minersville PL566 #31,2.3,8,0,101,1231,        ,10046
71-2039,2,unnamed Reservoir,0.16,4,0,101,1231,        ,10047
89-698,3,Unnamed Pond,0.5,0,0,101,1231,        ,10048
81-2055,2,Unnamed Reservoir,0.1,2,0,101,1231,        ,10049
71-3055,4,Minersville PL 566 #9 (The Seeps),2,15,0,101,1231,        ,10050
81-697,3,Kalob Divide Stock Pond,0.15,0,0.03,101,1231,        ,10051
81-2061,2,Lone Pine,0.5,4,0,101,1231,        ,10052
81-427,3,Unnamed Reservoir,2500,85,100,101,1231,        ,10053
71-3061,4,Milford Flat #1,1.3,8,0,101,1231,        ,10054
81-104,7,Unnamed,23,10,0,101,1231,        ,10055
81-749,1,North,4,6,2,101,1231,        ,10056
81-2060,2,Dry Flat Draw,0.5,4,0,101,1231,        ,10057
97-1470,4,Unnamed Res.,90000,180,600,101,1231,        ,10058
85-65,17,Reservoir #1,40000,125,750,101,1231,        ,10059
85-65,18,Reservoir #2,25000,100,400,101,1231,        ,10060
89-35,3,Unnamed Reservoir,4.4,9,0,101,1231,        ,10061
89-1174,4,Cottonwood Management Reservoir,1,0,0,101,1231,        ,10062
81-2260,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10063
77-31,4,Little Reservoir,16.72,0,0,101,1231,        ,10064
81-2860,2,Frog Hollow #1,1,4,0,101,1231,        ,10065
89-1196,2,Adams Reservoir,1.8,0,0,101,1231,        ,10066
81-1961,2,Upper Grass Valley Reservoir #2,1,6,0,101,1231,        ,10067
77-864,3,Chalk Hollow Reservoir,20.8,0,0,101,1231,        ,10068
81-2029,2,Stout Canyon Reservoir,0.12,0,0,101,1231,        ,10069
81-738,12,Spendlove Reservoir,10,15,0,101,1231,        ,10070
81-3599,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10071
69-58,3,Fillmore Wash Reservoir,6.2,18,0.9,101,1231,        ,10072
81-1921,4,Beer Hollow Reservoir,0.5,0,0,101,1231,        ,10073
77-102,4,Anderson Meadow,66.56,0,0,101,1231,        ,10074
81-1166,2,"Rock, Nelson`s, or Cox`s Pond",30000,6,0,101,1231,        ,10075
89-31,3,Unnamed Reservoir,2.3,2,0,101,1231,        ,10076
85-202,1,Heaton Reservoir,15,0,0,101,1231,        ,10077
81-2908,2,Unnamed,0.1,1,0,101,1231,        ,10078
71-1948,19,Minersville Reservoir,26500,0,0,101,1231,        ,10079
71-1942,4,Unnamed Reservoir,0.13,0,0,101,1231,        ,10080
81-2197,6,Three Creeks Reservoir,3.5,10,0.55,101,1231,        ,10081
81-2109,1,Unnamed Reservoir,0.1,3,0.03,101,1231,        ,10082
81-1948,2,Esplin Stock Reservoir,0.4,3,0,101,1231,        ,10083
81-950,5,Upper Reservoir,1.467,2,0,101,1231,        ,10084
81-950,6,Middle Reservoir,10.33,10,0,101,1231,        ,10085
81-950,7,Lower Reservoir,0.43,3,0,101,1231,        ,10086
81-1997,1,Seaman Canyon Reservoir,0.09,0,0,101,1231,        ,10087
81-515,5,Unnamed pond,1.4,6,0,101,1231,        ,10088
85-278,1,Reservoir Spring Area Reservoir,60,0,0,101,1231,        ,10089
89-17,3,Podunk Lake,74.64,0,0,101,1231,        ,10090
81-2090,3,Unnamed Reservoir,1.5,4,0.5,101,1231,        ,10091
85-94,1,Berts Powder Spring Reservoir,1,0,0,101,1231,        ,10092
89-1207,3,Jim Hollow Reservoir,2.5,0,0,101,1231,        ,10093
81-677,6,Bone Hollow Reservoir,0.5,6,0,101,1231,        ,10094
71-1941,4,Unnamed Reservoir,0.23,0,0,101,1231,        ,10095
71-2914,4,Fish Draw Reservoir,0.08,0,0,101,1231,        ,10096
81-307,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10097
81-1872,2,Unnamed Reservoir,0.1,5,0.004,101,1231,,10098
71-888,5,Granite Peak Reservoir,1.612,0,0,101,1231,        ,10099
81-2062,2,Central Fire Reservoir,0.25,4,0,101,1231,        ,10100
81-2062,3,California Hollow Reservoir #1,0.25,4,0,101,1231,        ,10101
81-2948,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10102
71-750,2,Old Cedar Sheep Association Res.,14.25,0,0,101,1231,        ,10103
71-2888,4,Mahogany Ridge Reservoir,1,0,0,101,1231,        ,10104
81-8,42,New Castle Reservoir,5290,75,0,101,1231,        ,10105
69-57,3,Cedar Wash Reservoir,6,12,1.2,101,1231,        ,10106
81-680,20,Upper Harris Spring Pond,0.09,5,0.06,101,1231,        ,10107
81-849,4,Unnamed,4,7,0.75,101,1231,        ,10108
81-3062,2,Unnamed,0.5,7,0,101,1231,        ,10109
81-2073,2,Unnamed Reservoir,0.25,4,0,101,1231,        ,10110
81-280,4,Unnamed,39,12,0,101,1231,        ,10111
81-2849,2,Unnamed,3,8,0,101,1231,        ,10112
81-2849,3,Unnamed,3,8,0,101,1231,        ,10113
97-43,1,John King Reservoir,23.06,0,0,1101,401,        ,10114
71-407,3,Newcastle Reservoir,5645.19,0,0,501,1001,        ,10115
97-1916,1,Durfey Reservoir,500,50,15,101,1231,        ,10116
71-898,4,Badger Reservoir,2.58,0,0,101,1231,        ,10117
71-2165,6,Sheep Spring Reservoir,0.68,0,0,101,1231,        ,10118
81-1382,1,Unnamed Reservoir,45000,211,530,101,1231,        ,10119
97-1553,4,Unnamed Reservoir,0.07,5,0.14,101,1231,        ,10120
81-133,3,Unnamed,4,0,0,101,1231,        ,10121
89-1208,2,Unnamed Reservoir,1,0,0,101,1231,        ,10122
77-760,29,Manderfield (Lower Indian Creek),350,31,5.69,101,731,        ,10123
71-2898,4,Calf Spring North Reservoir,0.25,0,0,101,1231,        ,10124
81-439,5,Black`s Reservoir,2,10,0.25,101,1231,        ,10125
85-62,12,Reservoir #1,40000,125,750,101,1231,        ,10126
71-2600,4,Hodson Reservoir,16.75,0,0,101,1231,        ,10127
71-3753,6,Unnamed,1200,120,40,101,1231,        ,10128
73-1041,2,Mud Spring reservoir,9.31,0,0,101,1231,        ,10129
71-642,9,Alger Spring Reservoir,1,0,0,101,1231,        ,10130
81-1504,1,Kolob Reservoir,5586,67,249.13,501,1101,        ,10131
71-2889,6,Blackhills #3 Stockpond,0.5,5,0.5,101,1231,        ,10132
81-2889,2,Slack,1,5,0,101,1231,        ,10133
81-2817,2,Unnamed Reservoir,1,3,0,101,1231,        ,10134
85-790,6,Unnamed Reservoir,350,10,35,101,1231,        ,10135
77-407,60,Middle Kents Lake,910,32,47,401,630,        ,10136
75-660,3,Lower Rocky Stock Pond,0.25,0,0,101,1231,        ,10137
71-2030,4,unnamed Reservoir,0.32,2,0,101,1231,        ,10138
81-2827,2,Unnamed,0.2,3,0,101,1231,        ,10139
71-3002,5,Earthen Dam creating a reservoir,1.25,5,0.8,101,1231,        ,10140
71-2896,6,Blackhills #2 Stockpond,0.5,0,0,101,1231,        ,10141
81-2828,2,Unnamed,0.2,2,0,101,1231,        ,10142
81-3048,9,11 Unnamed Reservoirs,18,0,0,101,1231,        ,10143
81-2078,3,Windy Peak Reservoir,0.25,4,0,101,1231,        ,10144
81-2070,2,Barn Pole Hollow Reservoir,0.25,4,0,101,1231,        ,10145
81-1149,1,Lower Gunlock Reservoir,10884,115,475,101,1231,        ,10146
81-2939,2,Wide Hollow Spring #2 Reservoir,0.2,3,0,101,1231,        ,10147
89-1179,2,East Canyon Reservoir #1,0.5,0,0,101,1231,        ,10148
81-2030,2,Ice Caves Reservoir,0.06,0,0,101,1231,        ,10149
71-641,2,Upper Enterprise Reservoir,10000,77,380,101,1231,        ,10150
69-28,1,Unnamed Reservoir,9,0,2,101,1231,        ,10151
81-1156,1,Nora Heaton Reservoir,0.65,8,0.66,101,1231,        ,10152
89-1160,1,Sunset Cove Reservoir,0.5,0,0,101,1231,        ,10153
81-189,8,Unnamed,2,10,0,101,1231,        ,10154
71-361,4,Huntsman Reservoir,1,0,0,101,1231,        ,10155
77-250,3,Porky`s Pasture Reservoir,0.5,0,0,601,1015,        ,10156
85-275,1,Meadow Canyon Reservoir,125,0,0,101,1231,        ,10157
71-2445,6,Minersville Reservoir,26500,0,0,101,1231,        ,10158
85-290,1,Dairy Canyon Reservoir,125,0,0,101,1231,        ,10159
85-276,5,Rock Canyon Reservoir,100,0,0,101,1231,        ,10160
81-1384,5,Corral Flat Reservoir,0.5,6,0,101,1231,        ,10161
71-747,2,Dick Palmer Reservoir,0.12,0,0,101,1231,        ,10162
69-6,3,Unnamed,0.006,0,0,101,1231,        ,10163
81-2921,2,West Pasture,0.8,4,0,101,1231,        ,10164
81-2943,1,George`s Reservoir,0.5,6,0,101,1231,        ,10165
75-1175,3,North Spring Reservoir,0.25,8,0,101,1231,        ,10166
77-388,3,Sheep Rock Pond,0.25,0,0,101,1231,        ,10167
71-334,8,East Bowler Spring Reservoir,0.01,0,0,101,1231,        ,10168
81-2922,2,Section 11,1,4,0,101,1231,        ,10169
81-388,3,Unnamed Reservoir,4.25,8,0,101,1231,        ,10170
81-388,5,Unnamed Reservoir,1.07,5,0,101,1231,        ,10171
77-859,4,Greenville Hollow Reservoir,5,0,0,101,1231,        ,10172
81-2998,2,Lee Reservoir,0.2,8,0,101,1231,        ,10173
81-1544,3,Ridge Seep Pond,0.06,0,0,101,1231,        ,10174
71-2334,4,Pilot Power House Reservoir,8,0,0,101,1231,        ,10175
85-260,1,Needle Rock Canyon Reservoir,75,0,0,101,1231,        ,10176
81-2820,2,Joseph Reservoir,0.3,2,0,101,1231,        ,10177
71-639,2,Upper Enterprise Reservoir,10000,77,380,101,1231,        ,10178
81-2942,1,Cabin Reservoir,0.5,6,0,101,1231,        ,10179
89-1178,1,Jacobs Tank Reservoir,0.25,0,0,101,1231,        ,10180
75-1418,4,Unnamed,1.5,9,0.4,101,1231,        ,10181
81-2890,2,Terrace Divide,0.5,4,0,101,1231,        ,10182
81-1091,1,Big Black Rock Spring Resv.,0.45,5,0.15,101,1231,        ,10183
71-90,4,Terry Reservoir,28,0,0,101,1231,        ,10184
73-90,5,Unnamed  Reservoir,0.8,3,0,101,1231,        ,10185
81-2896,2,Unnamed,0.8,4,0,101,1231,        ,10186
14-38,1,Unnamed Reservoir,1.94,6,0.23,101,1231,        ,10187
71-2982,4,Pit type reservoir,1.19,10,0,101,1231,        ,10188
85-141,2,Unnamed Stock Pond,1,0,0,101,1231,        ,10189
71-2458,4,Hodson Reservoir,16.75,0,0,101,1231,        ,10190
71-2325,4,Atchinson Mountain Reservoir,0.12,0,0,101,1231,        ,10191
81-1596,8,Stapley Grove Reservoir #1,4,16,0.86,101,1231,        ,10192
81-1596,9,Stapley Grove Reservoir #2,4,16,0.86,101,1231,        ,10193
81-2918,2,Unnamed,0.5,2,0,101,1231,        ,10194
73-1040,4,Unnamed Reservoir,0.2,0,0,101,1231,        ,10195
75-1176,3,North Spring Reservoir,0.25,8,0,101,1231,        ,10196
81-1418,3,Unnamed,8,18,5,101,1231,        ,10197
81-2862,2,Gooseberry #3,1,4,0,101,1231,        ,10198
71-2688,4,Mitchell Spring Reservoir,3.4,0,0,101,1231,        ,10199
81-1266,4,Danish Ranch Reservoir #1,2,10,0.25,101,1231,        ,10200
71-2332,4,Rock Hole Reservoir,0.01,0,0,101,1231,        ,10201
81-2863,2,Gooseberry #1,0.5,3,0,101,1231,        ,10202
85-125,1,Graff Pond,6,0,0,101,1231,        ,10203
75-656,3,South Creek Stock Pond #2,0.25,0,0,101,1231,        ,10204
89-171,14,Unnamed Reservoir,40000,240,1120,101,1231,        ,10205
71-2038,2,unnamed Reservoir,0.16,4,0,101,1231,        ,10206
81-1241,7,#1 Unnamed Reservoir,1,6,0,101,1231,        ,10207
81-1241,8,#2 Unnamed Reservoir,1,6,0,101,1231,        ,10208
81-1241,9,#3 Unnamed Reservoir,1,6,0,101,1231,        ,10209
77-1662,5,Three Creeks Reservoir,2029.23,70,57,401,630,        ,10210
77-1348,3,Poorman Reservoir #1,3.06,0,0,101,1231,        ,10211
81-1800,2,Seep Reservoir,1,6,0,101,1231,        ,10212
71-2323,4,Frel Reservoir,0.012,0,0,101,1231,        ,10213
81-1251,5,Stan Spring Reservoir #1,0.2,9,0,101,1231,        ,10214
81-1251,6,Stan Spring Reservoir #2,0.25,8,0,101,1231,        ,10215
71-2213,2,Big Hollow Reservoir,18.68,0,0,101,1231,        ,10216
85-61,51,Reservoir #1,40000,125,750,101,1231,        ,10217
85-61,52,Reservoir #2,25000,100,400,101,1231,        ,10218
81-2054,2,Unnamed Reservoir,0.7,5,0,101,1231,        ,10219
81-1894,2,West Mountain Reservoir,3,6,0,101,1231,        ,10220
77-389,3,Earthen dam,3.1,11,1,101,1231,        ,10221
81-2980,2,Limestone,0.5,4,0,101,1231,        ,10222
81-2859,2,Frog Hollow #2,0.8,4,0,101,1231,        ,10223
81-2053,2,Whitmore Reservoir,5,10,0,101,1231,        ,10224
71-1949,3,Unnamed Stock Reservoir,0.14,0,0,101,1231,        ,10225
71-3064,4,Minersville PL 566 #32,2,11,0,101,1231,        ,10226
85-24,4,Unnamed Reservoir,4.8,5,0,101,1231,        ,10227
81-2524,14,Unnamed Reservoir,0.2,8,0,101,1231,        ,10228
71-336,4,Bowler Reservoir,30.24,0,0,101,1231,        ,10229
81-1167,1,"Rock, Nelson`s or Cox`s Pond",30000,6,0,101,1231,        ,10230
81-2927,2,Unnamed,0.75,4,0,101,1231,        ,10231
89-1202,5,Deer Range Reservoir #3,0,0,0,101,1231,        ,10232
71-2709,4,Salt Spring Reservoir,2.5,0,0,101,1231,        ,10233
75-7,8,Red Creek Reservoir,1360,62,63.51,101,1231,        ,10234
71-654,4,Cow Hollow Reservoir,3.8,0,0,101,1231,        ,10235
77-880,4,Fortuna Reservoir,1,0,0,101,1231,        ,10236
81-3206,2,Kolob Reservoir,5586,67,249.13,101,1231,        ,10237
71-900,4,Burns Knoll Reservoir,31.5,0,0,101,1231,        ,10238
81-3329,8,Unnamed,2,10,0,101,1231,        ,10239
71-571,6,Sheep Spring Reservoir,0.68,0,0,101,1231,        ,10240
77-1245,4,Unnamed Reservoir,2.27,0,0,101,1231,        ,10241
81-2056,2,Reef Reservoir,1.1,4,0,101,1231,        ,10242
81-1192,1,Unnamed Reservoir,1,6,0.2,101,1231,        ,10243
71-2154,6,Cow Hollow Reservoir,7,0,3,101,1231,        ,10244
71-2173,3,Burnt Spot Reservoir,5.04,0,0,101,1231,        ,10245
97-98,3,Behunin-Shurtliff Reservoir,100,15,0,101,1231,        ,10246
81-1975,4,Unnamed,3,8,0,101,1231,        ,10247
81-1975,5,Unnamed,3,8,0,101,1231,        ,10248
81-1867,4,Twin Peak Reservoir,1,4,0,101,1231,        ,10249
81-2032,2,Jackson Reservoir,1.5,6,0,101,1231,        ,10250
81-690,4,Blakes Reservoir,1,6,0,101,1231,        ,10251
81-690,5,Lone Pine Reservoir #1,0.3,10,0,101,1231,        ,10252
81-690,6,Lone Pine Reservoir #2,0.2,8,0,101,1231,        ,10253
97-1570,5,Unnamed Reservoir,20,10,1,101,1231,        ,10254
81-1802,2,Rose Bush Reservoir,0.1,4,0,101,1231,        ,10255
71-1207,2,Newcastle Reservoir,5645.19,0,0,301,1101,        ,10256
81-2038,2,Apex 1 Reservoir,0.15,3,0,101,1231,        ,10257
81-6,1,Newcastle Reservoir,5290,75,200,101,1231,        ,10258
75-655,3,South Creek Stock Pond #1,0.25,0,0,101,1231,        ,10259
77-185,4,Three Creeks Reservoir,2029.23,0,0,401,1031,        ,10260
81-396,2,Maple Spring,0.1,6,0.1,101,1231,,10261
71-2599,4,Hodson Reservoir,16.75,0,0,101,1231,        ,10262
71-3068,4,Minersville PL 566 #27,1,13,0,101,1231,        ,10263
81-2026,2,Kents Reservoir,0.05,0,0,101,1231,        ,10264
81-2933,2,Unnamed,2,4,0,101,1231,        ,10265
81-2005,2,Cove Seep,0.1,3,0,101,1231,        ,10266
71-2370,4,Grassy Flat Canyon Reservoir,0.14,0,0,101,1231,        ,10267
81-729,6,Aspen Reservoir,1,5,0,101,1231,        ,10268
81-1809,2,Wide Hollow Reservoir #1,0.01,4,0,101,1231,        ,10269
81-1809,6,Wide Hollow Reservoir #2,0.01,4,0,101,1231,        ,10270
81-1809,7,Wide Hollow Reservoir #3,0.01,3,0,101,1231,        ,10271
81-2273,27,Quail Creek,40325,209,590,101,1231,        ,10272
81-330,3,Unnamed Reservoir,3.01,0,0,101,1231,        ,10273
81-2072,2,Headwaters Reservoir #2,0.25,4,0,101,1231,        ,10274
81-2893,2,Workman Wash,0.5,4,0,101,1231,        ,10275
85-9,6,Reservoir No. 1,55,0,0,101,1231,        ,10276
81-1165,5,Unnamed Reservoir,8,10,1,101,1231,        ,10277
81-762,5,Unnamed Reservoir,1,0,0,101,1231,        ,10278
71-383,4,equalizing reservoir,2.5,0,0,101,1231,        ,10279
75-654,3,Lower Coyote Stock Pond,0.25,0,0,101,1231,        ,10280
81-2076,2,Unnamed Reservoir,0.25,4,0,101,1231,        ,10281
81-2076,3,Unnamed Reservoir,0.25,4,0,101,1231,        ,10282
81-3126,1,Cabin Reservoir,0.5,6,0,101,1231,        ,10283
81-3126,2,Upper Reservoir,0.5,6,0,101,1231,        ,10284
71-3065,4,Minersville PL 566 #33,2.75,9,0,101,1231,        ,10285
81-2907,2,Unnamed,0.6,3,0,101,1231,        ,10286
81-355,9,Kolob Creek Reservoir,5586,65,275,101,1231,        ,10287
81-2036,2,Apex 2 Reservoir,0.1,3,0,101,1231,        ,10288
69-11,7,Unnamed,0.2,7,0,101,1231,        ,10289
81-11,1,Newcastle,5209,83,200,101,1231,        ,10290
81-1873,2,Lime Spring,0.1,1,0.17,101,1231,,10291
97-1018,2,Shootaring Reservoir #1,0.5,0,0,101,1231,        ,10292
77-177,3,Three Creeks Reservoir,2029.23,70,0,401,630,        ,10293
77-1101,4,Green Hills Reservoir,1,0,0,315,615,        ,10294
71-3001,5,10` earthen dam creating reservoir,1.5,0,0.3,101,1231,        ,10295
77-1148,4,First Spring Reservoirs,0.98,0,0,101,1231,        ,10296
71-2705,4,Salt Spring Reservoir,2.5,0,0,101,1231,        ,10297
89-164,8,Unnamed Reservoirs,100,20,10,101,1231,        ,10298
81-2874,2,Unnamed,1,4,0,101,1231,        ,10299
71-2349,4,Teleraph Draw Reservoir,1.36,0,0,101,1231,        ,10300
81-2880,2,Paul Swapp Memorial,1,5,0,101,1231,        ,10301
71-3067,4,Minersville PL 566 #30,3.7,9,0,101,1231,        ,10302
89-34,3,Unnamed Dam,0,3,0,101,1231,        ,10303
81-237,1,Unnamed,3,6,0,101,1231,        ,10304
71-3058,4,Minersville PL566#20 Lincoln Bench,1.3,7,0,101,1231,        ,10305
71-1940,4,Black Canyon Reservoir,0.12,0,0,101,1231,        ,10306
75-1261,3,Unnamed Reservoir,1,0,0,101,1231,        ,10307
81-586,1,Unnamed Reservoir,2,8,0,101,1231,        ,10308
71-296,8,Tullis Reservoir,0.9,0,0,101,1231,        ,10309
19-174,1,Forces Reservoir,3,0,0,101,1231,        ,10310
81-3067,2,Unnamed,3,8,0,101,1231,        ,10311
81-3067,3,Unnamed,3,8,0,101,1231,        ,10312
81-3136,1,Russell Reservoir,0.5,6,0,101,1231,        ,10313
71-2118,6,Wild Horse Reservoir,2.37,0,0,101,1231,        ,10314
81-2180,4,unnamed res.,8000,175,80,101,1231,        ,10315
81-2940,3,Grass Valley Seep Reservoir,0.5,3,0,101,1231,        ,10316
71-2456,2,Unnamed,5,0,0,101,1231,        ,10317
89-1209,3,Horse Creek Reservoir,2,0,0,101,1231,        ,10318
97-1022,2,Red Divide Res. No.1,0.5,0,0,101,1231,        ,10319
71-1964,4,unnamed Reservoir,0.7,0,0,101,1231,        ,10320
81-2063,2,California Hollow Reservoir #2,0.25,4,0,101,1231,        ,10321
81-1964,2,Grass Valley Road Reservoir,1,6,0,101,1231,        ,10322
81-2181,3,Unnamed,3,5,1,101,1231,        ,10323
71-3000,2,Unnamed Reservoir,1.25,0,0.4,101,1231,        ,10324
71-2723,9,Black Rock Twin Reservoir,135,0,0,101,1231,        ,10325
81-1620,8,Eight Mile #1,1,6,0,101,1231,        ,10326
81-1620,9,Eight Mile #2,1,6,0,101,1231,        ,10327
77-857,3,South Bend Reservoir,5,0,0,101,1231,        ,10328
81-1985,2,Lone Pine Reservoir,0.09,0,0,101,1231,        ,10329
97-85,1,JOY LAY RESERVOIR,15.36,0,0,101,1231,        ,10330
81-2928,2,Unnamed,2,4,0,101,1231,        ,10331
81-1615,3,Redd Pond,0.1,3,0.1,101,1231,        ,10332
85-633,5,Upper Green Spring Pond,0.25,3,0,101,1231,        ,10333
81-3053,4,Behling Reservoir,5.25,6,1.3,101,1231,        ,10334
71-2892,4,Ox Valley Stockwatering Pond,0.5,0,0,101,1231,        ,10335
69-33,1,Madsen & Wintch Reservoir,214.65,19,0,101,1231,        ,10336
69-33,7,equalizing reservoir,9.6,8,1.2,101,1231,        ,10337
81-3139,2,Unnamed,0.5,6,0,101,1231,        ,10338
81-15,1,Unnamed,1000,0,0,101,1231,        ,10339
81-1101,1,Lower Gunlock Reservoir,10884,115,268,101,1231,        ,10340
89-275,15,Unnamed Reservoir,100,20,10,101,1231,        ,10341
81-2101,3,Unnamed Reservoir,0.1,4,0.03,101,1231,        ,10342
71-2353,4,Crestline Reservoir,0.03,0,0,101,1231,        ,10343
97-1944,3,North Fork Reservoir,693.6,28,0,101,1231,        ,10344
81-1966,2,Unnamed Reservoir,1,6,0,101,1231,        ,10345
81-1177,3,Unnamed Reservoir,1,7,0.25,101,1231,        ,10346
81-201,4,Unnamed,0.57,10,0,101,1231,        ,10347
81-2881,2,Bobs,0.25,3,0,101,1231,        ,10348
71-2830,4,Unnamed Stock Pond,0.2,6,0.37,101,1231,        ,10349
71-722,4,Page`s Ranch Reservoir,16.32,0,0,101,1231,        ,10350
75-722,4,CCC Reservoir,1.5,0,0,101,1231,        ,10351
71-2397,4,South Paradise Reservoir,0.6,0,0,101,1231,        ,10352
71-2511,4,Reservoir No. 2,0.3,0,0,101,1231,        ,10353
81-2027,2,Mile Canyon Reservoir,0.06,0,0,101,1231,        ,10354
97-1499,3,Unnamed Reservoir,100,20,10,101,1231,        ,10355
81-2892,2,Woods 4 Trail,1.1,6,0,101,1231,        ,10356
81-26,5,Unnamed,3,8,0,101,1231,        ,10357
81-26,6,Unnamed,3,8,0,101,1231,        ,10358
77-27,5,Unnamed - three earthen dams,16.29,0,0,101,1231,        ,10359
81-1385,5,Lake Flat Reservoir,1,6,0.2,101,1231,        ,10360
81-2869,2,Lee,0.5,3,0,101,1231,        ,10361
81-279,3,Frog Hollow,500,30,80,101,1231,        ,10362
81-979,1,Old Hemmingway Reservoir,2,12,0.25,101,1231,        ,10363
81-2310,2,Unnamed Reservoir,0.5,16,0,101,1231,        ,10364
89-76,9,#1,40000,125,750,101,1231,        ,10365
89-76,10,#2,25000,100,400,101,1231,        ,10366
89-1352,4,Bulldog Reservoir,5,0,0,101,1231,        ,10367
89-105,9,Unnamed,19,20,6,101,1231,        ,10368
81-2042,4,Catclaw Reservoir,1,4,0,101,1231,        ,10369
71-2463,8,Unnamed Reservoir,6,0,0,101,1231,        ,10370
81-142,3,Kolob Reservoir,5586,67,249.13,101,1231,        ,10371
71-327,3,Newcastle Reservoir,5645.19,0,0,301,1101,        ,10372
